fold,count,partial_load_loaded_count,label_base_rate,trained_prob_mean,trained_prob_std,trained_prob_min,trained_prob_max,roc_auc,average_precision,ece10,mce10,target_prob_mae
0,160,602,0.09375,0.178109809756279,0.0,0.178109809756279,0.178109809756279,0.5,1.0,0.08435980975627899,0.08435980975627899,0.2386436096032412
1,160,602,0.14375,0.17888254672288895,0.0,0.17888254672288895,0.17888254672288895,0.5,1.0,0.03513254672288896,0.03513254672288896,0.24110907771009807
2,160,602,0.14375,0.1819733828306198,0.0,0.1819733828306198,0.1819733828306198,0.5,1.0,0.03822338283061982,0.03822338283061982,0.2666770085837925
