stage,scope,mode,seed,fold,run_id,common_count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,worst10_mean_psnr_delta,best10_mean_psnr_delta,mean_ssim_delta,positive_ratio,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,t_l1_mean,spearman_tpred_tgt_mean,spearman_depth_neglogt_mean,stage2_gate_mean_mean,stage3_gate_mean_mean,confidence_mean_mean
oof20,adapter_only,shuffle,3407,0,oof20_adapter_only_shuffle_seed3407_f0,600,0.09839127540588379,0.08423042297363281,-0.3779348373413086,0.6950736999511716,0.09559004465738932,0.08481468200683594,-0.4588350296020508,0.7321713129679362,-0.8315792083740234,1.0707221984863282,-0.4588350296020508,0.7321713129679362,8.864104747772217e-06,0.6566666666666666,42.755948066711426,150,55,90,0.08442844062112272,0.9210517496281391,-0.43469793060511547,0.011980177955701948,0.05349108388026556,0.9671412854393323
oof20,adapter_only,shuffle,3407,1,oof20_adapter_only_shuffle_seed3407_f1,600,0.057954508463541665,0.06578826904296875,-0.41654071807861326,0.5293992996215819,0.07662668863932291,0.03288724263509114,-0.48230953216552735,0.5590415954589844,-0.7906806945800782,0.7798004150390625,-0.48230953216552735,0.5590415954589844,-9.64572032292684e-06,0.5933333333333334,42.834919929504395,150,58,94,0.08233628323301673,0.9281166710605991,-0.4572584261568322,0.014126202580519021,0.053668879146377246,0.9674243780970574
oof20,adapter_only,shuffle,3407,2,oof20_adapter_only_shuffle_seed3407_f2,600,0.07584048906962076,0.07436084747314453,-0.3611488342285156,0.5387491226196287,0.024227256774902343,0.08552808125813802,-0.42475983301798503,0.5835055669148763,-0.7392814636230469,0.8446842193603515,-0.42475983301798503,0.5835055669148763,-2.0743807156880695e-05,0.62,42.41839599609375,150,51,93,0.08281421582835416,0.9287151547098517,-0.4650104133291879,0.018314822466733556,0.053235522421697774,0.9677115308245023
oof20,adapter_only,shuffle,3407,3,oof20_adapter_only_shuffle_seed3407_f3,600,0.05635293324788412,0.05177116394042969,-0.3788923263549805,0.49867973327636683,0.029949620564778647,0.046934814453125,-0.396091365814209,0.5398743947347006,-0.5880260467529297,0.7438819885253907,-0.396091365814209,0.5398743947347006,-1.3515055179595948e-05,0.6033333333333334,42.88805866241455,150,57,73,0.08307314750738443,0.9215906707733665,-0.45426714049980377,0.014432323519140483,0.05401357049122453,0.9674002116918564
oof20,adapter_only,shuffle,3407,4,oof20_adapter_only_shuffle_seed3407_f4,600,0.0938925552368164,0.07267951965332031,-0.33777389526367185,0.5970029830932615,0.0801983133951823,0.07659637451171875,-0.39126176834106446,0.6287632306416829,-0.6627712249755859,0.8846633911132813,-0.39126176834106446,0.6287632306416829,-1.7748673756917316e-05,0.6316666666666667,42.82054328918457,150,49,75,0.08664847443811595,0.9261696240484413,-0.45164290896458437,0.00920569832980012,0.05316205014785131,0.9668568761150043
oof20,adapter_only,zero,3407,0,oof20_adapter_only_zero_seed3407_f0,600,0.09552850723266601,0.08338165283203125,-0.38288345336914065,0.6849718093872067,0.09181442260742187,0.08566627502441407,-0.44942792256673175,0.7192997614542643,-0.8014678955078125,1.053753662109375,-0.44942792256673175,0.7192997614542643,1.0714630285898844e-05,0.6633333333333333,42.755948066711426,150,52,88,0.07943407674630483,0.92212837995334,,0.01350231248109291,0.05535406714305282,1.0
oof20,adapter_only,zero,3407,1,oof20_adapter_only_zero_seed3407_f1,600,0.054809309641520185,0.06305503845214844,-0.40859508514404297,0.5174278259277343,0.07300956726074219,0.031669387817382814,-0.47574634552001954,0.5451860427856445,-0.7824142456054688,0.7654243469238281,-0.47574634552001954,0.5451860427856445,-9.296039740244548e-06,0.5966666666666667,42.834919929504395,150,57,92,0.07745738558160763,0.9290845083385096,,0.016876551760360597,0.05472744278609753,1.0
oof20,adapter_only,zero,3407,2,oof20_adapter_only_zero_seed3407_f2,600,0.07033857027689616,0.06723976135253906,-0.35465335845947266,0.5082466125488275,0.020007158915201825,0.08212086995442708,-0.4193706194559733,0.5588473002115886,-0.7133708953857422,0.8021720886230469,-0.4193706194559733,0.5588473002115886,-1.894007126490275e-05,0.6083333333333333,42.41839599609375,150,47,92,0.07816141665292282,0.9295544100011639,,0.020948123224079608,0.05277054462581873,1.0
oof20,adapter_only,zero,3407,3,oof20_adapter_only_zero_seed3407_f3,600,0.052852570215861004,0.04718971252441406,-0.37304344177246096,0.48008842468261687,0.025639915466308595,0.043167368570963545,-0.3794180552164714,0.5185616811116537,-0.551953125,0.7221160888671875,-0.3794180552164714,0.5185616811116537,-1.360177993774414e-05,0.5933333333333334,42.88805866241455,150,54,75,0.07812195618947347,0.9228811839965912,,0.016348038408905266,0.055876805558800695,1.0
oof20,adapter_only,zero,3407,4,oof20_adapter_only_zero_seed3407_f4,600,0.09061988830566406,0.06778144836425781,-0.3397804260253906,0.6030939102172851,0.07792694091796876,0.07404329935709636,-0.3852702776590983,0.6228621482849122,-0.6485675811767578,0.8689266204833984,-0.3852702776590983,0.6228621482849122,-1.7269452412923178e-05,0.6216666666666667,42.82054328918457,150,51,74,0.08144519829501708,0.927029621144438,,0.010013735893492897,0.05553297835712632,1.0
