stage,scope,mode,seed,folds,fold_count,common_count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,t_l1_mean,spearman_tpred_tgt_mean,spearman_depth_neglogt_mean,stage2_gate_mean_mean,stage3_gate_mean_mean,confidence_mean_mean,bootstrap_ci95_low,bootstrap_ci95_high,wilcoxon_p_two_sided
oof20,adapter_only,invert,3407,"0,1,2,3,4",5,3000,0.08822981834411621,0.07831954956054688,-0.4434202194213867,0.654361915588379,0.07004621124267578,0.07163577779134114,-0.4832662073771159,0.6992668215433756,-1.0882835388183594,1.2273197174072266,-2.527803182601929e-05,0.6233333333333333,42.76437759399414,750,275,479,0.07744154369086027,0.9257641528103094,0.903080993754841,0.013340516425203532,0.05032313343634208,0.9675188721021016,0.07646598191261293,0.09969120197296141,0.0
oof20,adapter_only,normal,3407,"0,1,2,3,4",5,3000,0.08793409856160482,0.08215141296386719,-0.4232721328735352,0.6239892959594727,0.07631655883789062,0.06967249043782552,-0.4652431551615397,0.6695799573262533,-1.0577581405639649,1.1654323577880858,-2.4040857950846353e-05,0.627,42.76437759399414,750,271,463,0.08829501577963432,0.9242405188640324,-0.9030792614443782,0.00874923601122767,0.0522784572939078,0.9690138644576073,0.07651890950202941,0.0990032953739166,0.0
oof20,adapter_only,shuffle,3407,"0,1,2,3,4",5,3000,0.07648635228474934,0.06773948669433594,-0.38219280242919923,0.5681856155395508,0.06328914388020833,0.06485188293457031,-0.43245174407958986,0.6106758181254069,-0.9746631622314453,1.1019359588623048,-1.0557830333709717e-05,0.621,42.76437759399414,750,270,425,0.0838601123255988,0.9251287740440796,-0.45257536391110476,0.013611844970379025,0.05351422121748328,0.9673068564335505,0.06611495707829793,0.08668084648450217,0.0
oof20,adapter_only,zero,3407,"0,1,2,3,4",5,3000,0.07282976913452148,0.06427764892578125,-0.37888545989990235,0.5568399429321292,0.059540181477864586,0.06300985209147135,-0.42347890853881837,0.5952509752909343,-0.9517135620117188,1.093087387084961,-9.678542613983154e-06,0.6166666666666667,42.76437759399414,750,261,421,0.07892400669306517,0.9261356206868085,nan,0.015537752353586256,0.05485236769417922,1.0,0.06255399543444316,0.08270656622250874,0.0
