name,split,max_abs_vs_A0,A0_PSNR,NoPost_PSNR,dPSNR,A0_SSIM,NoPost_SSIM,dSSIM
1000_0.74_1.6.png,fold0_val,0.0,36.9222412109375,36.9222412109375,0.0,0.9977827072143555,0.9977827072143555,0.0
1006_0.89_1.55.png,fold0_val,0.0,37.09952926635742,37.09952926635742,0.0,0.9955921173095703,0.9955921173095703,0.0
1010_0.91_1.13.png,fold0_val,0.0,39.22648620605469,39.22648620605469,0.0,0.9720039367675781,0.9720039367675781,0.0
1017_0.91_1.44.png,fold0_val,0.0,33.62205123901367,33.62205123901367,0.0,0.9940270185470581,0.9940270185470581,0.0
1022_0.66_1.05.png,fold0_val,0.0,40.141082763671875,40.141082763671875,0.0,0.9988166689872742,0.9988166689872742,0.0
1030_0.75_1.69.png,fold0_val,0.0,38.21989059448242,38.21989059448242,0.0,0.9896572828292847,0.9896572828292847,0.0
1041_0.64_0.82.png,fold0_val,0.0,36.111610412597656,36.111610412597656,0.0,0.9972074031829834,0.9972074031829834,0.0
1047_0.89_1.57.png,fold0_val,0.0,31.743871688842773,31.743871688842773,0.0,0.974963903427124,0.974963903427124,0.0
1051_0.69_0.54.png,fold0_val,0.0,42.749366760253906,42.749366760253906,0.0,0.998593807220459,0.998593807220459,0.0
1057_0.96_1.31.png,fold0_val,0.0,40.0328254699707,40.0328254699707,0.0,0.9929146766662598,0.9929146766662598,0.0
1062_0.58_1.51.png,fold0_val,0.0,34.548439025878906,34.548439025878906,0.0,0.9884068369865417,0.9884068369865417,0.0
1068_0.69_1.34.png,fold0_val,0.0,40.14018630981445,40.14018630981445,0.0,0.9960957765579224,0.9960957765579224,0.0
1077_0.94_0.84.png,fold0_val,0.0,40.86440658569336,40.86440658569336,0.0,0.9972171783447266,0.9972171783447266,0.0
1082_0.94_0.87.png,fold0_val,0.0,33.75794982910156,33.75794982910156,0.0,0.9952841997146606,0.9952841997146606,0.0
1090_0.54_0.58.png,fold0_val,0.0,41.2755241394043,41.2755241394043,0.0,0.9981679916381836,0.9981679916381836,0.0
1099_0.54_1.76.png,fold0_val,0.0,33.76907730102539,33.76907730102539,0.0,0.9950190782546997,0.9950190782546997,0.0
1106_0.89_1.69.png,fold0_val,0.0,31.709938049316406,31.709938049316406,0.0,0.9945467710494995,0.9945467710494995,0.0
1113_0.9_0.52.png,fold0_val,0.0,44.63855743408203,44.63855743408203,0.0,0.9951305389404297,0.9951305389404297,0.0
1119_0.62_1.98.png,fold0_val,0.0,33.90437316894531,33.90437316894531,0.0,0.9962608218193054,0.9962608218193054,0.0
1124_0.74_1.17.png,fold0_val,0.0,39.13054656982422,39.13054656982422,0.0,0.9967503547668457,0.9967503547668457,0.0
112_0.8_1.78.png,fold0_val,0.0,34.0411262512207,34.0411262512207,0.0,0.9962815046310425,0.9962815046310425,0.0
1136_0.96_0.74.png,fold0_val,0.0,35.3126106262207,35.3126106262207,0.0,0.9963871836662292,0.9963871836662292,0.0
1142_0.64_0.53.png,fold0_val,0.0,44.47632598876953,44.47632598876953,0.0,0.9977093935012817,0.9977093935012817,0.0
1147_0.56_1.1.png,fold0_val,0.0,34.27967834472656,34.27967834472656,0.0,0.996543288230896,0.996543288230896,0.0
1152_0.65_1.76.png,fold0_val,0.0,38.137027740478516,38.137027740478516,0.0,0.9970953464508057,0.9970953464508057,0.0
1158_0.86_1.65.png,fold0_val,0.0,32.24142074584961,32.24142074584961,0.0,0.9966702461242676,0.9966702461242676,0.0
1163_0.95_1.89.png,fold0_val,0.0,34.35691452026367,34.35691452026367,0.0,0.9819573760032654,0.9819573760032654,0.0
1170_0.71_1.78.png,fold0_val,0.0,33.95701217651367,33.95701217651367,0.0,0.9576209783554077,0.9576209783554077,0.0
1176_0.65_1.07.png,fold0_val,0.0,38.417030334472656,38.417030334472656,0.0,0.997299313545227,0.997299313545227,0.0
1182_0.63_1.77.png,fold0_val,0.0,38.46846389770508,38.46846389770508,0.0,0.9960693120956421,0.9960693120956421,0.0
1188_0.95_1.95.png,fold0_val,0.0,38.91997528076172,38.91997528076172,0.0,0.9973854422569275,0.9973854422569275,0.0
1192_0.85_0.98.png,fold0_val,0.0,39.122764587402344,39.122764587402344,0.0,0.9983975887298584,0.9983975887298584,0.0
11_0.68_1.56.png,fold0_val,0.0,37.38818359375,37.38818359375,0.0,0.9978229999542236,0.9978229999542236,0.0
1206_0.81_1.09.png,fold0_val,0.0,39.18805694580078,39.18805694580078,0.0,0.9984518885612488,0.9984518885612488,0.0
1213_0.56_1.24.png,fold0_val,0.0,33.18659973144531,33.18659973144531,0.0,0.9970138072967529,0.9970138072967529,0.0
121_0.96_0.85.png,fold0_val,0.0,37.89360427856445,37.89360427856445,0.0,0.9978806972503662,0.9978806972503662,0.0
1225_0.98_0.8.png,fold0_val,0.0,40.421852111816406,40.421852111816406,0.0,0.9981875419616699,0.9981875419616699,0.0
1231_0.98_1.26.png,fold0_val,0.0,36.41115951538086,36.41115951538086,0.0,0.9965702891349792,0.9965702891349792,0.0
1240_0.64_0.5.png,fold0_val,0.0,43.87199020385742,43.87199020385742,0.0,0.9993383288383484,0.9993383288383484,0.0
1245_0.57_1.62.png,fold0_val,0.0,34.86407470703125,34.86407470703125,0.0,0.9952446818351746,0.9952446818351746,0.0
1253_0.91_1.15.png,fold0_val,0.0,39.74418640136719,39.74418640136719,0.0,0.9893149733543396,0.9893149733543396,0.0
1259_0.98_0.87.png,fold0_val,0.0,30.398561477661133,30.398561477661133,0.0,0.9946606159210205,0.9946606159210205,0.0
1268_0.82_1.47.png,fold0_val,0.0,36.459957122802734,36.459957122802734,0.0,0.9962050318717957,0.9962050318717957,0.0
1273_0.96_1.43.png,fold0_val,0.0,28.53937530517578,28.53937530517578,0.0,0.9939769506454468,0.9939769506454468,0.0
1279_0.87_0.95.png,fold0_val,0.0,40.800025939941406,40.800025939941406,0.0,0.9975993037223816,0.9975993037223816,0.0
1286_0.98_0.99.png,fold0_val,0.0,36.507442474365234,36.507442474365234,0.0,0.9940614104270935,0.9940614104270935,0.0
1293_0.79_0.72.png,fold0_val,0.0,34.45942687988281,34.45942687988281,0.0,0.9980263113975525,0.9980263113975525,0.0
12_0.9_1.75.png,fold0_val,0.0,37.88743591308594,37.88743591308594,0.0,0.9971697330474854,0.9971697330474854,0.0
1307_0.92_1.87.png,fold0_val,0.0,35.05518341064453,35.05518341064453,0.0,0.9928205013275146,0.9928205013275146,0.0
1312_0.62_0.6.png,fold0_val,0.0,40.79299545288086,40.79299545288086,0.0,0.9985916614532471,0.9985916614532471,0.0
1319_0.88_1.19.png,fold0_val,0.0,37.0650749206543,37.0650749206543,0.0,0.9967443346977234,0.9967443346977234,0.0
1324_0.55_1.43.png,fold0_val,0.0,36.889705657958984,36.889705657958984,0.0,0.9967397451400757,0.9967397451400757,0.0
1329_0.78_1.76.png,fold0_val,0.0,39.5411262512207,39.5411262512207,0.0,0.9968928098678589,0.9968928098678589,0.0
1336_0.6_0.63.png,fold0_val,0.0,40.30628204345703,40.30628204345703,0.0,0.9984729290008545,0.9984729290008545,0.0
1341_0.94_0.51.png,fold0_val,0.0,33.4066162109375,33.4066162109375,0.0,0.995327353477478,0.995327353477478,0.0
1347_0.75_1.79.png,fold0_val,0.0,28.99612045288086,28.99612045288086,0.0,0.9908768534660339,0.9908768534660339,0.0
1352_0.7_1.62.png,fold0_val,0.0,30.453832626342773,30.453832626342773,0.0,0.9911673069000244,0.9911673069000244,0.0
1358_0.55_0.52.png,fold0_val,0.0,42.70039367675781,42.70039367675781,0.0,0.9989290237426758,0.9989290237426758,0.0
1363_0.77_1.15.png,fold0_val,0.0,34.94953918457031,34.94953918457031,0.0,0.9946862459182739,0.9946862459182739,0.0
1370_0.82_0.79.png,fold0_val,0.0,43.013221740722656,43.013221740722656,0.0,0.9982686042785645,0.9982686042785645,0.0
1377_0.5_0.79.png,fold0_val,0.0,39.29552459716797,39.29552459716797,0.0,0.997789740562439,0.997789740562439,0.0
1382_0.57_1.88.png,fold0_val,0.0,36.16907501220703,36.16907501220703,0.0,0.9979405403137207,0.9979405403137207,0.0
1388_0.67_1.18.png,fold0_val,0.0,41.00313186645508,41.00313186645508,0.0,0.9969266653060913,0.9969266653060913,0.0
1394_0.64_1.0.png,fold0_val,0.0,38.095664978027344,38.095664978027344,0.0,0.9984421730041504,0.9984421730041504,0.0
