variant,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_monotonic_pairs,need_monotonic_valid_pairs,safe_global_points,safe_p90_points,selected_threshold,selected_coverage,selected_recall,selected_precision,selected_false_global,selected_false_p90,selected_false_p95,selected_low_density_high_recall,raw66_coverage,raw66_false_global,hard_negative_top5_mean
d7c_random_mc_topk,0.23428040238074468,0.23561493168098668,0.6529132072672377,0.5115595337474456,4,4,23,23,0.5621521472930908,0.30234415690104166,0.3809438612470771,0.5358533378373468,0.0,0.0,0.0,9.053337739291034e-06,0.0,0.0,0.49671629071235657
