variant,epoch,steps,loss_mean,smooth_l1_mean,hard_negative_loss_mean,positive_response_loss_mean,topk_loss_mean,elapsed_sec
d7c_random_mc_topk,1,300,0.6624374177058537,0.04250546228140593,0.00019090519301016685,0.01721681250880162,0.0007094159376235136,24.05561399459839
d7c_random_mc_topk,2,300,0.6566150077184041,0.042801364498833816,5.3455102125781196e-05,0.016763091748580337,0.0005142779412168844,22.662658214569092
d7c_random_mc_topk,3,300,0.6560003830989202,0.04288555735101302,3.7817072303501694e-05,0.016698584438612062,0.00048046732794621976,22.931293487548828
d7c_random_mc_topk,4,300,0.6555748031536738,0.042932159838577115,2.8087602680860374e-05,0.01661820897522072,0.0004259747256734651,22.648250102996826
d7c_random_mc_topk,5,300,0.6555667263269425,0.04293204395721356,2.8255252942320416e-05,0.0165980471453319,0.00040625512351956177,22.6265127658844
d7c_random_mc_topk,6,300,0.655527303814888,0.042940939056376616,2.736342733262139e-05,0.016516499569018683,0.00040389883975876727,22.801743268966675
