split,image_id,candidate,a0_low_l1,candidate_low_l1,delta_low_l1,a0_mid_l1,candidate_mid_l1,delta_mid_l1,a0_high_l1,candidate_high_l1,delta_high_l1,a0_smooth_high_l1,candidate_smooth_high_l1,delta_smooth_high_l1,a0_edge_high_l1,candidate_edge_high_l1,delta_edge_high_l1,candidate_delta_psnr,interaction_delta_psnr,edge_density
trainfit128,1004_0.91_1.17.png,a2,0.0109021021053195,0.01099641527980566,9.431317448616028e-05,0.0018092617392539978,0.0018111380049958825,1.8762657418847084e-06,0.00182418804615736,0.0018252416048198938,1.05355866253376e-06,0.001608569989912212,0.001608366845175624,-2.0314473658800125e-07,0.0023146120365709066,0.0023182632867246866,3.6512501537799835e-06,-0.10208892822265625,,0.015409408137202263
trainfit128,1004_0.91_1.17.png,a3,0.0109021021053195,0.011280657723546028,0.00037855561822652817,0.0018092617392539978,0.0018178343307226896,8.572591468691826e-06,0.00182418804615736,0.001826132065616548,1.9440194591879845e-06,0.001608569989912212,0.0016085585812106729,-1.1408701539039612e-08,0.0023146120365709066,0.0023213597014546394,6.747664883732796e-06,-0.2728691101074219,0.137664794921875,0.015409408137202263
trainfit128,1005_0.74_1.81.png,a1,0.007453525438904762,0.007409810554236174,-4.371488466858864e-05,0.004039321094751358,0.004020429216325283,-1.889187842607498e-05,0.0035526668652892113,0.0035387345124036074,-1.3932352885603905e-05,0.0031001793686300516,0.0030925062019377947,-7.673166692256927e-06,0.00445130979642272,0.00442454032599926,-2.6769470423460007e-05,0.030887603759765625,,0.06288459151983261
trainfit128,1005_0.74_1.81.png,a2,0.007453525438904762,0.007510215975344181,5.669053643941879e-05,0.004039321094751358,0.004040063358843327,7.422640919685364e-07,0.0035526668652892113,0.00354771944694221,-4.947418347001076e-06,0.0031001793686300516,0.0030965213663876057,-3.6580022424459457e-06,0.00445130979642272,0.004444989841431379,-6.319954991340637e-06,-0.0077362060546875,,0.06288459151983261
trainfit128,1005_0.74_1.81.png,a3,0.007453525438904762,0.007534404285252094,8.0878846347332e-05,0.004039321094751358,0.004049698822200298,1.0377727448940277e-05,0.0035526668652892113,0.0035541849210858345,1.51805579662323e-06,0.0031001793686300516,0.0030976487323641777,-2.530636265873909e-06,0.00445130979642272,0.0044624474830925465,1.1137686669826508e-05,-0.061237335205078125,-0.08438873291015625,0.06288459151983261
trainfit128,1006_0.89_1.55.png,a1,0.00844851229339838,0.00838546920567751,-6.304308772087097e-05,0.004254522267729044,0.004249219316989183,-5.302950739860535e-06,0.0034009406808763742,0.0033940724097192287,-6.8682711571455e-06,0.0029632803052663803,0.0029619717970490456,-1.3085082173347473e-06,0.004249054007232189,0.004233944229781628,-1.5109777450561523e-05,0.0391845703125,,0.06288459151983261
trainfit128,1006_0.89_1.55.png,a2,0.00844851229339838,0.008489638566970825,4.1126273572444916e-05,0.004254522267729044,0.004257984459400177,3.4621916711330414e-06,0.0034009406808763742,0.003400283632799983,-6.570480763912201e-07,0.0029632803052663803,0.0029642542358487844,9.739305824041367e-07,0.004249054007232189,0.004248864017426968,-1.8998980522155762e-07,-0.005588531494140625,,0.06288459151983261
trainfit128,1006_0.89_1.55.png,a3,0.00844851229339838,0.008448104374110699,-4.079192876815796e-07,0.004254522267729044,0.004260702058672905,6.179790943861008e-06,0.0034009406808763742,0.003400596557185054,-3.441236913204193e-07,0.0029632803052663803,0.0029623585287481546,-9.217765182256699e-07,0.004249054007232189,0.00425269640982151,3.6424025893211365e-06,0.037342071533203125,0.00374603271484375,0.06288459151983261
trainfit128,1007_0.68_1.25.png,a1,0.00749980378895998,0.007539793848991394,3.999006003141403e-05,0.003071737941354513,0.003061032621189952,-1.0705320164561272e-05,0.002669155364856124,0.002662383019924164,-6.772344931960106e-06,0.002253627870231867,0.002249209675937891,-4.41819429397583e-06,0.003490164177492261,0.0034783268347382545,-1.1837342754006386e-05,-0.053623199462890625,,0.06288459151983261
trainfit128,1007_0.68_1.25.png,a2,0.00749980378895998,0.007608287502080202,0.00010848371312022209,0.003071737941354513,0.003068626392632723,-3.1115487217903137e-06,0.002669155364856124,0.002661497564986348,-7.657799869775772e-06,0.002253627870231867,0.00224886042997241,-4.7674402594566345e-06,0.003490164177492261,0.00347606698051095,-1.4097196981310844e-05,-0.0771026611328125,,0.06288459151983261
trainfit128,1007_0.68_1.25.png,a3,0.00749980378895998,0.007562775164842606,6.297137588262558e-05,0.003071737941354513,0.003082942683249712,1.1204741895198822e-05,0.002669155364856124,0.0026708890218287706,1.7336569726467133e-06,0.002253627870231867,0.002252273727208376,-1.3541430234909058e-06,0.003490164177492261,0.003497761907055974,7.597729563713074e-06,-0.042140960693359375,0.08858489990234375,0.06288459151983261
trainfit128,1008_0.52_1.98.png,a1,0.006264878902584314,0.006224837154150009,-4.004174843430519e-05,0.0039043996948748827,0.003894512541592121,-9.887153282761574e-06,0.003672604914754629,0.003666241653263569,-6.363261491060257e-06,0.0030900556594133377,0.0030870463233441114,-3.009336069226265e-06,0.004871985875070095,0.004859902895987034,-1.2082979083061218e-05,0.039363861083984375,,0.06288459151983261
trainfit128,1008_0.52_1.98.png,a2,0.006264878902584314,0.006407712586224079,0.00014283368363976479,0.0039043996948748827,0.0039079939015209675,3.5942066460847855e-06,0.003672604914754629,0.003666627686470747,-5.977228283882141e-06,0.0030900556594133377,0.0030885539017617702,-1.5017576515674591e-06,0.004871985875070095,0.004858565516769886,-1.3420358300209045e-05,-0.09903717041015625,,0.06288459151983261
trainfit128,1008_0.52_1.98.png,a3,0.006264878902584314,0.006426461972296238,0.0001615830697119236,0.0039043996948748827,0.003911631181836128,7.231486961245537e-06,0.003672604914754629,0.00367288407869637,2.791639417409897e-07,0.0030900556594133377,0.0030912719666957855,1.216307282447815e-06,0.004871985875070095,0.004873624071478844,1.6381964087486267e-06,-0.12871932983398438,-0.0690460205078125,0.06288459151983261
trainfit128,1009_0.84_0.56.png,a1,0.004471606109291315,0.004518046043813229,4.643993452191353e-05,0.0013531958684325218,0.0013581968378275633,5.000969395041466e-06,0.001300253439694643,0.001302242511883378,1.9890721887350082e-06,0.0010310823563486338,0.0010308782802894711,-2.0407605916261673e-07,0.0017057708464562893,0.001712421770207584,6.650923751294613e-06,-0.07039642333984375,,0.04251645877957344
trainfit128,1009_0.84_0.56.png,a2,0.004471606109291315,0.00440683588385582,-6.477022543549538e-05,0.0013531958684325218,0.0013532480224967003,5.21540641784668e-08,0.001300253439694643,0.001299543771892786,-7.096678018569946e-07,0.0010310823563486338,0.0010310813086107373,-1.0477378964424133e-09,0.0017057708464562893,0.0017042236868292093,-1.5471596270799637e-06,0.0845794677734375,,0.04251645877957344
trainfit128,1009_0.84_0.56.png,a3,0.004471606109291315,0.00424307631328702,-0.00022852979600429535,0.0013531958684325218,0.0013536082115024328,4.123430699110031e-07,0.001300253439694643,0.001300800358876586,5.469191819429398e-07,0.0010310823563486338,0.0010311661753803492,8.381903171539307e-08,0.0017057708464562893,0.001708930591121316,3.1597446650266647e-06,0.24176788330078125,0.2275848388671875,0.04251645877957344
trainfit128,100_0.65_1.43.png,a1,0.010873359628021717,0.010245629586279392,-0.0006277300417423248,0.002397453412413597,0.002364684361964464,-3.276905044913292e-05,0.0022222509142011404,0.0022053816355764866,-1.6869278624653816e-05,0.0018132186960428953,0.0018121915636584163,-1.0271323844790459e-06,0.0030647548846900463,0.0030197291634976864,-4.5025721192359924e-05,0.4492683410644531,,0.03310443460941315
trainfit128,100_0.65_1.43.png,a2,0.010873359628021717,0.010286705568432808,-0.0005866540595889091,0.002397453412413597,0.002357893157750368,-3.956025466322899e-05,0.0022222509142011404,0.0022066812962293625,-1.5569617971777916e-05,0.0018132186960428953,0.0018115169368684292,-1.7017591744661331e-06,0.0030647548846900463,0.003022194607183337,-4.25602775067091e-05,0.3926734924316406,,0.03310443460941315
trainfit128,100_0.65_1.43.png,a3,0.010873359628021717,0.010313584469258785,-0.0005597751587629318,0.002397453412413597,0.0023430734872817993,-5.437992513179779e-05,0.0022222509142011404,0.0021959419827908278,-2.6308931410312653e-05,0.0018132186960428953,0.0018100410234183073,-3.1776726245880127e-06,0.0030647548846900463,0.002993947360664606,-7.080752402544022e-05,0.3819236755371094,-0.4600181579589844,0.03310443460941315
trainfit128,1010_0.91_1.13.png,a1,0.007443960756063461,0.0073082237504422665,-0.00013573700562119484,0.0021319063380360603,0.0021257575135678053,-6.148824468255043e-06,0.0018903572345152497,0.001887280261144042,-3.076973371207714e-06,0.0014548104954883456,0.0014544370351359248,-3.734603524208069e-07,0.0025240681134164333,0.0025138575583696365,-1.0210555046796799e-05,0.03814697265625,,0.04251645877957344
trainfit128,1010_0.91_1.13.png,a2,0.007443960756063461,0.007307857740670443,-0.00013610301539301872,0.0021319063380360603,0.002127292798832059,-4.613539204001427e-06,0.0018903572345152497,0.0018826830200850964,-7.67421443015337e-06,0.0014548104954883456,0.0014544406440109015,-3.698514774441719e-07,0.0025240681134164333,0.002499145921319723,-2.4922192096710205e-05,0.09008026123046875,,0.04251645877957344
trainfit128,1010_0.91_1.13.png,a3,0.007443960756063461,0.007532045245170593,8.808448910713196e-05,0.0021319063380360603,0.002136188093572855,4.2817555367946625e-06,0.0018903572345152497,0.001889898325316608,-4.5890919864177704e-07,0.0014548104954883456,0.0014544946607202291,-3.1583476811647415e-07,0.0025240681134164333,0.0025226406287401915,-1.4274846762418747e-06,-0.121124267578125,-0.24935150146484375,0.04251645877957344
trainfit128,1011_0.79_0.66.png,a1,0.005017711315304041,0.005075654946267605,5.794363096356392e-05,0.0013938888441771269,0.0013963045785203576,2.4157343432307243e-06,0.0013772501843050122,0.0013760633300989866,-1.1868542060256004e-06,0.001083717099390924,0.00108333642128855,-3.8067810237407684e-07,0.0018366867443546653,0.0018325429409742355,-4.143803380429745e-06,-0.07374191284179688,,0.04251645877957344
trainfit128,1011_0.79_0.66.png,a2,0.005017711315304041,0.004931401461362839,-8.630985394120216e-05,0.0013938888441771269,0.0014075745129957795,1.368566881865263e-05,0.0013772501843050122,0.0013856522273272276,8.402043022215366e-06,0.001083717099390924,0.001083548297174275,-1.6880221664905548e-07,0.0018366867443546653,0.0018653408624231815,2.8654118068516254e-05,0.09659194946289062,,0.04251645877957344
trainfit128,1011_0.79_0.66.png,a3,0.005017711315304041,0.004783092066645622,-0.00023461924865841866,0.0013938888441771269,0.0014112420612946153,1.7353217117488384e-05,0.0013772501843050122,0.0013872601557523012,1.000997144728899e-05,0.001083717099390924,0.0010838638991117477,1.467997208237648e-07,0.0018366867443546653,0.001872010761871934,3.532401751726866e-05,0.230194091796875,0.20734405517578125,0.04251645877957344
trainfit128,1012_0.85_1.28.png,a1,0.008402143605053425,0.008300550282001495,-0.00010159332305192947,0.0022311077918857336,0.0022227673325687647,-8.340459316968918e-06,0.0019749777857214212,0.001969657838344574,-5.319947376847267e-06,0.0015202731592580676,0.001520104706287384,-1.6845297068357468e-07,0.0026508448645472527,0.002632666379213333,-1.8178485333919525e-05,0.02019500732421875,,0.04251645877957344
trainfit128,1012_0.85_1.28.png,a2,0.008402143605053425,0.00826791487634182,-0.00013422872871160507,0.0022311077918857336,0.0022315564565360546,4.486646503210068e-07,0.0019749777857214212,0.001972046447917819,-2.9313378036022186e-06,0.0015202731592580676,0.001520345569588244,7.241033017635345e-08,0.0026508448645472527,0.00264140497893095,-9.43988561630249e-06,0.07691192626953125,,0.04251645877957344
trainfit128,1012_0.85_1.28.png,a3,0.008402143605053425,0.008540509268641472,0.00013836566358804703,0.0022311077918857336,0.002242099028080702,1.0991236194968224e-05,0.0019749777857214212,0.0019793198443949223,4.342058673501015e-06,0.0015202731592580676,0.001520320656709373,4.7497451305389404e-08,0.0026508448645472527,0.002665706677362323,1.4861812815070152e-05,-0.16149139404296875,-0.25859832763671875,0.04251645877957344
trainfit128,1013_0.63_1.83.png,a1,0.006867613643407822,0.0069248126819729805,5.7199038565158844e-05,0.002436319598928094,0.002438326133415103,2.0065344870090485e-06,0.0021499847061932087,0.002147563034668565,-2.421671524643898e-06,0.0017298931488767266,0.0017301226034760475,2.2945459932088852e-07,0.0028687329031527042,0.0028584827668964863,-1.0250136256217957e-05,-0.15013885498046875,,0.03108568675816059
trainfit128,1013_0.63_1.83.png,a2,0.006867613643407822,0.00698423245921731,0.0001166188158094883,0.002436319598928094,0.0024299363140016794,-6.38328492641449e-06,0.0021499847061932087,0.0021474026143550873,-2.582091838121414e-06,0.0017298931488767266,0.0017284647328779101,-1.4284159988164902e-06,0.0028687329031527042,0.002865024609491229,-3.7082936614751816e-06,-0.09070968627929688,,0.03108568675816059
trainfit128,1013_0.63_1.83.png,a3,0.006867613643407822,0.007187607232481241,0.00031999358907341957,0.002436319598928094,0.0024456018581986427,9.28225927054882e-06,0.0021499847061932087,0.0021522112656384706,2.2265594452619553e-06,0.0017298931488767266,0.0017308277310803533,9.345822036266327e-07,0.0028687329031527042,0.0028764388989657164,7.705995813012123e-06,-0.20196914672851562,0.03887939453125,0.03108568675816059
trainfit128,1014_0.74_1.61.png,a1,0.006289292126893997,0.0063846963457763195,9.540421888232231e-05,0.0022577170748263597,0.002262979047372937,5.261972546577454e-06,0.002028843155130744,0.0020290794782340527,2.3632310330867767e-07,0.001669670338742435,0.0016710561467334628,1.385807991027832e-06,0.002650997368618846,0.002647311892360449,-3.6854762583971024e-06,-0.10325241088867188,,0.03108568675816059
trainfit128,1014_0.74_1.61.png,a2,0.006289292126893997,0.0063157654367387295,2.6473309844732285e-05,0.0022577170748263597,0.002249343553557992,-8.373521268367767e-06,0.002028843155130744,0.00202636094763875,-2.482207491993904e-06,0.001669670338742435,0.0016688663745298982,-8.039642125368118e-07,0.002650997368618846,0.0026453593745827675,-5.637994036078453e-06,-0.019336700439453125,,0.03108568675816059
trainfit128,1014_0.74_1.61.png,a3,0.006289292126893997,0.006390973925590515,0.00010168179869651794,0.0022577170748263597,0.002265339717268944,7.622642442584038e-06,0.002028843155130744,0.00203016959130764,1.3264361768960953e-06,0.001669670338742435,0.0016707429895177484,1.0726507753133774e-06,0.002650997368618846,0.0026538849342614412,2.887565642595291e-06,-0.0711669921875,0.051422119140625,0.03108568675816059
trainfit128,1015_0.7_1.92.png,a1,0.007021521683782339,0.0071016703732311726,8.014868944883347e-05,0.002623093081638217,0.0026295145507901907,6.421469151973724e-06,0.0023045497946441174,0.0023040371015667915,-5.126930773258209e-07,0.0018562816549092531,0.0018574284622445703,1.1468073353171349e-06,0.0030701477080583572,0.0030638992320746183,-6.248475983738899e-06,-0.14066314697265625,,0.03108568675816059
trainfit128,1015_0.7_1.92.png,a2,0.007021521683782339,0.007103267591446638,8.174590766429901e-05,0.002623093081638217,0.002615336561575532,-7.756520062685013e-06,0.0023045497946441174,0.002301207510754466,-3.3422838896512985e-06,0.0018562816549092531,0.0018545532366260886,-1.7284182831645012e-06,0.0030701477080583572,0.003063925076276064,-6.22263178229332e-06,-0.03887939453125,,0.03108568675816059
trainfit128,1015_0.7_1.92.png,a3,0.007021521683782339,0.0072154938243329525,0.0001939721405506134,0.002623093081638217,0.0026290337555110455,5.940673872828484e-06,0.0023045497946441174,0.002304693916812539,1.441221684217453e-07,0.0018562816549092531,0.001856242073699832,-3.958120942115784e-08,0.0030701477080583572,0.0030729586724191904,2.810964360833168e-06,-0.07926177978515625,0.10028076171875,0.03108568675816059
trainfit128,1016_0.8_1.72.png,a1,0.006695396266877651,0.006550766993314028,-0.00014462927356362343,0.0025611543096601963,0.002561707515269518,5.532056093215942e-07,0.0022541829384863377,0.0022516397293657064,-2.543209120631218e-06,0.0018291666638106108,0.0018299758667126298,8.092029020190239e-07,0.002995376707985997,0.0029839402996003628,-1.1436408385634422e-05,0.09279251098632812,,0.03108568675816059
trainfit128,1016_0.8_1.72.png,a2,0.006695396266877651,0.006713219918310642,1.7823651432991028e-05,0.0025611543096601963,0.0025513137225061655,-9.8405871540308e-06,0.0022541829384863377,0.0022497503086924553,-4.43262979388237e-06,0.0018291666638106108,0.0018279802752658725,-1.1863885447382927e-06,0.002995376707985997,0.002983950776979327,-1.1425931006669998e-05,-0.013080596923828125,,0.03108568675816059
trainfit128,1016_0.8_1.72.png,a3,0.006695396266877651,0.006822982802987099,0.00012758653610944748,0.0025611543096601963,0.002570744138211012,9.589828550815582e-06,0.0022541829384863377,0.0022546113468706608,4.284083843231201e-07,0.0018291666638106108,0.0018301752861589193,1.0086223483085632e-06,0.002995376707985997,0.0029950831085443497,-2.935994416475296e-07,-0.06883621215820312,-0.14854812622070312,0.03108568675816059
trainfit128,1017_0.91_1.44.png,a1,0.012392704375088215,0.012328626587986946,-6.407778710126877e-05,0.002209416823461652,0.002208888530731201,-5.282927304506302e-07,0.0018082852475345135,0.0018076497362926602,-6.355112418532372e-07,0.0015734982443973422,0.0015729011502116919,-5.970941856503487e-07,0.0023462919052690268,0.002345887478441,-4.0442682802677155e-07,0.039703369140625,,0.017681777477264404
trainfit128,1017_0.91_1.44.png,a2,0.012392704375088215,0.012177473865449429,-0.00021523050963878632,0.002209416823461652,0.0022138035856187344,4.386762157082558e-06,0.0018082852475345135,0.0018083901377394795,1.0489020496606827e-07,0.0015734982443973422,0.0015733212931081653,-1.7695128917694092e-07,0.0023462919052690268,0.0023474255576729774,1.1336524039506912e-06,0.1147918701171875,,0.017681777477264404
trainfit128,1017_0.91_1.44.png,a3,0.012392704375088215,0.012263045646250248,-0.00012965872883796692,0.002209416823461652,0.002208791207522154,-6.256159394979477e-07,0.0018082852475345135,0.0018073000246658921,-9.852228686213493e-07,0.0015734982443973422,0.0015734190819784999,-7.916241884231567e-08,0.0023462919052690268,0.0023431102745234966,-3.1816307455301285e-06,0.08378219604492188,-0.07071304321289062,0.017681777477264404
trainfit128,1018_0.88_0.54.png,a1,0.0069387247785925865,0.006879722233861685,-5.900254473090172e-05,0.0010700393468141556,0.0010665664449334145,-3.4729018807411194e-06,0.0011104708537459373,0.0011094961082562804,-9.747454896569252e-07,0.0009888418717309833,0.0009884948376566172,-3.470340743660927e-07,0.001368510304018855,0.001366159995086491,-2.350308932363987e-06,0.07289886474609375,,0.017681777477264404
trainfit128,1018_0.88_0.54.png,a2,0.0069387247785925865,0.006952607072889805,1.3882294297218323e-05,0.0010700393468141556,0.001070980099029839,9.407522156834602e-07,0.0011104708537459373,0.001110767014324665,2.9616057872772217e-07,0.0009888418717309833,0.0009889868088066578,1.4493707567453384e-07,0.001368510304018855,0.0013693430228158832,8.327187970280647e-07,-0.0035858154296875,,0.017681777477264404
trainfit128,1018_0.88_0.54.png,a3,0.0069387247785925865,0.006843956653028727,-9.476812556385994e-05,0.0010700393468141556,0.0010684373555704951,-1.60199124366045e-06,0.0011104708537459373,0.001110050710849464,-4.2014289647340775e-07,0.0009888418717309833,0.0009889089269563556,6.705522537231445e-08,0.001368510304018855,0.001367433462291956,-1.076841726899147e-06,0.10686111450195312,0.037548065185546875,0.017681777477264404
trainfit128,1019_0.82_1.87.png,a1,0.015570645220577717,0.015482641756534576,-8.800346404314041e-05,0.0025603596586734056,0.002566957613453269,6.5979547798633575e-06,0.0020044257398694754,0.002005236456170678,8.10716301202774e-07,0.0017565235029906034,0.0017565168673172593,-6.6356733441352844e-09,0.002551568439230323,0.0025546359829604626,3.0675437301397324e-06,0.04776763916015625,,0.017681777477264404
trainfit128,1019_0.82_1.87.png,a2,0.015570645220577717,0.014888206496834755,-0.0006824387237429619,0.0025603596586734056,0.0025627536233514547,2.3939646780490875e-06,0.0020044257398694754,0.002002344699576497,-2.0810402929782867e-06,0.0017565235029906034,0.0017558655235916376,-6.579793989658356e-07,0.002551568439230323,0.002545936731621623,-5.631707608699799e-06,0.2073974609375,,0.017681777477264404
trainfit128,1019_0.82_1.87.png,a3,0.015570645220577717,0.015301543287932873,-0.00026910193264484406,0.0025603596586734056,0.0025625068228691816,2.1471641957759857e-06,0.0020044257398694754,0.002002779394388199,-1.6463454812765121e-06,0.0017565235029906034,0.001756206271238625,-3.1723175197839737e-07,0.002551568439230323,0.0025463500060141087,-5.21843321621418e-06,0.08556747436523438,-0.16959762573242188,0.017681777477264404
trainfit128,101_0.78_1.87.png,a1,0.0214039646089077,0.02211040072143078,0.0007064361125230789,0.0029873617459088564,0.003002891317009926,1.552957110106945e-05,0.0024977538269013166,0.0025023226626217365,4.568835720419884e-06,0.001843474805355072,0.001845233840867877,1.759035512804985e-06,0.0038445445243269205,0.0038576957304030657,1.3151206076145172e-05,-0.18659400939941406,,0.01556011289358139
trainfit128,101_0.78_1.87.png,a2,0.0214039646089077,0.021577047184109688,0.00017308257520198822,0.0029873617459088564,0.0029950113967061043,7.649650797247887e-06,0.0024977538269013166,0.0024999044835567474,2.1506566554307938e-06,0.001843474805355072,0.0018435147358104587,3.993045538663864e-08,0.0038445445243269205,0.0038532388862222433,8.6943618953228e-06,-0.030923843383789062,,0.01556011289358139
trainfit128,101_0.78_1.87.png,a3,0.0214039646089077,0.02167719416320324,0.00027322955429553986,0.0029873617459088564,0.002985602244734764,-1.7595011740922928e-06,0.0024977538269013166,0.0024952366948127747,-2.5171320885419846e-06,0.001843474805355072,0.001843706937506795,2.3213215172290802e-07,0.0038445445243269205,0.003835927462205291,-8.617062121629715e-06,-0.08556938171386719,0.13194847106933594,0.01556011289358139
trainfit128,1020_0.5_0.98.png,a1,0.006392395123839378,0.006582684349268675,0.0001902892254292965,0.0014974164078012109,0.001495442702434957,-1.973705366253853e-06,0.0013328107306733727,0.0013304123422130942,-2.398388460278511e-06,0.0012160978512838483,0.0012153263669461012,-7.71484337747097e-07,0.001650854479521513,0.0016453696880489588,-5.484791472554207e-06,-0.15388870239257812,,0.017681777477264404
trainfit128,1020_0.5_0.98.png,a2,0.006392395123839378,0.006942024454474449,0.0005496293306350708,0.0014974164078012109,0.0015012087533250451,3.7923455238342285e-06,0.0013328107306733727,0.0013306776527315378,-2.1330779418349266e-06,0.0012160978512838483,0.0012157229939475656,-3.748573362827301e-07,0.001650854479521513,0.0016451471019536257,-5.707377567887306e-06,-0.5011405944824219,,0.017681777477264404
