split,image_id,a0_psnr,a1_delta_psnr,a2_delta_psnr,a3_delta_psnr,expected_additive_delta_psnr,interaction_delta_psnr,a1_delta_ssim,a2_delta_ssim,a3_delta_ssim,input_gt_l1,a0_gt_l1,label_texture_high_abs_mean,edge_density
internal256,168_0.92_0.76.png,40.58614730834961,0.042728424072265625,0.014057159423828125,-0.027187347412109375,0.05678558349609375,-0.08397293090820312,-9.655952453613281e-06,-7.605552673339844e-05,1.9311904907226562e-05,0.11119145154953003,0.006899531930685043,0.04052388295531273,0.04098264500498772
internal256,1704_0.9_1.06.png,42.12257766723633,0.037136077880859375,-0.012065887451171875,-0.02480316162109375,0.0250701904296875,-0.04987335205078125,4.589557647705078e-06,-2.6226043701171875e-06,6.020069122314453e-06,0.03332578390836716,0.005678851157426834,0.02958187647163868,0.03271123021841049
internal256,1706_0.83_0.85.png,42.3001823425293,0.386810302734375,0.4071693420410156,0.3476829528808594,0.7939796447753906,-0.44629669189453125,6.854534149169922e-06,1.6033649444580078e-05,1.3828277587890625e-05,0.0651911124587059,0.005937814712524414,0.02746642753481865,0.030253257602453232
internal256,1719_0.77_1.33.png,40.34362030029297,0.1268463134765625,0.2848854064941406,0.109405517578125,0.4117317199707031,-0.3023262023925781,1.424551010131836e-05,-2.6524066925048828e-05,-1.704692840576172e-05,0.12301798909902573,0.007001703139394522,0.03766859695315361,0.0408305861055851
internal256,1732_0.87_0.59.png,45.73408126831055,-0.11613845825195312,-0.050872802734375,-0.02385711669921875,-0.16701126098632812,0.14315414428710938,-2.6226043701171875e-06,2.9802322387695312e-05,1.2040138244628906e-05,0.036434005945920944,0.0033131567761301994,0.04748736694455147,0.053209174424409866
internal256,1739_0.98_1.18.png,35.7130126953125,0.0307464599609375,-0.013126373291015625,-0.03116607666015625,0.017620086669921875,-0.048786163330078125,-5.4836273193359375e-06,5.0067901611328125e-06,-2.7060508728027344e-05,0.17583119869232178,0.011335277929902077,0.030232660472393036,0.03447669371962547
internal256,1768_0.94_1.87.png,37.21048355102539,0.14055633544921875,-0.2550926208496094,0.032337188720703125,-0.11453628540039062,0.14687347412109375,4.4226646423339844e-05,-1.4424324035644531e-05,4.458427429199219e-05,0.19038735330104828,0.01043637190014124,0.017391443252563477,0.020285584032535553
internal256,1788_0.9_0.72.png,45.70987319946289,0.06722640991210938,0.14120101928710938,0.06721115112304688,0.20842742919921875,-0.14121627807617188,2.7298927307128906e-05,4.315376281738281e-05,3.075599670410156e-05,0.04821406304836273,0.0033310235012322664,0.02502470463514328,0.028191128745675087
internal256,179_0.79_1.66.png,38.14277648925781,0.0973968505859375,0.16977691650390625,-0.11103057861328125,0.26717376708984375,-0.378204345703125,3.3736228942871094e-05,9.989738464355469e-05,3.129243850708008e-05,0.21830841898918152,0.009488685987889767,0.027725402265787125,0.026392793282866478
internal256,1824_0.74_1.39.png,44.49440383911133,0.23337936401367188,0.1809844970703125,0.2587471008300781,0.4143638610839844,-0.15561676025390625,2.2172927856445312e-05,-6.270408630371094e-05,-1.430511474609375e-05,0.1362389475107193,0.0044846744276583195,0.022634146735072136,0.023771902546286583
internal256,182_0.69_0.53.png,45.14333724975586,-0.35831451416015625,-0.7764091491699219,-0.3524360656738281,-1.1347236633300781,0.78228759765625,-5.781650543212891e-06,-2.0623207092285156e-05,-4.827976226806641e-06,0.06769169121980667,0.0044637094251811504,0.04847674444317818,0.046249743551015854
internal256,1833_0.88_1.83.png,37.43092727661133,0.07634353637695312,0.16851806640625,0.06396484375,0.24486160278320312,-0.18089675903320312,5.155801773071289e-05,-5.4955482482910156e-05,-1.8715858459472656e-05,0.1685023009777069,0.00916569959372282,0.01581490784883499,0.016893185675144196
internal256,1836_0.78_1.32.png,43.26972198486328,0.3192596435546875,0.5128631591796875,0.3856773376464844,0.832122802734375,-0.4464454650878906,0.00010347366333007812,0.00011050701141357422,4.76837158203125e-06,0.10893234610557556,0.004821655806154013,0.01581490784883499,0.016893185675144196
internal256,1842_0.88_0.62.png,47.735939025878906,-0.0830230712890625,-0.12877655029296875,-0.0590667724609375,-0.21179962158203125,0.15273284912109375,3.4570693969726562e-06,-5.602836608886719e-06,-4.172325134277344e-06,0.05372980609536171,0.0028410758823156357,0.03205476701259613,0.03541247919201851
internal256,1851_0.7_1.14.png,43.699893951416016,0.04344940185546875,0.7488632202148438,0.4263153076171875,0.7923126220703125,-0.365997314453125,2.7954578399658203e-05,9.131431579589844e-05,4.89354133605957e-05,0.09882407635450363,0.004672726150602102,0.0280330628156662,0.031516995280981064
internal256,1878_0.54_0.67.png,45.93162536621094,0.48711395263671875,1.185455322265625,1.1035346984863281,1.6725692749023438,-0.5690345764160156,2.950429916381836e-05,-4.607439041137695e-05,4.172325134277344e-05,0.05382656678557396,0.00404508039355278,0.022497862577438354,0.02461724355816841
internal256,1882_0.84_1.36.png,43.37058639526367,0.009372711181640625,-0.00543212890625,-0.02468109130859375,0.003940582275390625,-0.028621673583984375,0.00017625093460083008,0.0003745555877685547,0.00025159120559692383,0.09679004549980164,0.004273965023458004,0.021961607038974762,0.024006599560379982
internal256,1884_0.78_0.61.png,47.95027160644531,0.11457061767578125,0.20743942260742188,0.07966232299804688,0.3220100402832031,-0.24234771728515625,8.887052536010742e-05,0.0002416372299194336,0.00015401840209960938,0.04432301223278046,0.002704101847484708,0.021961607038974762,0.024006599560379982
internal256,1889_0.63_0.55.png,45.60401916503906,0.26212310791015625,0.22953414916992188,0.10489654541015625,0.4916572570800781,-0.3867607116699219,1.52587890625e-05,6.67572021484375e-06,6.079673767089844e-06,0.019647672772407532,0.0037909343373030424,0.018272925168275833,0.020927324891090393
internal256,1891_0.57_1.79.png,41.44258499145508,0.3791961669921875,0.33747100830078125,0.18432998657226562,0.7166671752929688,-0.5323371887207031,2.1755695343017578e-05,1.2278556823730469e-05,-3.337860107421875e-06,0.04797155782580376,0.006503640208393335,0.018272925168275833,0.020927324891090393
internal256,1896_0.7_0.8.png,41.113487243652344,-0.24602890014648438,-0.21847915649414062,-0.01348876953125,-0.464508056640625,0.451019287109375,2.5033950805664062e-06,2.3484230041503906e-05,3.266334533691406e-05,0.047114115208387375,0.006763792596757412,0.021910645067691803,0.025417504832148552
internal256,1897_0.5_0.84.png,44.388084411621094,-0.168426513671875,-0.3037109375,-0.15644454956054688,-0.472137451171875,0.3156929016113281,-3.2782554626464844e-06,-9.5367431640625e-06,-9.59634780883789e-06,0.030903054401278496,0.003462829627096653,0.030649209395051003,0.035016629844903946
internal256,1908_0.95_1.69.png,40.596622467041016,0.0482177734375,-0.108917236328125,0.0279998779296875,-0.060699462890625,0.0886993408203125,3.4928321838378906e-05,0.00011968612670898438,8.761882781982422e-05,0.11832159012556076,0.006707958411425352,0.021029924973845482,0.024557167664170265
internal256,1924_0.98_1.93.png,39.928306579589844,0.07983779907226562,0.0990447998046875,-0.07306671142578125,0.17888259887695312,-0.2519493103027344,4.500150680541992e-05,4.696846008300781e-05,2.5987625122070312e-05,0.17920242249965668,0.006691159214824438,0.020625991746783257,0.02255764789879322
internal256,1938_0.71_1.33.png,37.09760284423828,0.22980499267578125,0.4078178405761719,0.3178215026855469,0.6376228332519531,-0.31980133056640625,8.875131607055664e-05,-4.267692565917969e-05,5.638599395751953e-05,0.16089607775211334,0.009705577045679092,0.026812678202986717,0.0280497744679451
internal256,195_0.71_1.76.png,36.6052360534668,0.062442779541015625,0.130706787109375,-0.017120361328125,0.19314956665039062,-0.21026992797851562,0.0001977086067199707,0.0004444122314453125,-0.00022971630096435547,0.2927841246128082,0.011138000525534153,0.022594252601265907,0.023634666576981544
internal256,1969_0.52_1.0.png,41.916725158691406,0.016963958740234375,-1.0190582275390625,-0.45633697509765625,-1.0020942687988281,0.5457572937011719,2.2232532501220703e-05,-9.179115295410156e-05,-1.5139579772949219e-05,0.07846824079751968,0.006276729051023722,0.024026047438383102,0.029147377237677574
internal256,196_0.8_0.88.png,40.85689926147461,0.07343292236328125,-0.017719268798828125,0.036930084228515625,0.055713653564453125,-0.0187835693359375,0.00012415647506713867,0.00019979476928710938,4.76837158203125e-05,0.1799718141555786,0.006626997143030167,0.022594252601265907,0.023634666576981544
internal256,1998_0.9_0.95.png,37.790374755859375,0.15343475341796875,0.0795135498046875,0.00475311279296875,0.23294830322265625,-0.2281951904296875,3.0219554901123047e-05,-8.32676887512207e-05,-3.5643577575683594e-05,0.11514674127101898,0.008335156366229057,0.02768220752477646,0.030653025954961777
internal256,2027_0.69_0.59.png,43.080867767333984,-0.262359619140625,-0.2954826354980469,-0.17787551879882812,-0.5578422546386719,0.37996673583984375,5.412101745605469e-05,-8.83936882019043e-05,2.0325183868408203e-05,0.06512555480003357,0.005148600786924362,0.01891811564564705,0.021627038717269897
internal256,2031_0.78_1.8.png,40.71958923339844,-0.0140228271484375,-0.00623321533203125,-0.040325164794921875,-0.02025604248046875,-0.020069122314453125,-1.2993812561035156e-05,2.384185791015625e-05,6.198883056640625e-06,0.14700894057750702,0.006766959559172392,0.018390130251646042,0.021066825836896896
internal256,2049_0.54_1.16.png,41.29204559326172,-0.10198974609375,-0.28436279296875,-0.33929443359375,-0.3863525390625,0.04705810546875,1.2218952178955078e-05,9.775161743164062e-06,-1.0132789611816406e-05,0.06167294457554817,0.005996615160256624,0.028030334040522575,0.0303290244191885
