feature_group,alpha,coverage_target,risk_weight,score,oof_gate_pass,heldout_gate_pass,oof_mean_delta,oof_hard_bottom25_delta,oof_easy_top25_delta,oof_worst_ratio,oof_strong_ratio,heldout_mean_delta,heldout_hard_bottom25_delta,heldout_easy_top25_delta,heldout_worst_ratio,heldout_strong_ratio,gain_features,risk_features
all,1.0,0.05,0.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.05,1.0,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.05,1.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.05,2.0,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.1,0.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.1,1.0,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.1,1.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.1,2.0,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.2,0.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.2,1.0,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
all,1.0,0.2,1.5,2.235160421852684,False,False,0.5371552642186482,0.8726506098749323,0.3015749261375731,0.0,0.0,0.7230701605478923,0.9276389349703146,0.34011008034289725,0.0,0.0,"v18_alpha_1p00_gain,v18_alpha_1p00_risk,v18_alpha_0p75_gain","v18_alpha_1p00_risk,v18_alpha_1p00_gain,v18_alpha_0p75_gain"
