actual_worst_cvar5,actual_worst_mean,coverage,eligible_fraction,hard_fraction,harm_fraction,rows,severe_fraction
-2.0142469231675313,0.2918424741765149,0.05,0.6830756712774614,0.24247355573637103,0.3161106590724166,2458,0.29251423921887715
-1.828802607408384,0.25878219915422734,0.1,0.6653783563873068,0.201586655817738,0.3205858421480879,4916,0.2644426362896664
-1.6116573100652152,0.14008192568270567,0.2,0.5025938358254501,0.1378293154307802,0.3194995422642661,9831,0.20435357542467705
-1.2523192643052297,0.04756941525671865,0.5,0.3168131510416667,0.07515462239583333,0.289306640625,24576,0.130859375
-1.433601645166259,-0.05402668239347993,1.0,0.2923583984375,0.13901774088541666,0.40838623046875,49152,0.23409016927083334
