fold,train_policy_id,train_strict_gate_pass,train_abstention_gate_pass,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
0,router_score_ge_0.27138886,False,True,136,58,0.4264705882352941,0.08865855721866384,0.5708416209501379,-0.058933258056640625,0.0022596708115409404,0.23529411764705882,0.8088235294117647,21,92.64705882352942,25,110.29411764705883,0.5517241379310345,0.5517241379310345,21,False,False,-0.178653972385863
1,router_score_ge_0.2628929,False,True,115,49,0.4260869565217391,0.2510988815971043,0.6990983826773507,-0.3445440019880022,0.002744793373605479,0.24347826086956523,0.8173913043478261,18,93.91304347826087,19,99.13043478260869,0.5714285714285714,0.5714285714285714,18,False,False,-0.5899147605481354
2,router_score_ge_0.28530508,False,True,116,49,0.4224137931034483,0.4298918000582991,0.9945125579833984,0.019655688055630387,0.0028540065576290264,0.3017241379310345,0.8793103448275862,11,56.89655172413793,12,62.06896551724138,0.7142857142857143,0.7142857142857143,11,False,False,0.5189806080334292
3,router_score_ge_0.21339794,False,True,111,58,0.5225225225225225,0.21021774223258904,0.9071007481327763,-0.17776121916594328,0.0032690892348418363,0.35135135135135137,0.8288288288288288,16,86.48648648648648,19,102.70270270270271,0.6724137931034483,0.6724137931034483,16,False,False,-0.1478886282566209
4,router_score_ge_0.24411166,False,True,122,46,0.3770491803278688,0.3869259005687276,0.6098325093587239,0.038889567057291664,0.0016158452776611828,0.28688524590163933,0.9098360655737705,11,54.09836065573771,11,54.09836065573771,0.7608695652173914,0.7608695652173914,11,False,False,0.41303998613164966
