policy_id,alpha,complexity,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
alpha_a0p75__udp_mean_le_0.54332907_AND_diff_signed_mean_le_-0.00051970547,0.75,2,600,244,0.4066666666666667,0.3515998204549154,0.554791997273763,0.11912996927897135,0.000194512406984965,0.30833333333333335,0.9016666666666666,47,47.0,55,54.99999999999999,0.7581967213114754,0.7581967213114754,47,False,True,0.38930884521984666
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_grad_mean_ge_0.0003736863,0.5,2,600,282,0.47,0.33934165318806964,0.3820133717854818,0.2417876434326172,0.00022472848494847615,0.38,0.91,43,43.0,50,50.0,0.8085106382978723,0.8085106382978723,43,False,True,0.3891939937131624
alpha_a0p5__udp_grad_mean_le_0.027542971_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,275,0.4583333333333333,0.33371734301249184,0.33310977935791014,0.3924595896402995,0.0002040947477022807,0.36833333333333335,0.91,44,44.0,48,48.0,0.8036363636363636,0.8036363636363636,44,False,True,0.3890303929646809
alpha_a0p5__depth_std_le_0.30443838_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,283,0.4716666666666667,0.3379003397623698,0.3782830556233724,0.2668873850504557,0.00021976480881373087,0.38166666666666665,0.91,44,44.0,52,52.0,0.8091872791519434,0.8091872791519434,44,False,True,0.38899054829268337
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_to_a0_ratio_ge_0.0085297655,0.5,2,600,266,0.44333333333333336,0.3345992755889893,0.40088626861572263,0.2009314982096354,0.0002242523431777954,0.35833333333333334,0.915,40,40.0,47,47.0,0.8082706766917294,0.8082706766917294,40,False,True,0.3883761063214831
alpha_a0p5__depth_mean_le_0.33582001_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,294,0.49,0.337493314743042,0.3365351994832357,0.3287628936767578,0.00019883970419565835,0.3983333333333333,0.9083333333333333,45,45.0,52,52.0,0.8129251700680272,0.8129251700680272,45,False,True,0.3878503922027797
alpha_a0p5__a0_grad_mean_le_0.027729393_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,275,0.4583333333333333,0.33340187708536784,0.32946011861165364,0.3924595896402995,0.00020247002442677815,0.36833333333333335,0.91,44,44.0,48,48.0,0.8036363636363636,0.8036363636363636,44,False,True,0.3878025118509928
alpha_a0p5__udp_grad_mean_ge_0.015218272_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,279,0.465,0.3200698375701904,0.3430202865600586,0.3387274169921875,0.0002152113119761149,0.37666666666666665,0.9116666666666666,37,37.0,47,47.0,0.8100358422939068,0.8100358422939068,37,False,True,0.387453735020682
alpha_a0p5__udp_grad_mean_le_0.034367101_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,270,0.45,0.33100714047749835,0.40144646962483727,0.27294397989908853,0.00021435548861821493,0.3616666666666667,0.9116666666666666,43,43.0,49,49.0,0.8037037037037037,0.8037037037037037,43,False,True,0.3873473919056079
alpha_a0p5__a0_grad_mean_ge_0.015213207_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,279,0.465,0.31978868166605634,0.3430202865600586,0.337602793375651,0.00021513869365056356,0.37666666666666665,0.9116666666666666,37,37.0,47,47.0,0.8100358422939068,0.8100358422939068,37,False,True,0.38700388557406734
alpha_a0p25__a0_saturation_low_ge_2.0833334e-06_AND_diff_signed_mean_le_0.000756993,0.25,2,600,394,0.6566666666666666,0.2854593563079834,0.23465936024983725,0.3833171590169271,0.0001926438013712565,0.5566666666666666,0.9,22,22.0,49,49.0,0.8477157360406091,0.8477157360406091,22,False,True,0.38699875837865017
alpha_a0p5__depth_mean_ge_0.19752242_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,284,0.47333333333333333,0.33019888242085776,0.32342596689860026,0.3855115763346354,0.00022230575482050578,0.37833333333333335,0.905,41,41.0,51,51.00000000000001,0.7992957746478874,0.7992957746478874,41,False,True,0.38596145331870785
alpha_a0p5__udp_std_le_0.29660641_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,279,0.465,0.3280115540822347,0.37100081125895185,0.29351819356282555,0.00020510047674179076,0.37333333333333335,0.9083333333333333,40,40.0,49,49.0,0.8028673835125448,0.8028673835125448,40,False,True,0.38566654686329604
alpha_a0p5__a0_std_le_0.29740395_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,278,0.4633333333333333,0.328311341603597,0.3672192128499349,0.2995311482747396,0.00020247062047322592,0.37166666666666665,0.9083333333333333,40,40.0,49,49.0,0.802158273381295,0.802158273381295,40,False,True,0.3854995340836705
alpha_a0p75__a0_mean_le_0.5451718_AND_diff_signed_mean_le_-0.00051970547,0.75,2,600,240,0.4,0.3435765329996745,0.5628831481933594,0.11912996927897135,0.00019168694814046224,0.30333333333333334,0.9033333333333333,46,46.0,54,54.0,0.7583333333333333,0.7583333333333333,46,False,True,0.38525014877319347
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_p50_le_0.0080969721,0.5,2,600,322,0.5366666666666666,0.34268737157185875,0.22838793436686197,0.4341241963704427,0.00023613025744756062,0.43666666666666665,0.9,44,44.0,54,54.0,0.8136645962732919,0.8136645962732919,44,False,True,0.3851518459027846
alpha_a0p25__udp_mean_le_0.56097753_AND_diff_signed_mean_le_0.0015937895,0.25,2,600,385,0.6416666666666667,0.2795491377512614,0.20670164744059244,0.3939143371582031,0.0001936723788579305,0.5433333333333333,0.9016666666666666,17,17.0,49,49.0,0.8467532467532467,0.8467532467532467,17,False,True,0.38485931923275896
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_p95_ge_0.01204858,0.5,2,600,281,0.4683333333333333,0.3446900749206543,0.41045056660970053,0.18432398478190104,0.000246395468711853,0.375,0.9066666666666666,45,45.0,50,50.0,0.800711743772242,0.800711743772242,45,False,True,0.38470944003176427
alpha_a0p5__depth_mean_le_0.35302753_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,260,0.43333333333333335,0.32261448542277016,0.35987920125325523,0.24410362243652345,0.00019645512104034423,0.3566666666666667,0.9233333333333333,38,38.0,45,45.0,0.823076923076923,0.823076923076923,38,False,True,0.3845588034605368
alpha_a0p5__input_grad_mean_le_0.019349304_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,280,0.4666666666666667,0.32565478324890135,0.3632339096069336,0.33837862650553385,0.00021005839109420777,0.37833333333333335,0.9116666666666666,44,44.0,48,48.0,0.8107142857142857,0.8107142857142857,44,False,True,0.3844462451026554
alpha_a0p75__a0_mean_le_0.5610461_AND_diff_signed_mean_le_-0.0015222002,0.75,2,600,204,0.34,0.33512222607930503,0.5329633712768554,0.09010144551595052,0.00017837931712468466,0.26166666666666666,0.9216666666666666,39,39.0,45,45.0,0.7696078431372549,0.7696078431372549,39,False,True,0.3839625994514017
alpha_a0p5__a0_saturation_high_ge_1.4583334e-05_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,270,0.45,0.32712479909261066,0.3495366668701172,0.28066983540852863,0.00020831356445948283,0.36666666666666664,0.9166666666666666,40,40.0,48,48.0,0.8148148148148148,0.8148148148148148,40,False,True,0.3837575892695673
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_p90_ge_0.010182042,0.5,2,600,263,0.43833333333333335,0.3361016623179118,0.4166378402709961,0.15485992431640624,0.0002381164828936259,0.355,0.9166666666666666,42,42.00000000000001,46,46.0,0.8098859315589354,0.8098859315589354,42,False,True,0.3836940400572028
alpha_a0p5__input_std_ge_0.14432507_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,284,0.47333333333333333,0.3350773366292318,0.3669164276123047,0.26534136454264323,0.00022240638732910157,0.38166666666666665,0.9083333333333333,43,43.0,51,51.00000000000001,0.8063380281690141,0.8063380281690141,43,False,True,0.3835602303733288
alpha_a0p5__a0_saturation_high_ge_0.00028177083_AND_diff_signed_mean_le_0.000756993,0.5,2,600,307,0.5116666666666667,0.3344105275472005,0.27308611551920575,0.4277006530761719,0.00019806345303853353,0.41333333333333333,0.9016666666666666,44,44.0,54,54.0,0.8078175895765473,0.8078175895765473,44,False,True,0.3833701619888621
alpha_a0p25__a0_mean_le_0.5610461_AND_diff_signed_mean_le_0.0015937895,0.25,2,600,383,0.6383333333333333,0.2793564001719157,0.20474796295166015,0.3950970713297526,0.0001891683538754781,0.5416666666666666,0.9033333333333333,18,18.0,49,49.0,0.8485639686684073,0.8485639686684073,18,False,True,0.3832848010435843
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_max_le_0.09096297,0.5,2,600,273,0.455,0.3271282450358073,0.35976534525553383,0.2917322285970052,0.0002018780509630839,0.36833333333333335,0.9133333333333333,41,41.0,48,48.0,0.8095238095238095,0.8095238095238095,41,False,True,0.3831675108773367
alpha_a0p75__udp_mean_le_0.50837474_AND_diff_signed_mean_le_0.0001681959,0.75,2,600,232,0.38666666666666666,0.3345708783467611,0.5019173685709636,0.16750134785970053,0.00020779301722844443,0.2966666666666667,0.91,41,41.0,50,50.0,0.7672413793103449,0.7672413793103449,41,False,True,0.3828915146224801
alpha_a0p5__a0_mean_ge_0.37628969_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,270,0.45,0.32896808942159017,0.4137618637084961,0.2349224853515625,0.00019784390926361084,0.3616666666666667,0.9116666666666666,43,43.0,49,49.0,0.8037037037037037,0.8037037037037037,43,False,True,0.38268396518848563
alpha_a0p5__udp_mean_le_0.52751972_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,226,0.37666666666666665,0.3022780990600586,0.3558144378662109,0.25861043294270836,0.0001959848403930664,0.31166666666666665,0.935,30,30.0,37,37.0,0.827433628318584,0.827433628318584,30,False,True,0.3826451023765721
alpha_a0p5__udp_mean_le_0.49434484_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,208,0.3466666666666667,0.28214867909749347,0.29737467447916666,0.29205479939778645,0.00020278165737787883,0.29333333333333333,0.9466666666666667,20,20.0,29,29.0,0.8461538461538461,0.8461538461538461,20,False,True,0.38261851634490185
alpha_a0p5__a0_mean_le_0.52831642_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,222,0.37,0.29896242141723633,0.3493778228759766,0.24296536763509113,0.00019489973783493042,0.30833333333333335,0.9383333333333334,28,28.0,35,35.0,0.8333333333333334,0.8333333333333334,28,False,True,0.3824850156148275
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_mean_ge_0.0044649635,0.5,2,600,286,0.4766666666666667,0.3454977703094482,0.4244080988566081,0.16514851888020834,0.00024569332599639894,0.38,0.9033333333333333,46,46.0,54,54.0,0.7972027972027972,0.7972027972027972,46,False,True,0.38236694465050325
alpha_a0p5__a0_std_ge_0.20060316_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,278,0.4633333333333333,0.3297738774617513,0.34750826517740885,0.2844871012369792,0.00022129197915395101,0.375,0.9116666666666666,41,41.0,49,49.0,0.8093525179856115,0.8093525179856115,41,False,True,0.3817345605004033
alpha_a0p5__depth_std_le_0.27877787_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,293,0.48833333333333334,0.33472731908162434,0.26533650716145835,0.3739764404296875,0.00019134978453318278,0.3983333333333333,0.91,42,42.00000000000001,51,51.00000000000001,0.8156996587030717,0.8156996587030717,42,False,True,0.3815593908897981
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_max_le_0.073319703,0.5,2,600,290,0.48333333333333334,0.32616615295410156,0.3450494893391927,0.39534884134928383,0.0001931832234064738,0.385,0.9016666666666666,44,44.0,53,53.0,0.7965517241379311,0.7965517241379311,44,False,True,0.38150096643382114
alpha_a0p5__udp_std_le_0.31182353_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,266,0.44333333333333336,0.3269711176554362,0.37172548929850263,0.2410814158121745,0.0001969355344772339,0.35833333333333334,0.915,39,39.0,47,47.0,0.8082706766917294,0.8082706766917294,39,False,True,0.3814802411990058
alpha_a0p25__depth_grad_mean_ge_0.0015138017_AND_diff_signed_mean_le_0.000756993,0.25,2,600,366,0.61,0.2744828033447266,0.22683194478352864,0.3733262379964193,0.00018906712532043457,0.5233333333333333,0.9133333333333333,20,20.0,42,42.00000000000001,0.8579234972677595,0.8579234972677595,20,False,True,0.3812476487373394
alpha_a0p5__a0_saturation_low_ge_2.0833334e-06_AND_diff_signed_mean_le_-0.0015222002,0.5,2,600,234,0.39,0.3145568370819092,0.40212347666422527,0.19237589518229167,0.00018967787424723309,0.32,0.93,36,36.0,41,41.0,0.8205128205128205,0.8205128205128205,36,False,True,0.3810261418073605
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_max_ge_0.033630045,0.5,2,600,247,0.4116666666666667,0.3122909863789876,0.3831039174397786,0.21774027506510416,0.00020949920018513998,0.3383333333333333,0.9266666666666666,35,35.0,41,41.0,0.8218623481781376,0.8218623481781376,35,False,True,0.38098563183000683
alpha_a0p5__depth_grad_mean_le_0.0035851607_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,255,0.425,0.3170981470743815,0.40131136576334636,0.25720680236816407,0.00020965745051701863,0.345,0.92,40,40.0,45,45.0,0.8117647058823529,0.8117647058823529,40,False,True,0.38097759710573675
alpha_a0p5__input_std_le_0.23844706_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,292,0.4866666666666667,0.33230140050252277,0.38730936686197914,0.26195643107096356,0.00021805365880330405,0.39166666666666666,0.905,45,45.0,52,52.0,0.8047945205479452,0.8047945205479452,45,False,True,0.3807925265133653
alpha_a0p25__depth_grad_mean_ge_0.0013648644_AND_diff_signed_mean_le_0.000756993,0.25,2,600,382,0.6366666666666667,0.2787896792093913,0.23475067138671876,0.37061856587727865,0.00019786715507507323,0.54,0.9033333333333333,21,21.000000000000004,48,48.0,0.8481675392670157,0.8481675392670157,21,False,True,0.38029561186785477
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_std_ge_0.0036148975,0.5,2,600,258,0.43,0.32605432828267417,0.40521401723225914,0.16435775756835938,0.00022226999203364055,0.35,0.92,39,39.0,44,44.0,0.813953488372093,0.813953488372093,39,False,True,0.38028591483064406
alpha_a0p5__a0_grad_mean_le_0.031830863_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,253,0.4216666666666667,0.31744079271952313,0.3807222112019857,0.2751848602294922,0.0002050219972928365,0.3433333333333333,0.9216666666666666,40,40.0,43,43.0,0.8142292490118577,0.8142292490118577,40,False,True,0.3801584948442984
alpha_a0p5__udp_grad_mean_le_0.031761468_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,253,0.4216666666666667,0.31744079271952313,0.3807222112019857,0.2751848602294922,0.0002050219972928365,0.3433333333333333,0.9216666666666666,40,40.0,43,43.0,0.8142292490118577,0.8142292490118577,40,False,True,0.3801584948442984
alpha_a0p5__depth_grad_mean_le_0.0031141176_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,244,0.4066666666666667,0.3087595272064209,0.4067290369669596,0.24493916829427084,0.00019124050935109455,0.3333333333333333,0.9266666666666666,38,38.0,42,42.00000000000001,0.819672131147541,0.819672131147541,38,False,True,0.38013566715678226
alpha_a0p5__udp_mean_le_0.50837474_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,197,0.3283333333333333,0.27635215123494467,0.34188621520996093,0.21474629720052082,0.0001856688658396403,0.28,0.9516666666666667,20,20.0,27,27.0,0.8527918781725888,0.8527918781725888,20,False,True,0.37963784927910355
alpha_a0p25__udp_grad_mean_ge_0.012657589_AND_diff_signed_mean_le_0.0015937895,0.25,2,600,388,0.6466666666666666,0.2732177289326986,0.20431004842122397,0.3823594411214193,0.00019372532765070597,0.5466666666666666,0.9,15,15.0,47,47.0,0.845360824742268,0.845360824742268,15,False,True,0.3795309441477982
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_p95_ge_0.01089238,0.5,2,600,262,0.43666666666666665,0.32682796160380045,0.40521401723225914,0.1693787892659505,0.00022316157817840577,0.355,0.9183333333333333,40,40.0,45,45.0,0.8129770992366412,0.8129770992366412,40,False,True,0.37940902221524375
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_to_a0_ratio_ge_0.0093533982,0.5,2,600,285,0.475,0.34214955965677896,0.41332887013753256,0.18833346048990884,0.00024684121211369833,0.37833333333333335,0.9033333333333333,46,46.0,54,54.0,0.7964912280701755,0.7964912280701755,46,False,True,0.3793019717032449
alpha_a0p5__udp_std_le_0.30237657_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,251,0.41833333333333333,0.314151725769043,0.37639010111490884,0.2335016886393229,0.00018788923819859822,0.34,0.9216666666666666,35,35.0,43,43.0,0.8127490039840638,0.8127490039840638,35,False,True,0.3786531232015704
alpha_a0p5__a0_std_le_0.31226625_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,265,0.44166666666666665,0.32456021626790366,0.37172548929850263,0.2410814158121745,0.0001963926355044047,0.3566666666666667,0.915,39,39.0,47,47.0,0.8075471698113208,0.8075471698113208,39,False,True,0.3786380776939152
alpha_a0p5__input_mean_ge_0.54931198_AND_diff_signed_mean_le_0.0021860948,0.5,2,600,308,0.5133333333333333,0.328964900970459,0.39234255472819013,0.20779980977376303,0.00021202892065048218,0.42,0.9066666666666666,45,45.0,49,49.0,0.8181818181818182,0.8181818181818182,45,False,True,0.37848717778523766
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_grad_mean_le_0.0010575674,0.5,2,600,272,0.4533333333333333,0.32715789159138997,0.37424471537272136,0.29160367329915365,0.0001975621779759725,0.36333333333333334,0.91,43,43.0,51,51.00000000000001,0.8014705882352942,0.8014705882352942,43,False,True,0.3783351116255218
alpha_a0p75__a0_grad_mean_ge_0.011212653_AND_diff_signed_mean_le_-0.0031482906,0.75,2,600,131,0.21833333333333332,0.29083810170491536,0.40764996846516927,0.075489501953125,0.00013977070649464924,0.18166666666666667,0.9633333333333334,19,19.0,22,22.0,0.8320610687022901,0.8320610687022901,19,False,True,0.3780742735671027
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_p90_ge_0.0086678864,0.5,2,600,266,0.44333333333333336,0.3272549533843994,0.41053689320882164,0.1646013641357422,0.00022389113903045654,0.36,0.9166666666666666,41,41.0,46,46.0,0.8120300751879699,0.8120300751879699,41,False,True,0.3780625893270162
alpha_a0p75__a0_mean_le_0.5610461_AND_diff_signed_mean_le_-0.0024105728,0.75,2,600,171,0.285,0.3113985093434652,0.5034644190470378,0.05351956685384115,0.00016392717758814495,0.225,0.94,29,29.0,34,34.0,0.7894736842105263,0.7894736842105263,29,False,True,0.3772030754490903
alpha_a0p25__input_grad_mean_ge_0.0093034212_AND_diff_signed_mean_le_0.0021860948,0.25,2,600,393,0.655,0.2724145221710205,0.21142258961995442,0.39125829060872397,0.00019789745410283408,0.555,0.9,18,18.0,47,47.0,0.8473282442748091,0.8473282442748091,18,False,True,0.3770894475184627
alpha_a0p5__diff_signed_mean_le_0.0001681959_AND_diff_abs_std_ge_0.0041756777,0.5,2,600,256,0.4266666666666667,0.3280125904083252,0.4019497044881185,0.15412091573079428,0.00023791561524073282,0.3466666666666667,0.92,40,40.0,43,43.0,0.8125,0.8125,40,False,True,0.37702648722330734
alpha_a0p25__input_dark_mean_le_0.71742256_AND_diff_signed_mean_le_0.000756993,0.25,2,600,387,0.645,0.28104766209920246,0.22937090555826822,0.3833171590169271,0.00018868466218312582,0.5466666666666666,0.9016666666666666,24,24.0,50,50.0,0.8475452196382429,0.8475452196382429,24,False,True,0.3769378331423422
alpha_a0p5__input_grad_mean_ge_0.011417895_AND_diff_signed_mean_le_0.000756993,0.5,2,600,284,0.47333333333333333,0.3121720631917318,0.3253796132405599,0.3485717519124349,0.00019819378852844238,0.38333333333333336,0.91,37,37.0,47,47.0,0.8098591549295775,0.8098591549295775,37,False,True,0.3766919311666713
alpha_a0p25__input_grad_mean_ge_0.0086105614_AND_diff_signed_mean_le_0.0015937895,0.25,2,600,386,0.6433333333333333,0.2722898546854655,0.20105906168619792,0.38541829427083335,0.0001930243770281474,0.5466666666666666,0.9033333333333333,17,17.0,47,47.0,0.8497409326424871,0.8497409326424871,17,False,True,0.37659154386767446
alpha_a0p25__udp_mean_le_0.6065559_AND_diff_signed_mean_le_0.000756993,0.25,2,600,386,0.6433333333333333,0.27753621101379394,0.23063986460367839,0.36370697021484377,0.00019222060839335124,0.545,0.9016666666666666,21,21.000000000000004,48,48.0,0.8471502590673575,0.8471502590673575,21,False,True,0.3765515318506534
alpha_a0p75__input_grad_mean_ge_0.0093034212_AND_diff_signed_mean_le_-0.00051970547,0.75,2,600,247,0.4116666666666667,0.35119943936665854,0.4789536158243815,0.1791412607828776,0.00017788638671239218,0.31166666666666665,0.9,48,48.0,56,56.0,0.757085020242915,0.757085020242915,48,False,True,0.3764391269071221
alpha_a0p5__a0_mean_le_0.51154717_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,191,0.31833333333333336,0.26976205507914225,0.3299031702677409,0.23902351379394532,0.00018174678087234497,0.27166666666666667,0.9533333333333334,19,19.0,26,26.0,0.8534031413612565,0.8534031413612565,19,False,True,0.375829769130527
alpha_a0p75__a0_mean_le_0.51154717_AND_diff_signed_mean_le_0.0001681959,0.75,2,600,226,0.37666666666666665,0.32589478174845377,0.48326833089192706,0.20264183044433592,0.00020537813504536946,0.28833333333333333,0.9116666666666666,40,40.0,49,49.0,0.7654867256637168,0.7654867256637168,40,False,True,0.37565917148646344
alpha_a0p75__udp_grad_mean_ge_0.012657589_AND_diff_signed_mean_le_-0.0031482906,0.75,2,600,121,0.20166666666666666,0.2794509760538737,0.4005113983154297,0.06898874918619792,0.00012866387764612832,0.17,0.9683333333333334,16,16.0,19,19.0,0.8429752066115702,0.8429752066115702,16,False,True,0.3755968349803578
alpha_a0p5__a0_saturation_low_ge_3.2916667e-05_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,243,0.405,0.3069071610768636,0.3191062545776367,0.26333661397298175,0.0001781591773033142,0.33666666666666667,0.9316666666666666,33,33.0,40,40.0,0.831275720164609,0.831275720164609,33,False,True,0.375485862907755
alpha_a0p75__a0_grad_mean_ge_0.011212653_AND_diff_signed_mean_le_-0.0015222002,0.75,2,600,216,0.36,0.3427397855122884,0.4945847829182943,0.13061444600423178,0.00018015255530675253,0.275,0.915,44,44.0,49,49.0,0.7638888888888888,0.7638888888888888,44,False,True,0.3753170370313856
alpha_a0p5__a0_mean_le_0.5610461_AND_diff_signed_mean_le_-0.0015222002,0.5,2,600,204,0.34,0.2954172197977702,0.3670247650146484,0.19329973856608074,0.00018290966749191285,0.2833333333333333,0.9433333333333334,28,28.0,32,32.0,0.8333333333333334,0.8333333333333334,28,False,True,0.3753017051696778
alpha_a0p5__input_dark_mean_ge_0.47782741_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,287,0.47833333333333333,0.32342169761657713,0.4209445571899414,0.18978294372558593,0.00021975219249725341,0.38666666666666666,0.9083333333333333,43,43.0,49,49.0,0.8083623693379791,0.8083623693379791,43,False,True,0.37529124827545546
alpha_a0p5__input_dark_mean_ge_0.42373484_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,274,0.45666666666666667,0.3229621092478434,0.406483523050944,0.19861091613769533,0.00022219846645991006,0.37,0.9133333333333333,42,42.00000000000001,48,48.0,0.8102189781021898,0.8102189781021898,42,False,True,0.3751283987207714
alpha_a0p5__depth_mean_ge_0.15315081_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,284,0.47333333333333333,0.3262699317932129,0.38571853637695314,0.2626880391438802,0.00022166113058725992,0.38,0.9066666666666666,44,44.0,52,52.0,0.8028169014084507,0.8028169014084507,44,False,True,0.37511873420034775
alpha_a0p5__a0_saturation_low_ge_0.00079708335_AND_diff_signed_mean_le_0.000756993,0.5,2,600,259,0.43166666666666664,0.3061442184448242,0.23038904825846354,0.42693700154622394,0.0001636388897895813,0.3566666666666667,0.925,33,33.0,40,40.0,0.8262548262548263,0.8262548262548263,33,False,True,0.37485551851486143
alpha_a0p5__a0_std_le_0.30259025_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,249,0.415,0.31243492126464845,0.37149564107259114,0.2335016886393229,0.00018500139315923055,0.33666666666666667,0.9216666666666666,35,35.0,43,43.0,0.8112449799196787,0.8112449799196787,35,False,True,0.3748188237845179
alpha_a0p5__diff_signed_mean_le_-0.00051970547_AND_diff_abs_mean_ge_0.0040806624,0.5,2,600,270,0.45,0.32989593187967936,0.4083234786987305,0.1719629923502604,0.0002225316564242045,0.3616666666666667,0.9116666666666666,42,42.00000000000001,49,49.0,0.8037037037037037,0.8037037037037037,42,False,True,0.37480828744393807
alpha_a0p25__input_grad_mean_ge_0.0077444417_AND_diff_signed_mean_le_0.000756993,0.25,2,600,368,0.6133333333333333,0.2681168015797933,0.20619688669840494,0.38313451131184895,0.0001904172698656718,0.5233333333333333,0.91,17,17.0,43,43.0,0.8532608695652174,0.8532608695652174,17,False,True,0.37469634487870807
alpha_a0p5__udp_mean_ge_0.37432368_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,268,0.44666666666666666,0.3218496608734131,0.4137618637084961,0.2349224853515625,0.0001947478453318278,0.35833333333333334,0.9116666666666666,43,43.0,49,49.0,0.8022388059701493,0.8022388059701493,43,False,True,0.37469317622018694
alpha_a0p75__a0_grad_mean_ge_0.011212653_AND_diff_signed_mean_le_-0.0024105728,0.75,2,600,177,0.295,0.3179587205251058,0.4659206517537435,0.08856292724609376,0.0001645087202390035,0.23333333333333334,0.9383333333333334,32,32.0,36,36.0,0.7909604519774012,0.7909604519774012,32,False,True,0.37465157113802644
alpha_a0p5__a0_grad_mean_ge_0.013612788_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,242,0.4033333333333333,0.3052339013417562,0.3278695551554362,0.2605257161458333,0.0001897367835044861,0.33166666666666667,0.9283333333333333,31,31.0,39,39.0,0.8223140495867769,0.8223140495867769,31,False,True,0.37461954149188426
alpha_a0p5__udp_grad_mean_ge_0.013542664_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,242,0.4033333333333333,0.3052339013417562,0.3278695551554362,0.2605257161458333,0.0001897367835044861,0.33166666666666667,0.9283333333333333,31,31.0,39,39.0,0.8223140495867769,0.8223140495867769,31,False,True,0.37461954149188426
alpha_a0p5__depth_std_le_0.29380183_AND_diff_signed_mean_le_-0.00051970547,0.5,2,600,267,0.445,0.324228941599528,0.3452901967366536,0.266133066813151,0.00020526995261510212,0.3616666666666667,0.9166666666666666,41,41.0,49,49.0,0.8127340823970037,0.8127340823970037,41,False,True,0.37437519612401604
alpha_a0p25__input_mean_le_0.73469202_AND_diff_signed_mean_le_0.000756993,0.25,2,600,388,0.6466666666666666,0.2803834279378255,0.22550267537434895,0.3833171590169271,0.00018746982018152874,0.5466666666666666,0.9,24,24.0,50,50.0,0.845360824742268,0.845360824742268,24,False,True,0.3741384575755326
alpha_a0p5__a0_saturation_low_ge_0.00079708335_AND_diff_signed_mean_le_0.0001681959,0.5,2,600,230,0.38333333333333336,0.2918892765045166,0.22246819814046223,0.3920510609944661,0.00017528315385182698,0.3233333333333333,0.94,27,27.0,34,34.0,0.8434782608695652,0.8434782608695652,27,False,True,0.3738936953337296
