policy_id,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
a0_saturation_high_le_0.012226,600,300,0.5,0.2107923412322998,0.5743594487508138,-0.04559730529785156,2.663413683573405e-05,0.28833333333333333,0.7883333333333333,112,112.0,121,121.0,0.5766666666666667,0.5766666666666667,112,False,False,0.15921553675333658
diff_signed_mean_le_0.00159379,600,450,0.75,0.2475549570719401,0.7228542582194011,-0.40699913024902346,0.006555039087931315,0.44666666666666666,0.6966666666666667,153,153.0,171,170.99999999999997,0.5955555555555555,0.5955555555555555,153,False,False,0.1520462994045682
udp_std_le_0.227197,600,90,0.15,0.0933993371327718,0.3324399693806966,-0.08152605692545573,0.0012465299169222514,0.09666666666666666,0.9466666666666667,32,32.0,32,32.0,0.6444444444444445,0.6444444444444445,32,False,False,0.1447315517001682
a0_std_le_0.229229,600,90,0.15,0.08905365943908691,0.3324399693806966,-0.08152605692545573,0.0012480159600575765,0.095,0.945,33,33.0,33,33.0,0.6333333333333333,0.6333333333333333,33,False,False,0.13783031845092775
a0_saturation_high_le_0.00339542,600,240,0.4,0.16948079109191894,0.4935470453898112,-0.04841097513834636,2.3675262928009032e-05,0.22666666666666666,0.8266666666666667,92,92.0,100,100.0,0.5666666666666667,0.5666666666666667,92,False,False,0.13720088577270506
a0_saturation_high_le_0.00103612,600,198,0.33,0.14752895991007486,0.4502585856119792,-0.024110972086588543,-2.2605061531066893e-06,0.19,0.86,76,76.0,81,81.0,0.5757575757575758,0.5757575757575758,76,False,False,0.13688148510094847
a0_saturation_high_le_0.000281771,600,150,0.25,0.13013944307963055,0.3364407475789388,0.002476959228515625,7.632970809936524e-06,0.15166666666666667,0.9016666666666666,54,54.0,57,57.0,0.6066666666666667,0.6066666666666667,54,False,False,0.1365829633076986
diff_abs_p50_ge_0.00722599,600,90,0.15,0.08051678657531738,0.3818712870279948,-0.06113731384277344,0.0004184965292612712,0.08833333333333333,0.9383333333333334,36,36.0,37,37.0,0.5888888888888889,0.5888888888888889,36,False,False,0.1334290527767605
diff_abs_p50_ge_0.00975071,600,30,0.05,0.05702570597330729,0.2781061045328776,-0.044703954060872395,9.466677904129028e-05,0.03,0.98,12,12.0,12,12.0,0.6,0.6,12,False,False,0.1325522321065267
diff_signed_mean_le_0.00218609,600,480,0.8,0.24184356371561685,0.784362932840983,-0.4677679697672526,0.007014248569806417,0.47,0.67,169,169.0,187,187.0,0.5875,0.5875,169,False,False,0.12930929692586257
diff_abs_p50_ge_0.00809697,600,60,0.1,0.06152481079101563,0.33703734079996744,-0.07154441833496093,0.00033950815598169965,0.058333333333333334,0.9583333333333334,25,25.0,25,25.0,0.5833333333333334,0.5833333333333334,25,False,False,0.12495081265767415
udp_std_le_0.217715,600,60,0.1,0.07087361971537272,0.18734083811442057,-0.056837666829427085,0.0008859650293986003,0.07333333333333333,0.9733333333333334,16,16.0,16,16.0,0.7333333333333333,0.7333333333333333,16,False,False,0.12237549591064453
a0_saturation_high_le_0.000125,600,121,0.20166666666666666,0.11392931302388509,0.1909890111287435,0.019155858357747396,-2.0173887411753335e-05,0.13,0.9283333333333333,40,40.0,42,42.00000000000001,0.6446280991735537,0.6446280991735537,40,False,False,0.11390797076474866
a0_saturation_high_le_0.0349083,600,360,0.6,0.20388935407002767,0.6235494486490886,-0.07086624145507812,-6.08782966931661e-05,0.34,0.74,139,139.0,150,150.0,0.5666666666666667,0.5666666666666667,139,False,False,0.11011004956563308
a0_std_le_0.218851,600,60,0.1,0.0653515593210856,0.16766844431559244,-0.062012863159179685,0.0009403437376022339,0.07166666666666667,0.9716666666666667,17,17.0,17,17.0,0.7166666666666667,0.7166666666666667,17,False,False,0.10910200373331705
diff_abs_p90_ge_0.0240318,600,30,0.05,0.03350952466328939,0.2673090744018555,-0.056160990397135416,0.00028807530800501504,0.03,0.98,12,12.0,12,12.0,0.6,0.6,12,False,False,0.10633679326375325
diff_abs_mean_ge_0.0111633,600,30,0.05,0.04582892100016276,0.23194114685058595,-0.044703954060872395,0.0002691089113553365,0.028333333333333332,0.9783333333333334,13,13.0,13,13.0,0.5666666666666667,0.5666666666666667,13,False,False,0.10614754104614257
diff_abs_p95_ge_0.0301486,600,30,0.05,0.02739668846130371,0.28522015889485675,-0.056160990397135416,0.0006094961365063985,0.028333333333333332,0.9783333333333334,13,13.0,13,13.0,0.5666666666666667,0.5666666666666667,13,False,False,0.10103506151835123
a0_udp_psnr_le_36.5432,600,30,0.05,0.03357727686564128,0.2697268549601237,-0.056160990397135416,0.0004622169335683187,0.02666666666666667,0.9766666666666667,14,14.0,14,14.0,0.5333333333333333,0.5333333333333333,14,False,False,0.09967565727233887
udp_std_le_0.199136,600,30,0.05,0.03771119753519694,0.13716175079345702,-0.06383379618326823,0.0005456633369127909,0.03666666666666667,0.9866666666666667,8,8.0,8,8.0,0.7333333333333333,0.7333333333333333,8,False,False,0.09266830190022786
a0_saturation_high_le_4.375e-05,600,91,0.15166666666666667,0.08700732231140136,0.16519547780354818,0.00928026835123698,-2.788384755452474e-05,0.09166666666666666,0.94,33,33.0,35,35.0,0.6043956043956044,0.6043956043956044,33,False,False,0.09252597198206863
input_grad_mean_ge_0.0114179,600,402,0.67,0.1918794631958008,0.7135641352335612,-0.3290506744384766,0.003748986224333445,0.375,0.705,154,154.0,170,170.0,0.5597014925373134,0.5597014925373134,154,False,False,0.0902555716310568
a0_std_le_0.236172,600,120,0.2,0.06280015945434571,0.36272412618001304,-0.25696370442708333,0.0016235421101252238,0.12166666666666667,0.9216666666666666,47,47.0,47,47.0,0.6083333333333333,0.6083333333333333,47,False,False,0.08989785766601566
a0_std_le_0.200603,600,30,0.05,0.03344006538391113,0.10885161081949869,-0.06383379618326823,0.0005450120568275452,0.03666666666666667,0.9866666666666667,8,8.0,8,8.0,0.7333333333333333,0.7333333333333333,8,False,False,0.08131963475545247
a0_std_le_0.243535,600,150,0.25,0.06953689575195313,0.4095030721028646,-0.2896303049723307,0.00210258424282074,0.14333333333333334,0.8933333333333333,60,60.0,62,62.0,0.5733333333333334,0.5733333333333334,60,False,False,0.08057933044433596
udp_grad_mean_ge_0.0170028,600,402,0.67,0.18435471534729003,0.7045998636881511,-0.20043899536132812,0.003175765772660573,0.36833333333333335,0.6983333333333334,154,154.0,171,170.99999999999997,0.5497512437810945,0.5497512437810945,154,False,False,0.07999224345838252
diff_abs_max_le_0.0376847,600,150,0.25,0.09985184351603191,0.20817293802897135,-0.05588933308919271,0.0008158558607101441,0.15333333333333332,0.9033333333333333,52,52.0,57,57.0,0.6133333333333333,0.6133333333333333,52,False,False,0.0785617446899414
a0_udp_psnr_le_37.6187,600,60,0.1,0.03072811762491862,0.2910389836629232,-0.10086494445800781,0.0007606364289919535,0.05333333333333334,0.9533333333333334,27,27.0,27,27.0,0.5333333333333333,0.5333333333333333,27,False,False,0.07615453020731608
a0_saturation_high_le_1.45833e-05,600,61,0.10166666666666667,0.0555168628692627,0.1591171137491862,0.018572947184244792,-1.5679399172465007e-05,0.058333333333333334,0.9566666666666667,24,24.0,25,25.0,0.5737704918032787,0.5737704918032787,24,False,False,0.07598466589672319
depth_std_ge_0.269441,600,150,0.25,0.06362562815348308,0.43747166951497396,-0.1066211191813151,0.0003216532866160075,0.13666666666666666,0.8866666666666667,63,63.0,68,68.0,0.5466666666666666,0.5466666666666666,63,False,False,0.07432687886555989
diff_abs_max_le_0.0358326,600,120,0.2,0.08874610900878906,0.14166175842285156,-0.0031365966796875,0.0006071167190869649,0.12333333333333334,0.9233333333333333,41,41.0,45,45.0,0.6166666666666667,0.6166666666666667,41,False,False,0.07299488194783528
depth_mean_le_0.153151,600,30,0.05,0.04433518409729004,0.05578296661376953,0.0260150146484375,0.0002582759658495585,0.028333333333333332,0.9783333333333334,8,8.0,10,10.0,0.5666666666666667,0.5666666666666667,8,False,False,0.07061425908406575
a0_grad_mean_ge_0.0169932,600,402,0.67,0.18051085789998372,0.6807710647583007,-0.1847228749593099,0.0031187585989634198,0.36666666666666664,0.6966666666666667,155,155.00000000000003,172,172.0,0.5472636815920398,0.5472636815920398,155,False,False,0.06806680816916083
input_grad_mean_ge_0.0193493,600,120,0.2,0.08597394625345865,0.1870253880818685,-0.09648089090983072,0.00041242460409800214,0.11666666666666667,0.9166666666666666,47,47.0,50,50.0,0.5833333333333334,0.5833333333333334,47,False,False,0.06789695994059244
diff_abs_p95_ge_0.0269975,600,60,0.1,0.021022987365722657,0.2772392145792643,-0.09088831583658855,0.0007795187830924988,0.055,0.955,25,25.0,27,27.0,0.55,0.55,25,False,False,0.06783279101053873
diff_abs_mean_ge_0.00893408,600,90,0.15,0.025005181630452473,0.39167043050130207,-0.12770540873209635,0.0006717147429784139,0.08,0.93,41,41.0,42,42.00000000000001,0.5333333333333333,0.5333333333333333,41,False,False,0.06758945592244466
diff_abs_mean_ge_0.00985578,600,60,0.1,0.02610462824503581,0.2932356389363607,-0.0956897481282552,0.00040148138999938964,0.051666666666666666,0.9516666666666667,29,29.0,29,29.0,0.5166666666666667,0.5166666666666667,29,False,False,0.06724687131245932
input_std_le_0.15466,600,60,0.1,0.04535821596781413,0.16192732493082682,-0.05391520182291667,0.0004909496506055196,0.056666666666666664,0.9566666666666667,24,24.0,26,26.0,0.5666666666666667,0.5666666666666667,24,False,False,0.06617338053385416
a0_std_le_0.255644,600,198,0.33,0.07568182627360026,0.4607449849446615,-0.34448949178059896,0.002667941649754842,0.19166666666666668,0.8616666666666667,77,77.0,81,81.0,0.5808080808080808,0.5808080808080808,77,False,False,0.06590847655016965
a0_mean_ge_0.454635,600,360,0.6,0.1745165697733561,0.5423494593302409,-0.19229866027832032,0.005253892143567403,0.34833333333333333,0.7483333333333333,137,137.0,145,145.0,0.5805555555555556,0.5805555555555556,137,False,False,0.06513171238369408
udp_grad_mean_ge_0.0152183,600,450,0.75,0.20187251408894857,0.7340976842244467,-0.26677024841308594,0.004180169502894084,0.41333333333333333,0.6633333333333333,174,174.0,192,192.0,0.5511111111111111,0.5511111111111111,174,False,False,0.06495249070061576
a0_grad_mean_ge_0.0152132,600,450,0.75,0.20172023137410483,0.7340976842244467,-0.2673793792724609,0.004249066809813182,0.41333333333333333,0.6633333333333333,174,174.0,192,192.0,0.5511111111111111,0.5511111111111111,174,False,False,0.06480020798577202
depth_std_ge_0.278778,600,120,0.2,0.05318675676981608,0.36581411997477215,-0.06606450398763021,0.00030856112639109296,0.10333333333333333,0.9033333333333333,53,53.0,58,58.0,0.5166666666666667,0.5166666666666667,53,False,False,0.06447362009684247
diff_abs_p50_ge_0.00629387,600,150,0.25,0.0601799742380778,0.4276441701253255,-0.16207532246907552,0.0009677241245905559,0.135,0.885,65,65.0,68,68.0,0.54,0.54,65,False,False,0.06409101676940918
diff_abs_std_ge_0.00774061,600,90,0.15,0.027627506256103516,0.32878968556722005,-0.15718462626139323,0.0017673519253730773,0.08333333333333333,0.9333333333333333,37,37.0,39,39.0,0.5555555555555556,0.5555555555555556,37,False,False,0.06360270542568632
diff_abs_mean_ge_0.00812141,600,120,0.2,0.03697271029154459,0.4093337631225586,-0.12770540873209635,0.0010371815164883932,0.10833333333333334,0.9083333333333333,52,52.0,54,54.0,0.5416666666666666,0.5416666666666666,52,False,False,0.06238948440551759
udp_std_le_0.254838,600,198,0.33,0.07097899754842123,0.4607449849446615,-0.3685809580485026,0.002601150671641032,0.19166666666666668,0.8616666666666667,77,77.0,81,81.0,0.5808080808080808,0.5808080808080808,77,False,False,0.06120564782499063
diff_grad_mean_le_0.000410998,600,60,0.1,0.040665515263875324,0.09534798940022786,0.014345855712890624,0.0009676491220792135,0.065,0.965,18,18.0,20,20.0,0.65,0.65,18,False,False,0.06100251261393229
udp_std_le_0.242923,600,150,0.25,0.05865539868672689,0.3737960433959961,-0.28215601603190105,0.002152812878290812,0.14333333333333334,0.8933333333333333,60,60.0,62,62.0,0.5733333333333334,0.5733333333333334,60,False,False,0.06077107620239258
input_grad_mean_ge_0.0101416,600,450,0.75,0.19567954699198406,0.7242542266845703,-0.34770645141601564,0.004832022587458293,0.41833333333333333,0.6683333333333333,173,173.0,189,189.0,0.5577777777777778,0.5577777777777778,173,False,False,0.05863199255201551
diff_grad_mean_le_0.000441462,600,90,0.15,0.04922019322713216,0.13555585225423178,-0.056423314412434894,0.0015025508403778076,0.09666666666666666,0.9466666666666667,29,29.0,31,31.0,0.6444444444444445,0.6444444444444445,29,False,False,0.05733137851291233
diff_abs_max_le_0.0307437,600,60,0.1,0.051187655131022136,0.062033411661783854,0.005368321736653646,0.00010331124067306519,0.06166666666666667,0.9616666666666667,21,21.000000000000004,23,23.0,0.6166666666666667,0.6166666666666667,21,False,False,0.05552934137980142
diff_abs_p50_ge_0.00661094,600,120,0.2,0.046052414576212564,0.38329371134440104,-0.10367632548014323,0.0005140447616577148,0.1,0.9,56,56.0,59,59.0,0.5,0.5,56,False,False,0.05487584241231282
diff_signed_mean_le_0.00279756,600,510,0.85,0.21165262222290038,0.7772963205973308,-0.5412873077392578,0.007482212583223979,0.485,0.635,190,190.0,208,208.0,0.5705882352941176,0.5705882352941176,190,False,False,0.0545061141369389
udp_std_le_0.235953,600,120,0.2,0.045758539835611976,0.3178558603922526,-0.25696370442708333,0.0015762844681739808,0.11666666666666667,0.9166666666666666,50,50.0,50,50.0,0.5833333333333334,0.5833333333333334,50,False,False,0.05438917160034179
diff_abs_p90_ge_0.0212744,600,60,0.1,0.019594097137451173,0.2541488901774089,-0.056160990397135416,0.0005339043339093526,0.051666666666666666,0.9516666666666667,28,28.0,29,29.0,0.5166666666666667,0.5166666666666667,28,False,False,0.05296465301513673
diff_abs_mean_ge_0.0076138,600,150,0.25,0.049245545069376624,0.4088001124064128,-0.1308752950032552,0.001336084504922231,0.135,0.885,63,63.0,67,67.0,0.54,0.54,63,False,False,0.05244557317097981
depth_std_ge_0.258143,600,198,0.33,0.07134644508361816,0.47505711873372397,-0.10101638793945313,0.00033196737368901573,0.18333333333333332,0.8533333333333334,83,83.0,88,88.0,0.5555555555555556,0.5555555555555556,83,False,False,0.05188850254482694
diff_abs_std_ge_0.00975457,600,30,0.05,0.003156293233235677,0.17353654225667317,-0.09476524353027344,0.0007098561525344849,0.028333333333333332,0.9783333333333334,12,12.0,12,12.0,0.5666666666666667,0.5666666666666667,12,False,False,0.050873762130737306
diff_abs_max_le_0.03363,600,90,0.15,0.06103891372680664,0.09472259521484375,-0.024231643676757814,0.00030787040789922077,0.09,0.94,32,32.0,35,35.0,0.6,0.6,32,False,False,0.05071956253051757
diff_to_a0_ratio_ge_0.0269582,600,30,0.05,0.000879974365234375,0.2170477294921875,-0.09088831583658855,0.00016633421182632446,0.025,0.975,15,15.0,15,15.0,0.5,0.5,15,False,False,0.050141906738281256
depth_mean_le_0.173169,600,60,0.1,0.03075356165568034,0.12705423990885417,-0.046908543904622395,0.0006772856911023458,0.055,0.955,20,20.0,24,24.0,0.55,0.55,20,False,False,0.05001712163289388
input_std_le_0.161621,600,90,0.15,0.05181388219197591,0.17960235595703125,-0.08024002075195312,0.0006522540251413981,0.08,0.93,37,37.0,40,40.0,0.5333333333333333,0.5333333333333333,37,False,False,0.049381137847900394
a0_std_le_0.261192,600,240,0.4,0.08485190073649089,0.47902697245279946,-0.3597542063395182,0.0031400662660598755,0.23333333333333334,0.8333333333333334,93,93.0,98,98.0,0.5833333333333334,0.5833333333333334,93,False,False,0.04777531051635742
depth_mean_le_0.18698,600,90,0.15,0.04512127876281738,0.14256961822509764,-0.07651204427083333,0.0009954607486724854,0.085,0.935,31,31.0,35,35.0,0.5666666666666667,0.5666666666666667,31,False,False,0.04709701665242512
input_grad_mean_ge_0.0123921,600,360,0.6,0.1609033489227295,0.5455646260579428,-0.24677472432454428,0.003106731573740641,0.3333333333333333,0.7333333333333333,139,139.0,153,153.0,0.5555555555555556,0.5555555555555556,139,False,False,0.04707228321499296
diff_grad_mean_le_0.000373686,600,30,0.05,0.021600433985392253,0.07644674936930339,0.03946622212727865,0.0003695442279179891,0.028333333333333332,0.9783333333333334,11,11.0,12,12.0,0.5666666666666667,0.5666666666666667,11,False,False,0.04704545466105144
a0_mean_ge_0.41169,600,450,0.75,0.19876864115397136,0.6227421442667643,-0.2712960052490234,0.006455063621203105,0.43,0.68,169,169.0,183,183.0,0.5733333333333334,0.5733333333333334,169,False,False,0.045120843887329065
input_grad_mean_ge_0.0155436,600,240,0.4,0.13043861071268717,0.2795020294189453,-0.09874031066894531,0.001355697512626648,0.22333333333333333,0.8233333333333334,92,92.0,101,101.0,0.5583333333333333,0.5583333333333333,92,False,False,0.04423078473409017
udp_grad_mean_ge_0.0343671,600,60,0.1,0.032395909627278646,0.12674023946126303,-0.06635724385579427,0.00010407100121180217,0.055,0.955,24,24.0,26,26.0,0.55,0.55,24,False,False,0.04358096949259439
udp_grad_mean_ge_0.027543,600,150,0.25,0.06318026542663574,0.31777247111002604,-0.11311134338378906,0.00021480212608973186,0.13333333333333333,0.8833333333333333,63,63.0,69,69.0,0.5333333333333333,0.5333333333333333,63,False,False,0.04329004987080892
diff_abs_p50_ge_0.00474211,600,300,0.5,0.1141775639851888,0.5734034474690756,-0.23958302815755209,0.0017847967147827147,0.27666666666666667,0.7766666666666666,122,122.0,131,131.0,0.5533333333333333,0.5533333333333333,122,False,False,0.0411950925191244
udp_mean_ge_0.439574,600,402,0.67,0.1793143876393636,0.5892618815104167,-0.21538248697916668,0.0057308317224184675,0.38,0.71,157,157.0,167,167.0,0.5671641791044776,0.5671641791044776,157,False,False,0.04098806697219165
udp_std_le_0.260973,600,240,0.4,0.08453420321146647,0.46166380564371745,-0.3597542063395182,0.00313709557056427,0.23,0.83,94,94.0,100,100.0,0.575,0.575,94,False,False,0.040700154622395845
input_grad_mean_ge_0.020962,600,90,0.15,0.052739861806233725,0.1416412099202474,-0.0763592783610026,0.0002506407101949056,0.08166666666666667,0.9316666666666666,38,38.0,41,41.0,0.5444444444444444,0.5444444444444444,38,False,False,0.03937238650851779
a0_grad_mean_ge_0.0277294,600,150,0.25,0.0576806640625,0.32353992462158204,-0.11311134338378906,0.00018991132577260336,0.13333333333333333,0.8833333333333333,63,63.0,69,69.0,0.5333333333333333,0.5333333333333333,63,False,False,0.039232311884562165
diff_abs_max_le_0.0412651,600,198,0.33,0.10561401049296061,0.19838481903076172,-0.046064351399739585,0.001289405624071757,0.195,0.865,73,73.0,80,80.0,0.5909090909090909,0.5909090909090909,73,False,False,0.03875566979610559
input_std_le_0.168787,600,120,0.2,0.044810002644856774,0.270742925008138,-0.1694134521484375,0.0010987452665964762,0.105,0.905,50,50.0,54,54.0,0.525,0.525,50,False,False,0.03874573389689126
input_grad_mean_ge_0.0140476,600,300,0.5,0.14120731035868328,0.38963099161783854,-0.1732659657796224,0.002094480892022451,0.2783333333333333,0.7783333333333333,115,115.00000000000001,127,127.0,0.5566666666666666,0.5566666666666666,115,False,False,0.036448391596476226
diff_abs_p50_ge_0.00573504,600,198,0.33,0.06355172793070475,0.45944808959960937,-0.19100702921549478,0.001124392251173655,0.18,0.85,85,85.0,89,89.0,0.5454545454545454,0.5454545454545454,85,False,False,0.03568647760333435
udp_grad_mean_ge_0.0206931,600,300,0.5,0.12301514307657878,0.49126392364501953,-0.14203575134277344,0.0012711108724276225,0.2733333333333333,0.7733333333333333,119,119.0,130,130.0,0.5466666666666666,0.5466666666666666,119,False,False,0.03516445732116699
depth_std_ge_0.284659,600,90,0.15,0.03642525355021159,0.23387903849283853,-0.0479449462890625,0.00027862727642059327,0.07666666666666666,0.9266666666666666,43,43.0,44,44.0,0.5111111111111111,0.5111111111111111,43,False,False,0.03445056872897677
input_grad_mean_ge_0.00930342,600,480,0.8,0.19608903249104817,0.7278879674275717,-0.4000718943277995,0.005637942651907603,0.44666666666666666,0.6466666666666666,186,186.0,202,202.0,0.5583333333333333,0.5583333333333333,186,False,False,0.033977691014607736
diff_abs_p95_ge_0.0235696,600,90,0.15,0.01503101666768392,0.30126394907633464,-0.09088831583658855,0.0012027597427368164,0.07666666666666666,0.9266666666666666,41,41.0,43,43.0,0.5111111111111111,0.5111111111111111,41,False,False,0.033902559492323125
input_std_le_0.144325,600,30,0.05,0.01773273468017578,0.052157567342122395,0.004200719197591146,0.000367315411567688,0.02666666666666667,0.9766666666666667,12,12.0,14,14.0,0.5333333333333333,0.5333333333333333,12,False,False,0.03343879318237305
input_grad_mean_ge_0.0182706,600,150,0.25,0.07813727378845214,0.20305314381917317,-0.06194140116373698,0.0006253971656163534,0.14166666666666666,0.8916666666666667,62,62.0,65,65.0,0.5666666666666667,0.5666666666666667,62,False,False,0.03323389307657876
a0_mean_ge_0.438463,600,402,0.67,0.17485966046651205,0.5844941965738932,-0.21538248697916668,0.005787090361118317,0.37833333333333335,0.7083333333333334,158,157.99999999999997,168,168.00000000000003,0.5646766169154229,0.5646766169154229,158,False,False,0.033217040455756575
a0_grad_mean_ge_0.0184493,600,360,0.6,0.1476438840230306,0.5437208429972331,-0.17589546203613282,0.0024720415472984313,0.33166666666666667,0.7316666666666667,139,139.0,152,152.0,0.5527777777777778,0.5527777777777778,139,False,False,0.03321298366122771
diff_abs_max_le_0.0272635,600,30,0.05,0.014583183924357096,0.04602792104085286,-0.023351771036783854,4.419485727945964e-05,0.03,0.98,12,12.0,12,12.0,0.6,0.6,12,False,False,0.03209016418457031
udp_grad_mean_ge_0.018505,600,360,0.6,0.14426703135172525,0.5437208429972331,-0.17589546203613282,0.002459424833456675,0.33166666666666667,0.7316666666666667,139,139.0,152,152.0,0.5527777777777778,0.5527777777777778,139,False,False,0.029836130989922383
input_grad_mean_ge_0.0167512,600,198,0.33,0.09680263837178549,0.242362060546875,-0.07754959106445312,0.0009442513187726338,0.18333333333333332,0.8533333333333334,78,78.0,83,83.0,0.5555555555555556,0.5555555555555556,78,False,False,0.029170931286282037
diff_to_a0_ratio_ge_0.0181778,600,120,0.2,0.02123824119567871,0.3479137166341146,-0.20947799682617188,0.0008614680171012878,0.105,0.905,53,53.0,56,56.0,0.525,0.525,53,False,False,0.02846667035420737
diff_abs_p90_ge_0.0170586,600,120,0.2,0.017875677744547527,0.34315747578938804,-0.15304618835449219,0.00144198477268219,0.10833333333333334,0.9083333333333333,52,52.0,54,54.0,0.5416666666666666,0.5416666666666666,52,False,False,0.026748380025227864
a0_udp_psnr_le_38.6761,600,90,0.15,0.0037649726867675782,0.3276674143473307,-0.13946919759114584,0.0010571065545082092,0.075,0.925,42,42.00000000000001,44,44.0,0.5,0.5,42,False,False,0.026681826273600245
a0_udp_psnr_le_39.4225,600,120,0.2,0.0138538392384847,0.37546751658121746,-0.18605326334635416,0.0015701884031295776,0.105,0.905,54,54.0,56,56.0,0.525,0.525,54,False,False,0.025970718383789074
depth_std_ge_0.304438,600,30,0.05,0.013309771219889324,0.06010912577311198,0.03387809753417969,0.00013416667779286701,0.025,0.975,14,14.0,15,15.0,0.5,0.5,14,False,False,0.025337052663167322
diff_abs_p90_ge_0.0160531,600,150,0.25,0.03454294204711914,0.38363825480143227,-0.15822242736816405,0.0016566117604573567,0.13166666666666665,0.8816666666666667,66,66.0,69,69.0,0.5266666666666666,0.5266666666666666,66,False,False,0.024785839080810557
a0_grad_mean_ge_0.0318309,600,90,0.15,0.029006710052490236,0.20063028971354166,-0.09282811482747395,0.000125768780708313,0.07166666666666667,0.9216666666666666,40,40.0,46,46.0,0.4777777777777778,0.4777777777777778,40,False,False,0.023053171369764536
udp_grad_mean_ge_0.0375964,600,30,0.05,0.01001370112101237,0.047216364542643226,-0.037676798502604164,3.74142328898112e-05,0.02666666666666667,0.9766666666666667,13,13.0,14,14.0,0.5333333333333333,0.5333333333333333,13,False,False,0.02248445892333984
a0_grad_mean_ge_0.0343575,600,60,0.1,0.020088971455891926,0.10562965393066406,-0.09412035624186198,8.708526690800985e-05,0.051666666666666666,0.9516666666666667,25,25.0,28,28.0,0.5166666666666667,0.5166666666666667,25,False,False,0.022329718271891272
a0_grad_mean_ge_0.0207014,600,300,0.5,0.11705863952636719,0.46167591094970706,-0.13627375284830728,0.0013349219163258871,0.2733333333333333,0.7733333333333333,119,119.0,130,130.0,0.5466666666666666,0.5466666666666666,119,False,False,0.02181095059712726
udp_grad_mean_ge_0.0297221,600,120,0.2,0.04239299774169922,0.23091865539550782,-0.11115628560384115,0.00011169453461964926,0.10166666666666667,0.9016666666666666,52,52.0,58,58.0,0.5083333333333333,0.5083333333333333,52,False,False,0.021539328257242835
input_std_le_0.175376,600,150,0.25,0.028315499623616538,0.39939857482910157,-0.3010257975260417,0.0015275087952613831,0.12666666666666668,0.8766666666666667,66,66.0,71,71.0,0.5066666666666667,0.5066666666666667,66,False,False,0.021498476664225274
