image_id,split,candidate,A0_PSNR,candidate_PSNR,dPSNR,dSSIM,bucket,chosen_expert,source
1012_0.85_1.28.png,val_regular,fulludp_official_endpoint,38.42698669433594,39.57215118408203,1.1451644897460938,0.014466524124145508,mid_by_a0,FullUDP,v15_phase0_official_eval
1016_0.8_1.72.png,val_regular,fulludp_official_endpoint,39.64661407470703,37.51496887207031,-2.1316452026367188,-0.0013556480407714844,mid_by_a0,FullUDP,v15_phase0_official_eval
1023_0.5_1.87.png,val_regular,fulludp_official_endpoint,37.447303771972656,32.920291900634766,-4.527011871337891,-0.0017949938774108887,mid_by_a0,FullUDP,v15_phase0_official_eval
1031_0.76_0.7.png,val_regular,fulludp_official_endpoint,42.88265609741211,42.50189971923828,-0.3807563781738281,-0.00039333105087280273,easy_top25_by_a0,FullUDP,v15_phase0_official_eval
1035_0.76_1.14.png,val_regular,fulludp_official_endpoint,33.76014709472656,35.797935485839844,2.0377883911132812,0.0014892816543579102,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1037_0.89_0.54.png,val_regular,fulludp_official_endpoint,35.92600631713867,35.36244201660156,-0.5635643005371094,-0.0003625154495239258,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1039_0.79_1.79.png,val_regular,fulludp_official_endpoint,32.156375885009766,31.944902420043945,-0.2114734649658203,-0.00031435489654541016,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1063_0.51_1.61.png,val_regular,fulludp_official_endpoint,34.049652099609375,30.81061553955078,-3.2390365600585938,-0.005543708801269531,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1076_0.71_1.18.png,val_regular,fulludp_official_endpoint,35.264984130859375,35.30143737792969,0.0364532470703125,-0.0010366439819335938,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1080_0.59_1.22.png,val_regular,fulludp_official_endpoint,40.88210678100586,39.49787139892578,-1.3842353820800781,-0.0005646944046020508,mid_by_a0,FullUDP,v15_phase0_official_eval
1085_0.71_1.3.png,val_regular,fulludp_official_endpoint,40.47211456298828,38.926727294921875,-1.5453872680664062,-0.0005067586898803711,mid_by_a0,FullUDP,v15_phase0_official_eval
1087_0.68_1.22.png,val_regular,fulludp_official_endpoint,41.450706481933594,39.59334945678711,-1.8573570251464844,-0.0006270408630371094,mid_by_a0,FullUDP,v15_phase0_official_eval
1100_0.58_1.95.png,val_regular,fulludp_official_endpoint,31.10500717163086,32.24049758911133,1.1354904174804688,0.00012165307998657227,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1102_0.65_0.94.png,val_regular,fulludp_official_endpoint,29.688369750976562,31.516342163085938,1.827972412109375,0.0005307197570800781,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1110_0.92_0.77.png,val_regular,fulludp_official_endpoint,39.895408630371094,38.38520431518555,-1.5102043151855469,-0.00042700767517089844,mid_by_a0,FullUDP,v15_phase0_official_eval
1122_0.94_0.53.png,val_regular,fulludp_official_endpoint,40.95265197753906,42.30426025390625,1.3516082763671875,-4.506111145019531e-05,mid_by_a0,FullUDP,v15_phase0_official_eval
1128_0.8_1.45.png,val_regular,fulludp_official_endpoint,37.508033752441406,36.950931549072266,-0.5571022033691406,-0.0004494190216064453,mid_by_a0,FullUDP,v15_phase0_official_eval
1133_0.68_1.41.png,val_regular,fulludp_official_endpoint,32.886505126953125,36.03715515136719,3.1506500244140625,0.0010447502136230469,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1134_0.69_1.2.png,val_regular,fulludp_official_endpoint,32.375640869140625,34.910369873046875,2.53472900390625,0.0009568333625793457,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
114_0.75_1.45.png,val_regular,fulludp_official_endpoint,33.996910095214844,33.2890510559082,-0.7078590393066406,-0.0019109249114990234,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1157_0.56_1.98.png,val_regular,fulludp_official_endpoint,39.68464279174805,36.889671325683594,-2.794971466064453,-0.0004153251647949219,mid_by_a0,FullUDP,v15_phase0_official_eval
1177_0.71_1.64.png,val_regular,fulludp_official_endpoint,34.71192932128906,37.883155822753906,3.1712265014648438,0.0009837746620178223,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
1183_0.84_1.24.png,val_regular,fulludp_official_endpoint,34.02747344970703,36.809669494628906,2.782196044921875,0.0005608797073364258,hard_bottom25_by_a0,FullUDP,v15_phase0_official_eval
