dimension,bin_count,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,score,min_bin_mean_dPSNR,max_bin_severe_per_600,bin_safety_pass_count,dimension_shift_pass
split,2,600,508,0.8466666666666667,0.33199249267578124,0.2533498128255208,0.47696179707845054,0.0002353288729985555,0.685,0.8383333333333334,38,38.0,80,80.0,0.8090551181102362,0.8090551181102362,38,True,0.40278786373789227,0.28733370463053387,38.0,2,True
airlight_q4,4,600,500,0.8333333333333334,0.33210719108581543,0.2603580602010091,0.46841527303059893,0.00024209688107172648,0.6816666666666666,0.8483333333333334,35,35.0,75,75.0,0.818,0.818,35,True,0.41402566375732425,0.26485763549804686,68.0,4,True
beta_haze_q4,4,600,518,0.8633333333333333,0.3334582169850667,0.26049381256103515,0.47691787719726564,0.0002403464913368225,0.6966666666666667,0.8333333333333334,40,40.0,83,83.0,0.806949806949807,0.806949806949807,40,True,0.4012084121939758,0.23790440877278646,44.0,4,True
depth_mean_q4,4,600,482,0.8033333333333333,0.32309048970540366,0.25388295491536456,0.4575859832763672,0.0002290945251782735,0.655,0.8516666666666667,33,33.0,73,73.0,0.8153526970954357,0.8153526970954357,33,True,0.40370977599485613,0.3015933100382487,40.0,4,True
input_grad_lowtexture_q4,4,600,505,0.8416666666666667,0.3312995974222819,0.2611833953857422,0.46982200622558595,0.00024124205112457275,0.6833333333333333,0.8416666666666667,37,37.0,79,78.99999999999999,0.8118811881188119,0.8118811881188119,37,True,0.40643673400123526,0.28010560353597,64.0,4,True
input_dark_q4,4,600,502,0.8366666666666667,0.32895331700642905,0.2546606953938802,0.4680646514892578,0.00023544460535049439,0.6766666666666666,0.84,38,38.0,80,80.0,0.8087649402390438,0.8087649402390438,38,True,0.3983822390430952,0.23996954600016276,56.0,4,True
diff_abs_q4,4,600,508,0.8466666666666667,0.33261189778645833,0.2549883015950521,0.47778877258300784,0.00023824771245320637,0.6833333333333333,0.8366666666666667,39,39.0,81,81.0,0.8070866141732284,0.8070866141732284,39,True,0.4008582602012815,0.2631385803222656,44.0,4,True
a0_psnr_stress_q4,4,600,507,0.845,0.33359329859415693,0.2581731160481771,0.47696179707845054,0.00023968348900477092,0.685,0.84,38,38.0,80,80.0,0.8106508875739645,0.8106508875739645,38,True,0.4064388353336493,0.2581731160481771,64.0,4,True
