fold,train_policy_id,train_strict_gate_pass,train_abstention_gate_pass,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
0,diff_signed_mean_le_-0.00314829,False,False,136,34,0.25,0.23686474912306843,0.5391063129200655,-0.05419630162856158,0.0018103061353459077,0.19117647058823528,0.9411764705882353,8,35.294117647058826,8,35.294117647058826,0.7647058823529411,0.7647058823529411,8,False,False,0.3392883861766142
1,diff_signed_mean_le_-0.00242099,False,False,115,37,0.3217391304347826,0.19933486606763756,0.7144173894609723,-0.6556246621268136,0.0025702175886734673,0.1826086956521739,0.8608695652173913,14,73.04347826086956,15,78.26086956521739,0.5675675675675675,0.5675675675675675,14,False,False,0.26023063528951984
2,diff_signed_mean_le_-0.00308956,False,False,116,31,0.2672413793103448,0.33109281802999563,0.8033617611589103,-0.1843298550309806,0.0033007053465678774,0.19827586206896552,0.9310344827586207,7,36.20689655172414,7,36.20689655172414,0.7419354838709677,0.7419354838709677,7,False,False,0.49661623940982325
3,diff_signed_mean_le_-0.00538047,False,True,111,11,0.0990990990990991,0.03636995951334635,0.4175634737367983,0.0,0.0009316957748688019,0.06306306306306306,0.963963963963964,4,21.62162162162162,4,21.62162162162162,0.6363636363636364,0.6363636363636364,4,False,False,0.12933576652248452
4,diff_signed_mean_le_-0.00308438,False,False,122,33,0.27049180327868855,0.3241364525966957,0.3581232706705729,0.02945569356282552,0.0003830516924623583,0.20491803278688525,0.9344262295081968,7,34.42622950819672,8,39.34426229508197,0.7575757575757576,0.7575757575757576,7,False,True,0.3826935991267334
