fold,train_policy_id,train_strict_gate_pass,train_abstention_gate_pass,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
0,A0_PSNR_le_32.2624,False,True,136,15,0.11029411764705882,0.04678555095897002,0.18714220383588007,0.0,5.880787092096665e-05,0.07352941176470588,0.9632352941176471,3,13.23529411764706,4,17.647058823529413,0.6666666666666666,0.6666666666666666,3,False,False,0.10043384701597925
1,A0_PSNR_le_34.2981,False,False,115,30,0.2608695652173913,0.1633013683816661,0.5897393226623535,0.0,-4.647089087444803e-06,0.14782608695652175,0.8869565217391304,12,62.60869565217391,12,62.60869565217391,0.5666666666666667,0.5666666666666667,12,False,False,0.21385214107623998
2,A0_PSNR_le_34.3925,False,False,116,34,0.29310344827586204,0.33313548975977403,1.2465196149102573,0.0,-0.0002477091961893542,0.22413793103448276,0.9310344827586207,7,36.20689655172414,7,36.20689655172414,0.7647058823529411,0.7647058823529411,7,False,False,0.610586894501537
3,A0_PSNR_le_35.8677,False,False,111,52,0.46846846846846846,0.2380927833350929,0.8630491186071325,0.0,6.350848051878783e-05,0.3153153153153153,0.8468468468468469,14,75.67567567567566,16,86.48648648648648,0.6730769230769231,0.6730769230769231,14,False,False,0.33615755778937084
4,A0_PSNR_le_32.4889,False,True,122,25,0.20491803278688525,0.09873324534932121,0.40151519775390626,0.0,-0.0001021867892781242,0.11475409836065574,0.9098360655737705,10,49.18032786885246,11,54.09836065573771,0.56,0.56,10,False,False,0.12875138905009284
