beta,independent_scenes,global_improvement_rate,variant_mismatch_rate,input_psnr_median,output_psnr_median,output_ssim_median,low_correction_median,high_correction_median,true_imbalance_median,rotated_imbalance_median,alignment_separation_median,low_excess_harm_median
0.04,407,0.8083538083538083,0.12530712530712532,25.030077582823715,29.46507625873572,0.9826824069023132,0.42769450263235004,0.8301922622271977,-0.24815485619745148,0.12979866674942436,-0.4114099443059671,0.16943895620051816
0.10,407,0.9656019656019657,0.051597051597051594,17.81770878632947,28.580948465942164,0.9784090518951416,0.8409863789841782,0.965103723436824,-0.08031305167806602,0.017618906924245614,-0.10747508808841244,0.006023216479255113
0.20,407,0.995085995085995,0.029484029484029485,13.012585734507722,26.77446872591757,0.9687697291374207,0.9227190398238998,0.9804954729641401,-0.044519531450171845,0.010213945178483286,-0.050139423669008254,0.0004105659777373374
