split,bucket,epoch,count,legacy_mask_ratio,hard_selective_mask_ratio,high_anchor_ratio,sky_ratio,bright_low_gradient_ratio,low_saturation_bright_ratio,anchor_error_mean
val_hard,hard,pretrain_a0,214,0.9614497272767754,0.5932734255618024,0.8953675865848488,0.4284740814103562,0.4783073337922726,0.5151997388941105,0.016838129579359404
val_hard,medium,pretrain_a0,86,0.9867539322653482,0.5457518615348395,0.9792834596578465,0.39855232055104056,0.4375313433363687,0.4919426899489968,0.010470133301866956
val_regular,easy,pretrain_a0,71,0.9995154822376412,0.9995154822376412,0.9993250655456328,0.20571796684263563,0.2532892589732795,0.26324201293919286,0.003840704015652898
val_regular,hard,pretrain_a0,75,0.95502299229304,0.6122908774018287,0.8932708843549093,0.4476352862610171,0.4892874623524646,0.5398033448060353,0.016644279273847738
val_regular,medium,pretrain_a0,154,0.9948694899484709,0.43966975803305575,0.991815458257477,0.28935962634511875,0.3407933698338154,0.38683071375715655,0.0077905718981010185
