selector,group,bin,count,mean_bootstrap_LCB,hard_bootstrap_LCB,positive_Wilson_LCB,severe_Wilson_UCB
nested_oof_selected,split,val_hard,900,3.1633280657662284,3.6084992073906794,0.9902456136265191,0.009754386373480925
nested_oof_selected,split,val_regular,900,2.3457720313602026,3.200111747741699,0.9541065100403437,0.03540740760847387
nested_oof_selected,A0_PSNR_q4,q1,450,3.505303273942735,3.7535720978464395,0.9915353726939091,0.008464627306090936
nested_oof_selected,A0_PSNR_q4,q2,450,3.1197072109646267,3.2630355886050633,0.9915353726939091,0.008464627306090936
nested_oof_selected,A0_PSNR_q4,q3,450,2.564254379696316,2.5684982436043877,0.9742562656335909,0.02574373436640919
nested_oof_selected,A0_PSNR_q4,q4,450,1.783303148481581,1.838066029548645,0.9141108080946955,0.06500005931854354
nested_oof_selected,WDMamba_A0_diff_abs_q4,q1,450,1.810770645989312,1.98031496320452,0.9141108080946955,0.07028543847544524
nested_oof_selected,WDMamba_A0_diff_abs_q4,q2,450,2.4580748007032605,2.618497322286878,0.9839413737132655,0.008464627306090936
nested_oof_selected,WDMamba_A0_diff_abs_q4,q3,450,3.0152359693315294,2.8276144649301256,0.9805846656696398,0.019415334330360183
nested_oof_selected,WDMamba_A0_diff_abs_q4,q4,450,3.6828789075215655,3.7603948848588127,0.9915353726939091,0.008464627306090936
nested_oof_selected,WDMamba_A0_diff_signed_q4,q1,450,3.524984417385525,3.622622174876077,0.9805846656696398,0.019415334330360183
nested_oof_selected,WDMamba_A0_diff_signed_q4,q2,450,2.4983772349887423,2.8696896161351884,0.9624308752464028,0.03175739599700764
nested_oof_selected,WDMamba_A0_diff_signed_q4,q3,450,2.1136474645402696,2.725421121290752,0.9430282712851512,0.04041840843295778
nested_oof_selected,WDMamba_A0_diff_signed_q4,q4,450,2.8072979045444066,3.428352024725505,0.9773700115916218,0.022629988408378283
nested_oof_selected,FSNet_A0_diff_abs_q4,q1,450,2.1395280178917777,2.97129208615848,0.9595815915670423,0.03468413139961517
nested_oof_selected,FSNet_A0_diff_abs_q4,q2,450,2.6111454582214355,3.4039099531514303,0.9484607649705307,0.03468413139961517
nested_oof_selected,FSNet_A0_diff_abs_q4,q3,450,3.003217845916748,3.515560617617198,0.9915353726939091,0.008464627306090936
nested_oof_selected,FSNet_A0_diff_abs_q4,q4,450,3.157011189142863,3.693979186671121,0.9653158686003849,0.03468413139961517
nested_oof_selected,FSNet_A0_diff_signed_q4,q1,450,3.2784365257687043,3.7787494472094942,0.9742562656335909,0.02574373436640919
nested_oof_selected,FSNet_A0_diff_signed_q4,q2,450,2.9750639536115857,3.4355196748461045,0.9915353726939091,0.008464627306090936
nested_oof_selected,FSNet_A0_diff_signed_q4,q3,450,2.290049098332723,3.0013822206429075,0.956763331206529,0.03468413139961517
nested_oof_selected,FSNet_A0_diff_signed_q4,q4,450,2.380430070029365,3.3248720918382917,0.9430282712851512,0.043236668793470906
nested_oof_selected,WD0375_FS050_disagreement_q4,q1,450,2.370993385526869,2.9987167511667527,0.9875209232740368,0.012479076725963168
nested_oof_selected,WD0375_FS050_disagreement_q4,q2,450,2.4547554789649118,3.331712314060756,0.9403374161910292,0.037569124753597236
nested_oof_selected,WD0375_FS050_disagreement_q4,q3,450,2.9036093069712323,3.7206395149230955,0.9624308752464028,0.037569124753597236
nested_oof_selected,WD0375_FS050_disagreement_q4,q4,450,3.1955546703338626,3.579687079361507,0.9742562656335909,0.02574373436640919
nested_oof_selected,haze_density_q4,q1,450,2.2158166592915856,2.6936451281820024,0.9484607649705307,0.043236668793470906
nested_oof_selected,haze_density_q4,q2,450,2.5638559279971656,3.3991371052605768,0.956763331206529,0.03468413139961517
nested_oof_selected,haze_density_q4,q3,450,2.961275429195828,3.62928660086223,0.9682426040029924,0.02574373436640919
nested_oof_selected,haze_density_q4,q4,450,3.1728401317596435,3.5288375650133403,0.9915353726939091,0.008464627306090936
nested_oof_selected,transmission_q4,q1,450,3.1728401317596435,3.5288375650133403,0.9915353726939091,0.008464627306090936
nested_oof_selected,transmission_q4,q2,450,2.961275429195828,3.62928660086223,0.9682426040029924,0.02574373436640919
nested_oof_selected,transmission_q4,q3,450,2.5638559279971656,3.3991371052605768,0.956763331206529,0.03468413139961517
nested_oof_selected,transmission_q4,q4,450,2.2158166592915856,2.6936451281820024,0.9484607649705307,0.043236668793470906
nested_oof_selected,airlight_q4,q1,450,3.0684816207885746,3.649183143036706,0.9839413737132655,0.008464627306090936
nested_oof_selected,airlight_q4,q2,471,2.922866391021988,3.5659564605126013,0.9783693548510217,0.02163064514897825
nested_oof_selected,airlight_q4,q3,429,2.5798373895925244,3.405059793062299,0.9546743533589996,0.045325646641000444
nested_oof_selected,airlight_q4,q4,450,2.3266954547034366,3.1863661118916102,0.9457355514111021,0.037569124753597236
nested_oof_selected,depth_q4,q1,450,2.794989841461182,3.5026597508362363,0.9742562656335909,0.016058626286734472
nested_oof_selected,depth_q4,q2,450,2.7706315790812175,3.4682851110185893,0.9653158686003849,0.02574373436640919
nested_oof_selected,depth_q4,q3,450,2.854677546395196,3.5741812254701344,0.9773700115916218,0.022629988408378283
nested_oof_selected,depth_q4,q4,450,2.481297907723321,3.3003306456974575,0.9457355514111021,0.04879432448987378
nested_oof_selected,dark_channel_q4,q1,450,2.3866834422217473,3.3163038645471845,0.956763331206529,0.043236668793470906
nested_oof_selected,dark_channel_q4,q2,450,2.6353054031795926,3.3644289783069063,0.9653158686003849,0.019415334330360183
nested_oof_selected,dark_channel_q4,q3,450,2.9409233788384332,3.6863349412168773,0.956763331206529,0.03468413139961517
nested_oof_selected,dark_channel_q4,q4,450,2.9404832043117946,3.567355949538095,0.9839413737132655,0.016058626286734472
nested_oof_selected,low_texture_q4,q1,450,2.513189434051514,3.4190341225692205,0.956763331206529,0.043236668793470906
nested_oof_selected,low_texture_q4,q2,450,2.850443021138509,3.5364633866718838,0.9682426040029924,0.012479076725963168
nested_oof_selected,low_texture_q4,q3,450,2.801930044809977,3.5365095521722525,0.9539723668325747,0.04041840843295778
nested_oof_selected,low_texture_q4,q4,450,2.7361443987952336,3.577210455281394,0.9839413737132655,0.016058626286734472
nested_oof_selected,edge_density_q4,q1,450,2.5837161309983996,3.497008843081338,0.956763331206529,0.03468413139961517
nested_oof_selected,edge_density_q4,q2,450,2.6451980319552955,3.447157617977687,0.9595815915670423,0.03175739599700764
nested_oof_selected,edge_density_q4,q3,450,2.7979153510199652,3.5598469955580576,0.9712190745637256,0.028780925436274557
nested_oof_selected,edge_density_q4,q4,450,2.883459270477295,3.510351447548185,0.9742562656335909,0.019415334330360183
nested_oof_selected,sky_highlight_proxy_q4,q1,450,2.6566612372928198,3.6501292390482765,0.9682426040029924,0.02574373436640919
nested_oof_selected,sky_highlight_proxy_q4,q2,450,2.4860250521765814,3.131929392474038,0.9403374161910292,0.05153923502946934
nested_oof_selected,sky_highlight_proxy_q4,q3,450,2.7032773986392553,3.4833367492471425,0.9805846656696398,0.008464627306090936
nested_oof_selected,sky_highlight_proxy_q4,q4,450,3.0454357624053956,3.5285992664950236,0.9742562656335909,0.02574373436640919
