count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,profile
600,2.512202049891154,2.431225778579712,3.5056149673461916,3.415611279805501,1.1894835408528646,0.0016733370224634807,0.9733333333333334,0.9571237027023953,0.9733333333333334,11,11.0,0.03252812966893709,WD0375
600,2.0372517172495526,1.9586998999913534,2.195684700012207,2.0064607410430906,1.8643054962158203,0.0017263187964757284,0.955,0.9353189194367528,0.955,18,18.0,0.04692111758949495,FS050
600,2.9781300322214763,2.907967583656311,3.6391728591918944,3.542515911738078,2.1719830322265623,0.0018986567854881286,0.9983333333333333,0.9906202004134312,1.0,0,0.0,0.006361933328210577,WD0375_or_FS050_or_A0_oracle
