stage,scope,mode,seed,seeds,folds,fold_count,seed_count,common_count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,t_l1_mean,spearman_tpred_tgt_mean,spearman_depth_neglogt_mean,stage2_gate_mean_mean,stage3_gate_mean_mean,confidence_mean_mean,bootstrap_ci95_low,bootstrap_ci95_high,wilcoxon_p_two_sided
oof20,adapter_only,invert,combined,"3407,3411,3413","0,1,2,3,4,0,1,2,3,4,0,1,2,3,4",15,3,9000,0.08873154110378689,0.07536125183105469,-0.4355973243713379,0.651444053649902,0.0665256093343099,0.07356278143988715,-0.4822259733412001,0.6884462738037109,-1.1637840270996094,1.3634315490722657,-1.9662963019476998e-05,0.6203333333333333,42.76437759399414,2250,824,1357,0.07717958675159349,0.9264394828338077,0.903080993754841,0.015045855462292416,0.04985399111153351,0.9675188721021016,0.08208184297879538,0.0952852891974979,0.0
oof20,adapter_only,normal,combined,"3407,3411,3413","0,1,2,3,4,0,1,2,3,4,0,1,2,3,4",15,3,9000,0.08882180256313747,0.07889366149902344,-0.4159740447998047,0.6285762786865234,0.07054566192626953,0.07192741054958768,-0.46333917617797854,0.6643646430969238,-1.158709716796875,1.3010761260986328,-1.8233259518941242e-05,0.6252222222222222,42.76437759399414,2250,816,1300,0.08834655315201316,0.9248063771202293,-0.9030792614443782,0.010248524056686114,0.05213718631491065,0.9690138644576073,0.0821651354789734,0.09523053460650972,0.0
oof20,adapter_only,shuffle,combined,"3407,3411,3413","0,1,2,3,4,0,1,2,3,4,0,1,2,3,4",15,3,9000,0.07747101487053765,0.06603050231933594,-0.37896194458007815,0.5652639389038084,0.058263903299967446,0.06686631774902344,-0.4262458695305718,0.6061920187208387,-1.1122581481933593,1.2002376556396483,-5.404306782616509e-06,0.6184444444444445,42.76437759399414,2250,791,1194,0.08381625999241239,0.9256321024603811,-0.45257536391110476,0.01410467620809666,0.0532397001547118,0.9673068564335505,0.07160912817849054,0.08320035910606384,0.0
oof20,adapter_only,zero,combined,"3407,3411,3413","0,1,2,3,4,0,1,2,3,4,0,1,2,3,4",15,3,9000,0.07401501825120714,0.06185340881347656,-0.3746669769287109,0.5523300170898434,0.05708370886908637,0.06382172309027778,-0.4164184591505263,0.5881226772732205,-1.0875221252441407,1.179696273803711,-3.6328832308451334e-06,0.6143333333333333,42.76437759399414,2250,776,1169,0.07880606062461933,0.9266629900848394,nan,0.012224052945565845,0.05716512728151348,1.0,0.06832160799768236,0.07986465883784824,0.0
