field,paired_image_count,pearson_ref_rep
candidate_sse_0p125,1200,0.999999458636094
candidate_sse_0p25,1200,0.9999978005681631
candidate_sse_0p5,1200,0.9999909347687486
candidate_sse_1,1200,0.9999616979934164
fixed_psnr_delta,1200,0.996316286504262
