operator_label,fold,gain_0125_to_025_block_count,gain_0125_to_025_beneficial_block_count,gain_0125_to_025_harmful_block_count,gain_0125_to_025_net_sse,gain_0125_to_025_beneficial_sse,gain_0125_to_025_harmful_sse,gain_0125_to_025_harmful_to_beneficial,gain_025_to_05_block_count,gain_025_to_05_beneficial_block_count,gain_025_to_05_harmful_block_count,gain_025_to_05_net_sse,gain_025_to_05_beneficial_sse,gain_025_to_05_harmful_sse,gain_025_to_05_harmful_to_beneficial,gain_05_to_10_block_count,gain_05_to_10_beneficial_block_count,gain_05_to_10_harmful_block_count,gain_05_to_10_net_sse,gain_05_to_10_beneficial_sse,gain_05_to_10_harmful_sse,gain_05_to_10_harmful_to_beneficial
D_ref,ALL,1088675,293415,210558,1093.6843201105476,1825.8206334740971,732.1363133635496,0.4009902725058323,1088675,268962,235009,1730.8015483288364,3375.3005898532574,1644.499041524421,0.4872155820634382,1088675,224511,279454,1638.178211509381,5757.873635924188,4119.695424414807,0.7154890303099819
D_rep,ALL,1088675,293232,210754,1099.6772544025262,1820.5184138171026,720.8411594145764,0.3959537865388465,1088675,268636,235348,1745.7311507655795,3365.9556917286245,1620.224540963045,0.4813564673309649,1088675,223986,279991,1679.7068164697266,5743.598327130312,4063.8915106605855,0.7075514823981498
