mode,split,fold,index,name,mapper,K,candidate_scale,family,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,M_safe_nonzero_frac,pred_abs_mean,scaled_pred_abs_mean,target_abs_mean,visual_group,strong_anchor_cut_psnr,grid_path,depth_path
v04d,mini_val,0,33,1030_0.75_1.69.png,spatial_priors_ridge_0.1,4,1.0,spatial_priors_ridge,38.19207763671875,37.68757629394531,40.189491271972656,-0.5045013427734375,1.9974136352539062,-0.17118650674819946,1.0,0.9999988079071045,0.23668387532234192,1.0,0.013939006254076958,0.013939006254076958,0.00890005100518465,severe,38.281439781188965,/root/autodl-tmp/workspace/ConvIR-B-v04e-repro-826caaf-bundle/experience_docx/experiment_logs/haze4k_rootcause_preexp_20260604/visual_smoke_v04d64/v04d_grids_sigma3/v04d_severe_idx0033_1030_0.75_1.69.png_spatial_priors_ridge_0.1_K4_s1.00.png,/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/depth_cache/depth_anything_v2_small_hf/train/1030_0.75_1.69.png.npy
v04d,mini_val,0,62,1057_0.96_1.31.png,spatial_priors_ridge_0.1,4,1.0,spatial_priors_ridge,39.97450256347656,38.60637283325195,41.02919006347656,-1.3681297302246094,1.0546875,-0.011513521894812584,1.0,0.9998762607574463,0.13783274590969086,1.0,0.039829008281230927,0.039829008281230927,0.006087072659283876,severe,38.281439781188965,/root/autodl-tmp/workspace/ConvIR-B-v04e-repro-826caaf-bundle/experience_docx/experiment_logs/haze4k_rootcause_preexp_20260604/visual_smoke_v04d64/v04d_grids_sigma3/v04d_severe_idx0062_1057_0.96_1.31.png_spatial_priors_ridge_0.1_K4_s1.00.png,/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/depth_cache/depth_anything_v2_small_hf/train/1057_0.96_1.31.png.npy
v04d,mini_val,0,62,1057_0.96_1.31.png,spatial_priors_ridge_0.1,4,1.0,spatial_priors_ridge,39.97450256347656,38.60637283325195,41.02919006347656,-1.3681297302246094,1.0546875,-0.011513521894812584,1.0,0.9998762607574463,0.13783274590969086,1.0,0.039829008281230927,0.039829008281230927,0.006087072659283876,strong,38.281439781188965,/root/autodl-tmp/workspace/ConvIR-B-v04e-repro-826caaf-bundle/experience_docx/experiment_logs/haze4k_rootcause_preexp_20260604/visual_smoke_v04d64/v04d_grids_sigma3/v04d_strong_idx0062_1057_0.96_1.31.png_spatial_priors_ridge_0.1_K4_s1.00.png,/root/autodl-tmp/workspace/Dehaze-Net/experiment/HAZE4K/depth_cache/depth_anything_v2_small_hf/train/1057_0.96_1.31.png.npy
