action,bin_lower,bin_observed_harm,bin_predicted_risk,bin_upper,cell,fold,risk_method,scene_count,scene_weighted_auc,scene_weighted_brier,scene_weighted_logloss,source,tail_coverage,tail_selected_harm
weaken,,,,,R0_L2,1,parent_upper,30,0.8013881417684069,0.08474621709609952,0.6552161162005714,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,1,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,1,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,1,parent_upper,0,,,,ensemble,,
weaken,0.1,0.0,0.19047325161347783,0.2,R0_L2,1,parent_upper,1,,,,ensemble,,
strengthen,,,,,R0_L2,1,parent_upper,30,0.7977987727094044,0.11191089958178044,0.9017695268066216,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,1,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,1,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,1,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.19255770595620073,0.2,R0_L2,1,parent_upper,1,,,,ensemble,,
weaken,,,,,R0_L2,2,weighted_q,30,0.902452357522869,0.07540750115432533,0.23989147821737836,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,2,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,2,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,2,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,2,weighted_q,0,,,,ensemble,,
strengthen,,,,,R0_L2,2,weighted_q,30,0.8261224139882433,0.13812009834896938,0.4192226499104159,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,2,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,2,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,2,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.18181818181818185,0.17174854919765933,0.2,R0_L2,2,weighted_q,5,,,,ensemble,,
weaken,,,,,R0_L2,2,scene_platt,30,0.902452357522869,0.07274075051778056,0.23258286030170908,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,2,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,2,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,2,scene_platt,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,2,scene_platt,0,,,,ensemble,,
strengthen,,,,,R0_L2,2,scene_platt,30,0.8261224139882433,0.13131221838356005,0.393788951280025,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,2,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,2,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,2,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.19109389881998914,0.2,R0_L2,2,scene_platt,1,,,,ensemble,,
weaken,,,,,R0_L2,2,scene_isotonic,30,0.9019739800314751,0.07279066137650522,0.23367798449977453,ensemble,0.0012799999999999995,0.0
weaken,0.0,,,0.025,R0_L2,2,scene_isotonic,0,,,,ensemble,,
weaken,0.025,0.0,0.04703668861712135,0.05,R0_L2,2,scene_isotonic,3,,,,ensemble,,
weaken,0.05,0.0,0.09363295880149812,0.1,R0_L2,2,scene_isotonic,2,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,2,scene_isotonic,0,,,,ensemble,,
strengthen,,,,,R0_L2,2,scene_isotonic,30,0.8255894195146811,0.13159669575576774,0.3925927607548668,ensemble,0.00021333333333333325,0.0
strengthen,0.0,,,0.025,R0_L2,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,0.0,0.07384615384615383,0.1,R0_L2,2,scene_isotonic,1,,,,ensemble,,
strengthen,0.1,0.05,0.18991097922848663,0.2,R0_L2,2,scene_isotonic,3,,,,ensemble,,
weaken,,,,,R0_L2,2,parent_upper,30,0.8801556376630695,0.08090857516523765,0.41572348602942594,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,2,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,2,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,2,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,2,parent_upper,0,,,,ensemble,,
strengthen,,,,,R0_L2,2,parent_upper,30,0.7669049915553982,0.15864990149053126,1.2792867645686108,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,2,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,2,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,2,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L2,2,parent_upper,0,,,,ensemble,,
weaken,,,,,R0_L2,3,weighted_q,30,0.8639783912668378,0.07457519038092689,0.25146702851171965,ensemble,0.0008533333333333331,0.0
weaken,0.0,,,0.025,R0_L2,3,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,3,weighted_q,0,,,,ensemble,,
weaken,0.05,0.0,0.07857621042057872,0.1,R0_L2,3,weighted_q,1,,,,ensemble,,
weaken,0.1,0.0,0.14034095627290233,0.2,R0_L2,3,weighted_q,2,,,,ensemble,,
strengthen,,,,,R0_L2,3,weighted_q,30,0.7994122999503825,0.13969964054339068,0.44221662621720514,ensemble,0.011306666666666665,0.0
strengthen,0.0,0.0,0.023407330081142763,0.025,R0_L2,3,weighted_q,1,,,,ensemble,,
strengthen,0.025,0.0,0.03523184325812118,0.05,R0_L2,3,weighted_q,2,,,,ensemble,,
strengthen,0.05,0.0,0.0729676074469867,0.1,R0_L2,3,weighted_q,2,,,,ensemble,,
strengthen,0.1,0.058823529411764705,0.15628769201244794,0.2,R0_L2,3,weighted_q,5,,,,ensemble,,
weaken,,,,,R0_L2,3,scene_platt,30,0.8639783912668378,0.07239842345367897,0.23932419379923567,ensemble,0.0008533333333333331,0.0
weaken,0.0,,,0.025,R0_L2,3,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,3,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.08144785999251847,0.1,R0_L2,3,scene_platt,1,,,,ensemble,,
weaken,0.1,0.0,0.15834447081586034,0.2,R0_L2,3,scene_platt,2,,,,ensemble,,
strengthen,,,,,R0_L2,3,scene_platt,30,0.7994122999503825,0.1338483919337919,0.4114746045489848,ensemble,0.007039999999999997,0.0
strengthen,0.0,,,0.025,R0_L2,3,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,3,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.0,0.06786445766708539,0.1,R0_L2,3,scene_platt,2,,,,ensemble,,
strengthen,0.1,0.0,0.14094176085828447,0.2,R0_L2,3,scene_platt,2,,,,ensemble,,
weaken,,,,,R0_L2,3,scene_isotonic,30,0.8609336858651212,0.07305988377564678,0.24324104709633898,ensemble,0.0017066666666666664,0.0
weaken,0.0,0.0,0.0,0.025,R0_L2,3,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,3,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,3,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.0,0.14202476329206126,0.2,R0_L2,3,scene_isotonic,2,,,,ensemble,,
strengthen,,,,,R0_L2,3,scene_isotonic,30,0.7990981909907974,0.1352035903933742,0.4147942586917165,ensemble,0.005973333333333331,0.0
strengthen,0.0,0.0,0.0,0.025,R0_L2,3,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R0_L2,3,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R0_L2,3,parent_upper,30,0.8134339345863115,0.07873071536368376,0.5602912909588691,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,3,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,3,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,3,parent_upper,0,,,,ensemble,,
weaken,0.1,0.0,0.14633008834818997,0.2,R0_L2,3,parent_upper,1,,,,ensemble,,
strengthen,,,,,R0_L2,3,parent_upper,30,0.7525636115978116,0.1585523209013454,1.3550484935714269,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,3,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,3,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,3,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.16447453015375937,0.2,R0_L2,3,parent_upper,2,,,,ensemble,,
weaken,,,,,R0_L2,4,weighted_q,30,0.8578244484337333,0.06051124432120735,0.20957608297685643,ensemble,0.0005333333333333331,0.0
weaken,0.0,,,0.025,R0_L2,4,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,4,weighted_q,0,,,,ensemble,,
weaken,0.05,0.0,0.06395540498197079,0.1,R0_L2,4,weighted_q,2,,,,ensemble,,
weaken,0.1,0.3636363636363637,0.15448259979938017,0.2,R0_L2,4,weighted_q,3,,,,ensemble,,
strengthen,,,,,R0_L2,4,weighted_q,30,0.7925704715208237,0.13847830930961058,0.43059128712695366,ensemble,0.0014933333333333326,1.0
strengthen,0.0,,,0.025,R0_L2,4,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,4,weighted_q,0,,,,ensemble,,
strengthen,0.05,1.0,0.08260050274076919,0.1,R0_L2,4,weighted_q,1,,,,ensemble,,
strengthen,0.1,0.8695652173913043,0.14871753606459368,0.2,R0_L2,4,weighted_q,3,,,,ensemble,,
weaken,,,,,R0_L2,4,scene_platt,30,0.8578244484337333,0.06135945103215185,0.20994909987474683,ensemble,0.0005333333333333331,0.0
weaken,0.0,,,0.025,R0_L2,4,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,4,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.07775992821635284,0.1,R0_L2,4,scene_platt,2,,,,ensemble,,
weaken,0.1,0.3636363636363637,0.1602666869159253,0.2,R0_L2,4,scene_platt,3,,,,ensemble,,
strengthen,,,,,R0_L2,4,scene_platt,30,0.7925704715208237,0.13282546083106586,0.4063785951151121,ensemble,0.0004266666666666665,1.0
strengthen,0.0,,,0.025,R0_L2,4,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,4,scene_platt,0,,,,ensemble,,
strengthen,0.05,1.0,0.08842367510682163,0.1,R0_L2,4,scene_platt,1,,,,ensemble,,
strengthen,0.1,0.9565217391304347,0.15598064350090599,0.2,R0_L2,4,scene_platt,3,,,,ensemble,,
weaken,,,,,R0_L2,4,scene_isotonic,30,0.8560187945428791,0.061901211721759504,0.21184466110087932,ensemble,0.0011733333333333327,0.18181818181818185
weaken,0.0,,,0.025,R0_L2,4,scene_isotonic,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,4,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.18181818181818185,0.06936416184971103,0.1,R0_L2,4,scene_isotonic,2,,,,ensemble,,
weaken,0.1,,,0.2,R0_L2,4,scene_isotonic,0,,,,ensemble,,
strengthen,,,,,R0_L2,4,scene_isotonic,30,0.7922068650729852,0.13370229787781288,0.4199772576647364,ensemble,0.003413333333333332,1.0
strengthen,0.0,1.0,0.016049382716049394,0.025,R0_L2,4,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,4,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,1.0,0.07142857142857144,0.1,R0_L2,4,scene_isotonic,1,,,,ensemble,,
strengthen,0.1,0.8,0.14119782227302424,0.2,R0_L2,4,scene_isotonic,3,,,,ensemble,,
weaken,,,,,R0_L2,4,parent_upper,30,0.8111564992143543,0.0625379023504866,0.44408725329877846,ensemble,0.0,
weaken,0.0,,,0.025,R0_L2,4,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R0_L2,4,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R0_L2,4,parent_upper,0,,,,ensemble,,
weaken,0.1,0.11111111111111113,0.14544720666176744,0.2,R0_L2,4,parent_upper,2,,,,ensemble,,
strengthen,,,,,R0_L2,4,parent_upper,30,0.7516650587454213,0.15543303464444264,1.181696324281486,ensemble,0.0,
strengthen,0.0,,,0.025,R0_L2,4,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R0_L2,4,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R0_L2,4,parent_upper,0,,,,ensemble,,
strengthen,0.1,1.0,0.19177300458980928,0.2,R0_L2,4,parent_upper,1,,,,ensemble,,
weaken,,,,,R1_L0,0,weighted_q,30,0.8932553302634406,0.04901109883150006,0.16929795973740022,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,0,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,0,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,0,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,0,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L0,0,weighted_q,30,0.8249074477979641,0.13126378134466785,0.3998535138125824,ensemble,0.00042666666666666656,0.0
strengthen,0.0,,,0.025,R1_L0,0,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,0,weighted_q,0,,,,ensemble,,
strengthen,0.05,0.0,0.09698705126841863,0.1,R1_L0,0,weighted_q,2,,,,ensemble,,
strengthen,0.1,0.42105263157894735,0.15303773280472782,0.2,R1_L0,0,weighted_q,5,,,,ensemble,,
weaken,,,,,R1_L0,0,deweighted_probability,30,0.8932553302634406,0.04755939915253835,0.1666025144819848,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,0,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,0,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,0,deweighted_probability,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,0,deweighted_probability,0,,,,ensemble,,
strengthen,,,,,R1_L0,0,deweighted_probability,30,0.8249074477979641,0.12695789894266385,0.381834472794215,ensemble,0.004906666666666665,0.34782608695652173
strengthen,0.0,,,0.025,R1_L0,0,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,0,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.34782608695652173,0.07224794698611438,0.1,R1_L0,0,deweighted_probability,3,,,,ensemble,,
strengthen,0.1,0.3676761958675347,0.1508394956185816,0.2,R1_L0,0,deweighted_probability,9,,,,ensemble,,
weaken,,,,,R1_L0,0,scene_platt,30,0.8932553302634406,0.047978660962344634,0.1676228065022025,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,0,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,0,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,0,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.16335317363125657,0.2,R1_L0,0,scene_platt,1,,,,ensemble,,
strengthen,,,,,R1_L0,0,scene_platt,30,0.8249074477979641,0.1247255255770337,0.3791010455853959,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,0,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,0,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,0,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.36559139784946243,0.16057345421835448,0.2,R1_L0,0,scene_platt,6,,,,ensemble,,
weaken,,,,,R1_L0,0,scene_isotonic,30,0.8927435570725123,0.04806115507297752,0.1670880487823476,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,0,scene_isotonic,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,0,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,0,scene_isotonic,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,0,scene_isotonic,0,,,,ensemble,,
strengthen,,,,,R1_L0,0,scene_isotonic,30,0.8246327462999026,0.1240904784671903,0.386576686320726,ensemble,0.002986666666666666,0.2857142857142857
strengthen,0.0,0.2857142857142857,0.0,0.025,R1_L0,0,scene_isotonic,2,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,0.4285714285714286,0.1333333333333333,0.2,R1_L0,0,scene_isotonic,3,,,,ensemble,,
weaken,,,,,R1_L0,0,parent_upper,30,0.8682976988796932,0.051040221640353996,0.27829783724980045,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,0,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,0,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,0,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,0,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L0,0,parent_upper,30,0.7833767015448014,0.14629226081905783,0.9554766469584429,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,0,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,0,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,0,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.1940042259017626,0.2,R1_L0,0,parent_upper,2,,,,ensemble,,
weaken,,,,,R1_L0,1,weighted_q,30,0.849465299108957,0.08310984449043662,0.28429137924438913,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,1,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,1,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,1,weighted_q,0,,,,ensemble,,
weaken,0.1,0.0,0.1939120665192604,0.2,R1_L0,1,weighted_q,1,,,,ensemble,,
strengthen,,,,,R1_L0,1,weighted_q,30,0.8379258631360642,0.10493824263485875,0.34045514842830177,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,1,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,1,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,1,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.14807330237494576,0.2,R1_L0,1,weighted_q,1,,,,ensemble,,
weaken,,,,,R1_L0,1,deweighted_probability,30,0.849465299108957,0.07859128397280706,0.26205778938811364,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,1,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,1,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,1,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.05,0.15319984097280223,0.2,R1_L0,1,deweighted_probability,2,,,,ensemble,,
strengthen,,,,,R1_L0,1,deweighted_probability,30,0.8379258631360642,0.10164224407347817,0.32851416354758983,ensemble,0.0010666666666666663,0.0
strengthen,0.0,,,0.025,R1_L0,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.07491237189980235,0.1,R1_L0,1,deweighted_probability,1,,,,ensemble,,
strengthen,0.1,0.0,0.160595934670713,0.2,R1_L0,1,deweighted_probability,3,,,,ensemble,,
weaken,,,,,R1_L0,1,scene_platt,30,0.849465299108957,0.07874248971248084,0.2628569278905768,ensemble,0.0004266666666666665,0.0
weaken,0.0,,,0.025,R1_L0,1,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,1,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.09358015290209112,0.1,R1_L0,1,scene_platt,1,,,,ensemble,,
weaken,0.1,0.03692307692307692,0.15927375319801068,0.2,R1_L0,1,scene_platt,4,,,,ensemble,,
strengthen,,,,,R1_L0,1,scene_platt,30,0.8379258631360642,0.10264739125594717,0.33381339981432406,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,1,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,1,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,1,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.14100502362696385,0.2,R1_L0,1,scene_platt,1,,,,ensemble,,
weaken,,,,,R1_L0,1,scene_isotonic,30,0.8488214996424029,0.0784660990785604,0.2614523065877571,ensemble,0.0015999999999999994,0.0
weaken,0.0,0.0,0.0,0.025,R1_L0,1,scene_isotonic,2,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,1,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,1,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.09090909090909091,0.14166102767139035,0.2,R1_L0,1,scene_isotonic,3,,,,ensemble,,
strengthen,,,,,R1_L0,1,scene_isotonic,30,0.8355870539111863,0.10734862364724292,0.342831528800512,ensemble,0.0006399999999999998,0.0
strengthen,0.0,0.0,0.0,0.025,R1_L0,1,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,1,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R1_L0,1,parent_upper,30,0.7908048983284363,0.08849836620432239,0.7140193927516783,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,1,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,1,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,1,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,1,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L0,1,parent_upper,30,0.812726919484472,0.1153067280804945,0.7568120876865676,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,1,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,1,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,1,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.19490514962673186,0.2,R1_L0,1,parent_upper,1,,,,ensemble,,
weaken,,,,,R1_L0,2,weighted_q,30,0.9048216708489307,0.08064036524451162,0.2567370216519297,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,2,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,2,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,2,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,2,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L0,2,weighted_q,30,0.8217709674887997,0.14664181890888034,0.44457039137352755,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,2,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,2,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,2,weighted_q,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,2,weighted_q,0,,,,ensemble,,
weaken,,,,,R1_L0,2,deweighted_probability,30,0.9048216708489307,0.0721972849576726,0.233166744360321,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,2,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,2,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,2,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.18269711826095694,0.2,R1_L0,2,deweighted_probability,4,,,,ensemble,,
strengthen,,,,,R1_L0,2,deweighted_probability,30,0.8217709674887997,0.1337158212319766,0.4016424486889883,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.1,0.0,0.19003197437052885,0.2,R1_L0,2,deweighted_probability,2,,,,ensemble,,
weaken,,,,,R1_L0,2,scene_platt,30,0.9048216708489307,0.07166934847291379,0.23075434684591084,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,2,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,2,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,2,scene_platt,0,,,,ensemble,,
weaken,0.1,0.060606060606060615,0.16456783271009826,0.2,R1_L0,2,scene_platt,5,,,,ensemble,,
strengthen,,,,,R1_L0,2,scene_platt,30,0.8217709674887997,0.13284692587666802,0.4002264504446039,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,2,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,2,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,2,scene_platt,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,2,scene_platt,0,,,,ensemble,,
weaken,,,,,R1_L0,2,scene_isotonic,30,0.9043504428297523,0.0721873171381763,0.23307136344181278,ensemble,0.008853333333333331,0.20481927710843367
weaken,0.0,0.0,0.0,0.025,R1_L0,2,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,2,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.2151898734177215,0.08552247518972562,0.1,R1_L0,2,scene_isotonic,8,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,2,scene_isotonic,0,,,,ensemble,,
strengthen,,,,,R1_L0,2,scene_isotonic,30,0.8209741652315844,0.13160788276904276,0.39509136028969327,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,0.64,0.19712525667351133,0.2,R1_L0,2,scene_isotonic,5,,,,ensemble,,
weaken,,,,,R1_L0,2,parent_upper,30,0.8833407485173986,0.08734116874828854,0.44973358914139727,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,2,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,2,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,2,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,2,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L0,2,parent_upper,30,0.7783477676902861,0.16813208175281627,1.1779224135013078,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,2,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,2,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,2,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,2,parent_upper,0,,,,ensemble,,
weaken,,,,,R1_L0,3,weighted_q,30,0.8673990356708033,0.07662042831777545,0.2566500490291096,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,3,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,3,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,3,weighted_q,0,,,,ensemble,,
weaken,0.1,0.0,0.1575338047825628,0.2,R1_L0,3,weighted_q,1,,,,ensemble,,
