action_area,active_scene,cell,fold,gain_db,gain_lower,gain_upper,material_scene,risk_method,scene_count,seed_index,selected_harm,selected_harm_upper,selector
0.0003137978772496539,0.06666666666666667,R0_L0,0,-0.0002755702442892662,-0.003435042194097886,0.002883901705519354,0.016666666666666666,deweighted_probability,120,0,0.5294117647058824,0.8793322387377953,setwise
0.0027872634979233964,0.06666666666666667,R0_L0,0,0.002159185918553313,-0.014993504818864618,0.019311876655971245,0.03333333333333333,deweighted_probability,120,0,0.4966887417218543,0.8002796387638771,tilewise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,0,,,setwise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,0,,,tilewise
0.0002030456852791878,0.041666666666666664,R0_L0,0,0.0007518716460806122,-0.0011010772345587676,0.002604820526719992,0.008333333333333333,scene_isotonic,120,0,0.45454545454545453,0.9053211302446094,setwise
0.0017166589755422243,0.041666666666666664,R0_L0,0,0.0002803033137027464,-0.009592603244812375,0.010153209872217869,0.025,scene_isotonic,120,0,0.5483870967741935,0.8341053979420741,tilewise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,scene_platt,120,0,,,setwise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,scene_platt,120,0,,,tilewise
3.691739732348869e-05,0.008333333333333333,R0_L0,0,-8.609542155836658e-05,-0.0002548393470465584,8.264850392982526e-05,0.0,weighted_q,120,0,1.0,1.0,setwise
0.00018458698661744346,0.008333333333333333,R0_L0,0,-6.340136209625336e-05,-0.00018766574837569282,6.086302418318611e-05,0.0,weighted_q,120,0,0.6,0.6,tilewise
0.000479926165205353,0.08333333333333333,R0_L0,0,0.002014303800356352,-0.0020564040881726063,0.006085011688885311,0.025,deweighted_probability,120,1,0.3076923076923077,0.587318716104768,setwise
0.004596215966774343,0.08333333333333333,R0_L0,0,0.012060909347604143,-0.034363868358529136,0.05848568705373742,0.041666666666666664,deweighted_probability,120,1,0.4457831325301205,0.8750153121100781,tilewise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,1,,,setwise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,1,,,tilewise
0.00014766958929395476,0.03333333333333333,R0_L0,0,-0.000919233369709715,-0.0027090349880221037,0.0008705682486026737,0.0,scene_isotonic,120,1,0.75,1.0,setwise
0.0021042916474388555,0.03333333333333333,R0_L0,0,0.0005396456749780805,-0.027640756022030293,0.028720047371986458,0.008333333333333333,scene_isotonic,120,1,0.5263157894736842,1.0,tilewise
0.00011075219197046608,0.025,R0_L0,0,-0.0006263974153832814,-0.0018422183985614487,0.000589423567794886,0.0,scene_platt,120,1,0.5,1.0,setwise
0.00012921089063221044,0.025,R0_L0,0,-0.0006957238594262304,-0.0019131924179684114,0.0005217446991159507,0.0,scene_platt,120,1,0.7142857142857143,1.0,tilewise
7.383479464697738e-05,0.016666666666666666,R0_L0,0,-0.00020547198748766346,-0.001671075976984075,0.001260132002008748,0.0,weighted_q,120,1,0.5,1.0,setwise
0.0004430087678818643,0.016666666666666666,R0_L0,0,-0.0009389703495933118,-0.007532941343936425,0.005655000644749802,0.008333333333333333,weighted_q,120,1,0.5833333333333334,1.0,tilewise
0.0005722196585140748,0.09166666666666666,R0_L0,0,-0.0009753153726408629,-0.006763564048105142,0.004812933302823417,0.025,deweighted_probability,120,2,0.3548387096774194,0.6325750510919284,setwise
0.005759113982464236,0.09166666666666666,R0_L0,0,-0.008537960808070625,-0.05305244629781718,0.035976524681675934,0.041666666666666664,deweighted_probability,120,2,0.532051282051282,0.8997033023844223,tilewise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,2,,,setwise
0.0,0.0,R0_L0,0,0.0,0.0,0.0,0.0,parent_upper,120,2,,,tilewise
0.00018458698661744346,0.025,R0_L0,0,0.00020206383660421854,-0.0025656680730549272,0.002969795746263364,0.008333333333333333,scene_isotonic,120,2,0.4,0.9785249648016892,setwise
0.001329026303645593,0.025,R0_L0,0,-0.009142337535717804,-0.0276636453272617,0.009378970255826093,0.008333333333333333,scene_isotonic,120,2,0.8888888888888888,1.0,tilewise
7.383479464697738e-05,0.016666666666666666,R0_L0,0,-0.0003921920336904435,-0.0011411093648623553,0.00035672529748146845,0.0,scene_platt,120,2,1.0,1.0,setwise
0.0003322565759113982,0.016666666666666666,R0_L0,0,-0.0033896423831558443,-0.01001322082897242,0.003233936062660732,0.0,scene_platt,120,2,1.0,1.0,tilewise
0.00018458698661744346,0.025,R0_L0,0,0.00020206383660421854,-0.0025656680730549272,0.002969795746263364,0.008333333333333333,weighted_q,120,2,0.4,0.9785249648016892,setwise
0.0010336871250576835,0.025,R0_L0,0,-0.007316026944675747,-0.023288125143446227,0.008656071254094733,0.008333333333333333,weighted_q,120,2,0.8571428571428571,1.0,tilewise
0.00030411449016100176,0.06666666666666667,R0_L0,1,0.0024280040843523043,-0.003540531026167973,0.008396539194872581,0.025,deweighted_probability,120,0,0.23529411764705882,0.5255127643722224,setwise
0.0016457960644007156,0.06666666666666667,R0_L0,1,0.012161668914961598,-0.017618779505607203,0.0419421173355304,0.03333333333333333,deweighted_probability,120,0,0.2826086956521739,0.5959218398677131,tilewise
0.0,0.0,R0_L0,1,0.0,0.0,0.0,0.0,parent_upper,120,0,,,setwise
0.0,0.0,R0_L0,1,0.0,0.0,0.0,0.0,parent_upper,120,0,,,tilewise
