critical_value,effect_id,estimate,family_size,left,lower,max_half_width,metric,right,scene_count,upper
1.9599639845400536,interaction:R0_L0:raw:deweighted_probability,0.000367111111111111,1,method_selector_contrast,-0.00011071787054488366,0.0004778289816559947,risk_margin,weighted_selector_contrast,600,0.0008449400927671057
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:tilewise,0.005634521716751254,1,R0_L0|scene_platt|raw|tilewise|1.0,-0.00046692001033209283,0.006101441727083347,gain_db,R0_L0|weighted_q|raw|tilewise|1.0,600,0.0117359634438346
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:setwise,0.008918307541806603,1,R0_L0|scene_platt|raw|setwise|1.0,-0.00026766800063021505,0.009185975542436818,gain_db,R0_L0|weighted_q|raw|setwise|1.0,600,0.018104283084243424
1.9599639845400536,interaction:R0_L0:raw:scene_platt,0.0032837858250553517,1,method_selector_contrast,-0.0004490412720430854,0.003732827097098437,gain_db,weighted_selector_contrast,600,0.007016612922153789
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:tilewise,0.00035777777777777777,1,R0_L0|scene_platt|raw|tilewise|1.0,-3.781900624707737e-05,0.00039559678402485514,action_area_fraction,R0_L0|weighted_q|raw|tilewise|1.0,600,0.0007533745618026329
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:setwise,0.0007059999999999999,1,R0_L0|scene_platt|raw|setwise|1.0,1.2063319708951786e-05,0.0006939366802910481,action_area_fraction,R0_L0|weighted_q|raw|setwise|1.0,600,0.001399936680291048
1.9599639845400536,interaction:R0_L0:raw:scene_platt,0.00034822222222222226,1,method_selector_contrast,3.6103727036691e-05,0.00031211849518553126,action_area_fraction,weighted_selector_contrast,600,0.0006603407174077536
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:tilewise,-3.777777777777784e-06,1,R0_L0|scene_platt|raw|tilewise|1.0,-8.148665365063823e-05,7.770887587286044e-05,risk_margin,R0_L0|weighted_q|raw|tilewise|1.0,600,7.393109809508266e-05
1.9599639845400536,risk_target:R0_L0:raw:scene_platt:setwise,4.066666666666654e-06,1,R0_L0|scene_platt|raw|setwise|1.0,-0.00013420732216571005,0.00013827398883237672,risk_margin,R0_L0|weighted_q|raw|setwise|1.0,600,0.0001423406554990434
1.9599639845400536,interaction:R0_L0:raw:scene_platt,7.844444444444445e-06,1,method_selector_contrast,-5.71270765578946e-05,6.497152100233905e-05,risk_margin,weighted_selector_contrast,600,7.28159654467835e-05
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:tilewise,0.011409242836681972,1,R0_L0|scene_isotonic|raw|tilewise|1.0,0.0006982837959742579,0.010710959040707714,gain_db,R0_L0|weighted_q|raw|tilewise|1.0,600,0.022120201877389688
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:setwise,0.022416420301707065,1,R0_L0|scene_isotonic|raw|setwise|1.0,0.001920607325543864,0.0204958129761632,gain_db,R0_L0|weighted_q|raw|setwise|1.0,600,0.04291223327787026
1.9599639845400536,interaction:R0_L0:raw:scene_isotonic,0.011007177465025093,1,method_selector_contrast,-0.0011654178907076745,0.012172595355732767,gain_db,weighted_selector_contrast,600,0.02317977282075786
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:tilewise,0.001860888888888889,1,R0_L0|scene_isotonic|raw|tilewise|1.0,0.0009081988356342057,0.0009526900532546832,action_area_fraction,R0_L0|weighted_q|raw|tilewise|1.0,600,0.002813578942143572
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:setwise,0.004078666666666667,1,R0_L0|scene_isotonic|raw|setwise|1.0,0.001941955041845661,0.002136711624821006,action_area_fraction,R0_L0|weighted_q|raw|setwise|1.0,600,0.006215378291487673
1.9599639845400536,interaction:R0_L0:raw:scene_isotonic,0.0022177777777777777,1,method_selector_contrast,0.0009116694247635615,0.0013061083530142162,action_area_fraction,weighted_selector_contrast,600,0.003523886130791994
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:tilewise,0.0002785777777777778,1,R0_L0|scene_isotonic|raw|tilewise|1.0,-0.00018496033783478604,0.00046353811561256384,risk_margin,R0_L0|weighted_q|raw|tilewise|1.0,600,0.0007421158933903416
1.9599639845400536,risk_target:R0_L0:raw:scene_isotonic:setwise,0.0005761333333333333,1,R0_L0|scene_isotonic|raw|setwise|1.0,-0.00023196120706827186,0.0008080945404016052,risk_margin,R0_L0|weighted_q|raw|setwise|1.0,600,0.0013842278737349386
1.9599639845400536,interaction:R0_L0:raw:scene_isotonic,0.0002975555555555555,1,method_selector_contrast,-0.00013716836122632713,0.00043472391678188265,risk_margin,weighted_selector_contrast,600,0.0007322794723374382
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:tilewise,-0.0007576027348550042,1,R0_L0|parent_upper|raw|tilewise|1.0,-0.004643792116917888,0.0038861893820628835,gain_db,R0_L0|weighted_q|raw|tilewise|1.0,600,0.0031285866472078793
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:setwise,-0.0018309726567911574,1,R0_L0|parent_upper|raw|setwise|1.0,-0.008341070054330369,0.006510097397539212,gain_db,R0_L0|weighted_q|raw|setwise|1.0,600,0.004679124740748055
1.9599639845400536,interaction:R0_L0:raw:parent_upper,-0.0010733699219361533,1,method_selector_contrast,-0.003835587582238678,0.002762217660302525,gain_db,weighted_selector_contrast,600,0.0016888477383663716
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:tilewise,-0.00019288888888888887,1,R0_L0|parent_upper|raw|tilewise|1.0,-0.0003726324246385644,0.00017974353574967553,action_area_fraction,R0_L0|weighted_q|raw|tilewise|1.0,600,-1.3145353139213344e-05
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:setwise,-0.0002837777777777778,1,R0_L0|parent_upper|raw|setwise|1.0,-0.0005718892426168206,0.0002881114648390429,action_area_fraction,R0_L0|weighted_q|raw|setwise|1.0,600,4.3336870612650596e-06
1.9599639845400536,interaction:R0_L0:raw:parent_upper,-9.088888888888889e-05,1,method_selector_contrast,-0.00020577950469079272,0.00011489061580190383,action_area_fraction,weighted_selector_contrast,600,2.4001726913014946e-05
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:tilewise,-3.404444444444445e-05,1,R0_L0|parent_upper|raw|tilewise|1.0,-0.00011324130063968976,7.919685619524531e-05,risk_margin,R0_L0|weighted_q|raw|tilewise|1.0,600,4.515241175080086e-05
1.9599639845400536,risk_target:R0_L0:raw:parent_upper:setwise,-4.628888888888889e-05,1,R0_L0|parent_upper|raw|setwise|1.0,-0.0001636790678754035,0.00011739017898651463,risk_margin,R0_L0|weighted_q|raw|setwise|1.0,600,7.110129009762574e-05
1.9599639845400536,interaction:R0_L0:raw:parent_upper,-1.2244444444444443e-05,1,method_selector_contrast,-5.1392039947879875e-05,3.914759550343543e-05,risk_margin,weighted_selector_contrast,600,2.690315105899099e-05
1.9599639845400536,selector:R0_L0:parent_lower:weighted_q,0.0010733699219361533,1,R0_L0|weighted_q|parent_lower|setwise|1.0,-0.0016888477383663716,0.002762217660302525,gain_db,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.003835587582238678
1.9599639845400536,selector:R0_L0:parent_lower:weighted_q,9.088888888888889e-05,1,R0_L0|weighted_q|parent_lower|setwise|1.0,-2.4001726913014946e-05,0.00011489061580190383,action_area_fraction,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.00020577950469079272
1.9599639845400536,selector:R0_L0:parent_lower:weighted_q,1.2244444444444443e-05,1,R0_L0|weighted_q|parent_lower|setwise|1.0,-2.690315105899099e-05,3.914759550343543e-05,risk_margin,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,5.1392039947879875e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:tilewise,0.013714120789092791,1,R0_L0|deweighted_probability|parent_lower|tilewise|1.0,0.0022081665571521397,0.011505954231940651,gain_db,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.02522007502103344
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:setwise,0.022751789215962888,1,R0_L0|deweighted_probability|parent_lower|setwise|1.0,0.004723050094991518,0.01802873912097137,gain_db,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.040780528336934255
1.9599639845400536,interaction:R0_L0:parent_lower:deweighted_probability,0.0090376684268701,1,method_selector_contrast,0.0018747851168956524,0.007162883309974448,gain_db,weighted_selector_contrast,600,0.016200551736844548
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:tilewise,0.0021855555555555556,1,R0_L0|deweighted_probability|parent_lower|tilewise|1.0,0.0011289830073697433,0.0010565725481858123,action_area_fraction,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.003242128103741368
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:setwise,0.003912222222222222,1,R0_L0|deweighted_probability|parent_lower|setwise|1.0,0.0019809955100288765,0.0019312267121933458,action_area_fraction,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.005843448934415569
1.9599639845400536,interaction:R0_L0:parent_lower:deweighted_probability,0.0017266666666666667,1,method_selector_contrast,0.0008292810324490226,0.0008973856342176441,action_area_fraction,weighted_selector_contrast,600,0.002624052300884311
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:tilewise,0.0003527777777777778,1,R0_L0|deweighted_probability|parent_lower|tilewise|1.0,-0.00020259982032004716,0.000555377598097825,risk_margin,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.0009081553758756028
1.9599639845400536,risk_target:R0_L0:parent_lower:deweighted_probability:setwise,0.0007198888888888888,1,R0_L0|deweighted_probability|parent_lower|setwise|1.0,-0.00030439221192012545,0.0010242811008090143,risk_margin,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.0017441699896979031
1.9599639845400536,interaction:R0_L0:parent_lower:deweighted_probability,0.000367111111111111,1,method_selector_contrast,-0.00011071787054488366,0.0004778289816559947,risk_margin,weighted_selector_contrast,600,0.0008449400927671057
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:tilewise,0.005634521716751254,1,R0_L0|scene_platt|parent_lower|tilewise|1.0,-0.00046692001033209283,0.006101441727083347,gain_db,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.0117359634438346
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:setwise,0.008918307541806603,1,R0_L0|scene_platt|parent_lower|setwise|1.0,-0.00026766800063021505,0.009185975542436818,gain_db,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.018104283084243424
1.9599639845400536,interaction:R0_L0:parent_lower:scene_platt,0.0032837858250553517,1,method_selector_contrast,-0.0004490412720430854,0.003732827097098437,gain_db,weighted_selector_contrast,600,0.007016612922153789
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:tilewise,0.00035777777777777777,1,R0_L0|scene_platt|parent_lower|tilewise|1.0,-3.781900624707737e-05,0.00039559678402485514,action_area_fraction,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.0007533745618026329
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:setwise,0.0007059999999999999,1,R0_L0|scene_platt|parent_lower|setwise|1.0,1.2063319708951786e-05,0.0006939366802910481,action_area_fraction,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.001399936680291048
1.9599639845400536,interaction:R0_L0:parent_lower:scene_platt,0.00034822222222222226,1,method_selector_contrast,3.6103727036691e-05,0.00031211849518553126,action_area_fraction,weighted_selector_contrast,600,0.0006603407174077536
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:tilewise,-3.777777777777784e-06,1,R0_L0|scene_platt|parent_lower|tilewise|1.0,-8.148665365063823e-05,7.770887587286044e-05,risk_margin,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,7.393109809508266e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_platt:setwise,4.066666666666654e-06,1,R0_L0|scene_platt|parent_lower|setwise|1.0,-0.00013420732216571005,0.00013827398883237672,risk_margin,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.0001423406554990434
1.9599639845400536,interaction:R0_L0:parent_lower:scene_platt,7.844444444444445e-06,1,method_selector_contrast,-5.71270765578946e-05,6.497152100233905e-05,risk_margin,weighted_selector_contrast,600,7.28159654467835e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:tilewise,0.011409242836681972,1,R0_L0|scene_isotonic|parent_lower|tilewise|1.0,0.0006982837959742579,0.010710959040707714,gain_db,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.022120201877389688
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:setwise,0.02241258265734228,1,R0_L0|scene_isotonic|parent_lower|setwise|1.0,0.0019199626921640907,0.02049261996517819,gain_db,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.04290520262252047
1.9599639845400536,interaction:R0_L0:parent_lower:scene_isotonic,0.011003339820660313,1,method_selector_contrast,-0.0011646404461013796,0.012167980266761693,gain_db,weighted_selector_contrast,600,0.023171320087422006
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:tilewise,0.001860888888888889,1,R0_L0|scene_isotonic|parent_lower|tilewise|1.0,0.0009081988356342057,0.0009526900532546832,action_area_fraction,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.002813578942143572
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:setwise,0.004084,1,R0_L0|scene_isotonic|parent_lower|setwise|1.0,0.0019428250585122116,0.0021411749414877884,action_area_fraction,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.006225174941487789
1.9599639845400536,interaction:R0_L0:parent_lower:scene_isotonic,0.0022231111111111115,1,method_selector_contrast,0.0009114998638949587,0.0013116112472161528,action_area_fraction,weighted_selector_contrast,600,0.0035347223583272643
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:tilewise,0.0002785777777777778,1,R0_L0|scene_isotonic|parent_lower|tilewise|1.0,-0.00018496033783478604,0.00046353811561256384,risk_margin,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.0007421158933903416
1.9599639845400536,risk_target:R0_L0:parent_lower:scene_isotonic:setwise,0.0005756,1,R0_L0|scene_isotonic|parent_lower|setwise|1.0,-0.0002326168354232853,0.0008082168354232853,risk_margin,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.0013838168354232852
1.9599639845400536,interaction:R0_L0:parent_lower:scene_isotonic,0.00029702222222222215,1,method_selector_contrast,-0.00013787142770346137,0.00043489364992568353,risk_margin,weighted_selector_contrast,600,0.0007319158721479056
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:tilewise,-0.0007576027348550042,1,R0_L0|parent_upper|parent_lower|tilewise|1.0,-0.004643792116917888,0.0038861893820628835,gain_db,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,0.0031285866472078793
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:setwise,-0.0018309726567911574,1,R0_L0|parent_upper|parent_lower|setwise|1.0,-0.008341070054330369,0.006510097397539212,gain_db,R0_L0|weighted_q|parent_lower|setwise|1.0,600,0.004679124740748055
1.9599639845400536,interaction:R0_L0:parent_lower:parent_upper,-0.0010733699219361533,1,method_selector_contrast,-0.003835587582238678,0.002762217660302525,gain_db,weighted_selector_contrast,600,0.0016888477383663716
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:tilewise,-0.00019288888888888887,1,R0_L0|parent_upper|parent_lower|tilewise|1.0,-0.0003726324246385644,0.00017974353574967553,action_area_fraction,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,-1.3145353139213344e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:setwise,-0.0002837777777777778,1,R0_L0|parent_upper|parent_lower|setwise|1.0,-0.0005718892426168206,0.0002881114648390429,action_area_fraction,R0_L0|weighted_q|parent_lower|setwise|1.0,600,4.3336870612650596e-06
1.9599639845400536,interaction:R0_L0:parent_lower:parent_upper,-9.088888888888889e-05,1,method_selector_contrast,-0.00020577950469079272,0.00011489061580190383,action_area_fraction,weighted_selector_contrast,600,2.4001726913014946e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:tilewise,-3.404444444444445e-05,1,R0_L0|parent_upper|parent_lower|tilewise|1.0,-0.00011324130063968976,7.919685619524531e-05,risk_margin,R0_L0|weighted_q|parent_lower|tilewise|1.0,600,4.515241175080086e-05
1.9599639845400536,risk_target:R0_L0:parent_lower:parent_upper:setwise,-4.628888888888889e-05,1,R0_L0|parent_upper|parent_lower|setwise|1.0,-0.0001636790678754035,0.00011739017898651463,risk_margin,R0_L0|weighted_q|parent_lower|setwise|1.0,600,7.110129009762574e-05
1.9599639845400536,interaction:R0_L0:parent_lower:parent_upper,-1.2244444444444443e-05,1,method_selector_contrast,-5.1392039947879875e-05,3.914759550343543e-05,risk_margin,weighted_selector_contrast,600,2.690315105899099e-05
1.9599639845400536,selector:R0_L1:raw:weighted_q,0.008870049044997002,1,R0_L1|weighted_q|raw|setwise|1.0,-0.0008701403577297678,0.00974018940272677,gain_db,R0_L1|weighted_q|raw|tilewise|1.0,600,0.018610238447723772
1.9599639845400536,selector:R0_L1:raw:weighted_q,0.0012122222222222222,1,R0_L1|weighted_q|raw|setwise|1.0,0.00038335314886832144,0.0008288690733539007,action_area_fraction,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0020410912955761227
1.9599639845400536,selector:R0_L1:raw:weighted_q,0.00018899999999999996,1,R0_L1|weighted_q|raw|setwise|1.0,-0.0001272576622831939,0.00031625766228319385,risk_margin,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0005052576622831938
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:tilewise,0.02745819288282052,1,R0_L1|deweighted_probability|raw|tilewise|1.0,0.009212824549911722,0.0182453683329088,gain_db,R0_L1|weighted_q|raw|tilewise|1.0,600,0.04570356121572932
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:setwise,0.03693857861585375,1,R0_L1|deweighted_probability|raw|setwise|1.0,0.01335290034709644,0.02358567826875731,gain_db,R0_L1|weighted_q|raw|setwise|1.0,600,0.06052425688461106
1.9599639845400536,interaction:R0_L1:raw:deweighted_probability,0.00948038573303323,1,method_selector_contrast,2.7780688289149452e-05,0.009452605044744081,gain_db,weighted_selector_contrast,600,0.01893299077777731
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:tilewise,0.004626000000000001,1,R0_L1|deweighted_probability|raw|tilewise|1.0,0.0030096604199059433,0.0016163395800940575,action_area_fraction,R0_L1|weighted_q|raw|tilewise|1.0,600,0.006242339580094058
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:setwise,0.007302888888888888,1,R0_L1|deweighted_probability|raw|setwise|1.0,0.004888411327699303,0.002414477561189585,action_area_fraction,R0_L1|weighted_q|raw|setwise|1.0,600,0.009717366450078473
1.9599639845400536,interaction:R0_L1:raw:deweighted_probability,0.002676888888888889,1,method_selector_contrast,0.0017628713816422192,0.0009140175072466697,action_area_fraction,weighted_selector_contrast,600,0.0035909063961355584
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:tilewise,0.0007702888888888888,1,R0_L1|deweighted_probability|raw|tilewise|1.0,9.948165623768692e-05,0.0006708072326512018,risk_margin,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0014410961215400907
1.9599639845400536,risk_target:R0_L1:raw:deweighted_probability:setwise,0.0014470444444444445,1,R0_L1|deweighted_probability|raw|setwise|1.0,0.00046294594887629913,0.0009840984955681454,risk_margin,R0_L1|weighted_q|raw|setwise|1.0,600,0.00243114294001259
1.9599639845400536,interaction:R0_L1:raw:deweighted_probability,0.0006767555555555557,1,method_selector_contrast,0.0002902538167198276,0.0003865017388357281,risk_margin,weighted_selector_contrast,600,0.0010632572943912837
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:tilewise,0.0017497693688167094,1,R0_L1|scene_platt|raw|tilewise|1.0,-0.005051552220906707,0.006801321589723416,gain_db,R0_L1|weighted_q|raw|tilewise|1.0,600,0.008551090958540125
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:setwise,-0.0010949056123242932,1,R0_L1|scene_platt|raw|setwise|1.0,-0.012430719103779507,0.011335813491455213,gain_db,R0_L1|weighted_q|raw|setwise|1.0,600,0.01024090787913092
1.9599639845400536,interaction:R0_L1:raw:scene_platt,-0.0028446749811410015,1,method_selector_contrast,-0.008549252573646283,0.0057045775925052816,gain_db,weighted_selector_contrast,600,0.00285990261136428
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:tilewise,4.0222222222222234e-05,1,R0_L1|scene_platt|raw|tilewise|1.0,-0.0007245289186979093,0.0007647511409201315,action_area_fraction,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0008049733631423537
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:setwise,-0.00010733333333333345,1,R0_L1|scene_platt|raw|setwise|1.0,-0.001319516383945372,0.0012121830506120386,action_area_fraction,R0_L1|weighted_q|raw|setwise|1.0,600,0.0011048497172787052
1.9599639845400536,interaction:R0_L1:raw:scene_platt,-0.00014755555555555564,1,method_selector_contrast,-0.0006285688691383397,0.000481013313582784,action_area_fraction,weighted_selector_contrast,600,0.00033345775802722834
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:tilewise,1.2644444444444407e-05,1,R0_L1|scene_platt|raw|tilewise|1.0,-0.00043617297438157783,0.00044881741882602227,risk_margin,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0004614618632704667
1.9599639845400536,risk_target:R0_L1:raw:scene_platt:setwise,5.45111111111111e-05,1,R0_L1|scene_platt|raw|setwise|1.0,-0.0005801375149532014,0.0006346486260643125,risk_margin,R0_L1|weighted_q|raw|setwise|1.0,600,0.0006891597371754236
1.9599639845400536,interaction:R0_L1:raw:scene_platt,4.1866666666666704e-05,1,method_selector_contrast,-0.0001520551156854012,0.0001939217823520679,risk_margin,weighted_selector_contrast,600,0.0002357884490187346
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:tilewise,0.029123541399799842,1,R0_L1|scene_isotonic|raw|tilewise|1.0,0.009044732887176773,0.02007880851262307,gain_db,R0_L1|weighted_q|raw|tilewise|1.0,600,0.04920234991242291
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:setwise,0.028004950275899353,1,R0_L1|scene_isotonic|raw|setwise|1.0,0.007075924617552257,0.020929025658347096,gain_db,R0_L1|weighted_q|raw|setwise|1.0,600,0.04893397593424645
1.9599639845400536,interaction:R0_L1:raw:scene_isotonic,-0.0011185911239004933,1,method_selector_contrast,-0.008016468357871663,0.006897877233971171,gain_db,weighted_selector_contrast,600,0.005779286110070677
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:tilewise,0.005432888888888889,1,R0_L1|scene_isotonic|raw|tilewise|1.0,0.003488602092140628,0.001944286796748261,action_area_fraction,R0_L1|weighted_q|raw|tilewise|1.0,600,0.00737717568563715
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:setwise,0.006684888888888889,1,R0_L1|scene_isotonic|raw|setwise|1.0,0.004313795502053983,0.0023710933868349056,action_area_fraction,R0_L1|weighted_q|raw|setwise|1.0,600,0.009055982275723795
1.9599639845400536,interaction:R0_L1:raw:scene_isotonic,0.001252,1,method_selector_contrast,0.0006954031923422613,0.0005565968076577388,action_area_fraction,weighted_selector_contrast,600,0.0018085968076577389
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:tilewise,0.0006744888888888887,1,R0_L1|scene_isotonic|raw|tilewise|1.0,4.1823504305448715e-05,0.00063266538458344,risk_margin,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0013071542734723286
1.9599639845400536,risk_target:R0_L1:raw:scene_isotonic:setwise,0.0010599555555555556,1,R0_L1|scene_isotonic|raw|setwise|1.0,0.0002153569066827034,0.0008445986488728522,risk_margin,R0_L1|weighted_q|raw|setwise|1.0,600,0.0019045542044284077
1.9599639845400536,interaction:R0_L1:raw:scene_isotonic,0.00038546666666666675,1,method_selector_contrast,6.626219405059155e-05,0.0003192044726160752,risk_margin,weighted_selector_contrast,600,0.0007046711392827419
1.9599639845400536,risk_target:R0_L1:raw:parent_upper:tilewise,-0.007565438474094259,1,R0_L1|parent_upper|raw|tilewise|1.0,-0.016703451975235692,0.009138013501141433,gain_db,R0_L1|weighted_q|raw|tilewise|1.0,600,0.0015725750270471732
1.9599639845400536,risk_target:R0_L1:raw:parent_upper:setwise,-0.01643548751909126,1,R0_L1|parent_upper|raw|setwise|1.0,-0.03485141501777285,0.01841592749868159,gain_db,R0_L1|weighted_q|raw|setwise|1.0,600,0.0019804399795903295
1.9599639845400536,interaction:R0_L1:raw:parent_upper,-0.008870049044997002,1,method_selector_contrast,-0.018610238447723772,0.00974018940272677,gain_db,weighted_selector_contrast,600,0.0008701403577297678
