action_area,action_area_lower,action_area_upper,active_scene,active_scene_lower,active_scene_upper,area_cap,cell,gain_db,gain_lower,gain_upper,learner,material_scene,material_scene_lower,material_scene_upper,representation,risk_margin,risk_margin_upper,risk_method,scene_count,selected_harm,selected_harm_lower,selected_harm_upper,selector,utility_method
0.0003033449194240058,0.0001872074543666784,0.00041948238448133316,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.01,R0_L0,0.001480813772973233,-0.0010050477627154997,0.003966675308661966,L0,0.021666666666666667,0.012705084440711785,0.036714276195728555,R0,5.266666666666666e-05,0.00011592469973841635,deweighted_probability,600,0.23809523809523808,0.0691929544547118,0.40699752173576437,setwise,parent_lower
0.0007150273100708708,0.0004529954118751246,0.000977059208266617,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.02,R0_L0,0.005026920676051539,-1.5850598925706318e-05,0.010069691951028786,L0,0.03166666666666667,0.020364911485651817,0.04892721513051452,R0,0.00010504444444444444,0.00023510610579059109,deweighted_probability,600,0.2222222222222222,0.08242682814023125,0.36201761630421314,setwise,parent_lower
0.0014065815013767887,0.0008765737012527059,0.0019365893015008714,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.05,R0_L0,0.012092855725666296,0.002132881503904085,0.022052829947428507,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.0002524444444444445,0.0005465546898001225,deweighted_probability,600,0.23234916559691912,0.09020753297517894,0.37449079821865927,setwise,parent_lower
0.0021234144359680404,0.0012713169412285118,0.0029755119307075693,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.1,R0_L0,0.019059001848382107,0.0033297140655847816,0.03478828963117943,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.00039231111111111104,0.0008900502263081245,deweighted_probability,600,0.23129251700680273,0.07645901569373723,0.38612601831986826,setwise,parent_lower
0.00276260551618291,0.001542118649674538,0.003983092382691282,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.2,R0_L0,0.023835033970862275,0.004122696038784603,0.043547371902939946,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.0006285777777777776,0.0014454130240575617,deweighted_probability,600,0.25882352941176473,0.0752940749839067,0.44235298383962274,setwise,parent_lower
0.0029865029567101523,0.0015832008715619963,0.004389805041858309,0.05333333333333334,0.038029103590111496,0.07432068264879448,1.0,R0_L0,0.024582761872754048,0.0035801175322413316,0.04558540621326676,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.0007661777777777777,0.0018214555841693323,deweighted_probability,600,0.2781136638452237,0.06525509977419852,0.49097222791624884,setwise,parent_lower
0.0016900645510766036,0.0009180460504945989,0.0024620830516586083,0.05333333333333334,0.038029103590111496,0.07432068264879448,1.0,R0_L0,0.014471723523947792,0.0012346618451201195,0.027708785202775463,L0,0.035,0.02300435047600506,0.052912031466736606,R0,0.0003868222222222222,0.000968469869548409,deweighted_probability,600,0.2564102564102564,0.04410604276460672,0.46871447005590605,tilewise,parent_lower
0.0003033449194240058,0.0001872074543666784,0.00041948238448133316,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.01,R0_L0,0.001480813772973233,-0.0010050477627154997,0.003966675308661966,L0,0.021666666666666667,0.012705084440711785,0.036714276195728555,R0,5.266666666666666e-05,0.00011592469973841635,deweighted_probability,600,0.23809523809523808,0.0691929544547118,0.40699752173576437,setwise,raw
0.0007150273100708708,0.0004529954118751246,0.000977059208266617,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.02,R0_L0,0.005026920676051539,-1.5850598925706318e-05,0.010069691951028786,L0,0.03166666666666667,0.020364911485651817,0.04892721513051452,R0,0.00010504444444444444,0.00023510610579059109,deweighted_probability,600,0.2222222222222222,0.08242682814023125,0.36201761630421314,setwise,raw
0.0014156096239786935,0.00088220247206095,0.001949016775896437,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.05,R0_L0,0.012101491380749977,0.0021428627753638484,0.022060119986136106,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.0002564444444444445,0.0005501475140367133,deweighted_probability,600,0.23341836734693877,0.09251173751299388,0.37432499718088363,setwise,raw
0.0021234144359680404,0.0012713169412285118,0.0029755119307075693,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.1,R0_L0,0.019059001848382107,0.0033297140655847816,0.03478828963117943,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.00039231111111111104,0.0008900502263081245,deweighted_probability,600,0.23129251700680273,0.07645901569373723,0.38612601831986826,setwise,raw
0.0027644111407032906,0.001542653765031344,0.003986168516375238,0.05333333333333334,0.038029103590111496,0.07432068264879448,0.2,R0_L0,0.023835555098503845,0.004122911489435933,0.04354819870757176,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.000628311111111111,0.0014451893774632988,deweighted_probability,600,0.25865447419986937,0.07516413953251505,0.4421448088672237,setwise,raw
0.0029865029567101523,0.0015832008715619963,0.004389805041858309,0.05333333333333334,0.038029103590111496,0.07432068264879448,1.0,R0_L0,0.024582761872754048,0.0035801175322413316,0.04558540621326676,L0,0.03666666666666667,0.02433689597569074,0.054891613630338586,R0,0.0007661777777777777,0.0018214555841693323,deweighted_probability,600,0.2781136638452237,0.06525509977419852,0.49097222791624884,setwise,raw
0.0016900645510766036,0.0009180460504945989,0.0024620830516586083,0.05333333333333334,0.038029103590111496,0.07432068264879448,1.0,R0_L0,0.014471723523947792,0.0012346618451201195,0.027708785202775463,L0,0.035,0.02300435047600506,0.052912031466736606,R0,0.0003868222222222222,0.000968469869548409,deweighted_probability,600,0.2564102564102564,0.04410604276460672,0.46871447005590605,tilewise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.01,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.02,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
