action_area,action_area_lower,action_area_upper,active_scene,active_scene_lower,active_scene_upper,area_cap,cell,gain_db,gain_lower,gain_upper,learner,material_scene,material_scene_lower,material_scene_upper,representation,risk_margin,risk_margin_upper,risk_method,scene_count,selected_harm,selected_harm_lower,selected_harm_upper,selector,utility_method
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.05,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.1,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.2,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,1.0,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,1.0,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,tilewise,parent_lower
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.01,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.02,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.05,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.1,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,0.2,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,1.0,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,setwise,raw
0.0,0.0,0.0,0.0,0.0,0.006361701013700707,1.0,R0_L0,0.0,0.0,0.0,L0,0.0,0.0,0.006361701013700707,R0,0.0,0.0,parent_upper,600,,,,tilewise,raw
0.00033042928722972056,0.00020483581007294785,0.0004560227643864933,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.01,R0_L0,0.00130572344716505,-0.0008235730475123725,0.003435019941842472,L0,0.02,0.01147717862704353,0.03463005434610916,R0,6.057777777777778e-05,0.0001260083889824753,scene_isotonic,600,0.25136612021857924,0.0928212287305514,0.40991101170660704,setwise,parent_lower
0.0006644698235002031,0.00041410499743629105,0.0009148346495641152,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.02,R0_L0,0.002195726400735717,-0.0030878952013215348,0.007479348002792969,L0,0.02666666666666667,0.016479809814389863,0.042875933811913486,R0,0.00011302222222222222,0.0002487208755461971,scene_isotonic,600,0.2391304347826087,0.07867591468978422,0.3995849548754332,setwise,parent_lower
0.0013560240148061211,0.000818926242528818,0.0018931217870834243,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.05,R0_L0,0.007270622016597714,-0.0020362308836437623,0.01657747491683919,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.00022704444444444444,0.0005086283793877905,scene_isotonic,600,0.23302263648468707,0.0748471471356578,0.3911981258337164,setwise,parent_lower
0.0021161919378865166,0.001243117057909373,0.0029892668178636604,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.1,R0_L0,0.014492927328931397,-0.0004707092559113526,0.029456563913774145,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0004074888888888889,0.0009327032193429316,scene_isotonic,600,0.24232081911262798,0.07667694689105942,0.40796469133419655,setwise,parent_lower
0.0028239967498758633,0.001558486260177565,0.004089507239574162,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.2,R0_L0,0.020188105293627027,0.001044378689747421,0.039331831897506636,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0006656222222222222,0.0014674996733886618,scene_isotonic,600,0.26854219948849106,0.09036922991557336,0.44671516906140873,setwise,parent_lower
0.0031201191712183452,0.0016047240082952114,0.004635514334141479,0.051666666666666666,0.03663474390730751,0.07240291466831078,1.0,R0_L0,0.02424355531413344,0.0021219384660167914,0.04636517216225009,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0006218888888888888,0.0014334344889065504,scene_isotonic,600,0.24305555555555555,0.06829861758643824,0.41781249352467287,setwise,parent_lower
0.0014806121067124092,0.000785038583764774,0.0021761856296600443,0.051666666666666666,0.03663474390730751,0.07240291466831078,1.0,R0_L0,0.012166845571536977,0.00020303427995998352,0.02413065686311397,L0,0.03,0.01905925662590196,0.046920742326976704,R0,0.00031262222222222226,0.0007844459622828759,scene_isotonic,600,0.24390243902439024,0.042010143666924266,0.44579473438185624,tilewise,parent_lower
0.00033042928722972056,0.00020483581007294785,0.0004560227643864933,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.01,R0_L0,0.00130572344716505,-0.0008235730475123725,0.003435019941842472,L0,0.02,0.01147717862704353,0.03463005434610916,R0,6.057777777777778e-05,0.0001260083889824753,scene_isotonic,600,0.25136612021857924,0.0928212287305514,0.40991101170660704,setwise,raw
0.0006644698235002031,0.00041410499743629105,0.0009148346495641152,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.02,R0_L0,0.002195726400735717,-0.0030878952013215348,0.007479348002792969,L0,0.02666666666666667,0.016479809814389863,0.042875933811913486,R0,0.00011302222222222222,0.0002487208755461971,scene_isotonic,600,0.2391304347826087,0.07867591468978422,0.3995849548754332,setwise,raw
0.001361440888367264,0.0008223149549241175,0.0019005668218104108,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.05,R0_L0,0.0072849234871715084,-0.002023393774615582,0.0165932407489586,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.00022624444444444447,0.0005077630218647479,scene_isotonic,600,0.23209549071618038,0.0745007876889068,0.3896901937434539,setwise,raw
0.0021198031869272783,0.0012449970826297033,0.0029946092912248533,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.1,R0_L0,0.014506852298725104,-0.0004575870244398778,0.029471291621890085,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0004069555555555555,0.0009320693741793924,scene_isotonic,600,0.24190800681431004,0.07654948679497253,0.40726652683364756,setwise,raw
0.002825802374396244,0.001559066882527647,0.004092537866264841,0.051666666666666666,0.03663474390730751,0.07240291466831078,0.2,R0_L0,0.020188614162231458,0.0010445972085272384,0.03933263111593568,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0006653555555555555,0.0014672769082249013,scene_isotonic,600,0.268370607028754,0.09022807231380392,0.44651314174370405,setwise,raw
0.003116507922177583,0.0016040306482381216,0.004628985196117045,0.051666666666666666,0.03663474390730751,0.07240291466831078,1.0,R0_L0,0.024247392958498225,0.0021228202311802773,0.04637196568581617,L0,0.03333333333333333,0.021680161456561074,0.050924092822892925,R0,0.0006224222222222221,0.0014338458338004599,scene_isotonic,600,0.24333719582850522,0.06851712226305628,0.41815726939395415,setwise,raw
0.0014806121067124092,0.000785038583764774,0.0021761856296600443,0.051666666666666666,0.03663474390730751,0.07240291466831078,1.0,R0_L0,0.012166845571536977,0.00020303427995998352,0.02413065686311397,L0,0.03,0.01905925662590196,0.046920742326976704,R0,0.00031262222222222226,0.0007844459622828759,scene_isotonic,600,0.24390243902439024,0.042010143666924266,0.44579473438185624,tilewise,raw
8.305872793752539e-05,2.4435404948485042e-05,0.00014168205092656574,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.01,R0_L0,0.0006407320068751021,-0.0007033095897256827,0.001984773603475887,L0,0.005,0.001701877658278012,0.014596206345285686,R0,2.1266666666666667e-05,5.435189479291512e-05,scene_platt,600,0.2608695652173913,0.0,0.536371194682311,setwise,parent_lower
0.00021306369340495644,6.962074318693975e-05,0.0003565066436229731,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.02,R0_L0,0.0014480229503303801,-0.0016814414799380959,0.004577487380598856,L0,0.006666666666666667,0.002595501251514863,0.017014710415336504,R0,5.6933333333333326e-05,0.00014094847710283557,scene_platt,600,0.2711864406779661,0.012636340484506292,0.5297365408714259,setwise,parent_lower
0.00044057238297296077,0.0001264366957008247,0.0007547080702450968,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.05,R0_L0,0.004686450099754267,-0.002217677292825713,0.011590577492334248,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,9.142222222222222e-05,0.0002451785155916246,scene_platt,600,0.22950819672131148,0.0,0.471713955532154,setwise,parent_lower
0.0006030785898072495,0.00015565623898313347,0.0010505009406313656,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.1,R0_L0,0.008403639185231527,-0.0022808115571986594,0.019088089927661714,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,6.742222222222222e-05,0.00022832090943404203,scene_platt,600,0.16766467065868262,0.0,0.3619104104906421,setwise,parent_lower
0.0007186385591116327,0.00014417385129269578,0.0012931032669305695,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.2,R0_L0,0.010749280198597761,-0.002169539759380003,0.023668100156575528,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,5.0355555555555554e-05,0.00021988557186089535,scene_platt,600,0.1407035175879397,0.0,0.31372312258207313,setwise,parent_lower
0.0007186385591116327,0.00014417385129269578,0.0012931032669305695,0.016666666666666666,0.009077730463651758,0.030405247182925598,1.0,R0_L0,0.010749280198597761,-0.002169539759380003,0.023668100156575528,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,5.0355555555555554e-05,0.00021988557186089535,scene_platt,600,0.1407035175879397,0.0,0.31372312258207313,setwise,parent_lower
0.0003936261454430551,6.92219522528044e-05,0.0007180303386333058,0.016666666666666666,0.009077730463651758,0.030405247182925598,1.0,R0_L0,0.006392124451606258,-0.0019981188864974762,0.014782367789709993,L0,0.006666666666666667,0.002595501251514863,0.017014710415336504,R0,3.026666666666667e-05,0.00012520307325218614,scene_platt,600,0.14678899082568808,0.0,0.3263212343314172,tilewise,parent_lower
8.305872793752539e-05,2.4435404948485042e-05,0.00014168205092656574,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.01,R0_L0,0.0006407320068751021,-0.0007033095897256827,0.001984773603475887,L0,0.005,0.001701877658278012,0.014596206345285686,R0,2.1266666666666667e-05,5.435189479291512e-05,scene_platt,600,0.2608695652173913,0.0,0.536371194682311,setwise,raw
0.00021306369340495644,6.962074318693975e-05,0.0003565066436229731,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.02,R0_L0,0.0014480229503303801,-0.0016814414799380959,0.004577487380598856,L0,0.006666666666666667,0.002595501251514863,0.017014710415336504,R0,5.6933333333333326e-05,0.00014094847710283557,scene_platt,600,0.2711864406779661,0.012636340484506292,0.5297365408714259,setwise,raw
0.00044057238297296077,0.0001264366957008247,0.0007547080702450968,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.05,R0_L0,0.004686450099754267,-0.002217677292825713,0.011590577492334248,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,9.142222222222222e-05,0.0002451785155916246,scene_platt,600,0.22950819672131148,0.0,0.471713955532154,setwise,raw
0.0006030785898072495,0.00015565623898313347,0.0010505009406313656,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.1,R0_L0,0.008403639185231527,-0.0022808115571986594,0.019088089927661714,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,6.742222222222222e-05,0.00022832090943404203,scene_platt,600,0.16766467065868262,0.0,0.3619104104906421,setwise,raw
0.0007186385591116327,0.00014417385129269578,0.0012931032669305695,0.016666666666666666,0.009077730463651758,0.030405247182925598,0.2,R0_L0,0.010749280198597761,-0.002169539759380003,0.023668100156575528,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,5.0355555555555554e-05,0.00021988557186089535,scene_platt,600,0.1407035175879397,0.0,0.31372312258207313,setwise,raw
0.0007186385591116327,0.00014417385129269578,0.0012931032669305695,0.016666666666666666,0.009077730463651758,0.030405247182925598,1.0,R0_L0,0.010749280198597761,-0.002169539759380003,0.023668100156575528,L0,0.008333333333333333,0.0035646039280112004,0.019357735402127832,R0,5.0355555555555554e-05,0.00021988557186089535,scene_platt,600,0.1407035175879397,0.0,0.31372312258207313,setwise,raw
0.0003936261454430551,6.92219522528044e-05,0.0007180303386333058,0.016666666666666666,0.009077730463651758,0.030405247182925598,1.0,R0_L0,0.006392124451606258,-0.0019981188864974762,0.014782367789709993,L0,0.006666666666666667,0.002595501251514863,0.017014710415336504,R0,3.026666666666667e-05,0.00012520307325218614,scene_platt,600,0.14678899082568808,0.0,0.3263212343314172,tilewise,raw
5.777998465219158e-05,4.916021641554588e-06,0.00011064394766282857,0.01,0.004590922177703894,0.0216435448157228,0.01,R0_L0,0.00018053451790792902,-0.0009704474915059784,0.0013315165273218364,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,1.4333333333333334e-05,4.138411555789808e-05,weighted_q,600,0.25,0.0,0.5857538134699627,setwise,parent_lower
0.00011555996930438316,1.1715765963108497e-05,0.00021940417264565784,0.01,0.004590922177703894,0.0216435448157228,0.02,R0_L0,0.0004589899882797573,-0.0021716393387455125,0.0030896193153050274,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,2.8155555555555556e-05,8.86037787247234e-05,weighted_q,600,0.25,0.0,0.6047992803073007,setwise,parent_lower
0.00018417370107886064,1.433535973630493e-05,0.0003540120424214163,0.01,0.004590922177703894,0.0216435448157228,0.05,R0_L0,0.0007470820147193341,-0.004050676960591912,0.00554484099003058,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,5.002222222222222e-05,0.00016618878888542574,weighted_q,600,0.27450980392156865,0.0,0.6783232442236595,setwise,parent_lower
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,0.1,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,parent_lower
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,0.2,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,parent_lower
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,1.0,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,parent_lower
0.00014444996163047894,1.3322796859282761e-05,0.0002755771264016751,0.01,0.004590922177703894,0.0216435448157228,1.0,R0_L0,0.0007576027348550042,-0.0031285866472078793,0.004643792116917888,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,3.404444444444445e-05,0.00011324130063968976,weighted_q,600,0.25,0.0,0.6153396473685727,tilewise,parent_lower
5.777998465219158e-05,4.916021641554588e-06,0.00011064394766282857,0.01,0.004590922177703894,0.0216435448157228,0.01,R0_L0,0.00018053451790792902,-0.0009704474915059784,0.0013315165273218364,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,1.4333333333333334e-05,4.138411555789808e-05,weighted_q,600,0.25,0.0,0.5857538134699627,setwise,raw
0.00011555996930438316,1.1715765963108497e-05,0.00021940417264565784,0.01,0.004590922177703894,0.0216435448157228,0.02,R0_L0,0.0004589899882797573,-0.0021716393387455125,0.0030896193153050274,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,2.8155555555555556e-05,8.86037787247234e-05,weighted_q,600,0.25,0.0,0.6047992803073007,setwise,raw
0.00018417370107886064,1.433535973630493e-05,0.0003540120424214163,0.01,0.004590922177703894,0.0216435448157228,0.05,R0_L0,0.0007470820147193341,-0.004050676960591912,0.00554484099003058,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,5.002222222222222e-05,0.00016618878888542574,weighted_q,600,0.27450980392156865,0.0,0.6783232442236595,setwise,raw
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,0.1,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,raw
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,0.2,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,raw
0.00020945244436419447,4.957672795058069e-06,0.0004139472159333309,0.01,0.004590922177703894,0.0216435448157228,1.0,R0_L0,0.0018309726567911574,-0.004679124740748055,0.008341070054330369,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,4.628888888888889e-05,0.0001636790678754035,weighted_q,600,0.2413793103448276,0.0,0.6198996455232386,setwise,raw
0.00014444996163047894,1.3322796859282761e-05,0.0002755771264016751,0.01,0.004590922177703894,0.0216435448157228,1.0,R0_L0,0.0007576027348550042,-0.0031285866472078793,0.004643792116917888,L0,0.0033333333333333335,0.0009145966868046472,0.012071359653471392,R0,3.404444444444445e-05,0.00011324130063968976,weighted_q,600,0.25,0.0,0.6153396473685727,tilewise,raw
0.0004875186205028664,0.00034359774913428353,0.0006314394918714493,0.085,0.06524029664442157,0.11003991519695003,0.01,R0_L1,0.002378561003011813,-0.00042828247560708615,0.005185404481630712,L1,0.043333333333333335,0.029740998134782662,0.06273602212439733,R0,0.0001338888888888889,0.00021976188766286483,deweighted_probability,600,0.3037037037037037,0.17750810540320341,0.429899302004204,setwise,parent_lower
0.0011844896853699274,0.0008543715274727735,0.0015146078432670814,0.085,0.06524029664442157,0.11003991519695003,0.02,R0_L1,0.006526685369303425,-6.348284425386486e-05,0.013116853582860714,L1,0.051666666666666666,0.03663474390730751,0.07240291466831078,R0,0.0003269333333333334,0.0005335797643460966,deweighted_probability,600,0.3079268292682927,0.19076397603182366,0.4250896825047617,setwise,parent_lower
0.002594682435787478,0.0018409666134863829,0.003348398258088573,0.085,0.06524029664442157,0.11003991519695003,0.05,R0_L1,0.015441342493992307,0.0005514479314501965,0.03033123705653442,L1,0.05333333333333334,0.038029103590111496,0.07432068264879448,R0,0.0007308444444444445,0.0011767250817020204,deweighted_probability,600,0.3221990257480863,0.20340715590460412,0.44099089559156845,setwise,parent_lower
0.004234189500293414,0.002923256787012718,0.005545122213574109,0.085,0.06524029664442157,0.11003991519695003,0.1,R0_L1,0.030012935100169925,0.008309303379041167,0.05171656682129869,L1,0.055,0.03942813848636002,0.07623377541583361,R0,0.0010891555555555556,0.0018280704041815474,deweighted_probability,600,0.3049040511727079,0.18078972424143464,0.4290183781039812,setwise,parent_lower
0.005635354128109059,0.0037827767127475804,0.007487931543470538,0.085,0.06524029664442157,0.11003991519695003,0.2,R0_L1,0.0416222698408358,0.013136548730900179,0.07010799095077141,L1,0.055,0.03942813848636002,0.07623377541583361,R0,0.0015608,0.0026879430859873994,deweighted_probability,600,0.3111182313361102,0.1803614903275699,0.44187497234465056,setwise,parent_lower
0.007072631246332325,0.004402396268166714,0.009742866224497937,0.085,0.06524029664442157,0.11003991519695003,1.0,R0_L1,0.05295278048759188,0.01588050828841385,0.09002505268676991,L1,0.055,0.03942813848636002,0.07623377541583361,R0,0.0019085333333333332,0.0035291420572540638,deweighted_probability,600,0.30150625478682663,0.15273230517966296,0.4502802043939903,setwise,parent_lower
0.004333498848914368,0.002616223544984736,0.0060507741528440006,0.085,0.06524029664442157,0.11003991519695003,1.0,R0_L1,0.03502363135691478,0.009342646753275907,0.060704615960553654,L1,0.055,0.03942813848636002,0.07623377541583361,R0,0.0010481111111111112,0.0021174627351106326,deweighted_probability,600,0.2833333333333333,0.12100361290742134,0.4456630537592453,tilewise,parent_lower
0.0004875186205028664,0.00034359774913428353,0.0006314394918714493,0.085,0.06524029664442157,0.11003991519695003,0.01,R0_L1,0.002378561003011813,-0.00042828247560708615,0.005185404481630712,L1,0.043333333333333335,0.029740998134782662,0.06273602212439733,R0,0.0001338888888888889,0.00021976188766286483,deweighted_probability,600,0.3037037037037037,0.17750810540320341,0.429899302004204,setwise,raw
