variant,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_monotonic_pairs,need_monotonic_valid_pairs,safe_global_points,safe_p90_points,selected_threshold,selected_coverage,selected_recall,selected_precision,selected_false_global,selected_false_p90,selected_false_p95,selected_low_density_high_recall,raw66_coverage,raw66_false_global,hard_negative_top5_mean
d7c_mc_hn_ordinal,0.5635659648529413,0.531993302095937,0.8527028588938265,0.6524008421846383,4,4,26,19,0.5747595017155012,0.3027197265625,0.4602103337555827,0.6465501018866504,0.013934272061003485,0.08653846153846154,0.2222222222222222,0.11603662980449317,0.09730753580729166,0.00034429224035423847,0.5605277419090271
d7c_mc_topk_hn_ordinal,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,4,4,26,26,0.5773006677627563,0.3026953125,0.44929659126135196,0.631268281928851,0.0029743024097268933,0.02459016393442623,0.047619047619047616,0.03696025132065564,0.128935546875,9.563673343173291e-05,0.541951060295105
d7c_shuffled_mc_topk,0.23826335067424725,0.23968679564870915,0.6593125551953632,0.5029201612286642,4,4,23,23,0.53379887342453,0.30112630208333335,0.37382940615922755,0.5279725098912503,0.0,0.0,0.0,9.053337739291033e-05,0.0,0.0,0.4955919682979584
