name,input_h,input_w,gt_h,gt_w,psnr,ssim,seconds
1405_10.png,460,620,460,620,38.92672771,0.99562979,0.02036023
1405_2.png,460,620,460,620,42.38334689,0.99818361,0.02329397
1405_3.png,460,620,460,620,41.97948087,0.99801433,0.02043319
1405_4.png,460,620,460,620,41.39754795,0.99774027,0.02062345
1405_5.png,460,620,460,620,41.03253530,0.99739110,0.02072477
1405_6.png,460,620,460,620,40.20553427,0.99707502,0.02076578
1405_7.png,460,620,460,620,39.45118948,0.99659240,0.02138519
1405_8.png,460,620,460,620,39.84380212,0.99647635,0.02098680
1405_9.png,460,620,460,620,39.28108596,0.99608076,0.02100134
1406_1.png,460,620,460,620,43.91855772,0.99806398,0.02104306
1406_10.png,460,620,460,620,36.92845327,0.99307680,0.02124095
1406_2.png,460,620,460,620,42.93396638,0.99770725,0.02159500
1406_3.png,460,620,460,620,42.03331319,0.99732369,0.02112579
1406_4.png,460,620,460,620,40.77438011,0.99672687,0.02156115
1406_5.png,460,620,460,620,39.69303230,0.99631488,0.02126861
1406_6.png,460,620,460,620,39.37785187,0.99580812,0.02118182
1406_7.png,460,620,460,620,38.80248120,0.99522632,0.02124405
1406_8.png,460,620,460,620,37.89128545,0.99443948,0.02116799
1406_9.png,460,620,460,620,37.34918852,0.99372423,0.02203393
1407_1.png,460,620,460,620,45.34798588,0.99860120,0.02125502
1407_10.png,460,620,460,620,40.39822420,0.99533576,0.02121401
1407_2.png,460,620,460,620,44.46558006,0.99836820,0.02079177
1407_3.png,460,620,460,620,44.17011129,0.99808615,0.02079678
1407_4.png,460,620,460,620,43.71459619,0.99787426,0.02097702
1407_5.png,460,620,460,620,43.13756172,0.99733829,0.02100301
1407_6.png,460,620,460,620,42.49652042,0.99709690,0.02079177
1407_7.png,460,620,460,620,41.82756595,0.99665278,0.02134085
1407_8.png,460,620,460,620,41.56643629,0.99634206,0.02120996
1407_9.png,460,620,460,620,41.00291691,0.99571097,0.02157521
1408_1.png,460,620,460,620,45.66573682,0.99881506,0.02102566
1408_10.png,460,620,460,620,40.54589426,0.99663371,0.02089477
1408_2.png,460,620,460,620,44.53382959,0.99861479,0.02071929
1408_3.png,460,620,460,620,43.80306384,0.99839640,0.02065325
1408_4.png,460,620,460,620,42.98086940,0.99822521,0.02028251
1408_5.png,460,620,460,620,42.88708546,0.99794698,0.02050352
1408_6.png,460,620,460,620,42.30007349,0.99771613,0.02019763
1408_7.png,460,620,460,620,41.72745745,0.99740499,0.02164292
1408_8.png,460,620,460,620,41.27073771,0.99709511,0.02036285
1408_9.png,460,620,460,620,40.78156443,0.99672383,0.02012110
1409_1.png,460,620,460,620,43.29492102,0.99844444,0.02049899
1409_10.png,460,620,460,620,38.43541575,0.99483585,0.02033162
1409_2.png,460,620,460,620,43.00101922,0.99825227,0.02011514
1409_3.png,460,620,460,620,42.17530725,0.99788654,0.02013040
1409_4.png,460,620,460,620,41.41492870,0.99751061,0.01996255
1409_5.png,460,620,460,620,40.96625415,0.99706984,0.02032590
1409_6.png,460,620,460,620,40.07931029,0.99665666,0.01996827
1409_7.png,460,620,460,620,39.63531147,0.99634928,0.01981139
1409_8.png,460,620,460,620,39.23089870,0.99581718,0.01961946
1409_9.png,460,620,460,620,38.79575123,0.99545574,0.02059698
1410_1.png,460,620,460,620,43.73064155,0.99816650,0.02082705
1410_10.png,460,620,460,620,38.35861794,0.99407113,0.02066231
1410_2.png,460,620,460,620,43.61322757,0.99808949,0.02048731
1410_3.png,460,620,460,620,41.73552477,0.99752605,0.02040172
1410_4.png,460,620,460,620,41.54011524,0.99722278,0.02051950
1410_5.png,460,620,460,620,40.72087073,0.99676502,0.02050090
1410_6.png,460,620,460,620,39.84378737,0.99622595,0.02046633
1410_7.png,460,620,460,620,39.51856913,0.99570334,0.02070093
1410_8.png,460,620,460,620,39.12877413,0.99522662,0.02124190
1410_9.png,460,620,460,620,38.78923851,0.99447227,0.02149749
1411_1.png,460,620,460,620,44.33175033,0.99737716,0.02083516
1411_10.png,460,620,460,620,38.13130037,0.99416625,0.02106214
1411_2.png,460,620,460,620,42.92478888,0.99708939,0.02082515
1411_3.png,460,620,460,620,42.19747706,0.99656630,0.02063370
1411_4.png,460,620,460,620,42.00009387,0.99603432,0.02054644
1411_5.png,460,620,460,620,41.41120529,0.99641645,0.02047443
1411_6.png,460,620,460,620,40.16744589,0.99595511,0.02303910
1411_7.png,460,620,460,620,39.67242082,0.99535388,0.02127600
1411_8.png,460,620,460,620,39.40007024,0.99508297,0.02107191
1411_9.png,460,620,460,620,39.08886287,0.99482727,0.02078414
1412_1.png,460,620,460,620,41.07177243,0.99703848,0.02162385
1412_10.png,460,620,460,620,35.19220531,0.99096078,0.02077436
1412_2.png,460,620,460,620,39.58535266,0.99653643,0.02099919
1412_3.png,460,620,460,620,39.00187028,0.99596548,0.02116919
1412_4.png,460,620,460,620,37.74946030,0.99502581,0.02148485
1412_5.png,460,620,460,620,37.30843883,0.99456567,0.02607822
1412_6.png,460,620,460,620,36.87950029,0.99383682,0.02201152
1412_7.png,460,620,460,620,36.62165885,0.99297893,0.02171206
1412_8.png,460,620,460,620,36.06372526,0.99209964,0.02169919
1412_9.png,460,620,460,620,34.97808637,0.99123895,0.02247715
1413_1.png,460,620,460,620,42.99574707,0.99744666,0.02143669
1413_10.png,460,620,460,620,37.73607269,0.99096751,0.03069901
1413_2.png,460,620,460,620,41.65665305,0.99693882,0.02156115
1413_3.png,460,620,460,620,41.35908489,0.99642175,0.02161884
1413_4.png,460,620,460,620,40.73764661,0.99584168,0.02299380
1413_5.png,460,620,460,620,40.31658468,0.99521846,0.02522683
1413_6.png,460,620,460,620,39.68598081,0.99445695,0.02194715
1413_7.png,460,620,460,620,39.10266305,0.99382889,0.02159643
1413_8.png,460,620,460,620,38.36767582,0.99279255,0.02138233
1413_9.png,460,620,460,620,38.32624133,0.99201095,0.02367210
1414_1.png,460,620,460,620,45.55816769,0.99840426,0.02319765
1414_10.png,460,620,460,620,40.09444457,0.99435055,0.02268267
1414_2.png,460,620,460,620,44.88827350,0.99792612,0.02096772
1414_3.png,460,620,460,620,43.95863497,0.99736655,0.02154541
1414_4.png,460,620,460,620,43.52810388,0.99695456,0.02108502
1414_5.png,460,620,460,620,42.85220791,0.99688721,0.02286553
1414_6.png,460,620,460,620,42.08119809,0.99614727,0.02242565
1414_7.png,460,620,460,620,41.56264859,0.99582100,0.02163363
1414_8.png,460,620,460,620,40.95165429,0.99519455,0.02131271
1414_9.png,460,620,460,620,40.61408826,0.99480814,0.02146888
1415_1.png,460,620,460,620,45.57697961,0.99802518,0.02139449
1415_10.png,460,620,460,620,40.50067063,0.99429595,0.02185774
1415_2.png,460,620,460,620,45.16029492,0.99778998,0.02328277
1415_3.png,460,620,460,620,44.93577533,0.99750853,0.02595234
1415_4.png,460,620,460,620,43.85528331,0.99712181,0.02148676
1415_5.png,460,620,460,620,43.04559952,0.99656600,0.02129889
1415_6.png,460,620,460,620,42.72370936,0.99626082,0.02121997
1415_7.png,460,620,460,620,42.31907990,0.99584073,0.02149487
1415_8.png,460,620,460,620,41.40473673,0.99532926,0.02129149
1415_9.png,460,620,460,620,40.96728719,0.99479222,0.02123547
1416_1.png,460,620,460,620,42.33031974,0.99841946,0.02173305
1416_10.png,460,620,460,620,37.57059461,0.99556923,0.02118731
1416_2.png,460,620,460,620,41.51539392,0.99813193,0.02240086
1416_3.png,460,620,460,620,40.37049466,0.99773705,0.02109265
1416_4.png,460,620,460,620,40.23243284,0.99747169,0.02108979
1416_5.png,460,620,460,620,39.84197878,0.99726409,0.02102971
1416_6.png,460,620,460,620,39.50863269,0.99698305,0.02143264
1416_7.png,460,620,460,620,38.31120086,0.99660152,0.02172756
1416_8.png,460,620,460,620,38.36905989,0.99622858,0.02136707
1416_9.png,460,620,460,620,37.92744884,0.99597305,0.02230406
1417_1.png,460,620,460,620,45.65485087,0.99908870,0.02131414
1417_10.png,460,620,460,620,41.00692549,0.99688667,0.02144885
1417_2.png,460,620,460,620,45.52026045,0.99890560,0.02143431
1417_3.png,460,620,460,620,44.54502631,0.99868715,0.02199841
1417_4.png,460,620,460,620,44.07276264,0.99848050,0.02148700
1417_5.png,460,620,460,620,42.76930725,0.99811387,0.02238679
1417_6.png,460,620,460,620,42.71726389,0.99810261,0.02258778
1417_7.png,460,620,460,620,42.92333632,0.99790621,0.02160025
1417_8.png,460,620,460,620,41.47796864,0.99763107,0.02358127
1417_9.png,460,620,460,620,41.13219640,0.99738646,0.02037621
1418_1.png,460,620,460,620,45.34464671,0.99873799,0.02059555
1418_10.png,460,620,460,620,40.62295014,0.99626517,0.02089190
1418_2.png,460,620,460,620,44.71316975,0.99849576,0.02043676
1418_3.png,460,620,460,620,44.13214250,0.99821889,0.02030420
1418_4.png,460,620,460,620,43.86805078,0.99795258,0.01995301
1418_5.png,460,620,460,620,43.29419345,0.99784160,0.02316284
1418_6.png,460,620,460,620,42.33574232,0.99745083,0.02021384
1418_7.png,460,620,460,620,42.23001003,0.99719226,0.02014613
1418_8.png,460,620,460,620,41.68753670,0.99697018,0.02003002
1418_9.png,460,620,460,620,41.50521833,0.99662817,0.02062893
1419_1.png,460,620,460,620,45.40234836,0.99901813,0.02010655
1419_10.png,460,620,460,620,41.28140228,0.99705160,0.02000976
1419_2.png,460,620,460,620,44.59287962,0.99885798,0.02112794
1419_3.png,460,620,460,620,43.76713737,0.99867499,0.02008128
1419_4.png,460,620,460,620,43.54463920,0.99844694,0.02020335
1419_5.png,460,620,460,620,42.92217151,0.99821889,0.02028465
1419_6.png,460,620,460,620,42.69695706,0.99806309,0.01996756
1419_7.png,460,620,460,620,42.19058568,0.99776977,0.02042484
1419_8.png,460,620,460,620,41.78329607,0.99757499,0.02216744
1419_9.png,460,620,460,620,41.28274575,0.99720132,0.02430129
1420_1.png,460,620,460,620,44.35985486,0.99861479,0.02300739
1420_10.png,460,620,460,620,38.75074045,0.99504292,0.02450418
1420_2.png,460,620,460,620,43.83260065,0.99828291,0.02236557
1420_3.png,460,620,460,620,43.00254301,0.99804580,0.02071786
1420_4.png,460,620,460,620,42.54646170,0.99774730,0.02105355
1420_5.png,460,620,460,620,42.15141558,0.99730432,0.02056694
1420_6.png,460,620,460,620,41.25750620,0.99701947,0.02033329
1420_7.png,460,620,460,620,41.14811725,0.99661940,0.02039790
1420_8.png,460,620,460,620,40.01816960,0.99617833,0.02039433
1420_9.png,460,620,460,620,39.97417848,0.99545622,0.02392435
1421_1.png,460,620,460,620,46.99112455,0.99860239,0.02297401
1421_10.png,460,620,460,620,40.87890197,0.99674296,0.02074790
1421_2.png,460,620,460,620,46.37118988,0.99850845,0.02082562
1421_3.png,460,620,460,620,45.38709593,0.99843347,0.02129793
1421_4.png,460,620,460,620,44.30067910,0.99819803,0.02091384
1421_5.png,460,620,460,620,43.54404901,0.99797475,0.02205729
1421_6.png,460,620,460,620,43.20013274,0.99780411,0.02310205
1421_7.png,460,620,460,620,43.13133370,0.99749231,0.02696824
1421_8.png,460,620,460,620,42.33534553,0.99726480,0.02084088
1421_9.png,460,620,460,620,41.62840459,0.99680614,0.02063036
1422_1.png,460,620,460,620,48.03287713,0.99644995,0.02081418
1422_10.png,460,620,460,620,42.73243206,0.99494362,0.02096987
1422_2.png,460,620,460,620,47.03161247,0.99680156,0.02146840
1422_3.png,460,620,460,620,46.36362899,0.99662703,0.02250862
1422_4.png,460,620,460,620,45.90901011,0.99675721,0.02115536
1422_5.png,460,620,460,620,44.91119546,0.99590302,0.02096391
1422_6.png,460,620,460,620,44.48186784,0.99596000,0.02088690
1422_7.png,460,620,460,620,44.49216839,0.99593687,0.02219510
1422_8.png,460,620,460,620,43.59823770,0.99572849,0.02390742
1422_9.png,460,620,460,620,43.38948525,0.99553514,0.02091646
1423_1.png,460,620,460,620,42.93864678,0.99732250,0.02298665
1423_10.png,460,620,460,620,40.31643497,0.99322438,0.02277946
1423_2.png,460,620,460,620,42.30923639,0.99699748,0.02172565
1423_3.png,460,620,460,620,42.02916126,0.99658525,0.02387571
1423_4.png,460,620,460,620,42.36580983,0.99655712,0.02237535
1423_5.png,460,620,460,620,41.37024482,0.99581039,0.02339005
1423_6.png,460,620,460,620,41.03282101,0.99538457,0.02722335
1423_7.png,460,620,460,620,41.08852169,0.99505484,0.02865124
1423_8.png,460,620,460,620,40.24503289,0.99429810,0.02846837
1423_9.png,460,620,460,620,40.99333151,0.99387550,0.02979326
1424_1.png,460,620,460,620,41.96710119,0.99819106,0.02867961
1424_10.png,460,620,460,620,37.07405706,0.99535149,0.02737451
1424_2.png,460,620,460,620,40.69516385,0.99801457,0.02942276
1424_3.png,460,620,460,620,40.14138802,0.99773145,0.02816582
1424_4.png,460,620,460,620,40.28028567,0.99737543,0.02719879
1424_5.png,460,620,460,620,39.66004193,0.99713194,0.02705336
1424_6.png,460,620,460,620,39.14997035,0.99676001,0.02720666
1424_7.png,460,620,460,620,38.35832540,0.99642348,0.02807546
1424_8.png,460,620,460,620,37.42251605,0.99614489,0.02745461
1424_9.png,460,620,460,620,36.62758406,0.99530786,0.02848601
1425_1.png,460,620,460,620,45.81430347,0.99796140,0.02800369
1425_10.png,460,620,460,620,40.09640613,0.99335188,0.02755141
1425_2.png,460,620,460,620,44.74671739,0.99762094,0.02731586
1425_3.png,460,620,460,620,44.35126360,0.99737823,0.02725315
1425_4.png,460,620,460,620,42.93569694,0.99678373,0.02796602
1425_5.png,460,620,460,620,43.00265669,0.99641132,0.02739239
1425_6.png,460,620,460,620,41.98881049,0.99578094,0.02682066
1425_7.png,460,620,460,620,41.56943523,0.99532974,0.02664423
1425_8.png,460,620,460,620,41.05664506,0.99459851,0.02671432
1425_9.png,460,620,460,620,40.83362941,0.99421668,0.03115177
1426_1.png,460,620,460,620,45.94657722,0.99787617,0.02664828
1426_10.png,460,620,460,620,41.53376863,0.99383295,0.02648568
1426_2.png,460,620,460,620,45.29402270,0.99760246,0.02738047
1426_3.png,460,620,460,620,44.82916509,0.99728596,0.02727628
1426_4.png,460,620,460,620,44.65131506,0.99674195,0.02593088
1426_5.png,460,620,460,620,43.43338999,0.99634802,0.02695704
1426_6.png,460,620,460,620,43.48878317,0.99607372,0.02659512
1426_7.png,460,620,460,620,43.06048093,0.99555671,0.02617979
1426_8.png,460,620,460,620,42.12406908,0.99476808,0.02614522
1426_9.png,460,620,460,620,42.28924704,0.99434900,0.02641797
1427_1.png,460,620,460,620,50.46025726,0.99786723,0.02631283
1427_10.png,460,620,460,620,44.82124482,0.99631828,0.02839351
1427_2.png,460,620,460,620,49.17819343,0.99799347,0.02780795
1427_3.png,460,620,460,620,49.08344562,0.99810594,0.02789283
1427_4.png,460,620,460,620,48.43189836,0.99816769,0.02916574
1427_5.png,460,620,460,620,47.90814421,0.99781740,0.02741170
1427_6.png,460,620,460,620,47.06707207,0.99758577,0.02717161
1427_7.png,460,620,460,620,46.71406874,0.99688381,0.02729654
1427_8.png,460,620,460,620,45.71750104,0.99737036,0.02764630
1427_9.png,460,620,460,620,45.26740111,0.99671954,0.02781582
1428_1.png,460,620,460,620,46.35041293,0.99775714,0.02837896
1428_10.png,460,620,460,620,42.01399421,0.99374121,0.02778220
1428_2.png,460,620,460,620,45.42957360,0.99734485,0.02826428
1428_3.png,460,620,460,620,45.17695361,0.99697655,0.02761769
1428_4.png,460,620,460,620,45.00464807,0.99670976,0.02745080
1428_5.png,460,620,460,620,44.62300854,0.99608624,0.02747703
1428_6.png,460,620,460,620,43.83003235,0.99582589,0.02791786
1428_7.png,460,620,460,620,43.38971823,0.99543756,0.02969861
1428_8.png,460,620,460,620,42.88767193,0.99476242,0.02719593
1428_9.png,460,620,460,620,42.77439645,0.99434942,0.02512598
1429_1.png,460,620,460,620,44.21112576,0.99725097,0.02509975
1429_10.png,460,620,460,620,40.06460252,0.99169540,0.02598977
1429_2.png,460,620,460,620,44.44316062,0.99723065,0.02564907
1429_3.png,460,620,460,620,44.35098484,0.99676144,0.02529955
1429_4.png,460,620,460,620,43.64702364,0.99614710,0.02611470
1429_5.png,460,620,460,620,43.12488500,0.99567908,0.02704072
1429_6.png,460,620,460,620,42.15773925,0.99498576,0.02622318
1429_7.png,460,620,460,620,41.79376114,0.99437898,0.02623773
1429_8.png,460,620,460,620,41.40213378,0.99333704,0.02691269
1429_9.png,460,620,460,620,40.86576669,0.99290168,0.02622318
1430_1.png,460,620,460,620,44.54311628,0.99612546,0.02621722
1430_10.png,460,620,460,620,39.63427816,0.99211687,0.02654910
1430_2.png,460,620,460,620,44.01111443,0.99604321,0.02757883
1430_3.png,460,620,460,620,43.49215742,0.99631691,0.02898693
1430_4.png,460,620,460,620,42.54444212,0.99585116,0.02716136
1430_5.png,460,620,460,620,42.47847204,0.99529350,0.02598763
1430_6.png,460,620,460,620,41.54947735,0.99505246,0.02635741
1430_7.png,460,620,460,620,41.43914232,0.99451083,0.02618098
1430_8.png,460,620,460,620,41.37379723,0.99371338,0.02578187
1430_9.png,460,620,460,620,41.25984267,0.99313223,0.02789068
1431_1.png,460,620,460,620,46.09152772,0.99709022,0.02584815
1431_10.png,460,620,460,620,41.80627926,0.99253434,0.02790046
1431_2.png,460,620,460,620,45.88177494,0.99684638,0.02798581
1431_3.png,460,620,460,620,44.68539526,0.99635625,0.02671599
1431_4.png,460,620,460,620,44.42702758,0.99579352,0.02618575
1431_5.png,460,620,460,620,43.80847786,0.99521959,0.02669358
1431_6.png,460,620,460,620,43.79069823,0.99452817,0.02594614
1431_7.png,460,620,460,620,43.61187033,0.99349773,0.02580523
1431_8.png,460,620,460,620,42.55638056,0.99340522,0.02548075
1431_9.png,460,620,460,620,41.98322300,0.99297488,0.02565050
1432_1.png,460,620,460,620,41.88477612,0.99688280,0.02826762
1432_10.png,460,620,460,620,38.52652638,0.99346304,0.02665973
1432_2.png,460,620,460,620,41.55253351,0.99682319,0.02656317
1432_3.png,460,620,460,620,41.08522235,0.99637789,0.02734590
1432_4.png,460,620,460,620,40.34768695,0.99545717,0.02715302
1432_5.png,460,620,460,620,39.36326684,0.99583763,0.02991176
1432_6.png,460,620,460,620,39.08730248,0.99540180,0.02675772
1432_7.png,460,620,460,620,39.22851086,0.99480343,0.02725005
1432_8.png,460,620,460,620,39.31612796,0.99358916,0.04553580
1432_9.png,460,620,460,620,38.52274357,0.99366665,0.02690339
1433_1.png,460,620,460,620,44.55671981,0.99744320,0.02654672
1433_10.png,460,620,460,620,40.41179532,0.99248028,0.02788806
1433_2.png,460,620,460,620,43.93209800,0.99707168,0.02615428
1433_3.png,460,620,460,620,43.37324878,0.99654567,0.02654266
1433_4.png,460,620,460,620,43.24618317,0.99614847,0.02620173
1433_5.png,460,620,460,620,42.31847522,0.99555719,0.02785873
1433_6.png,460,620,460,620,41.46478177,0.99484122,0.03658032
1433_7.png,460,620,460,620,41.31450653,0.99407691,0.02759171
1433_8.png,460,620,460,620,40.80097596,0.99337071,0.03216076
1433_9.png,460,620,460,620,40.32826892,0.99300957,0.02602577
1434_1.png,460,620,460,620,45.09068296,0.99846816,0.03933144
1434_10.png,460,620,460,620,40.82831871,0.99538749,0.04246902
1434_2.png,460,620,460,620,44.82857526,0.99820042,0.02612257
1434_3.png,460,620,460,620,44.51064515,0.99797893,0.03044486
1434_4.png,460,620,460,620,44.11011864,0.99768531,0.02731609
1434_5.png,460,620,460,620,43.10746706,0.99733061,0.02887201
1434_6.png,460,620,460,620,43.12750000,0.99698842,0.03027511
1434_7.png,460,620,460,620,42.16464654,0.99658287,0.02819204
1434_8.png,460,620,460,620,41.94721415,0.99633527,0.02784014
1434_9.png,460,620,460,620,41.40026254,0.99585909,0.02751184
1435_1.png,460,620,460,620,46.53251778,0.99864960,0.02651930
1435_10.png,460,620,460,620,42.07377167,0.99659336,0.02805471
1435_2.png,460,620,460,620,46.07849721,0.99849099,0.02941918
1435_3.png,460,620,460,620,45.47975480,0.99835777,0.02717328
1435_4.png,460,620,460,620,45.51557892,0.99817646,0.02675343
1435_5.png,460,620,460,620,44.63863057,0.99797124,0.02645755
1435_6.png,460,620,460,620,44.21902205,0.99773073,0.02650023
1435_7.png,460,620,460,620,44.02231602,0.99748176,0.02701879
1435_8.png,460,620,460,620,43.20422418,0.99719775,0.02894688
1435_9.png,460,620,460,620,42.59053655,0.99695462,0.02684879
1436_1.png,460,620,460,620,44.52758952,0.99904984,0.04272676
1436_10.png,460,620,460,620,38.01868687,0.99730629,0.02783585
1436_2.png,460,620,460,620,43.89895532,0.99897432,0.02774572
1436_3.png,460,620,460,620,42.96917937,0.99882102,0.02801442
1436_4.png,460,620,460,620,43.19227317,0.99874282,0.02742076
1436_5.png,460,620,460,620,42.37565738,0.99857318,0.02973509
1436_6.png,460,620,460,620,41.20425090,0.99841011,0.02741671
1436_7.png,460,620,460,620,40.77916450,0.99821699,0.02750778
1436_8.png,460,620,460,620,39.67701901,0.99787700,0.02784109
1436_9.png,460,620,460,620,38.79756035,0.99763525,0.02755380
1437_1.png,460,620,460,620,43.32951726,0.99758971,0.02762461
1437_10.png,460,620,460,620,37.48072630,0.99035490,0.02763247
1437_2.png,460,620,460,620,42.32753999,0.99705672,0.02700019
1437_3.png,460,620,460,620,41.81964379,0.99659443,0.02681780
1437_4.png,460,620,460,620,40.70359001,0.99599576,0.02701783
1437_5.png,460,620,460,620,39.85917934,0.99516720,0.02747154
1437_6.png,460,620,460,620,39.06814078,0.99429727,0.02728462
1437_7.png,460,620,460,620,39.28031445,0.99353904,0.02821231
1437_8.png,460,620,460,620,38.05164760,0.99253452,0.02767420
1437_9.png,460,620,460,620,38.21669979,0.99160904,0.02754617
1438_1.png,460,620,460,620,47.61035658,0.99491107,0.02776957
1438_10.png,460,620,460,620,40.04289674,0.98832071,0.02721047
1438_2.png,460,620,460,620,46.84590084,0.99459469,0.02704430
1438_3.png,460,620,460,620,45.93747127,0.99533045,0.02677345
1438_4.png,460,620,460,620,45.19437168,0.99443877,0.02677369
1438_5.png,460,620,460,620,43.54603883,0.99401700,0.02854586
1438_6.png,460,620,460,620,42.72500634,0.99324006,0.02635074
1438_7.png,460,620,460,620,43.09865100,0.99282539,0.02616692
1438_8.png,460,620,460,620,42.91649861,0.99288595,0.02617693
1438_9.png,460,620,460,620,40.59139108,0.98974419,0.02644658
1439_1.png,460,620,460,620,44.35694979,0.99872386,0.02619672
1439_10.png,460,620,460,620,40.16673517,0.99598646,0.02780890
1439_2.png,460,620,460,620,43.29147183,0.99816513,0.02601933
1439_3.png,460,620,460,620,43.05872965,0.99833769,0.03016996
1439_4.png,460,620,460,620,42.83356017,0.99799412,0.02753448
1439_5.png,460,620,460,620,41.70772684,0.99768418,0.02686715
1439_6.png,460,620,460,620,41.52912773,0.99741411,0.02669692
1439_7.png,460,620,460,620,40.95824381,0.99690235,0.02700686
1439_8.png,460,620,460,620,40.65005730,0.99672079,0.02653885
1439_9.png,460,620,460,620,40.16330282,0.99617332,0.02641249
1440_1.png,460,620,460,620,43.12964358,0.99732661,0.02656364
1440_10.png,460,620,460,620,36.71701582,0.98941344,0.02881408
1440_2.png,460,620,460,620,42.30708682,0.99689287,0.02656913
1440_3.png,460,620,460,620,40.91268541,0.99612796,0.02596736
1440_4.png,460,620,460,620,40.58737408,0.99528354,0.02599001
1440_5.png,460,620,460,620,39.80479342,0.99453080,0.02611780
1440_6.png,460,620,460,620,39.70063093,0.99345100,0.02590537
1440_7.png,460,620,460,620,39.21695001,0.99327058,0.02568889
1440_8.png,460,620,460,620,38.59083512,0.99232340,0.02687168
1440_9.png,460,620,460,620,37.45598614,0.99011075,0.02709389
1441_1.png,460,620,460,620,45.43775286,0.99786252,0.02846622
1441_10.png,460,620,460,620,40.74631939,0.99407691,0.02591920
1441_2.png,460,620,460,620,45.03151706,0.99708432,0.02773738
1441_3.png,460,620,460,620,44.03277054,0.99737310,0.02730441
1441_4.png,460,620,460,620,43.37321478,0.99687451,0.02734804
1441_5.png,460,620,460,620,42.91223268,0.99635690,0.02658415
1441_6.png,460,620,460,620,42.48237841,0.99597806,0.02624154
1441_7.png,460,620,460,620,41.98832415,0.99531412,0.02690291
1441_8.png,460,620,460,620,41.48748407,0.99463618,0.02613640
1441_9.png,460,620,460,620,41.67440749,0.99506783,0.02858520
1442_1.png,460,620,460,620,45.78394502,0.99792325,0.02661061
1442_10.png,460,620,460,620,42.31609152,0.99397767,0.02655602
