run_id,candidate,score,target_coverage,count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,coverage,selected_count,selected_mean_delta,selected_mean_ssim_delta,selected_conditional_positive_ratio,global_positive_or_zero_ratio
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.1,600,-0.004444962724354558,0.0,0.0,0.0006793244530629096,-0.015066167555266598,-0.00681607530667236,-0.16007529029625048,0.11562566305270489,-0.6966175957321348,0.4060373214520411,-6.831785043080648e-06,0.051666666666666666,0.9566666666666667,42.755946791850995,150,9,15,0.1,60,-0.044449627243545585,-6.831785043080648e-05,0.5166666666666667,0.9516666666666667
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.2,600,0.002815632985776233,0.0,-0.15635815182897553,0.2227914745145717,-0.011660138877513191,-0.0019165423123366546,-0.2361033355738043,0.2630358214540587,-0.7188962540785084,0.5656462399391785,-6.271998087565105e-06,0.11,0.915,42.755946791850995,150,13,24,0.2,120,0.014078164928881165,-3.135999043782552e-05,0.55,0.91
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.25,600,0.008941382480610851,0.0,-0.1759051959994437,0.28771302103654683,-0.0024331663535936817,-0.002163750130273598,-0.25763136164087835,0.32459629990283884,-0.7188962540785084,0.6342782421442692,-5.556344985961914e-06,0.14166666666666666,0.8983333333333333,42.755946791850995,150,14,26,0.25,150,0.035765529922443404,-2.2225379943847656e-05,0.5666666666666667,0.8916666666666667
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.4,600,0.008797532720267854,0.0,-0.265839624530804,0.34158822173725034,-0.0022883097161662392,0.006483981100666369,-0.34833592596797885,0.3725724924265644,-0.7457794412560019,0.640318383891642,-1.3308326403299968e-05,0.22166666666666668,0.83,42.755946791850995,150,17,44,0.4,240,0.021993831800669637,-3.327081600824992e-05,0.5541666666666667,0.8216666666666667
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.55,600,0.012508593605432676,0.0,-0.31283083869790146,0.34791977022070203,-0.0032227128104982228,0.016129256845496515,-0.37432957644623444,0.39012738072572006,-0.7464415315648196,0.640318383891642,-1.3471047083536783e-05,0.305,0.7683333333333333,42.755946791850995,150,18,52,0.55,330,0.02274289746442305,-2.449281287915779e-05,0.5545454545454546,0.755
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.6,600,0.013175513267705755,0.0,-0.32216494486357483,0.349661203080108,-0.0010923429827299459,0.021367092707792162,-0.387597467041291,0.39661326783519296,-0.7583522203531992,0.640318383891642,-1.3256371021270752e-05,0.33166666666666667,0.7483333333333333,42.755946791850995,150,19,55,0.6,360,0.021959188779509593,-2.209395170211792e-05,0.5527777777777778,0.7316666666666667
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,0.8,600,0.009574451991423125,0.0,-0.36432997587477445,0.36889855747390143,-0.0012474135948501205,0.013082493815102509,-0.42131508767214654,0.41285410594982364,-0.7583522203531992,0.640318383891642,-1.8196702003479005e-05,0.435,0.655,42.755946791850995,150,36,81,0.8,480,0.011968064989278908,-2.2745877504348756e-05,0.54375,0.635
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,model_router_score,1.0,600,0.0010944846749211539,0.007940806353214924,-0.3996985150989463,0.37405868238680234,-0.018031493260112677,0.012536671544789803,-0.4596558558111146,0.4267164243616355,-0.7894286604560016,0.663695809459319,-2.248456080754598e-05,0.5183333333333333,0.5433333333333333,42.755946791850995,150,47,105,1.0,600,0.0010944846749211539,-2.248456080754598e-05,0.5183333333333333,0.5183333333333333
