fold,feature,direction,threshold,calibration_objective,calibration_coverage,heldout_coverage,heldout_global_mean_delta,heldout_true_vs_zero_all_images,heldout_worst_regression_count_delta_le_-0.20
0,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage3_conf_mean,>=,0.8677443116903305,0.030175212939580275,0.25,0.275,0.025884310404459637,0.02035516103108724,2
1,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage3_conf_mean,>=,0.8679898679256439,0.03150090034802754,0.25,0.21666666666666667,0.01688243548075358,0.014929771423339844,3
2,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage2_gate_mean,>=,0.012886378169059753,0.03545718536774318,0.4,0.5333333333333333,0.013306617736816406,0.03178658485412598,12
3,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage3_beta_abs_mean,>=,0.06267496198415756,0.03309452931086222,0.25,0.24166666666666667,-0.0012070496877034506,0.0024208863576253253,5
4,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage3_conf_mean,>=,0.8676444292068481,0.026741320371627807,0.25,0.2833333333333333,0.0283994992574056,0.029798380533854165,2
