run_id,candidate,airlight_mode,depth_mode,granularity,target_coverage,actual_coverage,count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,invert,image,25.0,0.25,600,0.07151090115052651,0.0,0.0,0.3972010171347507,0.0469969073683365,0.09252865761175907,0.0,0.42073756409329877,0.0,0.6006631852547827,7.977883021036784e-06,0.25,1.0,42.755946791850995,150,0,0,0.04143678638896563,0.03722100761909746,0.03830459991126305
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,invert,image,40.0,0.4,600,0.08655362548318883,0.0,0.0,0.3972010171347507,0.06429002939362806,0.10559875451369877,0.0,0.42073756409329877,0.0,0.6006631852547827,9.206136067708334e-06,0.4,1.0,42.755946791850995,150,0,0,0.05111403601217659,0.04546444573826876,0.046911074709363766
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,invert,image,60.0,0.6,600,0.09389763912329877,0.03541274219513468,0.0,0.3972010171347507,0.07247329202729541,0.11286800768279173,0.0,0.42073756409329877,0.0,0.6006631852547827,9.521543979644776e-06,0.6,1.0,42.755946791850995,150,0,0,0.05747870247801058,0.05124177879646206,0.05265647783503574
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,invert,image,80.0,0.6033333333333334,600,0.09390760000521281,0.03541274219513468,0.0,0.3972010171347507,0.07247329202729541,0.11286800768279173,0.0,0.42073756409329877,0.0,0.6006631852547827,9.762545426686604e-06,0.6033333333333334,1.0,42.755946791850995,150,0,0,0.05748866335992463,0.0512517396783761,0.05266643871694979
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,invert,image,100.0,0.6033333333333334,600,0.09390760000521281,0.03541274219513468,0.0,0.3972010171347507,0.07247329202729541,0.11286800768279173,0.0,0.42073756409329877,0.0,0.6006631852547827,9.762545426686604e-06,0.6033333333333334,1.0,42.755946791850995,150,0,0,0.05748866335992463,0.0512517396783761,0.05266643871694979
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,image,25.0,0.25,600,0.030074114761560886,0.0,0.0,0.16494950520255033,0.032056675257838,0.03363481447478288,0.0,0.18337240850663097,0.0,0.3015487794592069,4.386107126871745e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,image,40.0,0.4,600,0.035439589471012244,0.0,0.0,0.16494950520255033,0.036580107673114974,0.03990159633748907,0.0,0.18337240850663097,0.0,0.3015487794592069,5.287528038024902e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,image,60.0,0.52,600,0.03641893664528818,0.0023981376070771887,0.0,0.16494950520255033,0.03720644563309186,0.04129023003043197,0.0,0.18337240850663097,0.0,0.3015487794592069,4.648864269256592e-06,0.52,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,image,80.0,0.52,600,0.03641893664528818,0.0023981376070771887,0.0,0.16494950520255033,0.03720644563309186,0.04129023003043197,0.0,0.18337240850663097,0.0,0.3015487794592069,4.648864269256592e-06,0.52,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,image,100.0,0.52,600,0.03641893664528818,0.0023981376070771887,0.0,0.16494950520255033,0.03720644563309186,0.04129023003043197,0.0,0.18337240850663097,0.0,0.3015487794592069,4.648864269256592e-06,0.52,1.0,42.755946791850995,150,0,0,,,
