fold,min_coverage,count,selected_count,coverage,global_mean_delta,global_hard_bottom25_delta,global_easy_top25_delta,global_mean_ssim_delta,global_positive_ratio_delta_gt_0,global_positive_or_zero_ratio_delta_ge_0,global_non_degradation_ratio_delta_ge_-0.01,selected_mean_delta,selected_hard_bottom25_delta,selected_easy_top25_delta,selected_mean_ssim_delta,selected_conditional_positive_ratio,selected_conditional_non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_all_images,true_vs_shuffle_all_images,true_vs_normal_all_images,true_vs_zero_selected_images,true_vs_shuffle_selected_images,true_vs_normal_selected_images
2,0.15,120,64,0.5333333333333333,0.013306617736816406,-0.048309071858723955,0.04479700724283854,-8.475283781687418e-06,0.3416666666666667,0.8083333333333333,0.8083333333333333,0.02494990825653076,-0.06587600708007812,0.13439102172851564,-1.589115709066391e-05,0.640625,0.640625,42.82459259033203,3,12,0.03178658485412598,0.028781604766845704,0.0302828311920166,0.059599846601486206,0.05396550893783569,0.05678030848503113
2,0.25,120,64,0.5333333333333333,0.013306617736816406,-0.048309071858723955,0.04479700724283854,-8.475283781687418e-06,0.3416666666666667,0.8083333333333333,0.8083333333333333,0.02494990825653076,-0.06587600708007812,0.13439102172851564,-1.589115709066391e-05,0.640625,0.640625,42.82459259033203,3,12,0.03178658485412598,0.028781604766845704,0.0302828311920166,0.059599846601486206,0.05396550893783569,0.05678030848503113
2,0.4,120,64,0.5333333333333333,0.013306617736816406,-0.048309071858723955,0.04479700724283854,-8.475283781687418e-06,0.3416666666666667,0.8083333333333333,0.8083333333333333,0.02494990825653076,-0.06587600708007812,0.13439102172851564,-1.589115709066391e-05,0.640625,0.640625,42.82459259033203,3,12,0.03178658485412598,0.028781604766845704,0.0302828311920166,0.059599846601486206,0.05396550893783569,0.05678030848503113
2,0.55,120,72,0.6,0.012537320454915365,-0.0487603505452474,0.04759140014648437,-4.506111145019531e-06,0.39166666666666666,0.7916666666666666,0.7916666666666666,0.020895534091525607,-0.06649138710715553,0.09518280029296874,-7.510185241699219e-06,0.6527777777777778,0.6527777777777778,42.82459259033203,4,12,0.033873828252156575,0.03098150889078776,0.03286159833272298,0.05645638042026096,0.05163584815131293,0.0547693305545383
2,0.7,120,86,0.7166666666666667,0.006830358505249023,-0.04705104827880859,0.018250783284505207,-2.4782617886861167e-05,0.43333333333333335,0.7166666666666667,0.7333333333333333,0.009530732798021893,-0.06416052038019354,0.023805369501528534,-3.458039705143418e-05,0.6046511627906976,0.627906976744186,42.82459259033203,7,15,0.02971185048421224,0.02588044802347819,0.028275839487711587,0.041458396024482196,0.03611225305601608,0.03945465975029524
3,0.15,120,29,0.24166666666666667,-0.0012070496877034506,0.010477383931477865,0.005529530843098958,3.4968058268229164e-07,0.14166666666666666,0.9,0.925,-0.00499468836291083,0.06286430358886719,0.012760455791766826,1.4469541352370689e-06,0.5862068965517241,0.6896551724137931,42.85515022277832,3,5,0.0024208863576253253,0.0023341814676920572,0.001950677235921224,0.01001746079017376,0.00965868193527748,0.00807176787277748
3,0.25,120,29,0.24166666666666667,-0.0012070496877034506,0.010477383931477865,0.005529530843098958,3.4968058268229164e-07,0.14166666666666666,0.9,0.925,-0.00499468836291083,0.06286430358886719,0.012760455791766826,1.4469541352370689e-06,0.5862068965517241,0.6896551724137931,42.85515022277832,3,5,0.0024208863576253253,0.0023341814676920572,0.001950677235921224,0.01001746079017376,0.00965868193527748,0.00807176787277748
3,0.4,120,55,0.4583333333333333,0.007251771291097006,0.013613637288411458,0.03325373331705729,-6.244579950968424e-06,0.26666666666666666,0.8083333333333333,0.8333333333333334,0.015822046453302558,0.04084091186523438,0.04156716664632162,-1.36245380748402e-05,0.5818181818181818,0.6363636363636364,42.85515022277832,6,6,0.009939765930175782,0.008680518468221028,0.008782132466634115,0.02168676202947443,0.018939313021573152,0.01916101629083807
3,0.55,120,77,0.6416666666666667,0.011784569422403971,0.015991783142089842,0.014912287394205729,-1.658201217651367e-05,0.39166666666666666,0.75,0.775,0.01836556273621398,0.03426810673304966,0.017206485454852764,-2.5842096898462867e-05,0.6103896103896104,0.6493506493506493,42.85515022277832,7,6,0.014401626586914063,0.013133096694946288,0.01287221908569336,0.022444093382203732,0.020467163680435774,0.020060601172509133
3,0.7,120,82,0.6833333333333333,0.016954437891642252,0.0013879776000976563,0.032033284505208336,-2.9285748799641927e-06,0.44166666666666665,0.7583333333333333,0.7833333333333333,0.024811372524354516,0.0029742377144949777,0.03559253833912037,-4.285719336532965e-06,0.6463414634146342,0.6829268292682927,42.85515022277832,7,8,0.022688945134480793,0.019872029622395832,0.02017033894856771,0.033203334343142626,0.029081018959603657,0.029517569193025915
4,0.15,120,34,0.2833333333333333,0.0283994992574056,0.024260330200195312,0.06384353637695313,9.273489316304525e-07,0.21666666666666667,0.9333333333333333,0.9416666666666667,0.1002335267908433,0.24260330200195312,0.1596088409423828,3.27299622928395e-06,0.7647058823529411,0.7941176470588235,42.67255210876465,0,2,0.029798380533854165,0.026122887929280598,0.028226407368977864,0.10517075482536764,0.09219842798569623,0.09962261424345129
4,0.25,120,34,0.2833333333333333,0.0283994992574056,0.024260330200195312,0.06384353637695313,9.273489316304525e-07,0.21666666666666667,0.9333333333333333,0.9416666666666667,0.1002335267908433,0.24260330200195312,0.1596088409423828,3.27299622928395e-06,0.7647058823529411,0.7941176470588235,42.67255210876465,0,2,0.029798380533854165,0.026122887929280598,0.028226407368977864,0.10517075482536764,0.09219842798569623,0.09962261424345129
4,0.4,120,50,0.4166666666666667,0.023339621225992837,0.0051839192708333336,0.06399739583333333,4.749993483225504e-06,0.2833333333333333,0.8666666666666667,0.8833333333333333,0.056015090942382814,0.031103515625,0.1066623263888889,1.139998435974121e-05,0.68,0.72,42.67255210876465,3,4,0.028452714284261067,0.023734664916992186,0.025956408182779948,0.06828651428222657,0.05696319580078125,0.06229537963867188
4,0.55,120,66,0.55,0.031388409932454425,0.012833277384440104,0.074456787109375,5.190571149190267e-07,0.375,0.825,0.8416666666666667,0.05706983624082623,0.04812479019165039,0.09711754840353261,9.437402089436849e-07,0.6818181818181818,0.7121212121212122,42.67255210876465,3,5,0.03593784968058268,0.030532105763753255,0.033059151967366536,0.0653415448737867,0.055512919570460464,0.06010754903157552
4,0.7,120,80,0.6666666666666666,0.033954811096191403,0.020653533935546874,0.07060966491699219,-1.3327598571777343e-05,0.43333333333333335,0.7666666666666667,0.7833333333333333,0.05093221664428711,0.04130706787109375,0.08473159790039063,-1.9991397857666014e-05,0.65,0.675,42.67255210876465,4,8,0.039226341247558597,0.032677427927653,0.035886255900065105,0.05883951187133789,0.049016141891479494,0.053829383850097653
