fold,min_coverage,count,selected_count,coverage,global_mean_delta,global_hard_bottom25_delta,global_easy_top25_delta,global_mean_ssim_delta,global_positive_ratio_delta_gt_0,global_positive_or_zero_ratio_delta_ge_0,global_non_degradation_ratio_delta_ge_-0.01,selected_mean_delta,selected_hard_bottom25_delta,selected_easy_top25_delta,selected_mean_ssim_delta,selected_conditional_positive_ratio,selected_conditional_non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_all_images,true_vs_shuffle_all_images,true_vs_normal_all_images,true_vs_zero_selected_images,true_vs_shuffle_selected_images,true_vs_normal_selected_images
0,0.15,120,33,0.275,0.025884310404459637,0.0051085154215494795,0.049959691365559895,1.0227163632710776e-06,0.20833333333333334,0.9333333333333333,0.9416666666666667,0.09412476510712595,0.07662773132324219,0.11529159545898438,3.718968593713009e-06,0.7575757575757576,0.7878787878787878,42.74354362487793,3,2,0.02035516103108724,0.01884800593058268,0.017836602528889973,0.07401876738577177,0.06853820338393703,0.06486037283232718
0,0.25,120,33,0.275,0.025884310404459637,0.0051085154215494795,0.049959691365559895,1.0227163632710776e-06,0.20833333333333334,0.9333333333333333,0.9416666666666667,0.09412476510712595,0.07662773132324219,0.11529159545898438,3.718968593713009e-06,0.7575757575757576,0.7878787878787878,42.74354362487793,3,2,0.02035516103108724,0.01884800593058268,0.017836602528889973,0.07401876738577177,0.06853820338393703,0.06486037283232718
0,0.4,120,45,0.375,0.023241360982259113,-0.0017457326253255208,0.03137830098470052,2.328058083852132e-06,0.24166666666666667,0.8666666666666667,0.8666666666666667,0.06197696261935764,-0.005819108751085069,0.06723921639578682,6.208154890272352e-06,0.6444444444444445,0.6444444444444445,42.74354362487793,4,3,0.022772534688313802,0.02004211743672689,0.020887406667073567,0.060726759168836804,0.05344564649793837,0.05569975111219618
0,0.55,120,61,0.5083333333333333,0.029280312856038413,-0.010164006551106771,0.04614537556966146,1.1801719665527344e-06,0.31666666666666665,0.8083333333333333,0.8083333333333333,0.05760061545450179,-0.025410016377766926,0.08652257919311523,2.321649770267674e-06,0.6229508196721312,0.6229508196721312,42.74354362487793,5,6,0.03098640441894531,0.02776058514912923,0.02804288864135742,0.06095686115202357,0.05461098717861488,0.05516633831086706
0,0.7,120,90,0.75,0.012439219156901042,-0.019602076212565104,0.009634908040364583,-1.4442205429077149e-05,0.4,0.65,0.6583333333333333,0.01658562554253472,-0.021002224513462613,0.020646231515066966,-1.9256273905436198e-05,0.5333333333333333,0.5444444444444444,42.74354362487793,5,10,0.02678523063659668,0.023725207646687826,0.02344957987467448,0.03571364084879557,0.031633610195583764,0.031266106499565974
1,0.15,120,26,0.21666666666666667,0.01688243548075358,0.0050739924112955725,0.04445927937825521,4.328787326812744e-06,0.15,0.9333333333333333,0.9333333333333333,0.07791893298809345,0.0380549430847168,0.22229639689127603,1.9979018431443434e-05,0.6923076923076923,0.6923076923076923,42.629146575927734,0,3,0.014929771423339844,0.013653087615966796,0.014482402801513672,0.06890663733849159,0.06301425053523137,0.06684185908390926
1,0.25,120,26,0.21666666666666667,0.01688243548075358,0.0050739924112955725,0.04445927937825521,4.328787326812744e-06,0.15,0.9333333333333333,0.9333333333333333,0.07791893298809345,0.0380549430847168,0.22229639689127603,1.9979018431443434e-05,0.6923076923076923,0.6923076923076923,42.629146575927734,0,3,0.014929771423339844,0.013653087615966796,0.014482402801513672,0.06890663733849159,0.06301425053523137,0.06684185908390926
1,0.4,120,62,0.5166666666666667,0.038488880793253584,0.0030959447224934897,0.03982327779134114,4.427631696065267e-06,0.39166666666666666,0.875,0.875,0.07449460798694242,0.023219585418701172,0.04977909723917643,8.569609734319872e-06,0.7580645161290323,0.7580645161290323,42.629146575927734,5,6,0.03499070803324381,0.02971164385477702,0.030806938807169598,0.0677239510320848,0.05750640746085874,0.05962633317516696
1,0.55,120,74,0.6166666666666667,0.04508811632792155,0.004899152119954427,0.06009178161621094,5.93562920888265e-07,0.45,0.8333333333333334,0.8333333333333334,0.07311586431554846,0.020996366228376116,0.06676864624023438,9.625344663052946e-07,0.7297297297297297,0.7297297297297297,42.629146575927734,6,7,0.041355228424072264,0.03552312850952148,0.0368925412495931,0.06706253257957664,0.05760507325868349,0.05982574256690773
1,0.7,120,83,0.6916666666666667,0.043414704004923504,0.002634112040201823,0.08498878479003906,2.2451082865397135e-07,0.49166666666666664,0.8,0.8,0.06276824675410626,0.00878037346733941,0.08791943254141972,3.2459396913827185e-07,0.7108433734939759,0.7108433734939759,42.629146575927734,6,9,0.04351849555969238,0.03878623644510905,0.0396944522857666,0.0629183068332902,0.056076486426663685,0.05738956956978304
