run_id,candidate,name,delta_psnr,delta_ssim,labels,low_t_failure,high_bright_low_texture,sky_like,edge_halo,color_shift,over_dehaze,under_dehaze,high_phys_delta,high_learned_delta,high_uncertainty,easy_A0_but_DTA_hurts,depth_mismatch,unknown
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,535_0.78_1.25.png,-0.36421471476506184,-2.181529998779297e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,688_0.72_0.52.png,-0.3616227174524056,-4.309415817260742e-05,high_phys_delta;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,True,False,True,False,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,603_0.67_1.99.png,-0.3562449772672025,-0.00022262334823608398,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1195_0.65_1.61.png,-0.3475170714074878,-3.910064697265625e-05,low_t_failure;high_phys_delta;high_learned_delta,True,False,False,False,False,True,False,True,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2190_0.51_0.51.png,-0.34666389555837895,-2.6166439056396484e-05,high_learned_delta;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2693_0.69_0.91.png,-0.3392399576712535,2.6941299438476562e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2790_0.56_1.84.png,-0.33690933833086945,-0.001026749610900879,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1232_0.77_0.99.png,-0.332224172528619,-3.1888484954833984e-05,low_t_failure;high_bright_low_texture;sky_like,True,True,True,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2311_0.83_1.77.png,-0.33126006751976433,-3.069639205932617e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1127_0.91_0.61.png,-0.3290101007753492,-0.00011998414993286133,high_phys_delta;high_uncertainty;depth_mismatch,False,False,False,False,False,True,False,True,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,69_0.76_0.64.png,-0.3239710842015455,-2.4080276489257812e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1174_0.74_1.33.png,-0.3220698848984185,-0.0001176595687866211,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1013_0.63_1.83.png,-0.3196048046234665,-9.059906005859375e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1126_0.73_0.82.png,-0.31380141766105396,-8.809566497802734e-05,high_phys_delta,False,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,232_0.56_1.2.png,-0.3124743141755033,-4.172325134277344e-06,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,351_0.6_1.91.png,-0.3062809237448434,-0.0002529025077819824,low_t_failure;high_bright_low_texture;sky_like,True,True,True,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,973_0.67_0.98.png,-0.30469908856488814,-8.630752563476562e-05,low_t_failure;high_phys_delta;easy_A0_but_DTA_hurts,True,False,False,False,False,True,False,True,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2583_0.66_0.66.png,-0.303221413616086,-1.424551010131836e-05,high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1594_0.71_0.5.png,-0.3024274470052717,-5.650520324707031e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,557_0.89_1.35.png,-0.3017967322995716,-4.559755325317383e-05,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1428_0.86_1.18.png,-0.30148149137618674,-5.364418029785156e-06,low_t_failure;high_uncertainty;depth_mismatch,True,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1954_0.97_1.98.png,-0.29689006101440896,-5.78761100769043e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2695_0.53_1.16.png,-0.29661888332250896,2.3186206817626953e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1767_0.55_0.58.png,-0.29414362763166935,2.1457672119140625e-06,high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1012_0.85_1.28.png,-0.29345366140062623,-0.002038419246673584,high_uncertainty;depth_mismatch,False,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1333_0.79_1.62.png,-0.28553983147801887,-0.00010710954666137695,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1623_0.78_1.81.png,-0.2719371400899746,-5.9604644775390625e-05,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2016_0.66_1.25.png,-0.2679788175765552,-0.00017118453979492188,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,317_0.72_1.67.png,-0.2657270354231329,-6.628036499023438e-05,low_t_failure;high_phys_delta;high_learned_delta;high_uncertainty;depth_mismatch,True,False,False,False,False,True,False,True,True,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1010_0.91_1.13.png,-0.2649326158801557,-0.0013339519500732422,high_uncertainty;depth_mismatch,False,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2572_0.54_1.3.png,-0.25774504568151,5.0067901611328125e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1270_0.74_1.52.png,-0.2574740202949357,-0.0001404285430908203,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1147_0.56_1.1.png,-0.25734468919559816,-9.620189666748047e-05,high_phys_delta;high_learned_delta,False,False,False,False,False,True,False,True,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,935_0.97_1.77.png,-0.25608120678753465,-0.0003046393394470215,low_t_failure;high_bright_low_texture;sky_like,True,True,True,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,198_0.7_0.56.png,-0.2551476434082076,-1.5556812286376953e-05,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1063_0.51_1.61.png,-0.2500411781537224,-0.0005156993865966797,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1590_0.78_0.63.png,-0.24954584287346648,-1.633167266845703e-05,high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1975_0.78_0.62.png,-0.2351264876782082,-1.6450881958007812e-05,low_t_failure;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,True,False,False,False,False,False,False,False,False,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2031_0.78_1.8.png,-0.2337663392677527,-3.1054019927978516e-05,high_uncertainty;depth_mismatch,False,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1038_0.87_1.29.png,-0.23356617882276254,-0.00019085407257080078,low_t_failure;high_phys_delta;high_uncertainty;depth_mismatch,True,False,False,False,False,True,False,True,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1349_0.94_1.22.png,-0.23252809774229277,-0.0002282261848449707,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1357_0.64_1.26.png,-0.23199932162865622,-3.910064697265625e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1749_0.73_1.97.png,-0.23073073975110248,-4.756450653076172e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2891_0.75_1.3.png,-0.22869185601889086,-2.193450927734375e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2697_0.88_1.15.png,-0.22823157972683816,-2.1576881408691406e-05,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2899_0.92_1.08.png,-0.2276736869915652,-9.40561294555664e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,749_0.79_1.11.png,-0.22699853285493532,-6.300210952758789e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1125_0.72_1.76.png,-0.22571292138185584,-0.00012546777725219727,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,793_0.71_0.66.png,-0.22227799203918153,-5.692243576049805e-05,high_learned_delta;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2203_0.58_1.48.png,-0.2216156185235434,-0.00011664628982543945,high_learned_delta,False,False,False,False,False,False,False,False,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2932_0.9_0.96.png,-0.221230995515441,2.384185791015625e-06,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1383_0.75_0.81.png,-0.22081656975075248,-3.933906555175781e-05,high_phys_delta;high_learned_delta;high_uncertainty;depth_mismatch,False,False,False,False,False,True,False,True,True,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1444_0.58_1.95.png,-0.22077672944599414,2.9206275939941406e-05,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2184_0.86_1.39.png,-0.22050339485567605,-0.00016200542449951172,high_bright_low_texture;sky_like;high_uncertainty;depth_mismatch,False,True,True,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2761_0.56_0.8.png,-0.21952161269101111,-3.427267074584961e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2560_0.8_1.36.png,-0.21821178927984164,-0.00014209747314453125,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,573_0.78_1.94.png,-0.21810906162960464,-4.869699478149414e-05,low_t_failure;high_bright_low_texture;sky_like;high_uncertainty;depth_mismatch,True,True,True,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2880_0.9_0.87.png,-0.21657388567638947,-3.337860107421875e-06,high_uncertainty;depth_mismatch,False,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2399_0.68_0.89.png,-0.21541509071992948,-2.765655517578125e-05,high_learned_delta,False,False,False,False,False,False,False,False,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1684_0.61_1.24.png,-0.21130575579691424,-2.6702880859375e-05,high_learned_delta,False,False,False,False,False,False,False,False,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,916_0.57_1.61.png,-0.2098225415866537,-6.508827209472656e-05,low_t_failure;high_bright_low_texture;sky_like;high_uncertainty;depth_mismatch,True,True,True,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,85_1.0_1.41.png,-0.2089949365901802,-0.00017565488815307617,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2448_0.65_1.88.png,-0.20823151301091514,1.7583370208740234e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,564_0.52_1.02.png,-0.20366188783182793,0.00012433528900146484,low_t_failure;high_learned_delta,True,False,False,False,False,False,False,False,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,777_0.96_0.95.png,-0.20292311802292318,-6.133317947387695e-05,high_phys_delta,False,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2871_0.76_1.43.png,-0.2020317122375559,-2.384185791015625e-07,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1486_0.98_1.1.png,-0.2017471480870725,-0.0001342296600341797,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,899_0.93_1.74.png,-0.20147952189695673,-0.00013011693954467773,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1626_0.53_1.25.png,-0.20145231988585266,-0.00029212236404418945,low_t_failure;high_learned_delta;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,True,False,False,False,False,False,False,False,True,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2020_0.68_0.87.png,-0.20098353511737344,5.221366882324219e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,492_0.61_1.32.png,-0.19979094361538685,-0.0003170967102050781,low_t_failure;high_bright_low_texture;sky_like;high_phys_delta,True,True,True,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2035_0.56_1.32.png,-0.19973043441643767,-3.62396240234375e-05,high_learned_delta;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2602_0.79_0.82.png,-0.1962850386460886,-2.276897430419922e-05,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,733_0.81_1.12.png,-0.19626973677203807,-9.202957153320312e-05,low_t_failure;high_uncertainty;depth_mismatch,True,False,False,False,False,False,False,False,False,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,251_0.5_1.61.png,-0.1953208622388516,-5.7578086853027344e-05,low_t_failure;high_phys_delta;high_learned_delta,True,False,False,False,False,True,False,True,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2612_0.52_1.14.png,-0.19323182318213838,-7.510185241699219e-06,high_learned_delta;high_uncertainty;depth_mismatch;easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,True,True,True,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,556_0.86_1.79.png,-0.19212129925467636,-0.00015598535537719727,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,674_0.93_0.72.png,-0.19050390616653345,-2.3305416107177734e-05,high_phys_delta,False,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,47_0.86_1.82.png,-0.18872534146994013,-7.05718994140625e-05,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1133_0.68_1.41.png,-0.1859718657271472,-8.285045623779297e-05,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,29_0.91_1.09.png,-0.1855948703298793,-8.553266525268555e-05,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2070_0.86_0.78.png,-0.18370466226373594,-9.000301361083984e-06,easy_A0_but_DTA_hurts,False,False,False,False,False,False,False,False,False,False,True,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,857_0.54_1.6.png,-0.1796653760161817,-3.4868717193603516e-05,low_t_failure;high_phys_delta;high_learned_delta,True,False,False,False,False,True,False,True,True,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,504_0.77_1.55.png,-0.1791821198817516,-0.00020247697830200195,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2423_0.58_1.14.png,-0.17759248888943802,-0.0001068115234375,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,554_0.79_1.51.png,-0.17630821151890075,-6.937980651855469e-05,low_t_failure,True,False,False,False,False,False,False,False,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1216_0.65_1.09.png,-0.17596513251987034,-2.6106834411621094e-05,low_t_failure;high_phys_delta,True,False,False,False,False,True,False,True,False,False,False,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2549_0.61_1.7.png,-0.17570729178803646,2.467632293701172e-05,low_t_failure;high_learned_delta;high_uncertainty;depth_mismatch,True,False,False,False,False,False,False,False,True,True,False,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,2204_0.99_1.22.png,-0.1729514077171217,-0.00014632940292358398,unknown,False,False,False,False,False,False,False,False,False,False,False,False,True
