name,true_delta_psnr,baseline_delta_psnr,depth_surplus_psnr,normal_delta_psnr,shuffle_delta_psnr,zero_delta_psnr
1001_0.89_1.66.png,-0.11599349975585938,-0.12586593627929688,0.0098724365234375,-0.12394332885742188,-0.12678146362304688,-0.12586593627929688
1003_0.9_1.06.png,-0.225921630859375,-0.2554931640625,0.029571533203125,-0.24849700927734375,-0.2541656494140625,-0.2554931640625
1006_0.89_1.55.png,-0.05590057373046875,-0.04724884033203125,-0.0086517333984375,-0.048236846923828125,-0.054264068603515625,-0.04724884033203125
1010_0.91_1.13.png,-0.25508880615234375,-0.25521087646484375,0.0001220703125,-0.2705535888671875,-0.26142120361328125,-0.25521087646484375
1012_0.85_1.28.png,-0.2992706298828125,-0.3018074035644531,0.002536773681640625,-0.31885528564453125,-0.3056755065917969,-0.3018074035644531
1013_0.63_1.83.png,-0.21281051635742188,-0.15723037719726562,-0.05558013916015625,-0.14804840087890625,-0.15320205688476562,-0.15723037719726562
1017_0.91_1.44.png,-0.01092529296875,-0.00870513916015625,-0.00222015380859375,-0.01216888427734375,-0.010768890380859375,-0.00870513916015625
1019_0.82_1.87.png,0.07078933715820312,0.013500213623046875,0.05728912353515625,0.00864410400390625,0.014316558837890625,0.013500213623046875
1035_0.76_1.14.png,0.06580352783203125,-0.05330657958984375,0.119110107421875,-0.0518646240234375,-0.012939453125,-0.05330657958984375
1038_0.87_1.29.png,-0.041606903076171875,-0.048564910888671875,0.0069580078125,-0.048526763916015625,-0.046741485595703125,-0.048564910888671875
1039_0.79_1.79.png,-0.0641326904296875,-0.08180618286132812,0.017673492431640625,-0.07744216918945312,-0.07586669921875,-0.08180618286132812
1040_0.78_2.0.png,-0.049777984619140625,-0.06862449645996094,0.018846511840820312,-0.0630340576171875,-0.06384849548339844,-0.06862449645996094
1049_0.97_1.09.png,0.0076904296875,0.005420684814453125,0.002269744873046875,0.005138397216796875,0.00453948974609375,0.005420684814453125
104_0.88_1.76.png,-0.18253517150878906,-0.1618824005126953,-0.02065277099609375,-0.17080116271972656,-0.17420387268066406,-0.1618824005126953
1063_0.51_1.61.png,-0.17095947265625,-0.16765594482421875,-0.00330352783203125,-0.17280960083007812,-0.17171096801757812,-0.16765594482421875
1069_0.66_1.4.png,-0.12872314453125,-0.12267303466796875,-0.00605010986328125,-0.13542938232421875,-0.1284942626953125,-0.12267303466796875
1072_0.58_0.58.png,0.07186126708984375,0.028812408447265625,0.043048858642578125,0.024566650390625,0.03456878662109375,0.028812408447265625
1079_0.77_1.21.png,0.06500244140625,0.0395660400390625,0.0254364013671875,0.0420684814453125,0.0462188720703125,0.0395660400390625
108_0.96_0.98.png,-0.022863388061523438,-0.03768157958984375,0.014818191528320312,-0.04306602478027344,-0.03754425048828125,-0.03768157958984375
1090_0.54_0.58.png,-0.07281875610351562,-0.07749557495117188,0.00467681884765625,-0.0804901123046875,-0.077117919921875,-0.07749557495117188
