name,accept_depth_action,selector_score,selected_delta_psnr,selected_delta_ssim,true_delta_psnr,zero_delta_psnr,shuffle_delta_psnr,normal_delta_psnr,true_vs_zero_surplus_if_selected,label_gain,label_risk
1001_0.89_1.66.png,False,0.56760258418293,0.0,0.0,-0.11188507080078125,-0.12327957153320312,-0.123992919921875,-0.12035369873046875,0.011394500732421875,False,True
1003_0.9_1.06.png,False,0.5681867318798105,0.0,0.0,-0.222320556640625,-0.2527732849121094,-0.2515296936035156,-0.24468994140625,0.030452728271484375,False,True
1006_0.89_1.55.png,False,0.5867269151556499,0.0,0.0,-0.059085845947265625,-0.049106597900390625,-0.05771636962890625,-0.050342559814453125,-0.009979248046875,False,True
1010_0.91_1.13.png,False,0.7199998718798746,0.0,0.0,-0.249420166015625,-0.2537040710449219,-0.2596435546875,-0.26975250244140625,0.004283905029296875,False,True
1012_0.85_1.28.png,False,0.7216225933435189,0.0,0.0,-0.2926979064941406,-0.30030059814453125,-0.30350494384765625,-0.31731414794921875,0.007602691650390625,False,True
1013_0.63_1.83.png,False,0.8308582126601902,0.0,0.0,-0.22623443603515625,-0.16663360595703125,-0.16765594482421875,-0.16061782836914062,-0.059600830078125,False,True
1017_0.91_1.44.png,True,0.8936767112845003,-0.009517669677734375,3.62396240234375e-05,-0.009517669677734375,-0.009002685546875,-0.011562347412109375,-0.013641357421875,-0.000514984130859375,False,False
1019_0.82_1.87.png,True,0.8940514626513819,0.06229400634765625,-2.5391578674316406e-05,0.06229400634765625,0.010128021240234375,0.01025390625,0.004207611083984375,0.052165985107421875,True,True
1035_0.76_1.14.png,False,0.7831214546759041,0.0,0.0,0.052799224853515625,-0.056884765625,-0.0196380615234375,-0.055751800537109375,0.10968399047851562,True,True
1038_0.87_1.29.png,False,0.7885589528742148,0.0,0.0,-0.041950225830078125,-0.04851531982421875,-0.046710968017578125,-0.04876708984375,0.006565093994140625,False,True
1039_0.79_1.79.png,False,0.7980042087461203,0.0,0.0,-0.06346511840820312,-0.0804595947265625,-0.07331085205078125,-0.07447052001953125,0.016994476318359375,False,True
1040_0.78_2.0.png,False,0.8014774652714385,0.0,0.0,-0.0482330322265625,-0.06668663024902344,-0.061046600341796875,-0.059246063232421875,0.018453598022460938,False,True
1049_0.97_1.09.png,False,0.4458852620216715,0.0,0.0,0.009540557861328125,0.00653076171875,0.005596160888671875,0.006023406982421875,0.003009796142578125,False,True
104_0.88_1.76.png,False,0.8235021155835711,0.0,0.0,-0.18091964721679688,-0.16150665283203125,-0.17383575439453125,-0.1702404022216797,-0.019412994384765625,False,True
1063_0.51_1.61.png,False,0.7982011934389683,0.0,0.0,-0.19524002075195312,-0.180816650390625,-0.19226455688476562,-0.19157791137695312,-0.014423370361328125,False,True
1069_0.66_1.4.png,False,0.8229788249462696,0.0,0.0,-0.16403961181640625,-0.14054489135742188,-0.1525726318359375,-0.159698486328125,-0.023494720458984375,False,True
1072_0.58_0.58.png,False,0.8156651676611991,0.0,0.0,0.034465789794921875,0.01202392578125,0.012050628662109375,0.00441741943359375,0.022441864013671875,True,True
1079_0.77_1.21.png,False,0.21477297113773874,0.0,0.0,0.06393814086914062,0.040256500244140625,0.04698944091796875,0.04254913330078125,0.023681640625,True,True
108_0.96_0.98.png,False,0.6582948172206261,0.0,0.0,-0.021856307983398438,-0.037487030029296875,-0.03701972961425781,-0.043003082275390625,0.015630722045898438,False,True
1090_0.54_0.58.png,False,0.754374101157245,0.0,0.0,-0.11030197143554688,-0.09711837768554688,-0.10040664672851562,-0.10719680786132812,-0.01318359375,False,True
1098_0.8_0.51.png,False,0.7973700141252438,0.0,0.0,0.05179595947265625,-0.059589385986328125,-0.043613433837890625,-0.062335968017578125,0.11138534545898438,True,True
1104_0.89_1.59.png,True,0.9151196161521042,0.11472511291503906,9.28044319152832e-05,0.11472511291503906,0.08568191528320312,0.08873748779296875,0.08665847778320312,0.029043197631835938,True,False
1108_0.58_1.2.png,False,0.7698546156876688,0.0,0.0,-0.06284713745117188,-0.24616241455078125,-0.22587203979492188,-0.24269485473632812,0.18331527709960938,False,True
1116_0.63_1.62.png,False,0.7460458926289288,0.0,0.0,0.10274887084960938,0.00615692138671875,0.0257110595703125,0.013607025146484375,0.09659194946289062,True,True
1121_0.88_0.92.png,False,0.7013724067685863,0.0,0.0,-0.003925323486328125,-0.07952117919921875,-0.0619354248046875,-0.0727386474609375,0.07559585571289062,False,True
1124_0.74_1.17.png,False,0.7099780754435359,0.0,0.0,0.14305496215820312,0.01287078857421875,0.053829193115234375,0.04004669189453125,0.13018417358398438,True,True
1125_0.72_1.76.png,False,0.7595901917637977,0.0,0.0,0.2329254150390625,0.2097930908203125,0.2180328369140625,0.2153167724609375,0.02313232421875,True,False
