id,type,source,coverage,mean_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,mean_ssim_delta,positive_ratio,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,gate_mean_pass,gate_hard_pass,gate_zero_surplus_pass,gate_ssim_pass,gate_pos_pass,gate_worst_pass,scout_gate_pass,feature,direction,threshold,true_vs_shuffle_surplus,true_vs_normal_surplus
B0_wg18_fallback,matrix,train_eval_depth_matrix_v31_wg18_base_s008_b14_seed3407_f0_fallback.json,1.0,0.024403934478759767,0.006359659830729167,0.0432043202718099,-2.330621083577474e-05,0.605,39,76,0.03663066864013672,True,False,True,False,False,False,False,,,,,
B1_wg18_gtA,matrix,train_eval_depth_matrix_v31_wg18_base_s008_b14_seed3407_f0_gt.json,1.0,0.02064565976460775,0.0012918980916341147,0.039908650716145834,-2.4951497713724773e-05,0.5983333333333334,38,71,0.03519299189249674,True,False,True,False,False,False,False,,,,,
B2_wg18_fallback_risk,selector,risk_selector_oof_calibration_v31_wg18_base_s008_b14_seed3407_f0_fallback.json,0.25,0.021609630584716797,0.012073415120442708,0.04573333740234375,3.00059715906779e-06,0.18,7,9,0.01959991772969564,True,True,False,True,False,True,False,DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_fallback_invert_dta_stage3_conf_mean,>=,0.8676998764276505,0.01747645378112793,0.018146451314290366
B3_wg18_gtA_risk,selector,risk_selector_oof_calibration_v31_wg18_base_s008_b14_seed3407_f0_gt.json,0.25,0.020147085189819336,0.011701520284016926,0.041287994384765624,2.9271841049194336e-06,0.18,6,9,0.018869682947794595,True,True,False,True,False,True,False,DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_dta_stage3_conf_mean,>=,0.8676998764276505,0.016891196568806967,0.01751794179280599
B4_hinge_fallback,matrix,train_eval_depth_matrix_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback.json,1.0,0.025083996454874673,0.006701215108235677,0.044017181396484376,-2.3203790187835694e-05,0.6033333333333334,41,76,0.03701460520426432,True,False,True,False,False,False,False,,,,,
B4_hinge_gtA,matrix,train_eval_depth_matrix_v31_wg18_light_hinge_seed3407_f0_scout5full_post_gt.json,1.0,0.02129787762959798,0.001578509012858073,0.040711593627929685,-2.4847984313964843e-05,0.5983333333333334,38,72,0.035568183263142907,True,False,True,False,False,False,False,,,,,
B4_hinge_fallback_risk,selector,risk_selector_oof_calibration_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback.json,0.25,0.02197604179382324,0.012167269388834636,0.046521759033203124,3.024737040201823e-06,0.18,7,9,0.019838151931762697,True,True,False,True,False,True,False,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_fallback_invert_dta_stage3_conf_mean,>=,0.8679194450378418,0.01767815589904785,0.01836107889811198
B4_hinge_gtA_risk,selector,risk_selector_oof_calibration_v31_wg18_light_hinge_seed3407_f0_scout5full_post_gt.json,0.25,0.02049669901529948,0.01179107666015625,0.04202000935872396,2.952913443247477e-06,0.18,6,9,0.019098192850748697,True,True,False,True,False,True,False,DTA_v31_v31_wg18_light_hinge_seed3407_f0_scout5full_post_gt_invert_dta_stage3_conf_mean,>=,0.8679194450378418,0.01708507219950358,0.01772417704264323
