fold,min_coverage,count,selected_count,coverage,global_mean_delta,global_hard_bottom25_delta,global_easy_top25_delta,global_mean_ssim_delta,global_positive_ratio_delta_gt_0,global_positive_or_zero_ratio_delta_ge_0,global_non_degradation_ratio_delta_ge_-0.01,selected_mean_delta,selected_hard_bottom25_delta,selected_easy_top25_delta,selected_mean_ssim_delta,selected_conditional_positive_ratio,selected_conditional_non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_all_images,true_vs_shuffle_all_images,true_vs_normal_all_images,true_vs_zero_selected_images,true_vs_shuffle_selected_images,true_vs_normal_selected_images
0,0.15,120,33,0.275,0.025185934702555337,0.0050589243570963545,0.048903401692708334,1.2328227361043294e-06,0.20833333333333334,0.9333333333333333,0.9416666666666667,0.09158521710020123,0.07588386535644531,0.11285400390625,4.482991767652107e-06,0.7575757575757576,0.7878787878787878,42.74354362487793,3,2,0.020104153951009115,0.018651676177978516,0.017714309692382812,0.07310601436730588,0.06782427701083096,0.06441567160866478
0,0.25,120,33,0.275,0.025185934702555337,0.0050589243570963545,0.048903401692708334,1.2328227361043294e-06,0.20833333333333334,0.9333333333333333,0.9416666666666667,0.09158521710020123,0.07588386535644531,0.11285400390625,4.482991767652107e-06,0.7575757575757576,0.7878787878787878,42.74354362487793,3,2,0.020104153951009115,0.018651676177978516,0.017714309692382812,0.07310601436730588,0.06782427701083096,0.06441567160866478
0,0.4,120,45,0.375,0.021680116653442383,-0.002353858947753906,0.031036376953125,2.0325183868408204e-06,0.23333333333333334,0.8583333333333333,0.8583333333333333,0.05781364440917969,-0.007846196492513021,0.06650652204241071,5.420049031575521e-06,0.6222222222222222,0.6222222222222222,42.74354362487793,4,2,0.022072887420654295,0.019488811492919922,0.020300849278767904,0.058861033121744795,0.05197016398111979,0.05413559807671441
0,0.55,120,82,0.6833333333333333,0.02390295664469401,-0.018408203125,0.016459528605143228,-6.307164827982584e-06,0.4166666666666667,0.7333333333333333,0.75,0.034979936553210744,-0.025102095170454544,0.024689292907714842,-9.229997309242806e-06,0.6097560975609756,0.6341463414634146,42.74354362487793,5,3,0.025916067759195964,0.02316757837931315,0.022933260599772135,0.03792595281833556,0.03390377323801925,0.033560869170398244
0,0.7,120,100,0.8333333333333334,0.02793254852294922,-0.01542816162109375,0.042752838134765624,-1.4178951581319173e-05,0.48333333333333334,0.65,0.6666666666666666,0.03351905822753906,-0.01653017316545759,0.055764571480129074,-1.7014741897583007e-05,0.58,0.6,42.74354362487793,6,5,0.03375301361083984,0.030820878346761067,0.030025196075439454,0.040503616333007815,0.03698505401611328,0.036030235290527346
1,0.15,120,26,0.21666666666666667,0.015792671839396158,0.004663912455240885,0.03877970377604167,4.0834148724873865e-06,0.15,0.9333333333333333,0.9416666666666667,0.07288925464336689,0.03497934341430664,0.19389851888020834,1.8846530180711012e-05,0.6923076923076923,0.7307692307692307,42.629146575927734,0,3,0.01433580716451009,0.01320649782816569,0.01392671267191569,0.06616526383620042,0.06095306689922626,0.06427713540884164
1,0.25,120,26,0.21666666666666667,0.015792671839396158,0.004663912455240885,0.03877970377604167,4.0834148724873865e-06,0.15,0.9333333333333333,0.9416666666666667,0.07288925464336689,0.03497934341430664,0.19389851888020834,1.8846530180711012e-05,0.6923076923076923,0.7307692307692307,42.629146575927734,0,3,0.01433580716451009,0.01320649782816569,0.01392671267191569,0.06616526383620042,0.06095306689922626,0.06427713540884164
1,0.4,120,47,0.39166666666666666,0.01677695910135905,0.007160123189290365,0.020890553792317707,-2.3876627286275226e-06,0.24166666666666667,0.85,0.8666666666666667,0.042834789194959276,0.026850461959838867,0.041781107584635414,-6.09616015819793e-06,0.6170212765957447,0.6595744680851063,42.629146575927734,4,7,0.018234443664550782,0.016147279739379884,0.017249568303426107,0.046556026377576464,0.04122709720692736,0.04404145098747091
1,0.55,120,74,0.6166666666666667,0.041676775614420576,0.0049991607666015625,0.05441144307454427,1.7782052357991537e-07,0.45,0.8333333333333334,0.8416666666666667,0.06758396045581715,0.021424974714006697,0.06045715897171586,2.8835760580526815e-07,0.7297297297297297,0.7432432432432432,42.629146575927734,6,7,0.03976696332295736,0.034345610936482744,0.035664701461791994,0.06448696755074165,0.055695585302404454,0.05783465101912215
1,0.7,120,90,0.75,0.0416962464650472,0.01931769053141276,0.06696383158365886,-2.562999725341797e-06,0.5,0.75,0.775,0.0555949952867296,0.02228964292086088,0.08370478947957356,-3.417332967122396e-06,0.6666666666666666,0.7,42.629146575927734,5,5,0.03619535764058431,0.03228302001953125,0.033310254414876304,0.048260476854112416,0.043044026692708334,0.0444136725531684
