fold,min_coverage,count,selected_count,coverage,global_mean_delta,global_hard_bottom25_delta,global_easy_top25_delta,global_mean_ssim_delta,global_positive_ratio_delta_gt_0,global_positive_or_zero_ratio_delta_ge_0,global_non_degradation_ratio_delta_ge_-0.01,selected_mean_delta,selected_hard_bottom25_delta,selected_easy_top25_delta,selected_mean_ssim_delta,selected_conditional_positive_ratio,selected_conditional_non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_all_images,true_vs_shuffle_all_images,true_vs_normal_all_images,true_vs_zero_selected_images,true_vs_shuffle_selected_images,true_vs_normal_selected_images
2,0.15,120,64,0.5333333333333333,0.00889898935953776,-0.055666351318359376,0.034732945760091144,-9.484589099884033e-06,0.325,0.7916666666666666,0.7916666666666666,0.0166856050491333,-0.07590866088867188,0.10419883728027343,-1.7783604562282562e-05,0.609375,0.609375,42.82459259033203,3,13,0.029477469126383462,0.02692446708679199,0.02832349141438802,0.055270254611968994,0.050483375787734985,0.05310654640197754
2,0.25,120,64,0.5333333333333333,0.00889898935953776,-0.055666351318359376,0.034732945760091144,-9.484589099884033e-06,0.325,0.7916666666666666,0.7916666666666666,0.0166856050491333,-0.07590866088867188,0.10419883728027343,-1.7783604562282562e-05,0.609375,0.609375,42.82459259033203,3,13,0.029477469126383462,0.02692446708679199,0.02832349141438802,0.055270254611968994,0.050483375787734985,0.05310654640197754
2,0.4,120,64,0.5333333333333333,0.00889898935953776,-0.055666351318359376,0.034732945760091144,-9.484589099884033e-06,0.325,0.7916666666666666,0.7916666666666666,0.0166856050491333,-0.07590866088867188,0.10419883728027343,-1.7783604562282562e-05,0.609375,0.609375,42.82459259033203,3,13,0.029477469126383462,0.02692446708679199,0.02832349141438802,0.055270254611968994,0.050483375787734985,0.05310654640197754
2,0.55,120,75,0.625,0.008426205317179362,-0.05456066131591797,0.03178393046061198,-2.3879607518513997e-05,0.375,0.75,0.7666666666666667,0.013481928507486978,-0.0744009017944336,0.056089289048138785,-3.8207372029622395e-05,0.6,0.6266666666666667,42.82459259033203,4,14,0.031400235493977864,0.028294070561726888,0.030013863245646158,0.05024037679036458,0.04527051289876302,0.04802218119303386
2,0.7,120,86,0.7166666666666667,0.002450990676879883,-0.05456066131591797,0.010619862874348959,-2.534439166386922e-05,0.4166666666666667,0.7,0.7166666666666667,0.0034199869909951855,-0.0744009017944336,0.013851995053498642,-3.5364267437957056e-05,0.5813953488372093,0.6046511627906976,42.82459259033203,7,16,0.027474625905354818,0.024111191431681316,0.026398452123006184,0.03833668730979742,0.03364352292792742,0.03683504947396212
3,0.15,120,27,0.225,0.009157037734985352,0.01369647979736328,0.009395472208658854,2.6320417722066242e-06,0.13333333333333333,0.9083333333333333,0.925,0.040697945488823786,0.0684823989868164,0.03131824069552951,1.1697963432029442e-05,0.5925925925925926,0.6666666666666666,42.85515022277832,1,1,0.008926105499267579,0.00788256327311198,0.007820940017700196,0.03967157999674479,0.03503361454716435,0.034759733412000865
3,0.25,120,27,0.225,0.009157037734985352,0.01369647979736328,0.009395472208658854,2.6320417722066242e-06,0.13333333333333333,0.9083333333333333,0.925,0.040697945488823786,0.0684823989868164,0.03131824069552951,1.1697963432029442e-05,0.5925925925925926,0.6666666666666666,42.85515022277832,1,1,0.008926105499267579,0.00788256327311198,0.007820940017700196,0.03967157999674479,0.03503361454716435,0.034759733412000865
3,0.4,120,55,0.4583333333333333,0.007031170527140299,0.012989234924316407,0.028590901692708334,-6.437798341115316e-06,0.275,0.8166666666666667,0.8333333333333334,0.015340735695578835,0.03896770477294922,0.035738627115885414,-1.4046105471524325e-05,0.6,0.6363636363636364,42.85515022277832,6,5,0.010202678044637044,0.008946832021077473,0.009191163380940755,0.02226038846102628,0.019520360773259943,0.020053447376598012
3,0.55,120,77,0.6416666666666667,0.011031023661295573,0.014030965169270833,0.013004557291666666,-1.726001501083374e-05,0.4,0.7583333333333333,0.7833333333333333,0.017191205705915178,0.030066353934151784,0.015005258413461538,-2.6898724692208426e-05,0.6233766233766234,0.6623376623376623,42.85515022277832,7,6,0.014321247736612955,0.013050587972005208,0.012965838114420572,0.022318827641474737,0.020338578657670456,0.020206500957538554
3,0.7,120,87,0.725,0.004935407638549804,0.011580467224121094,-0.011604817708333333,-3.292709589004516e-05,0.44166666666666665,0.7166666666666667,0.7333333333333333,0.006807458811792834,0.01336207756629357,-0.021759033203125,-4.5416683986269194e-05,0.6091954022988506,0.632183908045977,42.85515022277832,5,6,0.015598233540852864,0.014760907491048176,0.015293010075887044,0.021514804883934986,0.020359872401445763,0.02109380700122351
4,0.15,120,34,0.2833333333333333,0.02479861577351888,0.022595850626627605,0.057432937622070315,8.126099904378255e-07,0.225,0.9416666666666667,0.9416666666666667,0.0875245262594784,0.22595850626627603,0.14358234405517578,2.868035260368796e-06,0.7941176470588235,0.7941176470588235,42.67255210876465,0,2,0.02781527837117513,0.024422868092854818,0.026459439595540365,0.09817157072179458,0.0861983579747817,0.09338625739602481
4,0.25,120,34,0.2833333333333333,0.02479861577351888,0.022595850626627605,0.057432937622070315,8.126099904378255e-07,0.225,0.9416666666666667,0.9416666666666667,0.0875245262594784,0.22595850626627603,0.14358234405517578,2.868035260368796e-06,0.7941176470588235,0.7941176470588235,42.67255210876465,0,2,0.02781527837117513,0.024422868092854818,0.026459439595540365,0.09817157072179458,0.0861983579747817,0.09338625739602481
4,0.4,120,44,0.36666666666666664,0.001603857676188151,0.014508819580078125,0.008608627319335937,-1.6915301481882732e-05,0.225,0.8583333333333333,0.875,0.004374157298694958,0.02901763916015625,0.032282352447509766,-4.613264040513472e-05,0.6136363636363636,0.6590909090909091,42.67255210876465,0,5,0.009382152557373047,0.008908605575561524,0.009033727645874023,0.025587688792835583,0.0242961970242587,0.02463743903420188
4,0.55,120,65,0.5416666666666666,0.003914038340250651,0.029285685221354166,0.027604420979817707,-2.483278512954712e-05,0.325,0.7833333333333333,0.8083333333333333,0.007225916935847356,0.038198719853940216,0.06370250995342548,-4.584514177762545e-05,0.6,0.6461538461538462,42.67255210876465,0,8,0.013763078053792318,0.012703625361124675,0.013094536463419596,0.02540875948392428,0.02345284682053786,0.02417452885554387
4,0.7,120,75,0.625,0.018600304921468098,0.029285685221354166,0.0445776621500651,-2.2772451241811117e-05,0.4,0.775,0.8,0.02976048787434896,0.038198719853940216,0.07866646261776195,-3.6435921986897784e-05,0.64,0.68,42.67255210876465,0,9,0.024354012807210286,0.020601797103881835,0.02239397366841634,0.03896642049153646,0.03296287536621094,0.035830357869466145
