feature,direction,threshold,objective,count,selected_count,coverage,mean_psnr_delta,median_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,mean_ssim_delta,positive_ratio,strong_reference_cut_psnr,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.04076471924781799,-0.08543492595354717,600,540,0.9,0.01785342216491699,0.013788223266601562,-0.006340751647949219,0.037015711466471354,-2.6658276716868083e-05,0.5316666666666666,42.755948066711426,37,69,0.03266001065572103,0.02916367530822754,0.029925165176391603
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.06294443905353544,0.007660781224568685,600,90,0.15,0.005953731536865234,0.0,0.011896769205729166,0.0026266733805338544,3.2335519790649413e-07,0.10833333333333334,42.755948066711426,2,2,0.003965714772542318,0.0035149955749511717,0.003807837168375651
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.06294443905353544,-0.09010114804903667,600,510,0.85,0.014691928227742512,0.0,-0.010604871114095053,0.03728197733561198,-2.5274852911631267e-05,0.49,42.755948066711426,36,69,0.031227277119954426,0.027752173741658528,0.02849631627400716
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.09152942895889282,0.008446022907892863,600,120,0.2,0.007124430338541667,0.0,0.02007311503092448,0.002618255615234375,-1.2533863385518391e-06,0.14,42.755948066711426,2,4,0.004656763076782227,0.004184325536092122,0.004371010462443034
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.09152942895889282,-0.0908799226284027,600,480,0.8,0.013521229426066081,0.0,-0.018781216939290364,0.03729039510091146,-2.369811137517293e-05,0.4583333333333333,42.755948066711426,36,67,0.03053622881571452,0.027082843780517576,0.02793314297993978
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.1162581592798233,0.005872305552164712,600,150,0.25,0.007129583358764648,0.0,0.02048041025797526,0.002542444864908854,-2.7501583099365235e-06,0.16833333333333333,42.755948066711426,3,6,0.005855245590209961,0.005336456298828125,0.005501712163289388
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.1162581592798233,-0.08830620527267456,600,450,0.75,0.013516076405843099,0.0,-0.019188512166341147,0.037366205851236976,-2.220133940378825e-05,0.43,42.755948066711426,35,65,0.029337746302286784,0.025930713017781576,0.026802441279093425
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.13999998569488525,0.0031106374263763456,600,185,0.30833333333333335,0.007506043116251628,0.0,0.018680941263834634,0.0033653767903645835,-3.3806761105855306e-06,0.20166666666666666,42.755948066711426,5,8,0.0079206116994222,0.007208906809488933,0.007388582229614258
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.13999998569488525,-0.08534104811350504,600,421,0.7016666666666667,0.0133563232421875,0.0,-0.016167704264322916,0.03566553751627604,-2.1715958913167317e-05,0.4033333333333333,42.755948066711426,34,63,0.027541081110636394,0.024341548283894857,0.02517184893290202
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.17000001668930054,0.0010944822311401347,600,216,0.36,0.008607171376546223,0.0,0.020007960001627603,0.005805918375651042,-7.273356119791667e-06,0.23833333333333334,42.755948066711426,5,11,0.00966157595316569,0.008790677388509114,0.008961076736450196
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.17000001668930054,-0.08267627607981363,600,391,0.6516666666666666,0.01249183972676595,0.0,-0.018043785095214843,0.03480700174967448,-1.7569859822591145e-05,0.37166666666666665,42.755948066711426,33,60,0.02587178866068522,0.0228067684173584,0.023659124374389648
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.1899999976158142,-8.622881571452006e-05,600,244,0.4066666666666667,0.009523944854736328,0.0,0.01874542236328125,0.005674667358398437,-9.353955586751302e-06,0.2633333333333333,42.755948066711426,5,13,0.011714433034261068,0.010629049936930339,0.010918636322021485
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.1899999976158142,-0.07936455651919049,600,364,0.6066666666666667,0.013131526311238607,0.0,-0.01667359670003255,0.034302978515625,-1.51941180229187e-05,0.3466666666666667,42.755948066711426,33,58,0.024885730743408205,0.021897045771280925,0.022658182779947918
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.2094117432832718,-0.004320472081502274,600,270,0.45,0.00923168182373047,0.0,0.01715855916341146,0.0051699066162109375,-1.0329087575276692e-05,0.2833333333333333,42.755948066711426,7,15,0.012229576110839843,0.01114331563313802,0.011349137624104817
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.2094117432832718,-0.07811342763900757,600,330,0.55,0.01141397794087728,0.0,-0.015866661071777345,0.034738744099934896,-1.4622410138448079e-05,0.315,42.755948066711426,31,56,0.0229634157816569,0.02012385368347168,0.020955015818277994
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.22366014122962952,-0.006313881317774455,600,300,0.5,0.009744300842285156,0.0,0.016799240112304686,0.007360788981119791,-1.0498066743214925e-05,0.31,42.755948066711426,10,16,0.012903938293457031,0.011607185999552409,0.01182811419169108
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.22366014122962952,-0.0761200184027354,600,300,0.5,0.010901358922322591,0.0,-0.015507342020670573,0.032547861735026044,-1.4453430970509848e-05,0.28833333333333333,42.755948066711426,28,55,0.022289053599039713,0.019659983317057293,0.020476039250691733
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.25,-0.0030886044979095465,600,334,0.5566666666666666,0.014478979110717773,0.0,0.020617027282714844,0.017123209635416668,-1.1196235815684e-05,0.3516666666666667,42.755948066711426,10,19,0.016437501907348634,0.014604934056599935,0.015115798314412435
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.25,-0.07733294698397318,600,274,0.45666666666666667,0.007592258453369141,0.0,-0.019285659790039062,0.026504669189453125,-1.3844271500905356e-05,0.25833333333333336,42.755948066711426,28,52,0.019779523213704426,0.017569154103597006,0.01816841761271159
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.27704573869705196,-0.0049394492308298754,600,360,0.6,0.015831689834594726,0.0,0.02109722137451172,0.012138697306315104,-1.1237760384877522e-05,0.375,42.755948066711426,13,21,0.01835862159729004,0.01615627606709798,0.01695514996846517
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.27704573869705196,-0.07749445048967997,600,240,0.4,0.004813969930013021,0.0,-0.019805323282877603,0.02776995340983073,-1.371373732884725e-05,0.22333333333333333,42.755948066711426,25,50,0.016834370295206704,0.015110893249511719,0.015349003473917643
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.30000001192092896,0.00019266440073649298,600,392,0.6533333333333333,0.020992606480916342,0.0,0.017976697285970053,0.026464945475260418,-1.3232231140136719e-05,0.41333333333333333,42.755948066711426,14,22,0.02340772310892741,0.02043405850728353,0.021631975173950196
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.30000001192092896,-0.08165760595003763,600,212,0.35333333333333333,0.00023867925008138022,0.0,-0.016684799194335936,0.015169397989908854,-1.1508166790008544e-05,0.19166666666666668,42.755948066711426,24,49,0.01247682253519694,0.011300945281982422,0.011275269190470378
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.33192155361175546,-0.004788911183675127,600,420,0.7,0.02268342653910319,0.0,0.015499178568522136,0.02960517883300781,-1.3152360916137695e-05,0.44,42.755948066711426,17,26,0.0258318297068278,0.022851937611897785,0.02379102071126302
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.33192155361175546,-0.07764498853683471,600,180,0.3,-0.002037766774495443,0.0,-0.014207280476888021,0.01030347188313802,-1.1799136797587077e-05,0.15833333333333333,42.755948066711426,21,45,0.009361162185668945,0.008415231704711914,0.008513132731119791
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.36000001430511475,-0.006633414459228515,600,451,0.7516666666666667,0.025728235244750975,0.0,0.013763593037923178,0.04012797037760417,-1.6402800877888997e-05,0.465,42.755948066711426,18,30,0.02953434944152832,0.026328900655110676,0.027198918660481772
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.36000001430511475,-0.07413379651705423,600,152,0.25333333333333335,-0.003981068929036458,0.0,-0.012471694946289063,0.0027414703369140624,-8.442898591359457e-06,0.13666666666666666,42.755948066711426,20,41,0.006734774907430013,0.0059247366587320965,0.006137275695800781
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.3844052076339722,-0.014808058897654217,600,480,0.8,0.02733531316121419,0.0,0.012476094563802083,0.04497609456380208,-1.8045703570048014e-05,0.495,42.755948066711426,19,37,0.03219703674316406,0.02855206489562988,0.02958341916402181
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.3844052076339722,-0.06762584082285564,600,120,0.2,-0.006689653396606445,0.0,-0.011184196472167968,-0.00506744384765625,-6.905794143676758e-06,0.10333333333333333,42.755948066711426,19,34,0.0029959551493326823,0.0027151044209798177,0.0027207342783610025
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.4110457733273506,-0.020148083607355764,600,510,0.85,0.02988660176595052,0.009008407592773438,0.010491129557291666,0.04760444641113281,-1.8688340981801352e-05,0.53,42.755948066711426,20,43,0.03593259811401367,0.031825164159139,0.03289881706237793
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,>=,0.4110457733273506,-0.06228581611315409,600,90,0.15,-0.009240942001342773,0.0,-0.009199231465657553,-0.0076957956949869795,-6.263156731923421e-06,0.06833333333333333,42.755948066711426,18,28,-0.0007396062215169271,-0.0005579948425292969,-0.0005946636199951171
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_abs_gap_mean,<=,0.43745757043361666,-0.03038031880060831,600,540,0.9,0.02994508425394694,0.018762588500976562,0.011919670104980469,0.05208150227864583,-2.0838379859924317e-05,0.56,42.755948066711426,22,50,0.037222894032796223,0.033028790156046546,0.034301770528157555
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9725490808486938,-0.07346490219434101,600,541,0.9016666666666666,0.019267737070719403,0.012752532958984375,0.0014978535970052082,0.03968427022298177,-2.3481547832489013e-05,0.5416666666666666,42.755948066711426,37,63,0.03170838991800944,0.028100436528523762,0.02907384236653646
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.9803921580314636,-0.03000627112388611,600,95,0.15833333333333333,-0.002965997060139974,0.0,-0.006328201293945313,-0.0005397796630859375,-3.2712022463480632e-06,0.08166666666666667,42.755948066711426,2,18,0.0036310672760009764,0.0033884080251057945,0.0035042603810628253
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9803921580314636,-0.05820416199366252,600,511,0.8516666666666667,0.022098080317179362,0.0060138702392578125,0.004689420064290364,0.03968427022298177,-2.2025704383850096e-05,0.5166666666666667,42.755948066711426,37,55,0.0314151668548584,0.02779778798421224,0.028748674392700194
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.98562091588974,-0.03548947327931722,600,123,0.205,-0.00250946044921875,0.0,-0.004813308715820312,0.00026201883951822917,-3.875494003295898e-06,0.105,42.755948066711426,3,22,0.003551648457845052,0.0033223565419514974,0.003349151611328125
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.98562091588974,-0.04536685078938802,600,483,0.805,0.02398434003194173,0.000629425048828125,0.008285840352376303,0.04101529439290365,-2.1105209986368814e-05,0.5,42.755948066711426,35,49,0.031948906580607096,0.028231576283772788,0.02923386573791504
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.9895424842834473,-0.05160015905698141,600,154,0.25666666666666665,-0.006805531183878581,0.0,-0.007582689921061198,-0.000867919921875,-8.164544900258382e-06,0.12333333333333334,42.755948066711426,4,29,0.00296200434366862,0.0027725887298583984,0.0028462187449137368
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9895424842834473,-0.032090459489822386,600,452,0.7533333333333333,0.027367191314697267,0.0,0.010340220133463541,0.042180023193359374,-1.7036894957224527e-05,0.4816666666666667,42.755948066711426,34,43,0.03206273078918457,0.028328860600789388,0.02929202397664388
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.9921568632125854,-0.06880898731549581,600,183,0.305,-0.009372339248657227,0.0,-0.011447537740071614,-0.004057566324869792,-1.355538765589396e-05,0.14166666666666666,42.755948066711426,7,37,0.002342688242594401,0.002409969965616862,0.002430591583251953
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9921568632125854,-0.025324783182144168,600,428,0.7133333333333334,0.02806186040242513,0.0,0.011379597981770833,0.04080698649088542,-1.2661516666412354e-05,0.4633333333333333,42.755948066711426,34,39,0.03191004117329915,0.0280950927734375,0.029049488703409832
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.9947712421417236,-0.07647208485603332,600,223,0.37166666666666665,-0.009658889770507812,0.0,-0.011961695353190104,0.002834040323893229,-1.403878132502238e-05,0.17666666666666667,42.755948066711426,8,42,0.0031993420918782554,0.00308042844136556,0.0031349595387776693
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9947712421417236,-0.011292575995127362,600,400,0.6666666666666666,0.030590105056762695,0.0,0.01356817881266276,0.042371368408203124,-1.0503331820170085e-05,0.44166666666666665,42.755948066711426,31,33,0.03320401509602865,0.029291000366210938,0.030370136896769206
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,<=,0.9968628048896789,-0.07824831724166871,600,240,0.4,-0.0082330322265625,0.0,-0.008502553304036459,0.0004174041748046875,-1.7705957094828288e-05,0.19666666666666666,42.755948066711426,9,45,0.004928944905598958,0.004526090621948242,0.004686225255330404
DTA_v31_v31_wg18_base_s008_b14_seed3407_f0_gt_invert_airlight_fallback_mean,>=,0.9968628048896789,-0.004185582478841145,600,360,0.6,0.028878691991170248,0.0,0.009794451395670574,0.039491246541341146,-7.2455406188964845e-06,0.40166666666666667,42.755948066711426,29,26,0.030264046986897785,0.02674107869466146,0.027617928187052408
