name,true_delta_psnr,baseline_delta_psnr,depth_surplus_psnr,invert_delta_psnr,normal_delta_psnr,zero_delta_psnr
1001_0.89_1.66.png,-0.18054580688476562,-0.17554092407226562,-0.0050048828125,-0.18842315673828125,-0.18088531494140625,-0.17554092407226562
1003_0.9_1.06.png,-0.3054962158203125,-0.2977790832519531,-0.007717132568359375,-0.31539154052734375,-0.3070182800292969,-0.2977790832519531
1006_0.89_1.55.png,-0.0371856689453125,-0.0451812744140625,0.00799560546875,-0.041286468505859375,-0.04203033447265625,-0.0451812744140625
1010_0.91_1.13.png,-0.3197822570800781,-0.309600830078125,-0.010181427001953125,-0.311187744140625,-0.3397560119628906,-0.309600830078125
1012_0.85_1.28.png,-0.3454933166503906,-0.3463134765625,0.000820159912109375,-0.342010498046875,-0.3752326965332031,-0.3463134765625
1013_0.63_1.83.png,-0.18046188354492188,-0.18611526489257812,0.00565338134765625,-0.20542526245117188,-0.17649078369140625,-0.18611526489257812
1017_0.91_1.44.png,0.00695037841796875,0.0017547607421875,0.00519561767578125,0.00266265869140625,0.007953643798828125,0.0017547607421875
1019_0.82_1.87.png,0.047046661376953125,0.051876068115234375,-0.00482940673828125,0.06508636474609375,0.055690765380859375,0.051876068115234375
1035_0.76_1.14.png,-0.005146026611328125,0.0055999755859375,-0.010746002197265625,0.022113800048828125,0.000446319580078125,0.0055999755859375
1038_0.87_1.29.png,-0.027187347412109375,-0.0298614501953125,0.002674102783203125,-0.02577972412109375,-0.02501678466796875,-0.0298614501953125
1039_0.79_1.79.png,-0.048828125,-0.05098724365234375,0.00215911865234375,-0.0437164306640625,-0.04522705078125,-0.05098724365234375
1040_0.78_2.0.png,-0.03871917724609375,-0.03759193420410156,-0.0011272430419921875,-0.0307769775390625,-0.031890869140625,-0.03759193420410156
1049_0.97_1.09.png,0.0056304931640625,0.005962371826171875,-0.000331878662109375,0.008167266845703125,0.01108551025390625,0.005962371826171875
104_0.88_1.76.png,-0.2109088897705078,-0.2051849365234375,-0.0057239532470703125,-0.21117019653320312,-0.2128162384033203,-0.2051849365234375
