name,true_delta_psnr,baseline_delta_psnr,depth_surplus_psnr,invert_delta_psnr,shuffle_delta_psnr,zero_delta_psnr
1001_0.89_1.66.png,-0.17836761474609375,-0.1147613525390625,-0.06360626220703125,-0.20074462890625,-0.15810394287109375,-0.1147613525390625
1003_0.9_1.06.png,-0.2969932556152344,-0.21738052368164062,-0.07961273193359375,-0.32610321044921875,-0.26544189453125,-0.21738052368164062
1006_0.89_1.55.png,-0.044620513916015625,-0.057727813720703125,0.0131072998046875,-0.039127349853515625,-0.028018951416015625,-0.057727813720703125
1010_0.91_1.13.png,-0.3470268249511719,-0.2547721862792969,-0.092254638671875,-0.2926025390625,-0.3198394775390625,-0.2547721862792969
1012_0.85_1.28.png,-0.3851203918457031,-0.30013275146484375,-0.08498764038085938,-0.32077789306640625,-0.3472137451171875,-0.30013275146484375
1013_0.63_1.83.png,-0.16790008544921875,-0.17587661743164062,0.007976531982421875,-0.23855972290039062,-0.17734909057617188,-0.17587661743164062
1017_0.91_1.44.png,0.011035919189453125,-0.017852783203125,0.028888702392578125,-0.005779266357421875,0.006984710693359375,-0.017852783203125
1019_0.82_1.87.png,0.06810379028320312,0.05120086669921875,0.016902923583984375,0.07371139526367188,0.050525665283203125,0.05120086669921875
1035_0.76_1.14.png,0.026996612548828125,0.045013427734375,-0.018016815185546875,0.046863555908203125,0.012939453125,0.045013427734375
1038_0.87_1.29.png,-0.024120330810546875,-0.05031585693359375,0.026195526123046875,-0.028705596923828125,-0.02838134765625,-0.05031585693359375
1039_0.79_1.79.png,-0.041515350341796875,-0.07358932495117188,0.032073974609375,-0.04150390625,-0.047138214111328125,-0.07358932495117188
1040_0.78_2.0.png,-0.02628326416015625,-0.05742835998535156,0.031145095825195312,-0.02805328369140625,-0.037487030029296875,-0.05742835998535156
1049_0.97_1.09.png,0.015689849853515625,0.00098419189453125,0.014705657958984375,0.005756378173828125,0.00787353515625,0.00098419189453125
104_0.88_1.76.png,-0.22405052185058594,-0.1814594268798828,-0.042591094970703125,-0.21723365783691406,-0.2242565155029297,-0.1814594268798828
1063_0.51_1.61.png,-0.2065887451171875,-0.1637115478515625,-0.042877197265625,-0.22916030883789062,-0.21416854858398438,-0.1637115478515625
1069_0.66_1.4.png,-0.1938018798828125,-0.12591552734375,-0.0678863525390625,-0.23114013671875,-0.18633651733398438,-0.12591552734375
1072_0.58_0.58.png,-0.015575408935546875,0.08960723876953125,-0.10518264770507812,-0.0325164794921875,0.00302886962890625,0.08960723876953125
1079_0.77_1.21.png,0.07607650756835938,0.09233474731445312,-0.01625823974609375,0.058803558349609375,0.07992172241210938,0.09233474731445312
108_0.96_0.98.png,-0.0073757171630859375,-0.0370025634765625,0.029626846313476562,-0.022687911987304688,-0.017778396606445312,-0.0370025634765625
1090_0.54_0.58.png,-0.16078567504882812,-0.044597625732421875,-0.11618804931640625,-0.17454910278320312,-0.10941314697265625,-0.044597625732421875
1098_0.8_0.51.png,0.039470672607421875,0.040576934814453125,-0.00110626220703125,0.056793212890625,0.025753021240234375,0.040576934814453125
1104_0.89_1.59.png,0.10182952880859375,0.1024169921875,-0.00058746337890625,0.08549880981445312,0.09284591674804688,0.1024169921875
1108_0.58_1.2.png,-0.05245208740234375,-0.009098052978515625,-0.043354034423828125,0.01123809814453125,-0.045841217041015625,-0.009098052978515625
1116_0.63_1.62.png,0.09566879272460938,0.14384078979492188,-0.0481719970703125,0.12913131713867188,0.10841751098632812,0.14384078979492188
1121_0.88_0.92.png,-0.03072357177734375,-0.024143218994140625,-0.006580352783203125,-0.031940460205078125,-0.04248046875,-0.024143218994140625
1124_0.74_1.17.png,0.13805389404296875,0.169921875,-0.03186798095703125,0.17418670654296875,0.1334686279296875,0.169921875
1125_0.72_1.76.png,0.269012451171875,0.2817497253417969,-0.012737274169921875,0.24275970458984375,0.24968338012695312,0.2817497253417969
1126_0.73_0.82.png,-0.04897308349609375,-0.053707122802734375,0.004734039306640625,-0.081329345703125,-0.04965972900390625,-0.053707122802734375
1127_0.91_0.61.png,-0.02326202392578125,-0.1225128173828125,0.09925079345703125,-0.026340484619140625,-0.05283355712890625,-0.1225128173828125
1133_0.68_1.41.png,0.0209197998046875,-0.014404296875,0.0353240966796875,-0.004230499267578125,0.0256500244140625,-0.014404296875
1134_0.69_1.2.png,0.059192657470703125,0.02622222900390625,0.032970428466796875,0.041164398193359375,0.06361770629882812,0.02622222900390625
1139_0.58_1.05.png,0.3864288330078125,0.3916358947753906,-0.005207061767578125,0.4854774475097656,0.3599205017089844,0.3916358947753906
113_0.65_1.81.png,-0.16820907592773438,-0.175048828125,0.006839752197265625,-0.23383712768554688,-0.17615890502929688,-0.175048828125
1147_0.56_1.1.png,-0.10932159423828125,-0.09585952758789062,-0.013462066650390625,-0.18696975708007812,-0.09207916259765625,-0.09585952758789062
1152_0.65_1.76.png,0.22592544555664062,0.22443389892578125,0.001491546630859375,0.2828330993652344,0.23218536376953125,0.22443389892578125
1154_0.96_0.62.png,-0.01575469970703125,-0.01380157470703125,-0.001953125,-0.015911102294921875,-0.018497467041015625,-0.01380157470703125
1155_0.63_1.27.png,0.3154296875,0.35894012451171875,-0.04351043701171875,0.33956146240234375,0.29033660888671875,0.35894012451171875
1157_0.56_1.98.png,0.47638702392578125,0.49005126953125,-0.01366424560546875,0.6581344604492188,0.4595680236816406,0.49005126953125
1163_0.95_1.89.png,-0.16962432861328125,-0.0927276611328125,-0.07689666748046875,-0.17632293701171875,-0.17563247680664062,-0.0927276611328125
1164_0.79_1.96.png,-0.4564056396484375,-0.3523063659667969,-0.10409927368164062,-0.4065704345703125,-0.399932861328125,-0.3523063659667969
1167_0.95_0.68.png,0.13459014892578125,0.1153564453125,0.01923370361328125,0.1110382080078125,0.12873458862304688,0.1153564453125
1174_0.74_1.33.png,-0.11114120483398438,-0.13558578491210938,0.024444580078125,-0.13152313232421875,-0.13535690307617188,-0.13558578491210938
1178_0.68_0.85.png,0.07689285278320312,0.11548233032226562,-0.0385894775390625,0.084991455078125,0.05376434326171875,0.11548233032226562
1182_0.63_1.77.png,0.008617401123046875,0.013713836669921875,-0.005096435546875,0.05829620361328125,0.0072021484375,0.013713836669921875
118_0.72_0.71.png,-0.02890777587890625,-0.09833526611328125,0.069427490234375,-0.060894012451171875,-0.03235626220703125,-0.09833526611328125
1195_0.65_1.61.png,-0.16724395751953125,-0.13349533081054688,-0.033748626708984375,-0.2551078796386719,-0.15552902221679688,-0.13349533081054688
1199_0.86_0.65.png,0.11965560913085938,0.12547683715820312,-0.00582122802734375,0.10810089111328125,0.08945846557617188,0.12547683715820312
1207_0.7_1.43.png,0.010272979736328125,0.03661346435546875,-0.026340484619140625,0.024631500244140625,0.00023651123046875,0.03661346435546875
1216_0.65_1.09.png,-0.16553878784179688,-0.14352798461914062,-0.02201080322265625,-0.25168609619140625,-0.15368270874023438,-0.14352798461914062
1217_0.82_0.83.png,0.0505218505859375,0.06601333618164062,-0.015491485595703125,-0.0008392333984375,0.04137420654296875,0.06601333618164062
1220_0.82_1.9.png,0.03422737121582031,0.04921531677246094,-0.014987945556640625,0.03185844421386719,0.03439903259277344,0.04921531677246094
1226_0.82_0.78.png,-0.0979156494140625,-0.017101287841796875,-0.08081436157226562,-0.150604248046875,-0.06334304809570312,-0.017101287841796875
1232_0.77_0.99.png,-0.4311790466308594,-0.3839569091796875,-0.047222137451171875,-0.4882698059082031,-0.4141349792480469,-0.3839569091796875
1233_0.54_0.63.png,-0.15041732788085938,-0.14946365356445312,-0.00095367431640625,-0.18336868286132812,-0.13955307006835938,-0.14946365356445312
1246_0.62_2.0.png,0.13853073120117188,0.13139724731445312,0.00713348388671875,0.13616943359375,0.13057708740234375,0.13139724731445312
1267_0.75_1.55.png,0.5192184448242188,0.5264053344726562,-0.0071868896484375,0.6161346435546875,0.49259185791015625,0.5264053344726562
1270_0.74_1.52.png,-0.0842742919921875,-0.03151702880859375,-0.05275726318359375,-0.12268829345703125,-0.07219314575195312,-0.03151702880859375
1275_0.54_1.73.png,0.055469512939453125,0.06795120239257812,-0.012481689453125,0.14029312133789062,0.033473968505859375,0.06795120239257812
1284_0.58_1.58.png,0.2907752990722656,0.3056602478027344,-0.01488494873046875,0.3994255065917969,0.2836647033691406,0.3056602478027344
1290_0.95_1.76.png,0.15140533447265625,0.16339874267578125,-0.011993408203125,0.15517044067382812,0.146942138671875,0.16339874267578125
12_0.9_1.75.png,-0.087158203125,-0.01558685302734375,-0.07157135009765625,-0.14817428588867188,-0.0830841064453125,-0.01558685302734375
1307_0.92_1.87.png,-0.0117950439453125,0.0395965576171875,-0.0513916015625,-0.1025238037109375,-0.004184722900390625,0.0395965576171875
1310_0.53_1.28.png,0.07315444946289062,0.060894012451171875,0.01226043701171875,0.034389495849609375,0.041881561279296875,0.060894012451171875
