run_id,candidate,airlight_mode,depth_mode,alpha,count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,0.75,600,-0.007930609048891745,0.003218631331762367,-0.169917045276436,0.123877133768148,-0.01245865593791874,0.005399751617470609,-0.1983051629794085,0.13962150711686203,-0.3571866809769119,0.23233385148953403,-1.779456933339437e-05,0.5216666666666666,0.5783333333333334,42.755946791850995,150,25,21,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,zero,1.0,600,-0.011930610159964748,0.0023981376070771887,-0.22790284412893946,0.16494950520255033,-0.01716731544899512,0.0049502796153970035,-0.2653967336542586,0.18337240850663097,-0.4753336779978774,0.3015487794592069,-2.4629731973012287e-05,0.52,0.5633333333333334,42.755946791850995,150,33,38,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,0.1,600,-0.00016420270816967176,0.0011490069531596703,-0.025292743342239632,0.02024279947645942,-0.0014202305851242396,0.0022432318099863363,-0.02824634297849068,0.021960943727368943,-0.05101007380747902,0.03642712088514628,-1.941521962483724e-06,0.5516666666666666,0.8416666666666667,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,0.2,600,-0.00045526480419969315,0.002227131694500173,-0.050796366140063755,0.04047946554059362,-0.0028887099007831314,0.004269419421313643,-0.056606586360343,0.043675598680480474,-0.10193620442376172,0.07225171764716194,-4.008213678995768e-06,0.5483333333333333,0.74,42.755946791850995,150,6,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,0.35,600,-0.0011302092808567644,0.0035473978601565648,-0.08943667733158556,0.0708217607145936,-0.005181622682968646,0.006899151110627789,-0.09935243034841944,0.07577314211894208,-0.17815734177588638,0.12481111506787457,-7.2645147641499835e-06,0.5433333333333333,0.6633333333333333,42.755946791850995,150,17,2,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,0.5,600,-0.0020916972283519008,0.004441491778198525,-0.12852547188719293,0.10110007417452209,-0.007582369073859283,0.009034081021401998,-0.14233593266589548,0.10730208228527888,-0.2541632695788671,0.17589762138538917,-1.074532667795817e-05,0.5416666666666666,0.6233333333333333,42.755946791850995,150,20,6,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,0.75,600,-0.004331825551781432,0.005544201659290593,-0.19462784690539792,0.1492778383489635,-0.011822050074113643,0.011485029750640526,-0.2145444210713779,0.15860851335637272,-0.3803225847476746,0.2576067419729526,-1.701563596725464e-05,0.5366666666666666,0.595,42.755946791850995,150,25,26,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,shuffle,1.0,600,-0.007369528416338713,0.005312666911144959,-0.26181588545895523,0.19871179963963947,-0.016358260110672235,0.012543779958357107,-0.28739170623253313,0.2084409146679512,-0.5057849156233203,0.3348277393740801,-2.3869077364603677e-05,0.535,0.5733333333333334,42.755946791850995,150,30,45,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,normal,0.1,600,-0.00028764489701258,0.0008318675610112791,-0.023593987388753134,0.018963843713976622,-0.0014951961289475216,0.0021477309319264276,-0.0275763864338573,0.021029269466755273,-0.0503195276675541,0.03507145046728155,-1.87377134958903e-06,0.54,0.8416666666666667,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_light_hinge_seed3407_f0,wg18_light_hinge,fallback,normal,0.2,600,-0.0006964310933682801,0.0015825677922478576,-0.047317789348074867,0.03788592001030963,-0.0030373421137965314,0.004089288877753271,-0.05525388929261273,0.04182743723641368,-0.1005716831686847,0.06955483983697164,-3.857115904490153e-06,0.54,0.7416666666666667,42.755946791850995,150,4,0,,,
