name,accept_depth_action,selector_score,selected_delta_psnr,selected_delta_ssim,true_delta_psnr,zero_delta_psnr,shuffle_delta_psnr,normal_delta_psnr,true_vs_zero_surplus_if_selected,label_gain,label_risk
1001_0.89_1.66.png,False,0.5676159447327839,0.0,0.0,-0.10852432250976562,-0.12116622924804688,-0.12187576293945312,-0.11834716796875,0.01264190673828125,False,True
1003_0.9_1.06.png,False,0.5681932462923788,0.0,0.0,-0.2162017822265625,-0.24981307983398438,-0.24832916259765625,-0.24132156372070312,0.033611297607421875,False,True
1006_0.89_1.55.png,False,0.5867149379380806,0.0,0.0,-0.0604248046875,-0.049945831298828125,-0.058940887451171875,-0.051258087158203125,-0.010478973388671875,False,True
1010_0.91_1.13.png,False,0.7201512674211354,0.0,0.0,-0.24855804443359375,-0.2531890869140625,-0.2583503723144531,-0.26793670654296875,0.00463104248046875,False,True
1012_0.85_1.28.png,False,0.7217738771444631,0.0,0.0,-0.2923316955566406,-0.30019378662109375,-0.302825927734375,-0.31636810302734375,0.007862091064453125,False,True
1013_0.63_1.83.png,False,0.8309583366028406,0.0,0.0,-0.21091842651367188,-0.15797805786132812,-0.15401077270507812,-0.14867782592773438,-0.05294036865234375,False,True
1017_0.91_1.44.png,True,0.8936067655579167,-0.012783050537109375,3.635883331298828e-05,-0.012783050537109375,-0.010501861572265625,-0.013263702392578125,-0.015087127685546875,-0.00228118896484375,False,False
1019_0.82_1.87.png,True,0.8939987060758386,0.07247543334960938,-2.3245811462402344e-05,0.07247543334960938,0.014194488525390625,0.014904022216796875,0.008342742919921875,0.05828094482421875,True,True
1035_0.76_1.14.png,False,0.783158408024892,0.0,0.0,0.0758514404296875,-0.047107696533203125,-0.004974365234375,-0.04564666748046875,0.12295913696289062,True,True
1038_0.87_1.29.png,False,0.7885022507554563,0.0,0.0,-0.04210662841796875,-0.04886627197265625,-0.047290802001953125,-0.049510955810546875,0.0067596435546875,False,True
1039_0.79_1.79.png,False,0.7979664732719787,0.0,0.0,-0.06388092041015625,-0.08159637451171875,-0.076171875,-0.07755661010742188,0.0177154541015625,False,True
1040_0.78_2.0.png,False,0.8014438944555029,0.0,0.0,-0.04911041259765625,-0.06834983825683594,-0.06373023986816406,-0.06323814392089844,0.019239425659179688,False,True
1049_0.97_1.09.png,False,0.4460239055691585,0.0,0.0,0.009586334228515625,0.006595611572265625,0.005275726318359375,0.005977630615234375,0.00299072265625,False,True
104_0.88_1.76.png,False,0.8234918497190359,0.0,0.0,-0.18185806274414062,-0.16176795959472656,-0.17359352111816406,-0.17012405395507812,-0.020090103149414062,False,True
1063_0.51_1.61.png,False,0.7982303024868005,0.0,0.0,-0.16604995727539062,-0.1656951904296875,-0.16886520385742188,-0.16996002197265625,-0.000354766845703125,False,True
1069_0.66_1.4.png,False,0.8230090302454772,0.0,0.0,-0.12187576293945312,-0.11964035034179688,-0.12445449829101562,-0.13164520263671875,-0.00223541259765625,False,True
1072_0.58_0.58.png,False,0.8157243012729459,0.0,0.0,0.07766342163085938,0.0317840576171875,0.038604736328125,0.02843475341796875,0.045879364013671875,True,True
1079_0.77_1.21.png,False,0.2148058232992824,0.0,0.0,0.07000732421875,0.042873382568359375,0.050373077392578125,0.045597076416015625,0.027133941650390625,True,True
108_0.96_0.98.png,False,0.6583171459363896,0.0,0.0,-0.022073745727539062,-0.03775978088378906,-0.03741645812988281,-0.04366111755371094,0.01568603515625,False,True
1090_0.54_0.58.png,False,0.7543838086529577,0.0,0.0,-0.0694732666015625,-0.07579803466796875,-0.07463836669921875,-0.07804489135742188,0.00632476806640625,False,True
1098_0.8_0.51.png,False,0.7972242284096422,0.0,0.0,0.054119110107421875,-0.05913543701171875,-0.04296112060546875,-0.062168121337890625,0.11325454711914062,True,True
1104_0.89_1.59.png,True,0.9149156787416908,0.12051582336425781,9.465217590332031e-05,0.12051582336425781,0.08807945251464844,0.09145545959472656,0.08903694152832031,0.032436370849609375,True,False
1108_0.58_1.2.png,False,0.7697799848508384,0.0,0.0,0.015605926513671875,-0.21422576904296875,-0.18831634521484375,-0.20673370361328125,0.22983169555664062,False,True
1116_0.63_1.62.png,False,0.7461314389941982,0.0,0.0,0.134674072265625,0.02074432373046875,0.044467926025390625,0.031280517578125,0.11392974853515625,True,True
1121_0.88_0.92.png,False,0.7015054679505555,0.0,0.0,-0.005329132080078125,-0.08028411865234375,-0.0629730224609375,-0.07358932495117188,0.07495498657226562,False,True
1124_0.74_1.17.png,False,0.7101205527362172,0.0,0.0,0.15129470825195312,0.0178070068359375,0.06105804443359375,0.047515869140625,0.13348770141601562,True,False
1125_0.72_1.76.png,False,0.7597264503400555,0.0,0.0,0.2609901428222656,0.22470855712890625,0.23825836181640625,0.23558807373046875,0.036281585693359375,True,False
1126_0.73_0.82.png,False,0.7429086390255855,0.0,0.0,-0.08156967163085938,-0.017276763916015625,-0.018260955810546875,-0.008541107177734375,-0.06429290771484375,False,True
1127_0.91_0.61.png,False,0.7431900835445835,0.0,0.0,-0.09508514404296875,-0.08816909790039062,-0.09521484375,-0.09844970703125,-0.006916046142578125,False,True
1133_0.68_1.41.png,False,0.49263279937609794,0.0,0.0,-0.00704193115234375,0.07484817504882812,0.06206512451171875,0.069091796875,-0.08189010620117188,False,False
1134_0.69_1.2.png,False,0.47285681800348145,0.0,0.0,0.0352325439453125,0.11441421508789062,0.098907470703125,0.10926437377929688,-0.07918167114257812,True,False
1139_0.58_1.05.png,False,0.6231894269741551,0.0,0.0,0.40883636474609375,0.12430191040039062,0.18217086791992188,0.134979248046875,0.2845344543457031,True,False
113_0.65_1.81.png,False,0.8161574776165532,0.0,0.0,-0.19011688232421875,-0.15925216674804688,-0.16028594970703125,-0.15378570556640625,-0.030864715576171875,False,True
1147_0.56_1.1.png,False,0.8052572074618428,0.0,0.0,-0.12712860107421875,0.004154205322265625,-0.002277374267578125,0.00576019287109375,-0.13128280639648438,False,True
1152_0.65_1.76.png,False,0.7036000877562426,0.0,0.0,0.24591445922851562,0.07083892822265625,0.08266067504882812,0.07733535766601562,0.17507553100585938,True,False
1154_0.96_0.62.png,False,0.6910371730959858,0.0,0.0,-0.0218505859375,-0.022006988525390625,-0.0200653076171875,-0.022006988525390625,0.000156402587890625,False,False
1155_0.63_1.27.png,False,0.6931389991624723,0.0,0.0,0.3292198181152344,0.142852783203125,0.18451690673828125,0.17132186889648438,0.18636703491210938,True,False
1157_0.56_1.98.png,False,0.7941603665264382,0.0,0.0,0.5716629028320312,0.166229248046875,0.20156478881835938,0.177825927734375,0.40543365478515625,True,False
1163_0.95_1.89.png,False,0.8062288516262929,0.0,0.0,-0.07793807983398438,-0.07244110107421875,-0.09997177124023438,-0.097381591796875,-0.005496978759765625,False,True
1164_0.79_1.96.png,False,0.8060086603240896,0.0,0.0,-0.3454627990722656,-0.32590484619140625,-0.3393745422363281,-0.3596153259277344,-0.019557952880859375,False,True
1167_0.95_0.68.png,False,0.6564807504760135,0.0,0.0,0.11223602294921875,0.06946563720703125,0.0759735107421875,0.07114791870117188,0.0427703857421875,True,False
1174_0.74_1.33.png,False,0.8567171158302334,0.0,0.0,-0.13178253173828125,-0.15384674072265625,-0.14468765258789062,-0.15691375732421875,0.022064208984375,False,True
1178_0.68_0.85.png,False,0.8397455709520432,0.0,0.0,0.07715606689453125,-0.050693511962890625,-0.019092559814453125,-0.02765655517578125,0.12784957885742188,True,True
1182_0.63_1.77.png,False,0.7769654275634671,0.0,0.0,0.04906463623046875,-0.10949325561523438,-0.06906890869140625,-0.10882568359375,0.15855789184570312,True,False
118_0.72_0.71.png,False,0.4831809876420634,0.0,0.0,-0.07332229614257812,-0.07446670532226562,-0.071075439453125,-0.0792236328125,0.0011444091796875,False,True
1195_0.65_1.61.png,False,0.7224604736595154,0.0,0.0,-0.21486282348632812,-0.07757949829101562,-0.07390594482421875,-0.063690185546875,-0.1372833251953125,False,True
1199_0.86_0.65.png,False,0.8507615416273658,0.0,0.0,0.1453857421875,0.032520294189453125,0.0537261962890625,0.03363800048828125,0.11286544799804688,True,False
1207_0.7_1.43.png,False,0.30881109507940496,0.0,0.0,0.0216827392578125,-0.01454925537109375,0.00086212158203125,-0.00567626953125,0.03623199462890625,True,True
1216_0.65_1.09.png,False,0.8284013150625263,0.0,0.0,-0.192962646484375,-0.044849395751953125,-0.06707382202148438,-0.044704437255859375,-0.14811325073242188,False,True
1217_0.82_0.83.png,False,0.6393462640341929,0.0,0.0,0.07711410522460938,0.0284881591796875,0.033855438232421875,0.030826568603515625,0.048625946044921875,True,False
1220_0.82_1.9.png,False,0.6323297681025275,0.0,0.0,0.07635116577148438,0.02986907958984375,0.032840728759765625,0.029933929443359375,0.046482086181640625,True,True
1226_0.82_0.78.png,False,0.7590922993897098,0.0,0.0,-0.052585601806640625,0.013256072998046875,0.005741119384765625,0.015834808349609375,-0.0658416748046875,False,True
