run_id,candidate,airlight_mode,depth_mode,alpha,count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,0.1,600,0.0036837075978044887,0.004450247395691775,-0.03370667076234568,0.040752021142358784,0.0009549920230675705,0.006750864881674706,-0.03966695062308124,0.04346578569225841,-0.06747045527358467,0.06154094094152,-1.57088041305542e-06,0.62,0.7966666666666666,42.755946791850995,150,3,0,0.004421591946599476,0.003890751708906984,0.004010225119492444
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,0.2,600,0.007094135395343428,0.008796588548868556,-0.06787691490675271,0.08072534581221436,0.0018384755392780268,0.012971524924018448,-0.07965285179181905,0.08652349836721858,-0.13501534529702894,0.12239314572696572,-3.3302108446757e-06,0.62,0.725,42.755946791850995,150,14,1,0.008677342088972455,0.007633758285356051,0.007867145445908512
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,0.35,600,0.011694683707212808,0.01505886626256725,-0.12037437863169523,0.13916913920204496,0.0030302203952347405,0.021299362100126635,-0.1402020431699782,0.15030552803710756,-0.23642930767454687,0.21228721758330735,-6.279349327087402e-06,0.6183333333333333,0.6766666666666666,42.755946791850995,150,22,7,0.014747653891091263,0.012968973426023312,0.013362835545125785
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,0.5,600,0.015673639302077755,0.020659015610196008,-0.17417362587969265,0.19666198247369382,0.0040624844115207046,0.028412098303013427,-0.20139863325163235,0.213068305412657,-0.3379039329793315,0.3003984627267428,-9.606977303822836e-06,0.6116666666666667,0.6516666666666666,42.755946791850995,150,31,23,0.020438926377371214,0.01796606903074326,0.018507801165815754
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,0.75,600,0.020914174313993665,0.028491885329771094,-0.2659562265487615,0.29425208881194626,0.005430292309081608,0.03753485663413277,-0.3048574099237367,0.31536111643214676,-0.507005277531723,0.4477531397355577,-1.6035636266072593e-05,0.61,0.6333333333333333,42.755946791850995,150,36,54,0.029072913185947825,0.025534327277457775,0.02629436156332351
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,1.0,600,0.024403719919233773,0.03608089722972885,-0.3540182129672761,0.3909038968958562,0.006359330364552728,0.043204061722625656,-0.4099685961508977,0.41503259652855923,-0.6759474030306855,0.5926919195401552,-2.3511151472727457e-05,0.605,0.625,42.755946791850995,150,39,76,0.036630494355306215,0.032140612273326916,0.03308349378510411
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,0.1,600,-0.0007378843487949874,0.0005601067519123148,-0.022090755134389538,0.016496240135294094,-0.0015284794063770354,0.0012477180040251312,-0.026096687857171355,0.019213905910199773,-0.047718285270419616,0.03287166044617891,-2.1445751190185545e-06,0.5333333333333333,0.8383333333333334,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,0.2,600,-0.0015832066936290268,0.0010608582861344473,-0.044320161030237774,0.032977826061721734,-0.003101851121516314,0.002321011441711486,-0.05227997084898218,0.03821281324490951,-0.09538347743176132,0.06515075647650051,-4.374086856842041e-06,0.5333333333333333,0.735,42.755946791850995,150,2,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,0.35,600,-0.003052970183878454,0.001721435629967516,-0.07792161035391913,0.05767168697198628,-0.005545820528794039,0.0036014768132346356,-0.09171166954930363,0.06631229046545653,-0.166771721639347,0.1124245766140735,-7.848540941874187e-06,0.5283333333333333,0.6516666666666666,42.755946791850995,150,13,2,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,0.5,600,-0.00476528707529346,0.002257702432039821,-0.11173961627224642,0.08233088240649336,-0.008090218089038122,0.004483686671362127,-0.131330999894403,0.09391823219262037,-0.2380157910684261,0.15829377295787098,-1.1490384737650554e-05,0.5283333333333333,0.6083333333333333,42.755946791850995,150,21,5,,,
