name,accept_depth_action,selector_score,selected_delta_psnr,selected_delta_ssim,true_delta_psnr,zero_delta_psnr,shuffle_delta_psnr,normal_delta_psnr,true_vs_zero_surplus_if_selected,label_gain,label_risk
1001_0.89_1.66.png,False,0.56760258418293,0.0,0.0,-0.10913848876953125,-0.12197113037109375,-0.122589111328125,-0.11888885498046875,0.0128326416015625,False,True
1003_0.9_1.06.png,False,0.5681867318798105,0.0,0.0,-0.21755599975585938,-0.25060272216796875,-0.24927139282226562,-0.24234771728515625,0.033046722412109375,False,True
1006_0.89_1.55.png,False,0.5867269151556499,0.0,0.0,-0.06009674072265625,-0.049579620361328125,-0.05867767333984375,-0.050933837890625,-0.010517120361328125,False,True
1010_0.91_1.13.png,False,0.7199998718798746,0.0,0.0,-0.24929428100585938,-0.253692626953125,-0.25963592529296875,-0.26979827880859375,0.004398345947265625,False,True
1012_0.85_1.28.png,False,0.7216225933435189,0.0,0.0,-0.29315948486328125,-0.30060577392578125,-0.3039741516113281,-0.31777191162109375,0.0074462890625,False,True
1013_0.63_1.83.png,False,0.8308582126601902,0.0,0.0,-0.20991134643554688,-0.15748977661132812,-0.1535797119140625,-0.14818572998046875,-0.05242156982421875,False,True
1017_0.91_1.44.png,True,0.8936767112845003,-0.01262664794921875,3.504753112792969e-05,-0.01262664794921875,-0.01019287109375,-0.012908935546875,-0.01483917236328125,-0.00243377685546875,False,False
1019_0.82_1.87.png,True,0.8940514626513819,0.07162094116210938,-2.4318695068359375e-05,0.07162094116210938,0.014179229736328125,0.014797210693359375,0.008365631103515625,0.05744171142578125,True,True
1035_0.76_1.14.png,False,0.7831214546759041,0.0,0.0,0.0734405517578125,-0.0478668212890625,-0.006298065185546875,-0.046215057373046875,0.121307373046875,True,True
1038_0.87_1.29.png,False,0.7885589528742148,0.0,0.0,-0.041774749755859375,-0.048503875732421875,-0.0468597412109375,-0.04891204833984375,0.0067291259765625,False,True
1039_0.79_1.79.png,False,0.7980042087461203,0.0,0.0,-0.063690185546875,-0.08144378662109375,-0.0758056640625,-0.0771636962890625,0.01775360107421875,False,True
