run_id,candidate,name,oracle_accept_image,oracle_accept_patch_ratio,oracle_accept_pixel_ratio,router_score,model_r_img,model_r_patch_mean,model_pixel_gate_mean,model_pixel_gate_p95_proxy,delta_psnr,delta_ssim,a0_psnr,t_pred_mean,t_gt_mean,log_t_abs_error_mean,t_uncertainty_mean,phys_abs_mean,safe_delta_abs_mean,brightness_mean,texture_mean,low_t_flag,worst_flag
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1001_0.89_1.66.png,True,0.509206235408783,0.5210937261581421,0.7119542719909333,0.8975237607955933,0.7932428121566772,2.5385386834386736e-05,0.0032210135832428932,0.005243964612652974,0.0004140138626098633,35.00823014998153,0.2799554765224457,0.4436495006084442,0.6286768317222595,0.23671086132526398,0.047489821910858154,5.976943384666811e-08,0.7049742341041565,0.0070495884865522385,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1003_0.9_1.06.png,False,0.4729749858379364,0.44843748211860657,0.7125650369994041,0.8976182341575623,0.7938397526741028,3.094043131568469e-05,0.003163079498335719,-0.13159006788582417,0.0003960132598876953,38.65223421731698,0.33528465032577515,0.5031436681747437,0.5401996970176697,0.22606176137924194,0.04686186462640762,7.793214962248385e-08,0.6616790890693665,0.008126525208353996,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1006_0.89_1.55.png,True,0.389668732881546,0.4226124882698059,0.7119508668430043,0.8976470828056335,0.7931300401687622,2.7056481485487893e-05,0.003913669381290674,0.09943636188714322,-3.266334533691406e-05,37.099530396816284,0.25229769945144653,0.27455925941467285,0.2749924957752228,0.24871321022510529,0.04849647730588913,5.2379018455894766e-08,0.638778805732727,0.025816388428211212,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1010_0.91_1.13.png,False,0.35458749532699585,0.3643749952316284,0.7146786419784483,0.8978976607322693,0.7959466576576233,3.3677686587907374e-05,0.004825457464903593,-0.2649326158801557,-0.0013339519500732422,39.22648117726875,0.36732059717178345,0.39074546098709106,0.4161315858364105,0.19886524975299835,0.044805824756622314,3.752729327288762e-08,0.47183841466903687,0.030512548983097076,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1012_0.85_1.28.png,False,0.33675000071525574,0.346756249666214,0.7148241398589583,0.8978689312934875,0.7961341738700867,3.269340595579706e-05,0.004797958768904209,-0.29345366140062623,-0.002038419246673584,38.41628012922451,0.348249226808548,0.3787277638912201,0.40261614322662354,0.20861965417861938,0.04546858370304108,3.652640501172755e-08,0.4813558757305145,0.029112091287970543,False,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1013_0.63_1.83.png,False,0.3080749809741974,0.36403125524520874,0.7145282332279734,0.8975967764854431,0.7960458993911743,2.823855720635038e-05,0.003703590016812086,-0.3196048046234665,-9.059906005859375e-05,39.76733331234053,0.25055888295173645,0.30702537298202515,0.2852889895439148,0.24722588062286377,0.049713414162397385,4.512219575758536e-08,0.5982113480567932,0.012337964959442616,True,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1017_0.91_1.44.png,True,0.5495062470436096,0.503781259059906,0.7122257773566787,0.8978003263473511,0.7933008670806885,2.8270627808524296e-05,0.004359843209385872,0.0022656859723184652,3.24249267578125e-05,33.62204942908377,0.311265766620636,0.31860536336898804,0.17455895245075226,0.23214496672153473,0.04806824028491974,5.404101344197443e-08,0.6577608585357666,0.008775927126407623,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1019_0.82_1.87.png,True,0.7581812143325806,0.734693706035614,0.7135065652095207,0.8977457284927368,0.7947757840156555,2.8937261959072202e-05,0.004358408506959677,0.09262593292218213,6.079673767089844e-05,32.74661730322854,0.2847098112106323,0.29284435510635376,0.19313104450702667,0.24735122919082642,0.04833954945206642,6.817396780434137e-08,0.6441677212715149,0.008059646934270859,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1035_0.76_1.14.png,True,0.7333937287330627,0.7335249781608582,0.7161924147239205,0.8978651762008667,0.7976614236831665,3.3808668376877904e-05,0.0038176849484443665,0.31473775781062585,-6.651878356933594e-05,33.74776202986134,0.28692659735679626,0.2996716797351837,0.21421405673027039,0.20794515311717987,0.04940972849726677,5.152179483047803e-08,0.5878452658653259,0.012314347550272942,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1038_0.87_1.29.png,False,0.25383123755455017,0.30621248483657837,0.7123386387584496,0.8977946639060974,0.7934315800666809,3.208384441677481e-05,0.003987307660281658,-0.23356617882276254,-0.00019085407257080078,32.46612434724393,0.35267114639282227,0.23361967504024506,0.4652102291584015,0.20927591621875763,0.04982158541679382,6.709978350727397e-08,0.6087376475334167,0.018163148313760757,True,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1039_0.79_1.79.png,False,0.2485937476158142,0.3183625042438507,0.7115274237726368,0.8976899981498718,0.7926204204559326,2.4084509277599864e-05,0.003627522848546505,-0.12763871605347532,-0.00015860795974731445,32.14398775443719,0.27731120586395264,0.1978808492422104,0.40883320569992065,0.2273561656475067,0.04912068322300911,5.1707250037225094e-08,0.6747772693634033,0.015557206235826015,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1040_0.78_2.0.png,False,0.32455000281333923,0.3741937279701233,0.710961745743969,0.897654116153717,0.7920219302177429,2.112355832650792e-05,0.0034717770759016275,-0.06498786376968724,-0.00011861324310302734,31.562429418974244,0.24914388358592987,0.18408703804016113,0.38214877247810364,0.23521608114242554,0.048975277692079544,4.7886398846230804e-08,0.7048795819282532,0.014272965490818024,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1049_0.97_1.09.png,True,0.6335874795913696,0.5614312291145325,0.7117338575481114,0.8977144360542297,0.7928287982940674,3.148978794342838e-05,0.0032962800469249487,0.07560640301101529,4.291534423828125e-06,38.1807872949384,0.38852834701538086,0.3842211663722992,0.3639983832836151,0.2025703638792038,0.04845992848277092,4.9543690039399735e-08,0.580274760723114,0.019338320940732956,False,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,104_0.88_1.76.png,False,0.23831874132156372,0.27902498841285706,0.7094068735317656,0.89759761095047,0.7903395295143127,2.0262152247596532e-05,0.004503879230469465,-0.16153735786060963,-0.00038045644760131836,31.50990450721143,0.2336149364709854,0.24968764185905457,0.3098169267177582,0.23134663701057434,0.047377996146678925,3.576787932502157e-08,0.7505276799201965,0.005877246148884296,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1063_0.51_1.61.png,False,0.13563749194145203,0.26746875047683716,0.7146663997239386,0.8976571559906006,0.7961462736129761,2.656898504937999e-05,0.004192105494439602,-0.2500411781537224,-0.0005156993865966797,34.06107024176107,0.23541007936000824,0.22697299718856812,0.2569045424461365,0.24491733312606812,0.048417769372463226,4.7741355757580095e-08,0.6296319365501404,0.008273383602499962,True,True
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1069_0.66_1.4.png,False,0.4857562482357025,0.4721187353134155,0.7116956333754842,0.8976345062255859,0.7928568124771118,2.5755478418432176e-05,0.0054366025142371655,-0.0398248324484598,-0.0001456737518310547,33.77004934349267,0.2663119435310364,0.2380875200033188,0.5899590849876404,0.2127593457698822,0.0495472215116024,3.7874194447340415e-08,0.6743139624595642,0.009589537978172302,True,False
v33_routerfusion_d3_router_seed3407_f0_triage5full,d3_router,1072_0.58_0.58.png,False,0.4909937381744385,0.47459372878074646,0.7146946678280415,0.8977265357971191,0.7961162328720093,4.3796520913019776e-05,0.007035090588033199,-0.03662287465429159,2.086162567138672e-06,38.13917092839936,0.3694293797016144,0.2849847972393036,0.7952619791030884,0.19277584552764893,0.049580540508031845,5.816574599748492e-08,0.5414039492607117,0.012097073718905449,True,False
