variant,runs,gate_pass_count,mean_true_a0,hard_true_a0,dssim,positive_ratio,worst,true_vs_zero,true_vs_shuffle,true_vs_normal,triage_pass
d1_loss,4,0,0.06771051327387492,0.06901174227396648,-3.490597009658814e-07,0.6283333333333333,81.5,0.055552345911661784,0.05017155408859253,0.05261296987533569,False
d2_lowphys,4,0,0.06595106919606526,0.06749404907226562,-1.9601732492446898e-06,0.6254166666666666,80.25,0.058310054143269854,0.05172058502833049,0.05410382986068726,False
d3_router,4,0,0.03278562307357788,0.03536997159322103,-6.287271777788799e-06,0.57125,75.5,0.029597642421722414,0.02601202805836995,0.02688921848932902,False
