name,a0_psnr,candidate_psnr,delta_psnr,a0_ssim,candidate_ssim,delta_ssim,input_gt_l1,a0_gt_l1,candidate_gt_l1
1000_0.74_1.6.png,36.9222412109375,37.017086029052734,0.09484481811523438,0.9977827072143555,0.9977970123291016,1.430511474609375e-05,0.1719251573085785,0.011689144186675549,0.011571532115340233
1001_0.89_1.66.png,35.00823211669922,34.95673751831055,-0.051494598388671875,0.975281834602356,0.9760400652885437,0.0007582306861877441,0.14484916627407074,0.013822163455188274,0.013881348073482513
1002_0.73_1.47.png,33.58782196044922,33.41164016723633,-0.17618179321289062,0.9880730509757996,0.988317608833313,0.00024455785751342773,0.10804958641529083,0.015833182260394096,0.016080722212791443
1003_0.9_1.06.png,38.65223693847656,38.566062927246094,-0.08617401123046875,0.986864447593689,0.987414538860321,0.0005500912666320801,0.10155312716960907,0.009373323991894722,0.009442584589123726
1004_0.91_1.17.png,37.140499114990234,37.03841018676758,-0.10208892822265625,0.9887340068817139,0.9892399311065674,0.0005059242248535156,0.11183138936758041,0.01123181451112032,0.011328483000397682
1005_0.74_1.81.png,38.30308532714844,38.29534912109375,-0.0077362060546875,0.9964064359664917,0.9963676333427429,-3.88026237487793e-05,0.2641885578632355,0.009219735860824585,0.00927815679460764
1006_0.89_1.55.png,37.09952926635742,37.09394073486328,-0.005588531494140625,0.9955921173095703,0.9955747127532959,-1.7404556274414062e-05,0.3046744763851166,0.010160733945667744,0.010203356854617596
1007_0.68_1.25.png,38.78367614746094,38.706573486328125,-0.0771026611328125,0.9977482557296753,0.9977465867996216,-1.6689300537109375e-06,0.1885557919740677,0.00869210995733738,0.008814296685159206
1008_0.52_1.98.png,39.091495513916016,38.99245834350586,-0.09903717041015625,0.9969046115875244,0.9968805313110352,-2.4080276489257812e-05,0.18886955082416534,0.008125781081616879,0.008232703432440758
1009_0.84_0.56.png,44.452667236328125,44.53724670410156,0.0845794677734375,0.9891738891601562,0.9893511533737183,0.00017726421356201172,0.1712237149477005,0.004787243902683258,0.004740713629871607
100_0.65_1.43.png,36.1766471862793,36.56932067871094,0.3926734924316406,0.9961955547332764,0.9962717890739441,7.623434066772461e-05,0.13408933579921722,0.011469827964901924,0.010890409350395203
1010_0.91_1.13.png,39.22648620605469,39.316566467285156,0.09008026123046875,0.9720039367675781,0.9731076955795288,0.0011037588119506836,0.3192366361618042,0.008179513737559319,0.008037729188799858
