split,mapper,K,scale,count,bad_count,bad_rate,bad_mean_gain,good_mean_gain,worst_name,worst_gain,bad_pred_abs_mean_mean,good_pred_abs_mean_mean,bad_pred_abs_max_mean,good_pred_abs_max_mean,bad_pred_coeff_norm_mean,good_pred_coeff_norm_mean,bad_pred_low_energy_mean,good_pred_low_energy_mean,bad_weighted_residual_norm_mean,good_weighted_residual_norm_mean,bad_nn_distance_mean,good_nn_distance_mean,bad_confidence_proxy_mean,good_confidence_proxy_mean,bad_kenel_confidence_mean,good_kenel_confidence_mean,bad_proxy_score_mean,good_proxy_score_mean,bad_M_safe_mean_mean,good_M_safe_mean_mean,bad_M_safe_nonzero_frac_mean,good_M_safe_nonzero_frac_mean
confirm,global_plus_spatial_kenel_knn_9,16,0.75,128,6,0.046875,-0.055748303731282554,0.19781975667984758,1261_0.52_1.86.png,-0.11419296264648438,0.006018296699039638,0.007784625129835283,0.01871290213117997,0.0212675897312946,0.31797859569390613,0.25966971587450777,6.17295427218778e-05,8.988508509856564e-05,0.004511867998614656,0.0041880559978871214,40.018759409586586,1351868.5440572677,0.024719762499218242,0.01747391025366381,0.12227747961878777,0.08018578033222527,0.999875952800115,0.8134490892498135,0.16681736335158348,0.11375844329795953,1.0,1.0
confirm,global_plus_spatial_kenel_knn_9,16,1.0,128,8,0.0625,-0.06805205345153809,0.26074965794881183,1261_0.52_1.86.png,-0.15472030639648438,0.005956696957582608,0.00781817058644568,0.018721968517638743,0.02130956343219926,0.2985218372195959,0.2599950184424718,5.759821146966715e-05,9.062976622165782e-05,0.005950533335925227,0.005581231664044217,41.867380142211914,1374398.8962375163,0.023822777277547915,0.017412945064349258,0.12266752403229475,0.0794582490498821,0.9997091069817543,0.8103530979118659,0.13751882500946522,0.114827363853207,1.0,1.0
confirm,spatial_priors_kenel_knn_9,16,0.25,128,3,0.0234375,-0.03513018290201823,0.06436512756347657,1288_0.95_1.97.png,-0.03849220275878906,0.009564722422510386,0.00741348572447896,0.023639381552735966,0.02096512007713318,0.4268913169701894,0.27746173775196076,0.0001326551476571088,8.418924041325227e-05,0.00237629094219714,0.0013173010240134907,13.381061553955078,1280008.405976593,0.06963106349784248,0.0529896712343211,0.11872082948684692,0.08291858750581742,0.999890923500061,0.8179229746782221,0.2018905778725942,0.11419010023074225,1.0,1.0
confirm,spatial_priors_kenel_knn_9,16,0.5,128,5,0.0390625,-0.05798683166503906,0.12775016412502382,1288_0.95_1.97.png,-0.09702873229980469,0.007459014467895031,0.007464104150308341,0.021335886046290397,0.02101527417941791,0.43468844294548037,0.2747150321559208,9.187326540995854e-05,8.505897697217941e-05,0.0037000604068388103,0.002642948777417573,12.89402370452881,1300821.3530092705,0.07290812484715337,0.05258586561421055,0.11734354197978973,0.08239242452673795,0.9999323844909668,0.8149624608359602,0.1876957654953003,0.1133411010974314,1.0,1.0
confirm,spatial_priors_kenel_knn_9,16,0.75,128,6,0.046875,-0.08449618021647136,0.18768662311991707,1288_0.95_1.97.png,-0.17480850219726562,0.0068395294559498625,0.007494612345013951,0.019849662979443867,0.02108573915100977,0.42955687642097473,0.27365614681458866,7.98398320209041e-05,8.559493034838062e-05,0.005089673257370645,0.003974069391152562,13.055174350738525,1311483.7095017433,0.07197186247929875,0.052465335409080924,0.12044782688220342,0.08195327020815162,0.9998244146505991,0.8134516239129045,0.16748284175992012,0.1137257148516479,1.0,1.0
confirm,spatial_priors_kenel_knn_9,16,1.0,128,6,0.046875,-0.12318261464436848,0.2421342662123383,1288_0.95_1.97.png,-0.27080345153808594,0.0068395294559498625,0.007494612345013951,0.019849662979443867,0.02108573915100977,0.42955687642097473,0.27365614681458866,7.98398320209041e-05,8.559493034838062e-05,0.006786230927370829,0.005298759161876115,13.055174350738525,1311483.7095017433,0.07197186247929875,0.052465335409080924,0.12044782688220342,0.08195327020815162,0.9998244146505991,0.8134516239129045,0.16748284175992012,0.1137257148516479,1.0,1.0
confirm,spatial_priors_ridge_10,16,0.25,128,10,0.078125,-0.09724903106689453,0.0958146725670766,1254_0.97_1.31.png,-0.2740592956542969,0.012778858281672,0.012529202184434665,0.040299981273710726,0.04075486366873828,0.9917207300662995,0.8012856598627769,0.0002543693568441086,0.00025559043120603934,0.0031681675768797666,0.0021739091869296787,12.164307594299316,1355940.4173490072,0.07721299304411078,0.05135993359612337,,,0.9993997812271118,0.8071698880763291,0.14633873105049133,0.11369531315216652,1.0,1.0
confirm,spatial_priors_ridge_10,16,0.5,128,14,0.109375,-0.15645531245640346,0.19222068786621094,1254_0.97_1.31.png,-0.5604896545410156,0.012570403250200408,0.012546042062080744,0.04033450356551579,0.04076658487483336,0.9756796274866376,0.7965736875408574,0.00026128538697126454,0.0002547839388873335,0.006228251511959442,0.004291319284961117,13.004926613398961,1403516.7440463703,0.07312792766421101,0.05095448339898869,,,0.9991455290998731,0.800456203490173,0.13360267531658923,0.11411400708796766,1.0,1.0
confirm,spatial_priors_ridge_10,16,0.75,128,16,0.125,-0.22192418575286865,0.28237167426518034,1254_0.97_1.31.png,-0.855804443359375,0.012965000700205564,0.01248923597657787,0.04174636211246252,0.0405726065343645,0.9864068739116192,0.7918429034096854,0.00027352923189027933,0.0002529187208974041,0.00962954674762729,0.0063440725675412354,13.052064597606659,1428579.304082368,0.0727232174178765,0.05061634478658608,,,0.998934768140316,0.7969382885270794,0.12499023182317615,0.1149963442258013,1.0,1.0
confirm,spatial_priors_ridge_10,16,1.0,128,16,0.125,-0.318153977394104,0.36089364119938444,1254_0.97_1.31.png,-1.1570014953613281,0.012965000700205564,0.01248923597657787,0.04174636211246252,0.0405726065343645,0.9864068739116192,0.7918429034096854,0.00027352923189027933,0.0002529187208974041,0.012839395458838544,0.008458763499683771,13.052064597606659,1428579.304082368,0.0727232174178765,0.05061634478658608,,,0.998934768140316,0.7969382885270794,0.12499023182317615,0.1149963442258013,1.0,1.0
