split,mapper,K,scale,count,bad_count,bad_rate,bad_mean_gain,good_mean_gain,worst_name,worst_gain,bad_pred_abs_mean_mean,good_pred_abs_mean_mean,bad_pred_abs_max_mean,good_pred_abs_max_mean,bad_pred_coeff_norm_mean,good_pred_coeff_norm_mean,bad_pred_low_energy_mean,good_pred_low_energy_mean,bad_weighted_residual_norm_mean,good_weighted_residual_norm_mean,bad_nn_distance_mean,good_nn_distance_mean,bad_confidence_proxy_mean,good_confidence_proxy_mean,bad_kenel_confidence_mean,good_kenel_confidence_mean,bad_proxy_score_mean,good_proxy_score_mean,bad_M_safe_mean_mean,good_M_safe_mean_mean,bad_M_safe_nonzero_frac_mean,good_M_safe_nonzero_frac_mean
confirm,convir_spatial_kenel_knn_9,16,0.25,128,4,0.03125,-0.02663135528564453,0.06931197258733934,1333_0.79_1.62.png,-0.036533355712890625,0.0055670293513685465,0.007482966963922785,0.019688349217176437,0.02408564224418613,0.27089977264404297,0.35753414852003895,4.6537898924725596e-05,9.197516831796571e-05,0.0013897047588201069,0.0014232054352937115,33.57746076583862,40.22493774660172,0.029071887796929666,0.028304683489358707,0.12350339628756046,0.12231826355620738,0.9998146146535873,0.8164579527956741,0.12475876696407795,0.11597096124680847,1.0,1.0
confirm,convir_spatial_kenel_knn_9,16,0.5,128,5,0.0390625,-0.04918060302734375,0.13663716820197377,1333_0.79_1.62.png,-0.07419586181640625,0.0052806509658694266,0.007510185090264653,0.019064571335911752,0.024146749418440874,0.28514933586120605,0.357659242502073,4.245156851538923e-05,9.251068800446914e-05,0.002634367963987582,0.002852851595150109,33.57342338562012,40.2791463960477,0.029045003799182338,0.028299538901400703,0.12472306936979294,0.1222590481241544,0.9998511433601379,0.8149657633209533,0.14056868702173234,0.11525683599473091,1.0,1.0
confirm,convir_spatial_kenel_knn_9,16,0.75,128,7,0.0546875,-0.06449753897530693,0.2033950553452673,1333_0.79_1.62.png,-0.11296463012695312,0.007204570009240082,0.007435735792291066,0.02113941205399377,0.024110720254296114,0.32654179845537457,0.3564631480815982,8.093521916764854e-05,9.111178456986042e-05,0.0053917850350079545,0.004201375032307221,35.27115167890276,40.29176910652602,0.02783524104041349,0.02835720344285375,0.1242593941943986,0.12224514468396006,0.9997914688927787,0.811913258868004,0.1524746290275029,0.1141496847873392,1.0,1.0
confirm,convir_spatial_kenel_knn_9,16,1.0,128,8,0.0625,-0.08559060096740723,0.266065788269043,1333_0.79_1.62.png,-0.15279769897460938,0.007209376664832234,0.007437341730110347,0.020343240234069526,0.024188559277293582,0.3067522644996643,0.3580317949255308,7.837454336367955e-05,9.136730100181011e-05,0.007193731615785583,0.005588294326004316,37.15201210975647,40.2082168896993,0.026791626752582128,0.028431127415396176,0.12429937347769737,0.12222569398581981,0.9997091069817543,0.8103530979118659,0.13751882500946522,0.114827363853207,1.0,1.0
confirm,global_mean_coeff,16,0.25,128,3,0.0234375,-0.030309041341145832,0.03961363220214844,1261_0.52_1.86.png,-0.032924652099609375,0.006135018076747656,0.006135018076747656,0.01555277593433857,0.01555277593433857,0.08207425475120544,0.08207425475120544,4.336384154157713e-05,4.336384154157713e-05,0.0015354957314227561,0.001040871335750396,14.369523207346598,320004.8109183922,0.08343376107352436,0.09113282401224863,,,0.9999980131785074,0.8179204045259394,0.2217759589354197,0.11371285108523443,1.0,1.0
confirm,global_mean_coeff,16,0.5,128,6,0.046875,-0.04743003845214844,0.08064507656410093,1325_0.61_1.53.png,-0.068267822265625,0.006135018076747656,0.006135018076747656,0.01555277593433857,0.01555277593433857,0.08207425475120544,0.08207425475120544,4.336384154157713e-05,4.336384154157713e-05,0.0030684831652299394,0.0020575402404488193,10.903546651204428,327873.59878761263,0.10209363988662375,0.09040444627403206,,,0.9999299546082815,0.8134464334231825,0.19246878350774446,0.11249689804437785,1.0,1.0
confirm,global_mean_coeff,16,0.75,128,7,0.0546875,-0.06727491106305804,0.12016438255625322,1325_0.61_1.53.png,-0.11172103881835938,0.006135018076747656,0.006135018076747656,0.01555277593433857,0.01555277593433857,0.08207425475120544,0.08207425475120544,4.336384154157713e-05,4.336384154157713e-05,0.004604401001744518,0.003073681041345949,10.266432898385185,330583.2446970112,0.10670038892051055,0.09004133522568661,,,0.9998268229620797,0.8119112135912676,0.1724036346588816,0.11299676710618506,1.0,1.0
confirm,global_mean_coeff,16,1.0,128,9,0.0703125,-0.07823202345106336,0.16049152662774094,1325_0.61_1.53.png,-0.1611480712890625,0.006135018076747656,0.006135018076747656,0.01555277593433857,0.01555277593433857,0.08207425475120544,0.08207425475120544,4.336384154157713e-05,4.336384154157713e-05,0.006136043511336296,0.0040641783617667605,10.939644389682346,336139.0421560432,0.101344999510636,0.09016638058114226,,,0.9997856153382195,0.8087560845986048,0.158931541774008,0.11301723013860918,1.0,1.0
confirm,global_plus_spatial_kenel_knn_9,16,0.25,128,2,0.015625,-0.03110504150390625,0.06696965959337023,1261_0.52_1.86.png,-0.03679656982421875,0.004421857884153724,0.007753891510046309,0.020054464228451252,0.021165193901175543,0.3013390600681305,0.2617849110374375,2.9642568733834196e-05,8.950057540387783e-05,0.001103287102446776,0.0014058050983197098,42.11923408508301,1308953.3194371026,0.02345252266048245,0.017724052227153408,0.11882222443819046,0.08157687007434784,0.9998363852500916,0.8193680304347442,0.15380549430847168,0.11564939106225096,1.0,1.0
confirm,global_plus_spatial_kenel_knn_9,16,0.5,128,4,0.03125,-0.044617652893066406,0.1331219365519862,1261_0.52_1.86.png,-0.0748748779296875,0.004182119446340948,0.007815367485877247,0.017589347204193473,0.02126262879990522,0.2925077714025974,0.26143182117131447,2.644855112521327e-05,9.056905995044696e-05,0.0020832171195674333,0.00282534810248455,40.23848056793213,1330064.8510775873,0.02444441559973609,0.017599660996317337,0.12187659740447998,0.0808776103921475,0.9998152703046799,0.816457931645639,0.13897780887782574,0.11551228247539726,1.0,1.0
