d_ref_gain_db,d_rep_gain_db,groups,policy,selected_hard_groups,selected_severe_groups,worse_operator_cvar5_db,worse_operator_gain_db
0.23935935528298016,0.2389403580740129,384,region_oracle,0,0,0.003733224278027169,0.2389403580740129
0.1515830801504449,0.15048093413154603,384,safe_global_oracle,0,0,0.0,0.15048093413154603
0.0578134869435479,0.057232274731209676,384,spatial_shuffle_control,0,0,-0.10211093497427859,0.057232274731209676
