fold,epoch,train_count,loss,train_mean_dPSNR_vs_A0,train_p05_dPSNR_vs_A0,train_CVaR5_dPSNR_vs_A0,train_severe_rate,mean_unsafe_probability,mean_action_rms_proxy
0,1,384,0.058171504497295246,0.013583028438757491,-0.18282237090463163,-0.2541556660730436,0.028645833333333332,0.18184640281833708,0.0355962400038455
0,2,384,0.058119020133744925,0.03356154747359328,-0.32890297533138374,-0.4390308868358986,0.13802083333333334,0.18234052027886113,0.04743118170881644
