name,base_psnr,gate_coverage,d7c_psnr_delta,control_psnr_delta,d7c_minus_control_psnr_delta,d7c_output_mean_abs_diff,control_output_mean_abs_diff,d7c_better,d7c_regression_le_0p2,control_regression_le_0p2
1002_0.73_1.47.png,33.58782196044922,0.13454604148864746,-0.0653076171875,-0.13555145263671875,0.07024383544921875,0.00031422876054421067,0.0004530983860604465,True,False,False
1007_0.68_1.25.png,38.78367614746094,0.6703379154205322,-0.1587677001953125,-0.2263641357421875,0.067596435546875,0.000404896039981395,0.00047145996359176934,True,False,True
1012_0.85_1.28.png,38.416282653808594,0.6555219292640686,-0.01953125,0.1395416259765625,-0.1590728759765625,0.00032225760514847934,0.0003796842065639794,False,False,False
1016_0.8_1.72.png,39.61763381958008,0.591230571269989,0.023242950439453125,-0.13088226318359375,0.15412521362304688,0.0004336927959229797,0.0004835347644984722,True,False,False
1022_0.66_1.05.png,40.141082763671875,0.0613616406917572,-0.009403228759765625,-0.03298187255859375,0.023578643798828125,0.00010893375292653218,0.0005337256006896496,True,False,False
1023_0.5_1.87.png,37.465614318847656,0.28452640771865845,-0.21267318725585938,-0.42404937744140625,0.21137619018554688,0.0008730536210350692,0.0010555555345490575,True,True,True
1029_0.71_0.56.png,44.240779876708984,0.043153662234544754,-0.031982421875,-0.4163551330566406,0.3843727111816406,3.6209898098604754e-05,0.0004133094334974885,True,False,True
103_0.75_1.59.png,31.22649383544922,0.498046875,0.011201858520507812,0.08396148681640625,-0.07275962829589844,0.000588402443099767,0.0004799386952072382,False,False,False
1042_0.91_0.56.png,42.3957405090332,0.20655164122581482,-0.032176971435546875,0.07195281982421875,-0.10412979125976562,0.00021980451128911227,0.0003235698095522821,False,False,False
1045_0.58_1.58.png,32.29377365112305,0.616852343082428,-0.23456954956054688,-0.12173080444335938,-0.1128387451171875,0.0006887754425406456,0.0005004279664717615,False,True,False
1060_0.94_1.09.png,40.53528594970703,0.2680635154247284,0.067779541015625,0.11504364013671875,-0.04726409912109375,0.00022719497792422771,0.00024348098668269813,False,False,False
1064_0.54_0.97.png,37.867576599121094,0.17033793032169342,0.00179290771484375,-0.005767822265625,0.00756072998046875,0.00014460213424172252,0.00045405724085867405,True,False,False
1072_0.58_0.58.png,38.13917541503906,0.03684356436133385,-0.001850128173828125,-0.20613479614257812,0.20428466796875,6.400332495104522e-05,0.0005469541065394878,True,False,True
1073_0.51_0.98.png,39.438934326171875,0.015971709042787552,0.10748672485351562,0.8627891540527344,-0.7553024291992188,0.00011498328240122646,0.0009039068827405572,False,False,False
1075_0.76_1.99.png,29.513813018798828,0.571699321269989,0.08687973022460938,0.06278228759765625,0.024097442626953125,0.0005830099689774215,0.0004603182605933398,True,False,False
1080_0.59_1.22.png,40.876853942871094,0.366378515958786,0.2038726806640625,0.40230560302734375,-0.19843292236328125,0.0003247196727897972,0.0005966550088487566,False,False,False
1083_0.67_0.81.png,36.44873809814453,0.1633286327123642,0.038646697998046875,0.126922607421875,-0.08827590942382812,0.00021931060473434627,0.0004506001714617014,False,False,False
1090_0.54_0.58.png,41.2755241394043,0.012175249867141247,-0.016078948974609375,-0.35045623779296875,0.3343772888183594,1.4400140571524389e-05,0.0004398237797431648,True,False,True
1096_0.72_0.86.png,35.75572204589844,0.20986270904541016,0.4041786193847656,0.38118743896484375,0.022991180419921875,0.0009100682800635695,0.0008470292086713016,True,False,False
1098_0.8_0.51.png,33.103145599365234,2.3113905626814812e-05,-0.000133514404296875,0.18152236938476562,-0.1816558837890625,3.5584189390647225e-06,0.0004228534526191652,False,False,False
1099_0.54_1.76.png,33.76907730102539,0.0282798632979393,0.043670654296875,0.16986083984375,-0.126190185546875,0.00014937887317501009,0.000563759938813746,False,False,False
1102_0.65_0.94.png,29.722129821777344,0.2242857813835144,0.0582275390625,0.16854476928710938,-0.11031723022460938,0.0005341749056242406,0.0008645055931992829,False,False,False
110_0.55_1.08.png,38.41853332519531,0.2343807816505432,-0.10583877563476562,0.0045928955078125,-0.11043167114257812,0.00029675071709789336,0.0005069422768428922,False,False,False
1113_0.9_0.52.png,44.63855743408203,0.13163946568965912,-0.09519577026367188,-0.18330001831054688,0.088104248046875,0.00010877548629650846,0.00023919613158795983,True,False,False
1122_0.94_0.53.png,40.93035888671875,0.16063585877418518,0.024616241455078125,-0.07396316528320312,0.09857940673828125,0.0001261027791770175,0.0002159249852411449,True,False,False
1124_0.74_1.17.png,39.13054656982422,0.41576138138771057,-0.022480010986328125,-0.024883270263671875,0.00240325927734375,0.00043249651207588613,0.00046746875159442425,True,False,False
1134_0.69_1.2.png,32.35954666137695,0.3170072138309479,-0.14703750610351562,-0.17560958862304688,0.02857208251953125,0.00031814619433134794,0.00039373867912217975,True,False,False
1140_0.67_1.42.png,35.48466110229492,0.008511696010828018,0.032238006591796875,0.6822395324707031,-0.6500015258789062,7.80040500103496e-05,0.0013912783470004797,False,False,False
1143_0.73_1.33.png,38.36022186279297,0.6014584898948669,-0.20354461669921875,-0.04419708251953125,-0.1593475341796875,0.0003465870686341077,0.0002157722192350775,False,True,False
1145_0.9_1.2.png,34.376365661621094,0.032261233776807785,-0.002361297607421875,-0.01026153564453125,0.007900238037109375,4.995688868802972e-05,0.0005277064628899097,True,False,False
1146_0.89_0.87.png,37.84316635131836,0.0042818509973585606,0.00035858154296875,0.036426544189453125,-0.036067962646484375,1.6503514416399412e-05,0.0004501613148022443,False,False,False
114_0.75_1.45.png,33.99034881591797,0.46182161569595337,-0.07482528686523438,-0.06803131103515625,-0.006793975830078125,0.0003757306549232453,0.0003130271506961435,False,False,False
1150_0.8_1.27.png,40.393985748291016,0.6725106239318848,0.1451416015625,0.11946868896484375,0.02567291259765625,0.000531763129401952,0.00043828715570271015,True,False,False
1155_0.63_1.27.png,40.348236083984375,0.20889192819595337,0.12160110473632812,0.22484588623046875,-0.10324478149414062,0.0003831155481748283,0.0006653526797890663,False,False,False
1162_0.65_1.7.png,38.18906784057617,0.6348696351051331,-0.24411773681640625,-0.18601608276367188,-0.058101654052734375,0.0007063540397211909,0.000501173606608063,False,True,False
1164_0.79_1.96.png,36.149314880371094,0.8566417694091797,-0.13507843017578125,-0.12012100219726562,-0.014957427978515625,0.0003997826424892992,0.00042349955765530467,False,False,False
1168_0.56_0.69.png,38.89556884765625,0.004570774734020233,0.0260467529296875,0.28336334228515625,-0.25731658935546875,6.122690683696419e-05,0.0009089707746170461,False,False,False
116_0.64_1.08.png,36.548152923583984,0.13979290425777435,-0.032878875732421875,-0.10312652587890625,0.07024765014648438,0.00016649665485601872,0.0003198353515472263,True,False,False
1170_0.71_1.78.png,33.95701217651367,0.5223453640937805,-0.14461135864257812,-0.11045074462890625,-0.034160614013671875,0.00038635419332422316,0.000483095645904541,False,False,False
1179_0.56_1.96.png,30.768918991088867,0.11769022792577744,0.14868545532226562,0.5441741943359375,-0.3954887390136719,0.0010516615584492683,0.002741156844422221,False,False,False
1187_0.82_1.57.png,40.11456298828125,0.36191752552986145,-0.25302886962890625,-0.14820480346679688,-0.10482406616210938,0.0005130641511641443,0.0004139176453463733,False,True,False
119_0.6_1.7.png,33.88690948486328,0.6644323468208313,-0.0790252685546875,-0.1826171875,0.1035919189453125,0.000439153314800933,0.0005749826086685061,True,False,False
1200_0.97_0.52.png,31.8935546875,0.10181097686290741,0.027124404907226562,0.16106033325195312,-0.13393592834472656,0.00010027577809523791,0.0004785205819644034,False,False,False
1205_0.78_1.01.png,40.1090202331543,0.7605515122413635,0.06473922729492188,0.038043975830078125,0.02669525146484375,0.0003689080476760864,0.00032273013493977487,True,False,False
1208_0.63_0.83.png,41.227970123291016,0.44245216250419617,0.07666015625,0.059986114501953125,0.016674041748046875,0.00027493591187521815,0.00033657639869488776,True,False,False
1211_0.88_1.93.png,29.74270248413086,0.7135725021362305,-0.055637359619140625,-0.06774330139160156,0.012105941772460938,0.0005589343491010368,0.0005030298489145935,True,False,False
1231_0.98_1.26.png,36.41115951538086,0.13174349069595337,0.02696990966796875,-0.00513458251953125,0.0321044921875,0.00014469593588728458,0.0009618772892281413,True,False,False
123_0.94_1.22.png,34.57032012939453,0.440354585647583,-0.001682281494140625,-0.13071441650390625,0.12903213500976562,0.0004066359542775899,0.0003783797728829086,True,False,False
1240_0.64_0.5.png,43.87199020385742,0.010678624734282494,-0.034137725830078125,-0.3297920227050781,0.295654296875,4.831670594285242e-05,0.0006508207297883928,True,False,True
1246_0.62_2.0.png,33.35686111450195,0.3050630986690521,0.058414459228515625,-0.041637420654296875,0.1000518798828125,0.00043973923311568797,0.0005974665400572121,True,False,False
1250_0.57_0.61.png,32.592018127441406,0.017023392021656036,0.0238494873046875,0.3528900146484375,-0.32904052734375,6.958274025237188e-05,0.0008754726150073111,False,False,False
1254_0.97_1.31.png,38.62157440185547,0.5455574989318848,-0.1602935791015625,0.04228973388671875,-0.20258331298828125,0.00043998623732477427,0.000434708665125072,False,False,False
1263_0.9_1.41.png,33.68553924560547,0.36410757899284363,-0.0017547607421875,-0.09437942504882812,0.09262466430664062,0.0002939686528407037,0.0004855505540035665,True,False,False
1266_0.96_1.34.png,35.37736511230469,0.6464901566505432,-0.12518310546875,-0.15867996215820312,0.033496856689453125,0.0005107588367536664,0.0003932417603209615,True,False,False
126_0.75_1.47.png,28.263137817382812,0.3009430468082428,-0.0035648345947265625,0.05272102355957031,-0.056285858154296875,0.00019285234156996012,0.0004614562203641981,False,False,False
1271_0.65_1.66.png,34.470909118652344,0.3263336718082428,-0.08164596557617188,-0.220245361328125,0.13859939575195312,0.0004722447192762047,0.0007930632564239204,True,False,True
