variant,batch_index,names,gate_mean,score_mean,loss_total,loss_content,loss_fft,loss_action,loss_preserve,pre_clip_norm_total,post_clip_norm_total_if_train_contract,clip_scale_total_if_train_contract,grad_norm_content,grad_norm_fft,grad_norm_action,grad_norm_preserve,cos_content_fft,cos_action_preserve,cos_total_action,cos_total_preserve
D7C_W_D_G_D,0,1002_0.73_1.47.png|1007_0.68_1.25.png|1012_0.85_1.28.png|1016_0.8_1.72.png|1022_0.66_1.05.png|1023_0.5_1.87.png|1029_0.71_0.56.png|103_0.75_1.59.png,0.47858428955078125,0.5846889019012451,0.09483197331428528,0.014129102230072021,0.8070287108421326,0.005659675691276789,0.00032148900208994746,0.03635778650641441,0.001,0.027504424666324922,0.02181389182806015,0.30946457386016846,0.011739957146346569,0.016221536323428154,-0.08268196880817413,0.48705539107322693,0.5052754878997803,0.007120651192963123
D7C_W_D_G_D,1,1042_0.91_0.56.png|1045_0.58_1.58.png|1060_0.94_1.09.png|1064_0.54_0.97.png|1072_0.58_0.58.png|1073_0.51_0.98.png|1075_0.76_1.99.png|1080_0.59_1.22.png,0.40252113342285156,0.5528074502944946,0.09487355500459671,0.015236390754580498,0.7963716387748718,0.00632815808057785,0.0003063381591346115,0.04280451312661171,0.001,0.02336202252884163,0.027408475056290627,0.19225235283374786,0.014499836601316929,0.02163754776120186,0.6749899387359619,0.4994979202747345,0.8660790920257568,0.29450708627700806
D7C_W_D_G_D,2,1083_0.67_0.81.png|1090_0.54_0.58.png|1096_0.72_0.86.png|1098_0.8_0.51.png|1099_0.54_1.76.png|1102_0.65_0.94.png|110_0.55_1.08.png|1113_0.9_0.52.png,0.22991180419921875,0.5181313753128052,0.06487954407930374,0.011308414861559868,0.5357112884521484,0.003986587282270193,0.00027143352781422436,0.023160994052886963,0.001,0.04317603975531233,0.01919393427670002,0.13078543543815613,0.011132062412798405,0.015257852151989937,-0.005971724633127451,-0.22525767982006073,0.6344006657600403,-0.14457692205905914
D7C_W_D_G_D,3,1122_0.94_0.53.png|1124_0.74_1.17.png|1134_0.69_1.2.png|1140_0.67_1.42.png|1143_0.73_1.33.png|1145_0.9_1.2.png|1146_0.89_0.87.png|114_0.75_1.45.png,0.3121795654296875,0.5627957582473755,0.08595946431159973,0.015267710201442242,0.7069175243377686,0.004654233809560537,0.00012804963625967503,0.01993035152554512,0.001,0.05017472966888118,0.011497830040752888,0.11497059464454651,0.007005874998867512,0.011046959087252617,0.5025997757911682,0.265362411737442,0.737932562828064,0.2869332432746887
CONTROL_W_U_G_1,0,1002_0.73_1.47.png|1007_0.68_1.25.png|1012_0.85_1.28.png|1016_0.8_1.72.png|1022_0.66_1.05.png|1023_0.5_1.87.png|1029_0.71_0.56.png|103_0.75_1.59.png,0.47858428955078125,0.5846889019012451,0.09496264159679413,0.014163624495267868,0.8079901337623596,0.005681316368281841,0.0005810031434521079,0.05013185739517212,0.001,0.019947395767073727,0.03455468267202377,0.34595397114753723,0.014911637641489506,0.06434015184640884,0.05117996782064438,0.7880924344062805,0.5774403810501099,0.2967054843902588
CONTROL_W_U_G_1,1,1042_0.91_0.56.png|1045_0.58_1.58.png|1060_0.94_1.09.png|1064_0.54_0.97.png|1072_0.58_0.58.png|1073_0.51_0.98.png|1075_0.76_1.99.png|1080_0.59_1.22.png,0.40252113342285156,0.5528074502944946,0.09472758322954178,0.015180355869233608,0.795472264289856,0.00628179544582963,0.0005918116657994688,0.039847567677497864,0.001,0.0250956346468471,0.025347378104925156,0.2114986926317215,0.012688452377915382,0.04130250960588455,0.4644869267940521,0.42990782856941223,0.58083575963974,0.09041471034288406
CONTROL_W_U_G_1,2,1083_0.67_0.81.png|1090_0.54_0.58.png|1096_0.72_0.86.png|1098_0.8_0.51.png|1099_0.54_1.76.png|1102_0.65_0.94.png|110_0.55_1.08.png|1113_0.9_0.52.png,0.22991180419921875,0.5181313753128052,0.06457038223743439,0.011065022088587284,0.5350536108016968,0.003881047945469618,0.00040893960976973176,0.05127997323870659,0.001,0.019500790208002508,0.040915291756391525,0.22605526447296143,0.011826911941170692,0.028071412816643715,0.24037741124629974,-0.4367189407348633,0.7775483131408691,-0.4152183532714844
CONTROL_W_U_G_1,3,1122_0.94_0.53.png|1124_0.74_1.17.png|1134_0.69_1.2.png|1140_0.67_1.42.png|1143_0.73_1.33.png|1145_0.9_1.2.png|1146_0.89_0.87.png|114_0.75_1.45.png,0.3121795654296875,0.5627957582473755,0.08588775992393494,0.015268094837665558,0.706196665763855,0.004660735372453928,0.0005331304273568094,0.08073867857456207,0.001,0.012385637437408654,0.04135063663125038,0.4456179141998291,0.012657985091209412,0.04342654347419739,0.7660402655601501,0.5953465104103088,0.41896122694015503,0.09869740903377533
