index,name,gate_coverage,score_mean,W_D_G_D_psnr,W_D_G_D_psnr_delta,W_D_G_D_ssim,W_D_G_D_ssim_delta,W_D_G_D_output_mean_abs_diff,W_D_G_D_output_max_abs_diff,W_D_G_1_psnr,W_D_G_1_psnr_delta,W_D_G_1_ssim,W_D_G_1_ssim_delta,W_D_G_1_output_mean_abs_diff,W_D_G_1_output_max_abs_diff,W_U_G_D_psnr,W_U_G_D_psnr_delta,W_U_G_D_ssim,W_U_G_D_ssim_delta,W_U_G_D_output_mean_abs_diff,W_U_G_D_output_max_abs_diff,W_U_G_1_psnr,W_U_G_1_psnr_delta,W_U_G_1_ssim,W_U_G_1_ssim_delta,W_U_G_1_output_mean_abs_diff,W_U_G_1_output_max_abs_diff
0,1002_0.73_1.47.png,0.13454604148864746,0.5172286629676819,33.52251434326172,-0.0653076171875,0.9871634244918823,-0.00038444995880126953,0.00031422876054421067,0.0013123750686645508,33.474327087402344,-0.113494873046875,0.9870897531509399,-0.00045812129974365234,0.0003335286455694586,0.0018022656440734863,33.54650115966797,-0.04132080078125,0.9872673749923706,-0.0002804994583129883,0.0002119895361829549,0.0008395910263061523,33.4522705078125,-0.13555145263671875,0.9879220724105835,0.00037419795989990234,0.0004530983860604465,0.00151747465133667
1,1007_0.68_1.25.png,0.6703379154205322,0.6398210525512695,38.624908447265625,-0.1587677001953125,0.9976348876953125,-8.237361907958984e-05,0.000404896039981395,0.003912806510925293,38.54673385620117,-0.23694229125976562,0.9976093173027039,-0.00010794401168823242,0.0005154262180440128,0.004386305809020996,38.663021087646484,-0.12065505981445312,0.9976738691329956,-4.3392181396484375e-05,0.00031360448338091373,0.004300713539123535,38.55731201171875,-0.2263641357421875,0.9976481199264526,-6.914138793945312e-05,0.00047145996359176934,0.004933595657348633
2,1012_0.85_1.28.png,0.6555219292640686,0.6489824652671814,38.396751403808594,-0.01953125,0.9643982648849487,-5.3942203521728516e-05,0.00032225760514847934,0.004661500453948975,38.547367095947266,0.13108444213867188,0.9652312994003296,0.0007790923118591309,0.0003466955677140504,0.004961371421813965,38.354373931884766,-0.061908721923828125,0.9637354612350464,-0.0007167458534240723,0.00025309575721621513,0.0039504170417785645,38.555824279785156,0.1395416259765625,0.9646310806274414,0.00017887353897094727,0.0003796842065639794,0.004366159439086914
3,1016_0.8_1.72.png,0.591230571269989,0.6221229434013367,39.64087677001953,0.023242950439453125,0.995276153087616,4.1544437408447266e-05,0.0004336927959229797,0.0017075538635253906,39.59374237060547,-0.023891448974609375,0.9952607154846191,2.6106834411621094e-05,0.00048636464634910226,0.002156376838684082,39.595130920410156,-0.022502899169921875,0.9952074885368347,-2.7120113372802734e-05,0.00037151045398786664,0.0019477605819702148,39.486751556396484,-0.13088226318359375,0.9951274394989014,-0.00010716915130615234,0.0004835347644984722,0.0020588040351867676
4,1022_0.66_1.05.png,0.0613616406917572,0.4731190800666809,40.13167953491211,-0.009403228759765625,0.998650074005127,1.2516975402832031e-06,0.00010893375292653218,0.0009357333183288574,40.10515213012695,-0.035930633544921875,0.9986592531204224,1.043081283569336e-05,0.0006171470740810037,0.0018012523651123047,40.13225173950195,-0.008831024169921875,0.9986485242843628,-2.980232238769531e-07,7.38858143449761e-05,0.000731542706489563,40.10810089111328,-0.03298187255859375,0.998651385307312,2.562999725341797e-06,0.0005337256006896496,0.0016484856605529785
5,1023_0.5_1.87.png,0.28452640771865845,0.5533208847045898,37.2529411315918,-0.21267318725585938,0.9963940382003784,1.8358230590820312e-05,0.0008730536210350692,0.0029340386390686035,37.079444885253906,-0.38616943359375,0.9964172840118408,4.1604042053222656e-05,0.00128970667719841,0.0037679672241210938,37.260250091552734,-0.20536422729492188,0.9963757395744324,5.960464477539063e-08,0.000647841370664537,0.0029421448707580566,37.04156494140625,-0.42404937744140625,0.996391773223877,1.609325408935547e-05,0.0010555555345490575,0.0034418106079101562
6,1029_0.71_0.56.png,0.043153662234544754,0.3992336392402649,44.208797454833984,-0.031982421875,0.998738169670105,6.556510925292969e-07,3.6209898098604754e-05,0.00039267539978027344,43.951202392578125,-0.2895774841308594,0.9987384080886841,8.940696716308594e-07,0.0002920361584983766,0.0012644529342651367,44.22534942626953,-0.015430450439453125,0.9987379908561707,4.76837158203125e-07,2.2279222321230918e-05,0.00024878978729248047,43.824424743652344,-0.4163551330566406,0.9987577199935913,2.0205974578857422e-05,0.0004133094334974885,0.001503586769104004
7,103_0.75_1.59.png,0.498046875,0.594035267829895,31.237695693969727,0.011201858520507812,0.9870688319206238,-4.357099533081055e-05,0.000588402443099767,0.002561330795288086,31.33867645263672,0.1121826171875,0.9872077703475952,9.5367431640625e-05,0.000813108985312283,0.004037201404571533,31.256736755371094,0.030242919921875,0.9870948791503906,-1.7523765563964844e-05,0.0005390549777075648,0.0021221935749053955,31.310455322265625,0.08396148681640625,0.987233579158783,0.00012117624282836914,0.0004799386952072382,0.0028738081455230713
8,1042_0.91_0.56.png,0.20655164122581482,0.5136380195617676,42.363563537597656,-0.032176971435546875,0.9984855055809021,-6.4373016357421875e-06,0.00021980451128911227,0.001308530569076538,42.52373504638672,0.12799453735351562,0.9985076785087585,1.5735626220703125e-05,0.0003500296443235129,0.0016388297080993652,42.368194580078125,-0.027545928955078125,0.9984871745109558,-4.76837158203125e-06,0.00020571993081830442,0.0012506842613220215,42.46769332885742,0.07195281982421875,0.9985134601593018,2.1517276763916016e-05,0.0003235698095522821,0.00179252028465271
9,1045_0.58_1.58.png,0.616852343082428,0.6101394295692444,32.0592041015625,-0.23456954956054688,0.9788904190063477,-0.00023239850997924805,0.0006887754425406456,0.0034236907958984375,32.16998291015625,-0.12379074096679688,0.978824257850647,-0.00029855966567993164,0.0005283833015710115,0.0027753114700317383,32.172794342041016,-0.12097930908203125,0.9789612293243408,-0.00016158819198608398,0.0004182544071227312,0.0023978352546691895,32.17204284667969,-0.12173080444335938,0.9788927435874939,-0.0002300739288330078,0.0005004279664717615,0.0018739700317382812
10,1060_0.94_1.09.png,0.2680635154247284,0.4859406054019928,40.603065490722656,0.067779541015625,0.9955899119377136,-0.00018721818923950195,0.00022719497792422771,0.0024280548095703125,40.548553466796875,0.01326751708984375,0.9953758120536804,-0.0004013180732727051,0.0002837505307979882,0.004493743181228638,40.643898010253906,0.108612060546875,0.9958111643791199,3.403425216674805e-05,0.00017152252257801592,0.003444284200668335,40.65032958984375,0.11504364013671875,0.9958704710006714,9.334087371826172e-05,0.00024348098668269813,0.0034895241260528564
11,1064_0.54_0.97.png,0.17033793032169342,0.519317090511322,37.86936950683594,0.00179290771484375,0.9954746961593628,-4.225969314575195e-05,0.00014460213424172252,0.0008838176727294922,37.91603088378906,0.04845428466796875,0.9954277873039246,-8.916854858398438e-05,0.0005412081372924149,0.0015066862106323242,37.87078094482422,0.003204345703125,0.995498538017273,-1.8417835235595703e-05,9.166566451312974e-05,0.0005242824554443359,37.86180877685547,-0.005767822265625,0.9954483509063721,-6.860494613647461e-05,0.00045405724085867405,0.0019025802612304688
12,1072_0.58_0.58.png,0.03684356436133385,0.4753541648387909,38.137325286865234,-0.001850128173828125,0.9957451224327087,-1.1980533599853516e-05,6.400332495104522e-05,0.0005386471748352051,37.79769515991211,-0.3414802551269531,0.9953761100769043,-0.0003809928894042969,0.0005998879787512124,0.0019133388996124268,38.12226104736328,-0.01691436767578125,0.9957399368286133,-1.71661376953125e-05,4.00913086195942e-05,0.00033205747604370117,37.933040618896484,-0.20613479614257812,0.9954433441162109,-0.00031375885009765625,0.0005469541065394878,0.0014030039310455322
13,1073_0.51_0.98.png,0.015971709042787552,0.4704873263835907,39.54642105102539,0.10748672485351562,0.9985730051994324,5.543231964111328e-06,0.00011498328240122646,0.0013096332550048828,40.3013916015625,0.862457275390625,0.9986030459403992,3.55839729309082e-05,0.0009093767730519176,0.0036987662315368652,39.46040725708008,0.021472930908203125,0.9985677003860474,2.384185791015625e-07,4.733456080430187e-05,0.0009522438049316406,40.30172348022461,0.8627891540527344,0.9986099004745483,4.2438507080078125e-05,0.0009039068827405572,0.0029188990592956543
14,1075_0.76_1.99.png,0.571699321269989,0.6024817228317261,29.600692749023438,0.08687973022460938,0.9926964044570923,-2.9325485229492188e-05,0.0005830099689774215,0.002110809087753296,29.607603073120117,0.09379005432128906,0.9926905632019043,-3.516674041748047e-05,0.0006095038261264563,0.002683281898498535,29.603593826293945,0.08978080749511719,0.9927177429199219,-7.987022399902344e-06,0.00045869452878832817,0.0018229484558105469,29.576595306396484,0.06278228759765625,0.9927304983139038,4.76837158203125e-06,0.0004603182605933398,0.002402186393737793
15,1080_0.59_1.22.png,0.366378515958786,0.5489775538444519,41.080726623535156,0.2038726806640625,0.9972028732299805,3.1113624572753906e-05,0.0003247196727897972,0.0035843849182128906,41.431373596191406,0.5545196533203125,0.997260570526123,8.881092071533203e-05,0.0008968797046691179,0.007912635803222656,41.014408111572266,0.13755416870117188,0.9971899390220642,1.817941665649414e-05,0.00020887212303932756,0.003079652786254883,41.27915954589844,0.40230560302734375,0.9972310066223145,5.924701690673828e-05,0.0005966550088487566,0.005885124206542969
16,1083_0.67_0.81.png,0.1633286327123642,0.5487276911735535,36.48738479614258,0.038646697998046875,0.9972726106643677,-1.1205673217773438e-05,0.00021931060473434627,0.0008481442928314209,36.66054916381836,0.21181106567382812,0.9972619414329529,-2.187490463256836e-05,0.0007377139991149306,0.0017020106315612793,36.50363540649414,0.054897308349609375,0.9972840547561646,2.384185791015625e-07,0.000167690624948591,0.00044596195220947266,36.575660705566406,0.126922607421875,0.9972719550132751,-1.1861324310302734e-05,0.0004506001714617014,0.001307666301727295
17,1090_0.54_0.58.png,0.012175249867141247,0.4578454792499542,41.25944519042969,-0.016078948974609375,0.9980285167694092,-3.5762786865234375e-06,1.4400140571524389e-05,0.00021435320377349854,40.96769714355469,-0.3078269958496094,0.9979536533355713,-7.843971252441406e-05,0.00041214138036593795,0.0012824535369873047,41.25522232055664,-0.02030181884765625,0.9980270862579346,-5.0067901611328125e-06,1.836133742472157e-05,0.00020948052406311035,40.92506790161133,-0.35045623779296875,0.9979338645935059,-9.822845458984375e-05,0.0004398237797431648,0.001640617847442627
18,1096_0.72_0.86.png,0.20986270904541016,0.5389598608016968,36.1599006652832,0.4041786193847656,0.9980656504631042,2.0802021026611328e-05,0.0009100682800635695,0.0018589496612548828,36.252357482910156,0.49663543701171875,0.9980642199516296,1.9371509552001953e-05,0.0010924466187134385,0.002636253833770752,35.96782302856445,0.21210098266601562,0.9980485439300537,3.6954879760742188e-06,0.0005029073217883706,0.00112992525100708,36.13690948486328,0.38118743896484375,0.9980568289756775,1.1980533599853516e-05,0.0008470292086713016,0.002120792865753174
19,1098_0.8_0.51.png,2.3113905626814812e-05,0.40718263387680054,33.10301208496094,-0.000133514404296875,0.9973500967025757,0.0,3.5584189390647225e-06,6.596744060516357e-05,33.37643051147461,0.273284912109375,0.9974499940872192,9.989738464355469e-05,0.0006713949842378497,0.0016997456550598145,33.103172302246094,2.6702880859375e-05,0.9973503947257996,2.980232238769531e-07,3.5113494050165173e-06,6.0185790061950684e-05,33.28466796875,0.18152236938476562,0.9974152445793152,6.514787673950195e-05,0.0004228534526191652,0.0013459324836730957
