axis,bin,n,axis_min,axis_max,d7c_mean,control_mean,paired_mean,d7c_win_rate,d7c_reg_le_0p2,control_reg_le_0p2
gate_coverage,1,150,0.0,0.09811197966337204,-0.009946670532226563,0.0024054209391276044,-0.012352091471354167,0.49333333333333335,11,43
gate_coverage,2,150,0.10000231117010117,0.23773807287216187,0.06414207458496093,0.08200333913167318,-0.01786126454671224,0.4666666666666667,9,16
gate_coverage,3,150,0.24151693284511566,0.4647281765937805,0.05806658426920573,0.043519630432128906,0.014546953837076822,0.56,17,22
gate_coverage,4,150,0.4703853130340576,0.967467188835144,0.005627606709798177,0.004332911173502604,0.0012946955362955728,0.5266666666666666,13,10
base_psnr,1,150,23.832725524902344,36.09882354736328,-0.0246468989054362,-0.020216064453125,-0.004430834452311198,0.5133333333333333,9,13
base_psnr,2,150,36.110435485839844,39.571929931640625,0.009222488403320312,0.006814066569010417,0.002408421834309896,0.54,13,25
base_psnr,3,150,39.59613800048828,42.59214401245117,0.08734357198079427,0.08068138122558594,0.0066621907552083335,0.5533333333333333,13,21
base_psnr,4,150,42.593841552734375,50.354713439941406,0.045970433553059895,0.06498191833496093,-0.019011484781901043,0.44,15,32
