zone,images,mean_pixel_count,d7c_output_change_mean,control_output_change_mean,d7c_gain_l1_mean,control_gain_l1_mean
exterior_far_gt8,600,119632.33833333333,0.00030653816864025955,0.0005503110608612398,2.9839666584654193e-06,1.462953444091336e-05
exterior_r1,599,8289.797996661102,0.0004189826536301021,0.0006108569650908842,1.9589488358907435e-06,1.272311166894552e-06
exterior_r2,599,7457.003338898164,0.00040085025479718987,0.0005999994724840661,4.934724236410668e-06,2.7813108826022216e-06
exterior_r4,599,12318.255425709516,0.00037694483266222757,0.0005885292001421895,1.3352298838476502e-05,8.36799337701206e-06
exterior_r8,599,18329.884808013354,0.00035451295273314446,0.0005837870966925496,2.422222762798399e-05,2.0943233166475408e-05
gate_boundary_r1,599,16354.923205342237,0.0004270200462818197,0.0006152065558415366,-5.390026212319636e-07,-5.776751265058593e-07
gate_interior,597,59897.850921273035,0.0005732902153962022,0.0006969202384659201,-6.238142129900444e-07,1.6602996416517382e-06
