name,gate_coverage,W_D_G_D_minus_W_U_G_1,W_U_G_D_minus_W_U_G_1,W_D_G_1_minus_W_D_G_D,W_D_G_1_minus_W_U_G_1
1002_0.73_1.47.png,0.13454604148864746,0.07024383544921875,0.09423065185546875,-0.048187255859375,0.02205657958984375
1007_0.68_1.25.png,0.6703379154205322,0.067596435546875,0.10570907592773438,-0.07817459106445312,-0.010578155517578125
1012_0.85_1.28.png,0.6555219292640686,-0.1590728759765625,-0.20145034790039062,0.15061569213867188,-0.008457183837890625
1016_0.8_1.72.png,0.591230571269989,0.15412521362304688,0.10837936401367188,-0.0471343994140625,0.10699081420898438
1022_0.66_1.05.png,0.0613616406917572,0.023578643798828125,0.024150848388671875,-0.02652740478515625,-0.002948760986328125
1023_0.5_1.87.png,0.28452640771865845,0.21137619018554688,0.21868515014648438,-0.17349624633789062,0.03787994384765625
1029_0.71_0.56.png,0.043153662234544754,0.3843727111816406,0.4009246826171875,-0.2575950622558594,0.12677764892578125
103_0.75_1.59.png,0.498046875,-0.07275962829589844,-0.05371856689453125,0.10098075866699219,0.02822113037109375
1042_0.91_0.56.png,0.20655164122581482,-0.10412979125976562,-0.09949874877929688,0.1601715087890625,0.056041717529296875
1045_0.58_1.58.png,0.616852343082428,-0.1128387451171875,0.000751495361328125,0.11077880859375,-0.0020599365234375
1060_0.94_1.09.png,0.2680635154247284,-0.04726409912109375,-0.00643157958984375,-0.05451202392578125,-0.101776123046875
1064_0.54_0.97.png,0.17033793032169342,0.00756072998046875,0.00897216796875,0.046661376953125,0.05422210693359375
1072_0.58_0.58.png,0.03684356436133385,0.20428466796875,0.18922042846679688,-0.339630126953125,-0.135345458984375
1073_0.51_0.98.png,0.015971709042787552,-0.7553024291992188,-0.8413162231445312,0.7549705505371094,-0.000331878662109375
1075_0.76_1.99.png,0.571699321269989,0.024097442626953125,0.026998519897460938,0.0069103240966796875,0.031007766723632812
1080_0.59_1.22.png,0.366378515958786,-0.19843292236328125,-0.2647514343261719,0.35064697265625,0.15221405029296875
1083_0.67_0.81.png,0.1633286327123642,-0.08827590942382812,-0.07202529907226562,0.17316436767578125,0.08488845825195312
1090_0.54_0.58.png,0.012175249867141247,0.3343772888183594,0.3301544189453125,-0.291748046875,0.042629241943359375
1096_0.72_0.86.png,0.20986270904541016,0.022991180419921875,-0.16908645629882812,0.09245681762695312,0.115447998046875
1098_0.8_0.51.png,2.3113905626814812e-05,-0.1816558837890625,-0.18149566650390625,0.2734184265136719,0.09176254272460938
1099_0.54_1.76.png,0.0282798632979393,-0.126190185546875,-0.17174148559570312,0.13550186157226562,0.009311676025390625
1102_0.65_0.94.png,0.2242857813835144,-0.11031723022460938,-0.12503433227539062,0.0842437744140625,-0.026073455810546875
110_0.55_1.08.png,0.2343807816505432,-0.11043167114257812,0.00214385986328125,0.043468475341796875,-0.06696319580078125
1113_0.9_0.52.png,0.13163946568965912,0.088104248046875,0.12116622924804688,-0.1631011962890625,-0.0749969482421875
1122_0.94_0.53.png,0.16063585877418518,0.09857940673828125,0.08175277709960938,-0.09492874145507812,0.003650665283203125
1124_0.74_1.17.png,0.41576138138771057,0.00240325927734375,-0.003658294677734375,0.044773101806640625,0.047176361083984375
1134_0.69_1.2.png,0.3170072138309479,0.02857208251953125,0.12787628173828125,-0.19285964965820312,-0.16428756713867188
1140_0.67_1.42.png,0.008511696010828018,-0.6500015258789062,-0.6407737731933594,0.3029594421386719,-0.3470420837402344
1143_0.73_1.33.png,0.6014584898948669,-0.1593475341796875,-0.08690643310546875,0.11446762084960938,-0.044879913330078125
1145_0.9_1.2.png,0.032261233776807785,0.007900238037109375,-0.008342742919921875,-0.0078277587890625,7.2479248046875e-05
1146_0.89_0.87.png,0.0042818509973585606,-0.036067962646484375,-0.046962738037109375,-0.03790283203125,-0.07397079467773438
114_0.75_1.45.png,0.46182161569595337,-0.006793975830078125,0.00681304931640625,-0.026027679443359375,-0.0328216552734375
1150_0.8_1.27.png,0.6725106239318848,0.02567291259765625,0.021881103515625,-0.0016326904296875,0.02404022216796875
1155_0.63_1.27.png,0.20889192819595337,-0.10324478149414062,-0.15958404541015625,0.19266510009765625,0.08942031860351562
1162_0.65_1.7.png,0.6348696351051331,-0.058101654052734375,-0.00455474853515625,0.10300064086914062,0.04489898681640625
1164_0.79_1.96.png,0.8566417694091797,-0.014957427978515625,0.02210235595703125,-0.016876220703125,-0.031833648681640625
