check,sample_name,sample_index,base_psnr_scan_crop,base_psnr,before_psnr,after_psnr,psnr_gain_vs_A0,loss_start,loss_end,loss_drop,train_steps,trainable_param_count,max_grad_norm_before_clip,gradient_finite,update_norm,identity_mean_abs_vs_A0_after,pass
one_image_gt_overfit,1008_0.52_1.98.png,8,39.63625717163086,41.24489212036133,41.24489212036133,41.257301330566406,0.012409210205078125,0.008196908049285412,0.00818118080496788,1.5727244317531586e-05,24,50657,0.00012558791786432266,True,0.39247738652669406,4.919480124954134e-05,True
lowfreq_positive_delta,1008_0.52_1.98.png,8,39.63625717163086,41.24489212036133,41.24489212036133,41.25096893310547,0.006076812744140625,0.005348064936697483,0.005340951960533857,7.112976163625717e-06,24,50657,4.556635758490302e-05,True,0.3569680007507801,2.327049514860846e-05,True
